ocr_id,document_id,survey_extracted,owner_extracted_confidence,survey_confidence,language_detected,verification_required
OCR-035092,DOC-035092,1993,0.903,0.826,Tamil,No
OCR-035093,DOC-035093,4083,0.99,0.887,Tamil-English,Yes
OCR-035094,DOC-035094,7027,0.99,0.99,Tamil-English,No
OCR-035095,DOC-035095,6364,0.932,0.922,Tamil,No
OCR-035096,DOC-035096,1409,0.99,0.938,Tamil-English,No
OCR-035097,DOC-035097,5261,0.827,0.868,Tamil,No
OCR-035098,DOC-035098,5229,0.888,0.905,Tamil-English,No
OCR-035099,DOC-035099,4174,0.735,0.871,English,No
OCR-035100,DOC-035100,7466,0.967,0.787,Tamil,No
OCR-035101,DOC-035101,3002,0.99,0.831,Tamil-English,No
OCR-035102,DOC-035102,5097,0.931,0.933,Tamil,No
OCR-035103,DOC-035103,6129,0.976,0.876,Tamil,No
OCR-035104,DOC-035104,9394,0.839,0.943,Tamil,No
OCR-035105,DOC-035105,7856,0.829,0.841,Tamil,No
OCR-035106,DOC-035106,5447,0.99,0.927,Tamil,No
OCR-035107,DOC-035107,3762,0.747,0.821,Tamil,No
OCR-035108,DOC-035108,3634,0.99,0.876,Tamil,No
OCR-035109,DOC-035109,338,0.943,0.955,English,No
OCR-035110,DOC-035110,5148,0.894,0.793,Tamil-English,Yes
OCR-035111,DOC-035111,2299,0.99,0.99,Tamil,No
OCR-035112,DOC-035112,3477,0.829,0.99,Tamil,No
OCR-035113,DOC-035113,8814,0.893,0.826,Tamil,Yes
OCR-035114,DOC-035114,1144,0.775,0.974,Tamil,No
OCR-035115,DOC-035115,9006,0.862,0.949,Tamil,No
OCR-035116,DOC-035116,267,0.978,0.99,Tamil,No
OCR-035117,DOC-035117,7610,0.795,0.924,Tamil,No
OCR-035118,DOC-035118,3994,0.908,0.94,Tamil,No
OCR-035119,DOC-035119,5055,0.828,0.919,Tamil,No
OCR-035120,DOC-035120,1991,0.855,0.835,Tamil,No
OCR-035121,DOC-035121,5739,0.869,0.884,Tamil,No
OCR-035122,DOC-035122,6486,0.827,0.873,Tamil-English,No
OCR-035123,DOC-035123,7288,0.837,0.89,Tamil-English,No
OCR-035124,DOC-035124,5109,0.817,0.893,English,No
OCR-035125,DOC-035125,1417,0.981,0.848,Tamil,No
OCR-035126,DOC-035126,9203,0.715,0.974,Tamil-English,No
OCR-035127,DOC-035127,2203,0.99,0.704,Tamil,No
OCR-035128,DOC-035128,275,0.945,0.697,Tamil-English,No
OCR-035129,DOC-035129,877,0.771,0.908,Tamil,Yes
OCR-035130,DOC-035130,5485,0.818,0.885,Tamil,No
OCR-035131,DOC-035131,5488,0.846,0.696,Tamil,No
OCR-035132,DOC-035132,2164,0.99,0.981,Tamil,No
OCR-035133,DOC-035133,9139,0.887,0.821,Tamil,No
OCR-035134,DOC-035134,793,0.81,0.809,Tamil-English,No
OCR-035135,DOC-035135,1206,0.805,0.952,Tamil-English,No
OCR-035136,DOC-035136,5071,0.837,0.841,Tamil,No
OCR-035137,DOC-035137,1750,0.88,0.785,Tamil,Yes
OCR-035138,DOC-035138,8662,0.801,0.861,Tamil,No
OCR-035139,DOC-035139,4562,0.964,0.879,Tamil-English,No
OCR-035140,DOC-035140,5134,0.815,0.954,Tamil,No
OCR-035141,DOC-035141,6861,0.99,0.735,Tamil-English,No
OCR-035142,DOC-035142,2233,0.755,0.78,Tamil,No
OCR-035143,DOC-035143,5086,0.886,0.804,Tamil,Yes
OCR-035144,DOC-035144,1353,0.941,0.817,Tamil,No
OCR-035145,DOC-035145,6647,0.893,0.953,Tamil-English,No
OCR-035146,DOC-035146,7596,0.956,0.901,Tamil,No
OCR-035147,DOC-035147,8895,0.837,0.798,English,No
OCR-035148,DOC-035148,1370,0.792,0.928,Tamil,No
OCR-035149,DOC-035149,8372,0.734,0.777,Tamil,No
OCR-035150,DOC-035150,6207,0.948,0.875,Tamil-English,No
OCR-035151,DOC-035151,6896,0.863,0.99,English,No
OCR-035152,DOC-035152,7603,0.99,0.895,Tamil-English,No
OCR-035153,DOC-035153,2096,0.983,0.82,Tamil,Yes
OCR-035154,DOC-035154,1983,0.797,0.99,English,No
OCR-035155,DOC-035155,1938,0.803,0.896,English,No
OCR-035156,DOC-035156,5890,0.728,0.979,Tamil,No
OCR-035157,DOC-035157,3347,0.96,0.791,Tamil-English,No
OCR-035158,DOC-035158,1967,0.99,0.7,Tamil,No
OCR-035159,DOC-035159,4894,0.833,0.788,Tamil,No
OCR-035160,DOC-035160,6004,0.99,0.949,Tamil,No
OCR-035161,DOC-035161,191,0.761,0.99,Tamil,No
OCR-035162,DOC-035162,8255,0.99,0.846,Tamil-English,No
OCR-035163,DOC-035163,6824,0.882,0.931,Tamil-English,Yes
OCR-035164,DOC-035164,1445,0.99,0.903,Tamil,No
OCR-035165,DOC-035165,8455,0.99,0.99,Tamil,No
OCR-035166,DOC-035166,905,0.902,0.956,Tamil-English,No
OCR-035167,DOC-035167,104,0.858,0.908,Tamil,No
OCR-035168,DOC-035168,666,0.951,0.792,Tamil,No
OCR-035169,DOC-035169,4375,0.826,0.931,Tamil,No
OCR-035170,DOC-035170,1687,0.886,0.871,Tamil,No
OCR-035171,DOC-035171,2689,0.99,0.99,Tamil,No
OCR-035172,DOC-035172,7406,0.853,0.99,Tamil,No
OCR-035173,DOC-035173,3948,0.99,0.954,Tamil,No
OCR-035174,DOC-035174,7718,0.926,0.846,Tamil,No
OCR-035175,DOC-035175,5498,0.99,0.881,Tamil-English,No
OCR-035176,DOC-035176,9164,0.859,0.79,Tamil,No
OCR-035177,DOC-035177,1712,0.845,0.895,Tamil-English,No
OCR-035178,DOC-035178,7143,0.989,0.845,Tamil-English,No
OCR-035179,DOC-035179,8632,0.889,0.863,Tamil,No
OCR-035180,DOC-035180,3836,0.886,0.869,Tamil-English,No
OCR-035181,DOC-035181,6310,0.815,0.856,Tamil-English,Yes
OCR-035182,DOC-035182,706,0.872,0.99,Tamil-English,No
OCR-035183,DOC-035183,3494,0.974,0.92,Tamil-English,No
OCR-035184,DOC-035184,2543,0.842,0.962,Tamil-English,No
OCR-035185,DOC-035185,9103,0.846,0.914,English,No
OCR-035186,DOC-035186,7773,0.873,0.967,Tamil,No
OCR-035187,DOC-035187,5676,0.92,0.931,Tamil,No
OCR-035188,DOC-035188,939,0.835,0.969,Tamil-English,No
OCR-035189,DOC-035189,4121,0.99,0.827,Tamil,No
OCR-035190,DOC-035190,4326,0.895,0.828,Tamil,Yes
OCR-035191,DOC-035191,1374,0.853,0.958,Tamil,Yes
OCR-035192,DOC-035192,2357,0.866,0.949,Tamil,No
OCR-035193,DOC-035193,2808,0.946,0.85,Tamil,No
OCR-035194,DOC-035194,7765,0.987,0.814,Tamil,No
OCR-035195,DOC-035195,1901,0.903,0.913,English,No
OCR-035196,DOC-035196,994,0.912,0.984,Tamil-English,No
OCR-035197,DOC-035197,5159,0.99,0.982,Tamil,Yes
OCR-035198,DOC-035198,2524,0.807,0.783,Tamil,Yes
OCR-035199,DOC-035199,7342,0.924,0.99,Tamil,No
OCR-035200,DOC-035200,3684,0.954,0.87,Tamil,No
OCR-035201,DOC-035201,7396,0.817,0.871,Tamil,No
OCR-035202,DOC-035202,7770,0.872,0.782,Tamil,No
OCR-035203,DOC-035203,6216,0.848,0.939,English,No
OCR-035204,DOC-035204,1539,0.927,0.853,Tamil,No
OCR-035205,DOC-035205,2360,0.806,0.969,Tamil,No
OCR-035206,DOC-035206,2434,0.831,0.99,Tamil,Yes
OCR-035207,DOC-035207,2531,0.94,0.884,Tamil,No
OCR-035208,DOC-035208,8942,0.96,0.911,Tamil,No
OCR-035209,DOC-035209,5032,0.868,0.916,Tamil-English,Yes
OCR-035210,DOC-035210,2795,0.836,0.903,Tamil-English,Yes
OCR-035211,DOC-035211,8667,0.81,0.887,Tamil-English,Yes
OCR-035212,DOC-035212,4805,0.925,0.822,Tamil,No
OCR-035213,DOC-035213,4681,0.891,0.91,Tamil-English,Yes
OCR-035214,DOC-035214,793,0.909,0.825,Tamil-English,No
OCR-035215,DOC-035215,8692,0.99,0.901,Tamil,No
OCR-035216,DOC-035216,1524,0.925,0.92,Tamil-English,No
OCR-035217,DOC-035217,4101,0.776,0.81,Tamil,No
OCR-035218,DOC-035218,3000,0.861,0.877,Tamil,No
OCR-035219,DOC-035219,8627,0.899,0.838,Tamil,No
OCR-035220,DOC-035220,9438,0.895,0.79,Tamil-English,No
OCR-035221,DOC-035221,8324,0.796,0.939,Tamil,No
OCR-035222,DOC-035222,336,0.91,0.942,Tamil,No
OCR-035223,DOC-035223,3659,0.917,0.888,Tamil,No
OCR-035224,DOC-035224,7592,0.835,0.99,Tamil,No
OCR-035225,DOC-035225,1462,0.984,0.99,Tamil,No
OCR-035226,DOC-035226,4722,0.908,0.939,Tamil,No
OCR-035227,DOC-035227,786,0.974,0.957,Tamil,No
OCR-035228,DOC-035228,8517,0.727,0.99,Tamil,No
OCR-035229,DOC-035229,8323,0.99,0.902,Tamil,Yes
OCR-035230,DOC-035230,5102,0.857,0.835,Tamil,No
OCR-035231,DOC-035231,7455,0.94,0.797,Tamil,No
OCR-035232,DOC-035232,6627,0.942,0.99,Tamil,No
OCR-035233,DOC-035233,8207,0.948,0.941,Tamil,No
OCR-035234,DOC-035234,2519,0.99,0.854,Tamil,No
OCR-035235,DOC-035235,6582,0.721,0.935,Tamil,No
OCR-035236,DOC-035236,8846,0.797,0.854,Tamil,No
OCR-035237,DOC-035237,4648,0.877,0.916,Tamil,Yes
OCR-035238,DOC-035238,7011,0.904,0.822,English,No
OCR-035239,DOC-035239,8694,0.643,0.827,Tamil,No
OCR-035240,DOC-035240,2802,0.794,0.78,Tamil,No
OCR-035241,DOC-035241,938,0.99,0.914,Tamil,Yes
OCR-035242,DOC-035242,7446,0.855,0.802,Tamil,No
OCR-035243,DOC-035243,3186,0.889,0.99,Tamil,No
OCR-035244,DOC-035244,2435,0.877,0.99,Tamil,No
OCR-035245,DOC-035245,3437,0.853,0.985,Tamil,No
OCR-035246,DOC-035246,5155,0.763,0.861,Tamil,No
OCR-035247,DOC-035247,8337,0.979,0.917,Tamil,No
OCR-035248,DOC-035248,9116,0.9,0.99,Tamil,No
OCR-035249,DOC-035249,7250,0.982,0.841,Tamil-English,Yes
OCR-035250,DOC-035250,247,0.834,0.865,English,No
OCR-035251,DOC-035251,6044,0.896,0.783,English,No
OCR-035252,DOC-035252,3832,0.847,0.913,Tamil,No
OCR-035253,DOC-035253,6473,0.85,0.863,Tamil,No
OCR-035254,DOC-035254,7014,0.933,0.94,Tamil,No
OCR-035255,DOC-035255,2762,0.99,0.968,Tamil-English,Yes
OCR-035256,DOC-035256,9302,0.919,0.99,Tamil,No
OCR-035257,DOC-035257,6126,0.93,0.99,Tamil,No
OCR-035258,DOC-035258,3196,0.91,0.91,Tamil,No
OCR-035259,DOC-035259,1933,0.915,0.827,English,No
OCR-035260,DOC-035260,9254,0.888,0.956,English,No
OCR-035261,DOC-035261,272,0.851,0.875,Tamil,No
OCR-035262,DOC-035262,8643,0.838,0.855,Tamil,No
OCR-035263,DOC-035263,6998,0.937,0.921,English,No
OCR-035264,DOC-035264,7185,0.944,0.99,Tamil,No
OCR-035265,DOC-035265,7280,0.77,0.802,English,No
OCR-035266,DOC-035266,4996,0.782,0.906,Tamil,No
OCR-035267,DOC-035267,5895,0.855,0.99,Tamil,No
OCR-035268,DOC-035268,930,0.904,0.859,Tamil,No
OCR-035269,DOC-035269,883,0.828,0.794,Tamil,No
OCR-035270,DOC-035270,5722,0.876,0.897,Tamil,No
OCR-035271,DOC-035271,7266,0.99,0.929,Tamil,Yes
OCR-035272,DOC-035272,1482,0.737,0.85,Tamil,No
OCR-035273,DOC-035273,8948,0.822,0.829,Tamil,No
OCR-035274,DOC-035274,6333,0.99,0.918,Tamil,No
OCR-035275,DOC-035275,2386,0.987,0.854,Tamil,Yes
OCR-035276,DOC-035276,3494,0.832,0.82,Tamil,No
OCR-035277,DOC-035277,1094,0.944,0.983,Tamil,No
OCR-035278,DOC-035278,7642,0.886,0.833,Tamil,Yes
OCR-035279,DOC-035279,7353,0.912,0.99,Tamil,No
OCR-035280,DOC-035280,5844,0.83,0.895,Tamil,No
OCR-035281,DOC-035281,2217,0.939,0.99,Tamil,No
OCR-035282,DOC-035282,7955,0.921,0.931,Tamil,Yes
OCR-035283,DOC-035283,7374,0.99,0.808,Tamil,No
OCR-035284,DOC-035284,5449,0.797,0.948,English,No
OCR-035285,DOC-035285,1701,0.818,0.935,Tamil,No
OCR-035286,DOC-035286,7892,0.873,0.759,Tamil,Yes
OCR-035287,DOC-035287,2646,0.876,0.794,Tamil-English,No
OCR-035288,DOC-035288,719,0.861,0.93,Tamil,No
OCR-035289,DOC-035289,8563,0.881,0.957,Tamil-English,No
OCR-035290,DOC-035290,339,0.875,0.914,Tamil,No
OCR-035291,DOC-035291,6645,0.935,0.873,Tamil,No
OCR-035292,DOC-035292,1105,0.81,0.856,Tamil,No
OCR-035293,DOC-035293,2137,0.783,0.978,Tamil-English,No
OCR-035294,DOC-035294,6385,0.924,0.853,Tamil,Yes
OCR-035295,DOC-035295,1782,0.844,0.924,Tamil,No
OCR-035296,DOC-035296,9370,0.915,0.822,Tamil,No
OCR-035297,DOC-035297,3353,0.82,0.903,Tamil-English,No
OCR-035298,DOC-035298,6410,0.989,0.915,Tamil,No
OCR-035299,DOC-035299,8236,0.847,0.873,Tamil,No
OCR-035300,DOC-035300,4496,0.99,0.913,Tamil,No
OCR-035301,DOC-035301,6459,0.912,0.99,Tamil-English,No
OCR-035302,DOC-035302,327,0.823,0.93,Tamil,No
OCR-035303,DOC-035303,5243,0.842,0.905,Tamil,No
OCR-035304,DOC-035304,6457,0.845,0.901,Tamil,No
OCR-035305,DOC-035305,4823,0.99,0.941,Tamil,No
OCR-035306,DOC-035306,7003,0.828,0.835,Tamil,Yes
OCR-035307,DOC-035307,3776,0.83,0.864,English,No
OCR-035308,DOC-035308,3237,0.826,0.99,Tamil,No
OCR-035309,DOC-035309,1440,0.96,0.903,Tamil,No
OCR-035310,DOC-035310,4761,0.988,0.963,Tamil,No
OCR-035311,DOC-035311,6627,0.87,0.836,English,No
OCR-035312,DOC-035312,3724,0.788,0.891,Tamil,Yes
OCR-035313,DOC-035313,6064,0.891,0.935,Tamil,No
OCR-035314,DOC-035314,3713,0.932,0.99,Tamil,No
OCR-035315,DOC-035315,802,0.892,0.966,English,No
OCR-035316,DOC-035316,2771,0.638,0.832,English,No
OCR-035317,DOC-035317,1460,0.787,0.99,Tamil-English,No
OCR-035318,DOC-035318,5988,0.978,0.71,Tamil,No
OCR-035319,DOC-035319,2005,0.7,0.948,Tamil,No
OCR-035320,DOC-035320,917,0.717,0.905,Tamil,No
OCR-035321,DOC-035321,2339,0.87,0.832,Tamil,No
OCR-035322,DOC-035322,5376,0.804,0.751,Tamil,No
OCR-035323,DOC-035323,2573,0.831,0.88,Tamil,No
OCR-035324,DOC-035324,4450,0.807,0.954,Tamil-English,No
OCR-035325,DOC-035325,2783,0.841,0.8,Tamil-English,No
OCR-035326,DOC-035326,7566,0.724,0.99,Tamil,No
OCR-035327,DOC-035327,6516,0.826,0.908,Tamil,No
OCR-035328,DOC-035328,1983,0.843,0.986,Tamil-English,No
OCR-035329,DOC-035329,5491,0.924,0.99,English,No
OCR-035330,DOC-035330,7784,0.99,0.918,Tamil,No
OCR-035331,DOC-035331,7428,0.876,0.99,Tamil,No
OCR-035332,DOC-035332,2512,0.912,0.829,Tamil,No
OCR-035333,DOC-035333,3517,0.813,0.911,Tamil,No
OCR-035334,DOC-035334,7073,0.731,0.942,Tamil,No
OCR-035335,DOC-035335,7580,0.771,0.99,Tamil,No
OCR-035336,DOC-035336,7174,0.826,0.99,Tamil,No
OCR-035337,DOC-035337,2159,0.99,0.842,Tamil,No
OCR-035338,DOC-035338,1122,0.944,0.965,Tamil,No
OCR-035339,DOC-035339,2893,0.796,0.8,Tamil,No
OCR-035340,DOC-035340,2796,0.791,0.99,Tamil,No
OCR-035341,DOC-035341,4327,0.843,0.981,Tamil,Yes
OCR-035342,DOC-035342,3167,0.929,0.886,Tamil,No
OCR-035343,DOC-035343,4430,0.899,0.779,Tamil,No
OCR-035344,DOC-035344,2822,0.863,0.964,Tamil,No
OCR-035345,DOC-035345,2857,0.961,0.796,Tamil,No
OCR-035346,DOC-035346,3080,0.99,0.827,Tamil,No
OCR-035347,DOC-035347,7619,0.853,0.914,Tamil,No
OCR-035348,DOC-035348,8321,0.871,0.932,Tamil,No
OCR-035349,DOC-035349,2528,0.899,0.746,Tamil,No
OCR-035350,DOC-035350,2682,0.914,0.868,Tamil,No
OCR-035351,DOC-035351,1232,0.873,0.914,Tamil-English,No
OCR-035352,DOC-035352,8522,0.939,0.925,Tamil-English,No
OCR-035353,DOC-035353,5179,0.865,0.96,English,No
OCR-035354,DOC-035354,1709,0.742,0.856,Tamil-English,Yes
OCR-035355,DOC-035355,1621,0.618,0.905,Tamil,No
OCR-035356,DOC-035356,4740,0.78,0.99,Tamil-English,No
OCR-035357,DOC-035357,7818,0.738,0.937,Tamil,No
OCR-035358,DOC-035358,9138,0.841,0.986,Tamil-English,No
OCR-035359,DOC-035359,1699,0.99,0.964,Tamil-English,No
OCR-035360,DOC-035360,2378,0.925,0.972,Tamil,No
OCR-035361,DOC-035361,1347,0.836,0.917,English,No
OCR-035362,DOC-035362,5505,0.736,0.823,Tamil,No
OCR-035363,DOC-035363,1682,0.906,0.835,Tamil,No
OCR-035364,DOC-035364,8187,0.73,0.828,Tamil,No
OCR-035365,DOC-035365,4292,0.863,0.79,Tamil,No
OCR-035366,DOC-035366,3292,0.899,0.827,Tamil,Yes
OCR-035367,DOC-035367,2102,0.933,0.99,Tamil,No
OCR-035368,DOC-035368,4772,0.99,0.99,Tamil,No
OCR-035369,DOC-035369,2441,0.922,0.932,Tamil,No
OCR-035370,DOC-035370,4653,0.936,0.905,Tamil,No
OCR-035371,DOC-035371,3231,0.905,0.99,Tamil-English,No
OCR-035372,DOC-035372,5511,0.909,0.893,Tamil-English,No
OCR-035373,DOC-035373,1798,0.947,0.875,Tamil,No
OCR-035374,DOC-035374,418,0.912,0.94,Tamil,No
OCR-035375,DOC-035375,1839,0.924,0.894,Tamil,No
OCR-035376,DOC-035376,8051,0.773,0.84,Tamil,No
OCR-035377,DOC-035377,2001,0.922,0.99,Tamil,No
OCR-035378,DOC-035378,7534,0.99,0.94,Tamil,No
OCR-035379,DOC-035379,9480,0.846,0.92,English,No
OCR-035380,DOC-035380,4273,0.881,0.905,Tamil,No
OCR-035381,DOC-035381,4120,0.853,0.931,Tamil,Yes
OCR-035382,DOC-035382,1769,0.99,0.953,Tamil,No
OCR-035383,DOC-035383,7799,0.962,0.878,Tamil,No
OCR-035384,DOC-035384,2627,0.957,0.923,Tamil-English,No
OCR-035385,DOC-035385,7120,0.99,0.87,Tamil,Yes
OCR-035386,DOC-035386,5290,0.897,0.923,Tamil-English,No
OCR-035387,DOC-035387,3575,0.931,0.979,Tamil,No
OCR-035388,DOC-035388,691,0.922,0.91,Tamil-English,No
OCR-035389,DOC-035389,626,0.83,0.96,Tamil,No
OCR-035390,DOC-035390,3964,0.969,0.837,Tamil,No
OCR-035391,DOC-035391,2761,0.99,0.893,Tamil,No
OCR-035392,DOC-035392,852,0.828,0.875,Tamil-English,No
OCR-035393,DOC-035393,9425,0.864,0.805,Tamil,No
OCR-035394,DOC-035394,6295,0.99,0.939,Tamil-English,Yes
OCR-035395,DOC-035395,6963,0.99,0.83,Tamil-English,No
OCR-035396,DOC-035396,6343,0.895,0.882,Tamil,No
OCR-035397,DOC-035397,2822,0.797,0.897,Tamil,No
OCR-035398,DOC-035398,7368,0.777,0.881,Tamil-English,No
OCR-035399,DOC-035399,1237,0.925,0.985,Tamil,Yes
OCR-035400,DOC-035400,160,0.965,0.96,English,No
OCR-035401,DOC-035401,5366,0.752,0.99,Tamil,No
OCR-035402,DOC-035402,1562,0.941,0.901,Tamil,No
OCR-035403,DOC-035403,9169,0.986,0.898,Tamil,Yes
OCR-035404,DOC-035404,4736,0.925,0.908,Tamil,No
OCR-035405,DOC-035405,596,0.82,0.905,English,No
OCR-035406,DOC-035406,7041,0.789,0.944,English,No
OCR-035407,DOC-035407,8641,0.99,0.904,Tamil,No
OCR-035408,DOC-035408,8084,0.962,0.897,Tamil,No
OCR-035409,DOC-035409,1379,0.96,0.921,Tamil,No
OCR-035410,DOC-035410,5030,0.764,0.832,Tamil,No
OCR-035411,DOC-035411,4406,0.96,0.99,Tamil,No
OCR-035412,DOC-035412,1644,0.841,0.791,English,No
OCR-035413,DOC-035413,8885,0.953,0.853,Tamil,No
OCR-035414,DOC-035414,5273,0.919,0.826,Tamil,Yes
OCR-035415,DOC-035415,5427,0.99,0.924,Tamil,No
OCR-035416,DOC-035416,5385,0.99,0.768,Tamil-English,No
OCR-035417,DOC-035417,7121,0.833,0.943,Tamil,No
OCR-035418,DOC-035418,4828,0.914,0.99,Tamil,No
OCR-035419,DOC-035419,8484,0.904,0.875,Tamil-English,No
OCR-035420,DOC-035420,5476,0.955,0.913,Tamil,No
OCR-035421,DOC-035421,6255,0.922,0.898,Tamil,No
OCR-035422,DOC-035422,4772,0.807,0.948,Tamil-English,Yes
OCR-035423,DOC-035423,1143,0.784,0.99,Tamil,Yes
OCR-035424,DOC-035424,1910,0.768,0.867,Tamil,No
OCR-035425,DOC-035425,7835,0.879,0.819,Tamil,No
OCR-035426,DOC-035426,1567,0.844,0.975,Tamil-English,No
OCR-035427,DOC-035427,3106,0.895,0.771,Tamil-English,No
OCR-035428,DOC-035428,7038,0.963,0.886,English,No
OCR-035429,DOC-035429,7475,0.986,0.881,Tamil,Yes
OCR-035430,DOC-035430,6183,0.846,0.775,Tamil,No
OCR-035431,DOC-035431,876,0.941,0.717,English,No
OCR-035432,DOC-035432,3636,0.871,0.745,Tamil,No
OCR-035433,DOC-035433,6719,0.921,0.774,Tamil,Yes
OCR-035434,DOC-035434,6328,0.99,0.814,Tamil,No
OCR-035435,DOC-035435,6099,0.957,0.862,Tamil,No
OCR-035436,DOC-035436,8519,0.947,0.985,Tamil-English,No
OCR-035437,DOC-035437,7002,0.872,0.851,Tamil-English,No
OCR-035438,DOC-035438,8847,0.747,0.88,Tamil,Yes
OCR-035439,DOC-035439,7647,0.857,0.99,Tamil,No
OCR-035440,DOC-035440,8291,0.981,0.931,Tamil,No
OCR-035441,DOC-035441,8614,0.857,0.99,Tamil,No
OCR-035442,DOC-035442,4844,0.96,0.925,Tamil-English,No
OCR-035443,DOC-035443,8530,0.963,0.943,Tamil-English,No
OCR-035444,DOC-035444,2350,0.99,0.86,Tamil,No
OCR-035445,DOC-035445,566,0.959,0.797,Tamil,No
OCR-035446,DOC-035446,710,0.927,0.904,English,Yes
OCR-035447,DOC-035447,3114,0.99,0.955,Tamil,No
OCR-035448,DOC-035448,8487,0.755,0.893,Tamil-English,No
OCR-035449,DOC-035449,2595,0.982,0.99,Tamil-English,No
OCR-035450,DOC-035450,2936,0.99,0.875,Tamil-English,No
OCR-035451,DOC-035451,4583,0.905,0.863,Tamil,No
OCR-035452,DOC-035452,4568,0.99,0.812,Tamil,No
OCR-035453,DOC-035453,6125,0.947,0.84,English,No
OCR-035454,DOC-035454,3709,0.795,0.916,Tamil-English,No
OCR-035455,DOC-035455,4328,0.962,0.827,English,No
OCR-035456,DOC-035456,8278,0.853,0.948,Tamil,No
OCR-035457,DOC-035457,875,0.93,0.99,Tamil-English,No
OCR-035458,DOC-035458,4906,0.99,0.927,English,No
OCR-035459,DOC-035459,230,0.927,0.882,Tamil,No
OCR-035460,DOC-035460,7727,0.95,0.714,Tamil,No
OCR-035461,DOC-035461,6425,0.99,0.99,English,No
OCR-035462,DOC-035462,3259,0.99,0.989,Tamil,No
OCR-035463,DOC-035463,3625,0.898,0.784,Tamil,No
OCR-035464,DOC-035464,222,0.88,0.99,English,No
OCR-035465,DOC-035465,1463,0.902,0.888,English,No
OCR-035466,DOC-035466,5321,0.817,0.97,Tamil-English,No
OCR-035467,DOC-035467,3191,0.761,0.99,Tamil,No
OCR-035468,DOC-035468,5136,0.907,0.951,Tamil,No
OCR-035469,DOC-035469,123,0.882,0.723,English,No
OCR-035470,DOC-035470,8974,0.862,0.99,Tamil,No
OCR-035471,DOC-035471,7903,0.859,0.802,Tamil-English,Yes
OCR-035472,DOC-035472,1955,0.848,0.917,Tamil,No
OCR-035473,DOC-035473,3024,0.904,0.93,Tamil,Yes
OCR-035474,DOC-035474,127,0.838,0.852,Tamil,No
OCR-035475,DOC-035475,7111,0.843,0.963,Tamil-English,No
OCR-035476,DOC-035476,2052,0.99,0.867,Tamil,No
OCR-035477,DOC-035477,1829,0.957,0.952,Tamil,No
OCR-035478,DOC-035478,5548,0.93,0.846,Tamil-English,No
OCR-035479,DOC-035479,7771,0.847,0.915,Tamil,Yes
OCR-035480,DOC-035480,6468,0.888,0.953,English,No
OCR-035481,DOC-035481,588,0.932,0.99,Tamil,No
OCR-035482,DOC-035482,3134,0.79,0.791,Tamil,No
OCR-035483,DOC-035483,6004,0.851,0.824,English,Yes
OCR-035484,DOC-035484,8317,0.841,0.952,Tamil,No
OCR-035485,DOC-035485,3506,0.91,0.925,Tamil,No
OCR-035486,DOC-035486,4975,0.954,0.875,Tamil,No
OCR-035487,DOC-035487,258,0.855,0.844,Tamil-English,No
OCR-035488,DOC-035488,4483,0.892,0.911,Tamil,No
OCR-035489,DOC-035489,6798,0.848,0.883,Tamil-English,No
OCR-035490,DOC-035490,4272,0.932,0.905,Tamil,No
OCR-035491,DOC-035491,3865,0.915,0.961,Tamil,No
OCR-035492,DOC-035492,8448,0.859,0.952,Tamil,No
OCR-035493,DOC-035493,7867,0.882,0.99,Tamil,No
OCR-035494,DOC-035494,9145,0.926,0.851,Tamil,No
OCR-035495,DOC-035495,2089,0.832,0.797,Tamil,No
OCR-035496,DOC-035496,4857,0.84,0.931,Tamil-English,No
OCR-035497,DOC-035497,228,0.905,0.87,Tamil-English,No
OCR-035498,DOC-035498,3819,0.942,0.918,Tamil,Yes
OCR-035499,DOC-035499,69,0.874,0.953,Tamil,No
OCR-035500,DOC-035500,651,0.706,0.792,English,No
OCR-035501,DOC-035501,3064,0.88,0.885,Tamil-English,No
OCR-035502,DOC-035502,5347,0.95,0.858,Tamil,No
OCR-035503,DOC-035503,2316,0.962,0.954,Tamil,No
OCR-035504,DOC-035504,6192,0.874,0.946,Tamil,Yes
OCR-035505,DOC-035505,2352,0.699,0.99,Tamil,No
OCR-035506,DOC-035506,1708,0.99,0.965,Tamil-English,Yes
OCR-035507,DOC-035507,4174,0.903,0.99,Tamil,No
OCR-035508,DOC-035508,3325,0.886,0.99,English,No
OCR-035509,DOC-035509,6577,0.985,0.885,Tamil,No
OCR-035510,DOC-035510,6641,0.9,0.97,Tamil,No
OCR-035511,DOC-035511,8792,0.99,0.971,English,Yes
OCR-035512,DOC-035512,4205,0.745,0.809,Tamil,Yes
OCR-035513,DOC-035513,8101,0.9,0.99,Tamil,No
OCR-035514,DOC-035514,4358,0.883,0.92,Tamil,Yes
OCR-035515,DOC-035515,8467,0.99,0.865,Tamil,No
OCR-035516,DOC-035516,7743,0.703,0.877,Tamil,No
OCR-035517,DOC-035517,4232,0.881,0.937,Tamil,No
OCR-035518,DOC-035518,7626,0.904,0.965,Tamil,No
OCR-035519,DOC-035519,1581,0.99,0.938,Tamil,No
OCR-035520,DOC-035520,2075,0.867,0.916,Tamil-English,No
OCR-035521,DOC-035521,9332,0.838,0.99,Tamil,No
OCR-035522,DOC-035522,1746,0.865,0.889,Tamil,No
OCR-035523,DOC-035523,9115,0.824,0.977,Tamil-English,No
