project_id,project_name,project_type,district,taluk,total_land_required,affected_parcels,affected_families,project_start_date,expected_completion_date
PRJ-02551,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,1.57,6,3,2022-05-18,2022-12-18
PRJ-02625,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,1.06,6,4,2024-11-03,2025-06-19
PRJ-01421,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.59,7,8,2024-08-16,2025-12-30
PRJ-00325,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,3.27,8,3,2023-08-07,2026-01-09
PRJ-01066,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,4.07,5,2,2026-02-12,2027-08-26
PRJ-00281,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,0.74,6,4,2026-01-26,2028-02-26
PRJ-03229,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.74,9,5,2022-03-05,2023-08-11
PRJ-04163,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,1.13,8,5,2025-05-04,2027-03-04
PRJ-01602,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,1.16,6,3,2024-01-03,2025-08-07
PRJ-04143,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,0.65,6,6,2025-12-08,2027-07-15
PRJ-04245,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.5,4,3,2022-12-03,2023-08-03
PRJ-02110,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.56,5,4,2023-08-30,2025-05-25
PRJ-00895,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,1.07,6,5,2026-01-03,2027-11-19
PRJ-03768,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.43,8,8,2026-05-08,2028-09-12
PRJ-01083,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,2.06,8,4,2022-12-01,2025-05-16
PRJ-02663,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.92,3,5,2025-05-06,2027-07-10
PRJ-04746,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.43,10,5,2024-07-09,2025-08-08
PRJ-02494,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,3.32,5,8,2025-05-17,2025-12-12
PRJ-03899,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,1.74,7,4,2023-04-22,2025-09-04
PRJ-01634,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.97,5,4,2024-02-21,2024-08-24
PRJ-03489,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,3.17,5,5,2026-02-13,2028-07-14
PRJ-00640,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,2.31,9,6,2025-06-01,2027-07-11
PRJ-00608,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,4.87,4,3,2023-02-25,2025-08-05
PRJ-03794,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,3.85,4,7,2026-05-02,2027-07-10
PRJ-04107,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,1.33,11,4,2022-05-21,2024-05-13
PRJ-00094,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,0.41,8,2,2024-04-25,2025-03-18
PRJ-00134,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.63,8,2,2022-05-28,2023-05-10
PRJ-03089,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,2.92,3,4,2022-07-31,2023-04-09
PRJ-00287,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.86,11,4,2025-07-12,2027-03-06
PRJ-02050,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.65,3,2,2022-09-24,2025-02-13
PRJ-02601,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,2.46,8,5,2025-01-01,2025-07-28
PRJ-03945,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,0.91,5,4,2023-03-30,2024-01-06
PRJ-01503,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.51,5,10,2022-08-27,2024-09-23
PRJ-02439,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,1.01,8,6,2022-02-25,2024-07-04
PRJ-00641,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,3.45,6,6,2024-08-24,2025-11-02
PRJ-04865,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,12.4,3,3,2023-12-13,2025-11-16
PRJ-04427,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,1.12,5,5,2022-03-18,2023-05-14
PRJ-00492,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,2.54,8,1,2026-03-26,2028-06-11
PRJ-04622,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,1.57,8,4,2023-10-29,2025-09-01
PRJ-03552,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,0.86,8,6,2024-12-10,2026-11-14
PRJ-03818,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.57,6,4,2024-08-21,2026-07-30
PRJ-00795,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,0.96,3,2,2025-05-27,2027-10-21
PRJ-01131,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.42,5,3,2025-10-24,2026-12-14
PRJ-04489,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,0.8,7,3,2022-05-24,2023-11-04
PRJ-00019,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,1.47,5,7,2023-10-21,2024-07-22
PRJ-00738,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,0.21,9,3,2025-09-10,2027-10-18
PRJ-02583,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,0.89,6,3,2023-08-27,2025-07-07
PRJ-00548,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,1.13,8,7,2026-01-03,2027-03-16
PRJ-03727,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,1.21,5,5,2024-05-27,2026-10-06
PRJ-03122,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,1.9,2,5,2023-06-29,2025-11-13
PRJ-01745,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.56,7,5,2022-09-03,2023-04-16
PRJ-04537,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,0.68,6,2,2025-06-12,2026-09-15
PRJ-02442,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,2.71,7,5,2024-10-04,2025-09-26
PRJ-01772,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,1.03,8,7,2022-01-28,2023-05-09
PRJ-02446,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,1.9,4,5,2025-10-26,2026-07-04
PRJ-00593,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.02,11,7,2022-06-04,2022-12-22
PRJ-04324,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.24,8,6,2022-11-21,2025-01-21
PRJ-00700,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,0.71,6,5,2026-04-16,2027-11-21
PRJ-01083,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,0.63,4,8,2022-05-05,2024-06-09
PRJ-00029,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,4.47,8,3,2022-03-31,2023-05-18
PRJ-00759,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.71,6,2,2024-05-17,2026-03-15
PRJ-03529,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,4.12,8,4,2024-01-25,2025-09-27
PRJ-04062,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,0.83,14,7,2023-04-01,2025-04-29
PRJ-02801,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,3.06,4,7,2024-09-14,2026-03-18
PRJ-00247,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,0.53,7,4,2025-12-01,2027-10-29
PRJ-00981,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,0.34,7,3,2025-09-25,2026-12-20
PRJ-03187,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,1.26,6,5,2023-09-15,2024-10-08
PRJ-04567,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,1.77,8,5,2022-03-08,2024-08-23
PRJ-04247,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,1.37,5,10,2023-01-07,2025-03-08
PRJ-00504,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,0.99,5,5,2026-03-22,2027-04-27
PRJ-04390,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,11.13,4,3,2022-07-14,2024-09-22
PRJ-02202,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.97,6,2,2022-08-14,2024-10-06
PRJ-03563,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,4.32,4,4,2024-06-13,2025-09-07
PRJ-03944,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.29,6,4,2025-02-22,2027-05-21
PRJ-01091,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,1.05,3,5,2023-11-08,2025-07-29
PRJ-01753,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,1.84,7,7,2022-09-10,2023-10-13
PRJ-00665,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.32,8,2,2025-03-17,2025-10-10
PRJ-00533,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,2.56,4,4,2025-05-27,2027-02-09
PRJ-03984,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,6.79,3,6,2024-10-22,2027-02-08
PRJ-00774,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,4.86,1,6,2025-10-23,2027-02-25
PRJ-02576,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,1.15,6,4,2025-06-16,2027-03-13
PRJ-02365,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,3.37,9,6,2024-08-07,2026-12-08
PRJ-04287,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.15,7,9,2024-10-20,2025-07-19
PRJ-04747,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.05,8,3,2025-12-10,2027-10-20
PRJ-02196,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,0.36,3,5,2023-04-03,2025-03-03
PRJ-03104,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,5.82,7,4,2025-03-21,2026-02-19
PRJ-03618,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,3.25,6,1,2022-01-10,2023-07-15
PRJ-03188,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.5,5,2,2025-02-01,2026-11-28
PRJ-04224,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.48,6,3,2025-03-31,2027-03-19
PRJ-04547,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,0.51,7,4,2023-01-31,2024-06-12
PRJ-00549,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,2.43,4,6,2023-09-10,2025-02-16
PRJ-02756,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.68,8,4,2026-02-10,2027-09-08
PRJ-03570,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,0.77,10,9,2022-06-07,2023-11-20
PRJ-01110,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,2.52,8,5,2022-12-25,2024-12-28
PRJ-03609,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,2.18,3,4,2023-06-04,2024-04-29
PRJ-04106,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.63,6,7,2023-07-20,2024-02-24
PRJ-03352,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.56,9,4,2025-08-02,2026-03-03
PRJ-03312,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,0.72,8,6,2024-01-09,2025-04-21
PRJ-02548,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,1.2,2,5,2023-01-27,2025-06-23
PRJ-02514,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,2.04,2,4,2025-09-30,2027-07-13
PRJ-01340,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.18,5,7,2022-06-29,2023-11-16
PRJ-03986,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.51,7,7,2025-07-22,2026-04-14
PRJ-01836,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,2.74,3,3,2023-07-08,2024-10-27
PRJ-01277,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,1.21,9,4,2025-09-28,2027-11-05
PRJ-02241,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,0.77,2,7,2026-03-17,2028-04-06
PRJ-03721,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,0.68,4,3,2022-12-23,2023-10-23
PRJ-03290,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,1.13,8,7,2022-08-14,2023-07-24
PRJ-00783,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.66,5,4,2022-11-16,2024-10-06
PRJ-04909,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.63,4,9,2024-02-03,2026-02-04
PRJ-02194,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.15,5,6,2024-07-01,2026-10-05
PRJ-04692,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.11,5,2,2023-05-11,2024-04-28
PRJ-04701,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.81,12,2,2026-01-09,2027-12-06
PRJ-03011,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.22,6,3,2023-03-29,2024-08-17
PRJ-02259,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,3.91,8,7,2025-01-12,2026-10-30
PRJ-04719,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,3.56,8,2,2023-08-23,2025-01-10
PRJ-00768,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.27,7,3,2022-12-20,2024-12-30
PRJ-04463,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,7.44,3,5,2023-03-31,2024-03-05
PRJ-02260,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,0.51,5,4,2022-11-14,2024-04-10
PRJ-03074,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,5.12,6,8,2026-03-06,2027-07-30
PRJ-00001,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,5.39,7,5,2023-09-14,2025-03-12
PRJ-04546,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.61,7,5,2023-01-22,2024-01-27
PRJ-01675,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.33,5,6,2023-06-27,2024-12-15
PRJ-02388,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,4.23,4,5,2024-12-24,2026-01-29
PRJ-04830,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,3.07,3,5,2024-11-16,2026-03-12
PRJ-03817,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.75,9,5,2022-04-24,2023-10-16
PRJ-03106,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,4.19,8,10,2024-02-21,2025-05-13
PRJ-00619,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,1.85,4,1,2024-07-23,2025-08-25
PRJ-04608,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,3.34,5,6,2024-08-08,2026-01-25
PRJ-01677,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,1.15,4,3,2024-05-31,2025-11-08
PRJ-01727,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,2.82,6,4,2024-03-26,2025-02-12
PRJ-00197,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,1.27,4,3,2024-05-03,2025-09-20
PRJ-01612,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,1.02,11,8,2023-08-10,2024-02-27
PRJ-00053,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,0.67,6,7,2026-05-10,2027-07-21
PRJ-00097,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,3.76,8,6,2025-10-04,2026-08-11
PRJ-02397,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,2.41,6,2,2024-01-05,2025-11-10
PRJ-04938,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,0.84,7,10,2025-04-15,2026-05-08
PRJ-03687,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,7.59,9,4,2022-08-05,2023-08-22
PRJ-01254,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,0.88,4,5,2024-10-14,2025-05-19
PRJ-00660,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,2.48,10,8,2024-09-25,2026-09-22
PRJ-01773,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.6,5,6,2022-02-04,2023-11-17
PRJ-00230,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,3.62,5,7,2023-06-30,2024-07-24
PRJ-03739,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,1.13,11,6,2025-07-16,2026-09-03
PRJ-03082,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,3.41,5,4,2023-02-09,2024-08-30
PRJ-02861,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,0.66,4,5,2025-10-22,2028-02-02
PRJ-00546,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,2.75,6,7,2024-11-12,2027-02-01
PRJ-04224,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.29,5,9,2023-05-25,2024-11-28
PRJ-02937,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,0.95,7,6,2023-02-10,2024-03-25
PRJ-04301,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.57,7,4,2023-08-14,2024-02-25
PRJ-03057,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.28,8,10,2023-04-14,2024-11-17
PRJ-03375,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,1.06,12,4,2023-07-16,2025-02-16
PRJ-03552,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,2.15,4,4,2022-08-29,2023-07-20
PRJ-01543,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,8.32,8,2,2022-12-26,2025-03-03
PRJ-03777,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,6.77,4,6,2024-11-24,2025-09-22
PRJ-03282,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,2.61,7,10,2025-05-05,2027-05-04
PRJ-04601,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,1.27,6,6,2026-02-02,2027-06-01
PRJ-01552,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.51,4,6,2023-10-27,2024-05-28
PRJ-03748,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,3.3,5,5,2023-05-11,2024-12-08
PRJ-03084,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,1.48,7,4,2022-12-30,2024-02-26
PRJ-03710,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,17.8,6,2,2023-08-23,2026-01-15
PRJ-02010,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,2.14,8,4,2022-09-20,2024-04-20
PRJ-04449,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,3.67,4,6,2023-02-27,2024-10-01
PRJ-04969,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.57,9,5,2022-10-09,2024-10-26
PRJ-03358,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.23,6,7,2022-10-07,2024-12-01
PRJ-04423,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.7,4,6,2026-01-04,2028-01-25
PRJ-02776,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,1.25,10,6,2025-04-02,2025-10-27
PRJ-00502,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,1.69,5,3,2023-01-27,2023-11-25
PRJ-02001,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,2.14,6,2,2023-11-04,2024-12-02
PRJ-02260,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,0.48,4,3,2023-08-08,2025-06-08
PRJ-01912,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.36,6,6,2026-01-30,2027-05-26
PRJ-00252,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,1.35,12,5,2023-11-30,2025-04-06
PRJ-01992,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,0.48,8,6,2026-03-22,2027-09-18
PRJ-03411,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.21,5,7,2026-01-16,2027-12-20
PRJ-03094,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,2.64,5,3,2024-01-15,2026-01-04
PRJ-01831,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,6.34,6,7,2022-09-16,2024-02-16
PRJ-03123,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,0.43,5,7,2022-09-30,2023-12-17
PRJ-02234,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,1.11,3,8,2023-04-26,2024-08-24
PRJ-02459,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,3.79,6,1,2022-10-22,2024-10-06
PRJ-02863,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.87,3,2,2024-11-01,2026-09-20
PRJ-04136,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,2.51,5,6,2025-06-03,2027-04-10
PRJ-04908,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,2.66,5,3,2025-09-22,2028-01-13
PRJ-00744,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,3.17,4,6,2023-10-17,2026-02-09
PRJ-03267,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,2.31,8,3,2022-07-15,2024-09-04
PRJ-03438,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.23,2,10,2024-08-30,2026-07-14
PRJ-00514,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,1.04,6,4,2022-03-05,2023-12-25
PRJ-02159,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.92,5,5,2025-06-25,2027-04-27
PRJ-04541,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,0.59,6,8,2025-08-23,2027-02-26
PRJ-01942,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.12,8,3,2026-05-06,2028-04-15
PRJ-03142,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,0.73,4,6,2023-01-08,2025-02-01
PRJ-03999,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,0.93,8,4,2023-03-21,2025-03-31
PRJ-02301,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,1.36,7,5,2025-03-30,2026-10-30
PRJ-01991,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,4.78,3,3,2025-09-02,2027-05-11
PRJ-01780,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,2.94,6,5,2022-06-12,2023-03-17
PRJ-01965,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.61,4,6,2024-05-04,2025-10-01
PRJ-03248,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,3.69,3,3,2023-02-15,2025-04-07
PRJ-00174,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.23,7,5,2024-06-05,2025-03-06
PRJ-02502,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.73,6,6,2024-08-01,2025-10-04
PRJ-04273,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.34,4,6,2022-01-30,2023-04-22
PRJ-03066,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,0.98,7,6,2024-03-30,2025-09-14
PRJ-00479,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,0.53,4,6,2025-03-21,2026-05-02
PRJ-04564,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,2.13,6,4,2024-10-19,2026-07-12
PRJ-03252,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.74,10,4,2025-07-28,2027-06-10
PRJ-00770,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,2.1,7,7,2024-05-25,2026-04-22
PRJ-00776,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,3.17,4,7,2023-09-17,2025-05-30
PRJ-01770,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,0.53,10,11,2024-09-19,2025-03-28
PRJ-04447,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,2.08,4,6,2026-01-24,2028-06-05
PRJ-01433,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.92,11,3,2024-05-15,2025-03-20
