parcel_id,record_id,owner_id,ownership_type,ownership_status
PAR-051854,51854,OWN-051854,Individual,Verified
PAR-051855,51855,OWN-051855,Individual,Disputed
PAR-051856,51856,OWN-051856,Individual,Verified
PAR-051857,51857,OWN-051857,Individual,Verified
PAR-051858,51858,OWN-051858,Joint,Pending Verification
PAR-051859,51859,OWN-051859,Individual,Pending Verification
PAR-051860,51860,OWN-051860,Individual,Pending Verification
PAR-051861,51861,OWN-051861,Individual,Verified
PAR-051862,51862,OWN-051862,Individual,Verified
PAR-051863,51863,OWN-051863,Individual,Pending Verification
PAR-051864,51864,OWN-051864,Government,Verified
PAR-051865,51865,OWN-051865,Institutional,Disputed
PAR-051866,51866,OWN-051866,Individual,Verified
PAR-051867,51867,OWN-051867,Individual,Verified
PAR-051868,51868,OWN-051868,Government,Pending Verification
PAR-051869,51869,OWN-051869,Individual,Verified
PAR-051870,51870,OWN-051870,Individual,Verified
PAR-051871,51871,OWN-051871,Individual,Verified
PAR-051872,51872,OWN-051872,Individual,Verified
PAR-051873,51873,OWN-051873,Individual,Verified
PAR-051874,51874,OWN-051874,Joint,Verified
PAR-051875,51875,OWN-051875,Institutional,Verified
PAR-051876,51876,OWN-051876,Government,Pending Verification
PAR-051877,51877,OWN-051877,Individual,Verified
PAR-051878,51878,OWN-051878,Individual,Verified
PAR-051879,51879,OWN-051879,Individual,Verified
PAR-051880,51880,OWN-051880,Government,Verified
PAR-051881,51881,OWN-051881,Joint,Verified
PAR-051882,51882,OWN-051882,Individual,Verified
PAR-051883,51883,OWN-051883,Individual,Verified
PAR-051884,51884,OWN-051884,Individual,Verified
PAR-051885,51885,OWN-051885,Individual,Verified
PAR-051886,51886,OWN-051886,Individual,Verified
PAR-051887,51887,OWN-051887,Individual,Verified
PAR-051888,51888,OWN-051888,Individual,Pending Verification
PAR-051889,51889,OWN-051889,Individual,Verified
PAR-051890,51890,OWN-051890,Government,Pending Verification
PAR-051891,51891,OWN-051891,Individual,Verified
PAR-051892,51892,OWN-051892,Institutional,Verified
PAR-051893,51893,OWN-051893,Individual,Verified
PAR-051894,51894,OWN-051894,Individual,Verified
PAR-051895,51895,OWN-051895,Individual,Verified
PAR-051896,51896,OWN-051896,Individual,Verified
PAR-051897,51897,OWN-051897,Individual,Verified
PAR-051898,51898,OWN-051898,Individual,Pending Verification
PAR-051899,51899,OWN-051899,Individual,Verified
PAR-051900,51900,OWN-051900,Individual,Verified
PAR-051901,51901,OWN-051901,Individual,Verified
PAR-051902,51902,OWN-051902,Individual,Verified
PAR-051903,51903,OWN-051903,Government,Verified
PAR-051904,51904,OWN-051904,Individual,Verified
PAR-051905,51905,OWN-051905,Institutional,Verified
PAR-051906,51906,OWN-051906,Individual,Pending Verification
PAR-051907,51907,OWN-051907,Individual,Verified
PAR-051908,51908,OWN-051908,Individual,Verified
PAR-051909,51909,OWN-051909,Joint,Verified
PAR-051910,51910,OWN-051910,Joint,Pending Verification
PAR-051911,51911,OWN-051911,Individual,Verified
PAR-051912,51912,OWN-051912,Individual,Disputed
PAR-051913,51913,OWN-051913,Institutional,Verified
PAR-051914,51914,OWN-051914,Joint,Disputed
PAR-051915,51915,OWN-051915,Individual,Verified
PAR-051916,51916,OWN-051916,Individual,Disputed
PAR-051917,51917,OWN-051917,Individual,Verified
PAR-051918,51918,OWN-051918,Individual,Verified
PAR-051919,51919,OWN-051919,Individual,Verified
PAR-051920,51920,OWN-051920,Institutional,Pending Verification
PAR-051921,51921,OWN-051921,Individual,Verified
PAR-051922,51922,OWN-051922,Joint,Disputed
PAR-051923,51923,OWN-051923,Joint,Verified
PAR-051924,51924,OWN-051924,Individual,Verified
PAR-051925,51925,OWN-051925,Individual,Verified
PAR-051926,51926,OWN-051926,Individual,Verified
PAR-051927,51927,OWN-051927,Individual,Verified
PAR-051928,51928,OWN-051928,Joint,Verified
PAR-051929,51929,OWN-051929,Individual,Verified
PAR-051930,51930,OWN-051930,Government,Verified
PAR-051931,51931,OWN-051931,Joint,Verified
PAR-051932,51932,OWN-051932,Individual,Verified
PAR-051933,51933,OWN-051933,Government,Verified
PAR-051934,51934,OWN-051934,Individual,Verified
PAR-051935,51935,OWN-051935,Individual,Verified
PAR-051936,51936,OWN-051936,Individual,Verified
PAR-051937,51937,OWN-051937,Government,Verified
PAR-051938,51938,OWN-051938,Individual,Pending Verification
PAR-051939,51939,OWN-051939,Individual,Verified
PAR-051940,51940,OWN-051940,Government,Verified
PAR-051941,51941,OWN-051941,Joint,Verified
PAR-051942,51942,OWN-051942,Joint,Verified
PAR-051943,51943,OWN-051943,Individual,Verified
PAR-051944,51944,OWN-051944,Individual,Verified
PAR-051945,51945,OWN-051945,Joint,Verified
PAR-051946,51946,OWN-051946,Institutional,Verified
PAR-051947,51947,OWN-051947,Individual,Verified
PAR-051948,51948,OWN-051948,Individual,Verified
PAR-051949,51949,OWN-051949,Individual,Pending Verification
PAR-051950,51950,OWN-051950,Individual,Verified
PAR-051951,51951,OWN-051951,Individual,Pending Verification
PAR-051952,51952,OWN-051952,Individual,Verified
PAR-051953,51953,OWN-051953,Joint,Pending Verification
PAR-051954,51954,OWN-051954,Government,Verified
PAR-051955,51955,OWN-051955,Individual,Disputed
PAR-051956,51956,OWN-051956,Government,Pending Verification
PAR-051957,51957,OWN-051957,Individual,Verified
PAR-051958,51958,OWN-051958,Individual,Verified
PAR-051959,51959,OWN-051959,Institutional,Disputed
PAR-051960,51960,OWN-051960,Individual,Verified
PAR-051961,51961,OWN-051961,Government,Verified
PAR-051962,51962,OWN-051962,Individual,Verified
PAR-051963,51963,OWN-051963,Individual,Disputed
PAR-051964,51964,OWN-051964,Individual,Verified
PAR-051965,51965,OWN-051965,Government,Verified
PAR-051966,51966,OWN-051966,Government,Verified
PAR-051967,51967,OWN-051967,Individual,Verified
PAR-051968,51968,OWN-051968,Government,Verified
PAR-051969,51969,OWN-051969,Institutional,Pending Verification
PAR-051970,51970,OWN-051970,Institutional,Verified
PAR-051971,51971,OWN-051971,Government,Verified
PAR-051972,51972,OWN-051972,Individual,Verified
PAR-051973,51973,OWN-051973,Individual,Verified
PAR-051974,51974,OWN-051974,Institutional,Verified
PAR-051975,51975,OWN-051975,Joint,Verified
PAR-051976,51976,OWN-051976,Institutional,Verified
PAR-051977,51977,OWN-051977,Joint,Verified
PAR-051978,51978,OWN-051978,Individual,Pending Verification
PAR-051979,51979,OWN-051979,Individual,Pending Verification
PAR-051980,51980,OWN-051980,Joint,Verified
PAR-051981,51981,OWN-051981,Individual,Verified
PAR-051982,51982,OWN-051982,Individual,Verified
PAR-051983,51983,OWN-051983,Individual,Verified
PAR-051984,51984,OWN-051984,Individual,Verified
PAR-051985,51985,OWN-051985,Joint,Verified
PAR-051986,51986,OWN-051986,Institutional,Verified
PAR-051987,51987,OWN-051987,Institutional,Verified
PAR-051988,51988,OWN-051988,Individual,Verified
PAR-051989,51989,OWN-051989,Individual,Pending Verification
PAR-051990,51990,OWN-051990,Government,Verified
PAR-051991,51991,OWN-051991,Government,Pending Verification
PAR-051992,51992,OWN-051992,Individual,Verified
PAR-051993,51993,OWN-051993,Individual,Verified
PAR-051994,51994,OWN-051994,Joint,Pending Verification
PAR-051995,51995,OWN-051995,Individual,Verified
PAR-051996,51996,OWN-051996,Individual,Verified
PAR-051997,51997,OWN-051997,Government,Verified
PAR-051998,51998,OWN-051998,Individual,Verified
PAR-051999,51999,OWN-051999,Individual,Verified
PAR-052000,52000,OWN-052000,Joint,Disputed
PAR-052001,52001,OWN-052001,Joint,Verified
PAR-052002,52002,OWN-052002,Individual,Verified
PAR-052003,52003,OWN-052003,Institutional,Verified
PAR-052004,52004,OWN-052004,Individual,Pending Verification
PAR-052005,52005,OWN-052005,Individual,Verified
PAR-052006,52006,OWN-052006,Individual,Verified
PAR-052007,52007,OWN-052007,Individual,Verified
PAR-052008,52008,OWN-052008,Individual,Verified
PAR-052009,52009,OWN-052009,Individual,Verified
PAR-052010,52010,OWN-052010,Individual,Verified
PAR-052011,52011,OWN-052011,Individual,Verified
PAR-052012,52012,OWN-052012,Individual,Verified
PAR-052013,52013,OWN-052013,Individual,Verified
PAR-052014,52014,OWN-052014,Individual,Verified
PAR-052015,52015,OWN-052015,Individual,Verified
PAR-052016,52016,OWN-052016,Individual,Verified
PAR-052017,52017,OWN-052017,Individual,Disputed
PAR-052018,52018,OWN-052018,Individual,Verified
PAR-052019,52019,OWN-052019,Government,Verified
PAR-052020,52020,OWN-052020,Individual,Verified
PAR-052021,52021,OWN-052021,Individual,Verified
PAR-052022,52022,OWN-052022,Individual,Verified
PAR-052023,52023,OWN-052023,Individual,Verified
PAR-052024,52024,OWN-052024,Individual,Verified
PAR-052025,52025,OWN-052025,Government,Disputed
PAR-052026,52026,OWN-052026,Institutional,Verified
PAR-052027,52027,OWN-052027,Individual,Pending Verification
PAR-052028,52028,OWN-052028,Individual,Verified
PAR-052029,52029,OWN-052029,Joint,Verified
PAR-052030,52030,OWN-052030,Institutional,Verified
PAR-052031,52031,OWN-052031,Joint,Verified
PAR-052032,52032,OWN-052032,Government,Verified
PAR-052033,52033,OWN-052033,Joint,Verified
PAR-052034,52034,OWN-052034,Government,Verified
PAR-052035,52035,OWN-052035,Government,Verified
PAR-052036,52036,OWN-052036,Individual,Verified
PAR-052037,52037,OWN-052037,Government,Verified
PAR-052038,52038,OWN-052038,Individual,Disputed
PAR-052039,52039,OWN-052039,Individual,Verified
PAR-052040,52040,OWN-052040,Joint,Verified
PAR-052041,52041,OWN-052041,Individual,Verified
PAR-052042,52042,OWN-052042,Individual,Verified
PAR-052043,52043,OWN-052043,Joint,Verified
PAR-052044,52044,OWN-052044,Joint,Verified
PAR-052045,52045,OWN-052045,Individual,Disputed
PAR-052046,52046,OWN-052046,Joint,Verified
PAR-052047,52047,OWN-052047,Individual,Verified
PAR-052048,52048,OWN-052048,Individual,Verified
PAR-052049,52049,OWN-052049,Individual,Pending Verification
PAR-052050,52050,OWN-052050,Government,Verified
PAR-052051,52051,OWN-052051,Individual,Verified
PAR-052052,52052,OWN-052052,Individual,Verified
PAR-052053,52053,OWN-052053,Joint,Verified
PAR-052054,52054,OWN-052054,Individual,Verified
PAR-052055,52055,OWN-052055,Individual,Verified
PAR-052056,52056,OWN-052056,Individual,Pending Verification
PAR-052057,52057,OWN-052057,Individual,Verified
PAR-052058,52058,OWN-052058,Institutional,Verified
PAR-052059,52059,OWN-052059,Individual,Verified
PAR-052060,52060,OWN-052060,Individual,Verified
PAR-052061,52061,OWN-052061,Individual,Verified
PAR-052062,52062,OWN-052062,Joint,Pending Verification
PAR-052063,52063,OWN-052063,Individual,Verified
PAR-052064,52064,OWN-052064,Government,Verified
PAR-052065,52065,OWN-052065,Individual,Pending Verification
PAR-052066,52066,OWN-052066,Individual,Verified
PAR-052067,52067,OWN-052067,Individual,Verified
PAR-052068,52068,OWN-052068,Individual,Verified
PAR-052069,52069,OWN-052069,Joint,Verified
PAR-052070,52070,OWN-052070,Individual,Pending Verification
PAR-052071,52071,OWN-052071,Institutional,Verified
PAR-052072,52072,OWN-052072,Individual,Verified
PAR-052073,52073,OWN-052073,Individual,Verified
PAR-052074,52074,OWN-052074,Institutional,Verified
PAR-052075,52075,OWN-052075,Individual,Verified
PAR-052076,52076,OWN-052076,Joint,Verified
PAR-052077,52077,OWN-052077,Individual,Verified
PAR-052078,52078,OWN-052078,Individual,Verified
PAR-052079,52079,OWN-052079,Joint,Verified
PAR-052080,52080,OWN-052080,Joint,Verified
PAR-052081,52081,OWN-052081,Government,Verified
PAR-052082,52082,OWN-052082,Joint,Verified
PAR-052083,52083,OWN-052083,Government,Pending Verification
PAR-052084,52084,OWN-052084,Individual,Pending Verification
PAR-052085,52085,OWN-052085,Individual,Verified
PAR-052086,52086,OWN-052086,Individual,Pending Verification
PAR-052087,52087,OWN-052087,Joint,Verified
PAR-052088,52088,OWN-052088,Individual,Verified
PAR-052089,52089,OWN-052089,Individual,Pending Verification
PAR-052090,52090,OWN-052090,Government,Verified
PAR-052091,52091,OWN-052091,Individual,Verified
PAR-052092,52092,OWN-052092,Joint,Verified
PAR-052093,52093,OWN-052093,Individual,Verified
PAR-052094,52094,OWN-052094,Joint,Disputed
PAR-052095,52095,OWN-052095,Individual,Verified
PAR-052096,52096,OWN-052096,Government,Verified
PAR-052097,52097,OWN-052097,Joint,Verified
PAR-052098,52098,OWN-052098,Individual,Pending Verification
PAR-052099,52099,OWN-052099,Joint,Verified
PAR-052100,52100,OWN-052100,Individual,Verified
PAR-052101,52101,OWN-052101,Individual,Verified
PAR-052102,52102,OWN-052102,Individual,Pending Verification
PAR-052103,52103,OWN-052103,Institutional,Verified
PAR-052104,52104,OWN-052104,Individual,Verified
PAR-052105,52105,OWN-052105,Individual,Verified
PAR-052106,52106,OWN-052106,Joint,Pending Verification
PAR-052107,52107,OWN-052107,Individual,Verified
PAR-052108,52108,OWN-052108,Government,Verified
PAR-052109,52109,OWN-052109,Joint,Pending Verification
PAR-052110,52110,OWN-052110,Government,Verified
PAR-052111,52111,OWN-052111,Institutional,Verified
PAR-052112,52112,OWN-052112,Institutional,Pending Verification
PAR-052113,52113,OWN-052113,Joint,Verified
PAR-052114,52114,OWN-052114,Joint,Verified
PAR-052115,52115,OWN-052115,Institutional,Disputed
PAR-052116,52116,OWN-052116,Individual,Verified
PAR-052117,52117,OWN-052117,Joint,Verified
PAR-052118,52118,OWN-052118,Government,Pending Verification
PAR-052119,52119,OWN-052119,Individual,Verified
PAR-052120,52120,OWN-052120,Individual,Verified
PAR-052121,52121,OWN-052121,Individual,Verified
PAR-052122,52122,OWN-052122,Joint,Verified
PAR-052123,52123,OWN-052123,Joint,Verified
PAR-052124,52124,OWN-052124,Joint,Pending Verification
PAR-052125,52125,OWN-052125,Individual,Verified
PAR-052126,52126,OWN-052126,Joint,Verified
PAR-052127,52127,OWN-052127,Individual,Verified
PAR-052128,52128,OWN-052128,Individual,Pending Verification
PAR-052129,52129,OWN-052129,Individual,Verified
PAR-052130,52130,OWN-052130,Joint,Verified
PAR-052131,52131,OWN-052131,Individual,Verified
PAR-052132,52132,OWN-052132,Individual,Verified
PAR-052133,52133,OWN-052133,Individual,Verified
PAR-052134,52134,OWN-052134,Individual,Verified
PAR-052135,52135,OWN-052135,Individual,Verified
PAR-052136,52136,OWN-052136,Individual,Verified
PAR-052137,52137,OWN-052137,Individual,Verified
PAR-052138,52138,OWN-052138,Government,Verified
PAR-052139,52139,OWN-052139,Government,Disputed
PAR-052140,52140,OWN-052140,Individual,Disputed
PAR-052141,52141,OWN-052141,Joint,Disputed
PAR-052142,52142,OWN-052142,Joint,Verified
PAR-052143,52143,OWN-052143,Individual,Verified
PAR-052144,52144,OWN-052144,Individual,Verified
PAR-052145,52145,OWN-052145,Individual,Verified
PAR-052146,52146,OWN-052146,Joint,Verified
PAR-052147,52147,OWN-052147,Individual,Verified
PAR-052148,52148,OWN-052148,Government,Pending Verification
PAR-052149,52149,OWN-052149,Institutional,Verified
PAR-052150,52150,OWN-052150,Individual,Verified
PAR-052151,52151,OWN-052151,Individual,Pending Verification
PAR-052152,52152,OWN-052152,Joint,Verified
PAR-052153,52153,OWN-052153,Individual,Verified
PAR-052154,52154,OWN-052154,Institutional,Verified
PAR-052155,52155,OWN-052155,Institutional,Verified
PAR-052156,52156,OWN-052156,Joint,Verified
PAR-052157,52157,OWN-052157,Individual,Pending Verification
PAR-052158,52158,OWN-052158,Individual,Verified
PAR-052159,52159,OWN-052159,Individual,Verified
PAR-052160,52160,OWN-052160,Individual,Verified
PAR-052161,52161,OWN-052161,Joint,Verified
PAR-052162,52162,OWN-052162,Joint,Verified
PAR-052163,52163,OWN-052163,Joint,Pending Verification
PAR-052164,52164,OWN-052164,Joint,Verified
PAR-052165,52165,OWN-052165,Individual,Pending Verification
PAR-052166,52166,OWN-052166,Joint,Verified
PAR-052167,52167,OWN-052167,Individual,Pending Verification
PAR-052168,52168,OWN-052168,Joint,Verified
PAR-052169,52169,OWN-052169,Individual,Verified
PAR-052170,52170,OWN-052170,Joint,Verified
PAR-052171,52171,OWN-052171,Individual,Verified
PAR-052172,52172,OWN-052172,Government,Verified
PAR-052173,52173,OWN-052173,Institutional,Pending Verification
PAR-052174,52174,OWN-052174,Individual,Verified
PAR-052175,52175,OWN-052175,Individual,Disputed
PAR-052176,52176,OWN-052176,Joint,Verified
PAR-052177,52177,OWN-052177,Individual,Pending Verification
PAR-052178,52178,OWN-052178,Individual,Verified
PAR-052179,52179,OWN-052179,Individual,Pending Verification
PAR-052180,52180,OWN-052180,Government,Verified
PAR-052181,52181,OWN-052181,Individual,Verified
PAR-052182,52182,OWN-052182,Joint,Disputed
PAR-052183,52183,OWN-052183,Individual,Verified
PAR-052184,52184,OWN-052184,Individual,Verified
PAR-052185,52185,OWN-052185,Government,Pending Verification
PAR-052186,52186,OWN-052186,Individual,Verified
PAR-052187,52187,OWN-052187,Individual,Pending Verification
PAR-052188,52188,OWN-052188,Individual,Verified
PAR-052189,52189,OWN-052189,Individual,Verified
PAR-052190,52190,OWN-052190,Government,Verified
PAR-052191,52191,OWN-052191,Institutional,Verified
PAR-052192,52192,OWN-052192,Individual,Verified
PAR-052193,52193,OWN-052193,Individual,Verified
PAR-052194,52194,OWN-052194,Government,Verified
PAR-052195,52195,OWN-052195,Joint,Verified
PAR-052196,52196,OWN-052196,Individual,Verified
PAR-052197,52197,OWN-052197,Individual,Verified
PAR-052198,52198,OWN-052198,Individual,Verified
PAR-052199,52199,OWN-052199,Individual,Verified
PAR-052200,52200,OWN-052200,Individual,Disputed
PAR-052201,52201,OWN-052201,Individual,Verified
PAR-052202,52202,OWN-052202,Individual,Verified
PAR-052203,52203,OWN-052203,Government,Verified
PAR-052204,52204,OWN-052204,Individual,Pending Verification
PAR-052205,52205,OWN-052205,Joint,Verified
PAR-052206,52206,OWN-052206,Individual,Verified
PAR-052207,52207,OWN-052207,Institutional,Verified
PAR-052208,52208,OWN-052208,Joint,Verified
PAR-052209,52209,OWN-052209,Institutional,Verified
PAR-052210,52210,OWN-052210,Individual,Verified
PAR-052211,52211,OWN-052211,Joint,Verified
PAR-052212,52212,OWN-052212,Individual,Verified
PAR-052213,52213,OWN-052213,Individual,Pending Verification
PAR-052214,52214,OWN-052214,Individual,Verified
PAR-052215,52215,OWN-052215,Individual,Verified
PAR-052216,52216,OWN-052216,Individual,Pending Verification
PAR-052217,52217,OWN-052217,Individual,Pending Verification
PAR-052218,52218,OWN-052218,Joint,Pending Verification
PAR-052219,52219,OWN-052219,Institutional,Verified
PAR-052220,52220,OWN-052220,Institutional,Verified
PAR-052221,52221,OWN-052221,Joint,Verified
PAR-052222,52222,OWN-052222,Joint,Verified
PAR-052223,52223,OWN-052223,Joint,Verified
PAR-052224,52224,OWN-052224,Individual,Disputed
PAR-052225,52225,OWN-052225,Individual,Verified
PAR-052226,52226,OWN-052226,Individual,Verified
PAR-052227,52227,OWN-052227,Joint,Verified
PAR-052228,52228,OWN-052228,Individual,Pending Verification
PAR-052229,52229,OWN-052229,Individual,Verified
PAR-052230,52230,OWN-052230,Joint,Disputed
PAR-052231,52231,OWN-052231,Individual,Verified
PAR-052232,52232,OWN-052232,Government,Verified
PAR-052233,52233,OWN-052233,Individual,Verified
PAR-052234,52234,OWN-052234,Joint,Pending Verification
PAR-052235,52235,OWN-052235,Individual,Verified
PAR-052236,52236,OWN-052236,Individual,Verified
PAR-052237,52237,OWN-052237,Individual,Verified
PAR-052238,52238,OWN-052238,Individual,Verified
PAR-052239,52239,OWN-052239,Individual,Pending Verification
PAR-052240,52240,OWN-052240,Individual,Verified
PAR-052241,52241,OWN-052241,Individual,Verified
PAR-052242,52242,OWN-052242,Joint,Pending Verification
PAR-052243,52243,OWN-052243,Joint,Verified
PAR-052244,52244,OWN-052244,Individual,Verified
PAR-052245,52245,OWN-052245,Individual,Disputed
PAR-052246,52246,OWN-052246,Joint,Verified
PAR-052247,52247,OWN-052247,Joint,Pending Verification
PAR-052248,52248,OWN-052248,Individual,Verified
PAR-052249,52249,OWN-052249,Individual,Verified
PAR-052250,52250,OWN-052250,Individual,Verified
PAR-052251,52251,OWN-052251,Joint,Verified
PAR-052252,52252,OWN-052252,Joint,Verified
PAR-052253,52253,OWN-052253,Institutional,Verified
PAR-052254,52254,OWN-052254,Individual,Pending Verification
PAR-052255,52255,OWN-052255,Individual,Verified
PAR-052256,52256,OWN-052256,Individual,Verified
PAR-052257,52257,OWN-052257,Institutional,Verified
PAR-052258,52258,OWN-052258,Joint,Verified
PAR-052259,52259,OWN-052259,Individual,Verified
PAR-052260,52260,OWN-052260,Joint,Verified
PAR-052261,52261,OWN-052261,Joint,Verified
PAR-052262,52262,OWN-052262,Individual,Verified
PAR-052263,52263,OWN-052263,Individual,Pending Verification
PAR-052264,52264,OWN-052264,Government,Verified
PAR-052265,52265,OWN-052265,Individual,Verified
PAR-052266,52266,OWN-052266,Individual,Verified
PAR-052267,52267,OWN-052267,Institutional,Verified
PAR-052268,52268,OWN-052268,Joint,Verified
PAR-052269,52269,OWN-052269,Individual,Verified
PAR-052270,52270,OWN-052270,Individual,Verified
PAR-052271,52271,OWN-052271,Individual,Verified
PAR-052272,52272,OWN-052272,Government,Verified
PAR-052273,52273,OWN-052273,Individual,Verified
PAR-052274,52274,OWN-052274,Individual,Verified
PAR-052275,52275,OWN-052275,Individual,Verified
PAR-052276,52276,OWN-052276,Individual,Verified
PAR-052277,52277,OWN-052277,Individual,Verified
PAR-052278,52278,OWN-052278,Institutional,Pending Verification
PAR-052279,52279,OWN-052279,Joint,Verified
PAR-052280,52280,OWN-052280,Individual,Verified
PAR-052281,52281,OWN-052281,Government,Verified
PAR-052282,52282,OWN-052282,Individual,Verified
PAR-052283,52283,OWN-052283,Joint,Verified
PAR-052284,52284,OWN-052284,Individual,Disputed
PAR-052285,52285,OWN-052285,Individual,Verified
PAR-052286,52286,OWN-052286,Individual,Verified
PAR-052287,52287,OWN-052287,Individual,Verified
PAR-052288,52288,OWN-052288,Individual,Verified
PAR-052289,52289,OWN-052289,Joint,Verified
PAR-052290,52290,OWN-052290,Individual,Verified
PAR-052291,52291,OWN-052291,Government,Verified
PAR-052292,52292,OWN-052292,Individual,Verified
PAR-052293,52293,OWN-052293,Individual,Verified
PAR-052294,52294,OWN-052294,Individual,Verified
PAR-052295,52295,OWN-052295,Individual,Verified
PAR-052296,52296,OWN-052296,Joint,Verified
PAR-052297,52297,OWN-052297,Joint,Verified
PAR-052298,52298,OWN-052298,Individual,Verified
PAR-052299,52299,OWN-052299,Joint,Verified
PAR-052300,52300,OWN-052300,Individual,Verified
PAR-052301,52301,OWN-052301,Government,Verified
PAR-052302,52302,OWN-052302,Joint,Pending Verification
PAR-052303,52303,OWN-052303,Individual,Verified
PAR-052304,52304,OWN-052304,Joint,Verified
PAR-052305,52305,OWN-052305,Joint,Verified
PAR-052306,52306,OWN-052306,Individual,Verified
PAR-052307,52307,OWN-052307,Individual,Verified
PAR-052308,52308,OWN-052308,Government,Verified
PAR-052309,52309,OWN-052309,Government,Verified
PAR-052310,52310,OWN-052310,Government,Disputed
PAR-052311,52311,OWN-052311,Individual,Verified
PAR-052312,52312,OWN-052312,Individual,Verified
PAR-052313,52313,OWN-052313,Individual,Verified
PAR-052314,52314,OWN-052314,Individual,Verified
PAR-052315,52315,OWN-052315,Joint,Verified
PAR-052316,52316,OWN-052316,Individual,Verified
PAR-052317,52317,OWN-052317,Individual,Verified
PAR-052318,52318,OWN-052318,Individual,Verified
PAR-052319,52319,OWN-052319,Individual,Verified
PAR-052320,52320,OWN-052320,Individual,Verified
PAR-052321,52321,OWN-052321,Institutional,Verified
PAR-052322,52322,OWN-052322,Joint,Verified
PAR-052323,52323,OWN-052323,Government,Verified
PAR-052324,52324,OWN-052324,Individual,Verified
PAR-052325,52325,OWN-052325,Individual,Disputed
PAR-052326,52326,OWN-052326,Individual,Verified
PAR-052327,52327,OWN-052327,Government,Verified
PAR-052328,52328,OWN-052328,Individual,Verified
PAR-052329,52329,OWN-052329,Individual,Verified
PAR-052330,52330,OWN-052330,Government,Pending Verification
PAR-052331,52331,OWN-052331,Individual,Verified
PAR-052332,52332,OWN-052332,Individual,Pending Verification
PAR-052333,52333,OWN-052333,Individual,Verified
PAR-052334,52334,OWN-052334,Individual,Verified
PAR-052335,52335,OWN-052335,Institutional,Disputed
PAR-052336,52336,OWN-052336,Individual,Verified
PAR-052337,52337,OWN-052337,Joint,Verified
PAR-052338,52338,OWN-052338,Individual,Disputed
PAR-052339,52339,OWN-052339,Individual,Verified
PAR-052340,52340,OWN-052340,Individual,Verified
PAR-052341,52341,OWN-052341,Joint,Verified
PAR-052342,52342,OWN-052342,Institutional,Verified
PAR-052343,52343,OWN-052343,Joint,Verified
PAR-052344,52344,OWN-052344,Individual,Verified
PAR-052345,52345,OWN-052345,Government,Pending Verification
PAR-052346,52346,OWN-052346,Individual,Verified
PAR-052347,52347,OWN-052347,Individual,Verified
PAR-052348,52348,OWN-052348,Joint,Verified
PAR-052349,52349,OWN-052349,Government,Verified
PAR-052350,52350,OWN-052350,Individual,Verified
PAR-052351,52351,OWN-052351,Individual,Verified
PAR-052352,52352,OWN-052352,Individual,Verified
PAR-052353,52353,OWN-052353,Individual,Verified
PAR-052354,52354,OWN-052354,Institutional,Verified
PAR-052355,52355,OWN-052355,Institutional,Verified
PAR-052356,52356,OWN-052356,Individual,Verified
PAR-052357,52357,OWN-052357,Individual,Pending Verification
PAR-052358,52358,OWN-052358,Individual,Verified
PAR-052359,52359,OWN-052359,Individual,Verified
PAR-052360,52360,OWN-052360,Individual,Verified
PAR-052361,52361,OWN-052361,Individual,Disputed
PAR-052362,52362,OWN-052362,Individual,Verified
PAR-052363,52363,OWN-052363,Individual,Disputed
PAR-052364,52364,OWN-052364,Individual,Verified
PAR-052365,52365,OWN-052365,Joint,Pending Verification
PAR-052366,52366,OWN-052366,Individual,Verified
PAR-052367,52367,OWN-052367,Government,Verified
PAR-052368,52368,OWN-052368,Individual,Verified
PAR-052369,52369,OWN-052369,Individual,Verified
PAR-052370,52370,OWN-052370,Government,Verified
PAR-052371,52371,OWN-052371,Government,Verified
PAR-052372,52372,OWN-052372,Individual,Verified
PAR-052373,52373,OWN-052373,Joint,Verified
PAR-052374,52374,OWN-052374,Joint,Verified
PAR-052375,52375,OWN-052375,Institutional,Verified
PAR-052376,52376,OWN-052376,Government,Disputed
PAR-052377,52377,OWN-052377,Individual,Verified
PAR-052378,52378,OWN-052378,Government,Verified
PAR-052379,52379,OWN-052379,Individual,Pending Verification
PAR-052380,52380,OWN-052380,Individual,Verified
PAR-052381,52381,OWN-052381,Individual,Verified
PAR-052382,52382,OWN-052382,Individual,Verified
PAR-052383,52383,OWN-052383,Joint,Verified
PAR-052384,52384,OWN-052384,Individual,Verified
PAR-052385,52385,OWN-052385,Individual,Verified
PAR-052386,52386,OWN-052386,Individual,Verified
PAR-052387,52387,OWN-052387,Individual,Verified
PAR-052388,52388,OWN-052388,Government,Pending Verification
PAR-052389,52389,OWN-052389,Individual,Verified
PAR-052390,52390,OWN-052390,Individual,Verified
PAR-052391,52391,OWN-052391,Individual,Verified
PAR-052392,52392,OWN-052392,Institutional,Verified
PAR-052393,52393,OWN-052393,Individual,Verified
PAR-052394,52394,OWN-052394,Individual,Verified
PAR-052395,52395,OWN-052395,Individual,Verified
PAR-052396,52396,OWN-052396,Joint,Verified
PAR-052397,52397,OWN-052397,Individual,Pending Verification
PAR-052398,52398,OWN-052398,Individual,Verified
PAR-052399,52399,OWN-052399,Institutional,Pending Verification
PAR-052400,52400,OWN-052400,Joint,Verified
PAR-052401,52401,OWN-052401,Institutional,Verified
PAR-052402,52402,OWN-052402,Individual,Verified
