approval_id,project_id,department,approval_status,approval_delay_days
APR-052267,PRJ-03054,RDO,Approved,3
APR-052268,PRJ-03351,PWD,Approved,12
APR-052269,PRJ-03890,PWD,Pending,345
APR-052270,PRJ-01027,RDO,Approved,41
APR-052271,PRJ-02685,Rural Development,Approved,32
APR-052272,PRJ-03048,District Administration,Approved,20
APR-052273,PRJ-00627,Rural Development,Approved,9
APR-052274,PRJ-00624,Revenue,Approved,25
APR-052275,PRJ-04042,District Administration,Approved,13
APR-052276,PRJ-04443,Revenue,Approved,24
APR-052277,PRJ-00013,District Administration,Approved,14
APR-052278,PRJ-01645,RDO,Approved,38
APR-052279,PRJ-00922,Revenue,Approved,23
APR-052280,PRJ-02532,PWD,Approved,12
APR-052281,PRJ-04005,PWD,Approved,25
APR-052282,PRJ-03837,Revenue,Approved,39
APR-052283,PRJ-03184,RDO,Approved,21
APR-052284,PRJ-01249,Revenue,Approved,33
APR-052285,PRJ-02440,District Administration,Approved,3
APR-052286,PRJ-02618,Rural Development,Approved,6
APR-052287,PRJ-04905,Rural Development,Approved,19
APR-052288,PRJ-00726,PWD,Approved,12
APR-052289,PRJ-01844,RDO,Approved,41
APR-052290,PRJ-02745,District Administration,Approved,40
APR-052291,PRJ-03842,RDO,Approved,44
APR-052292,PRJ-02427,Rural Development,Approved,40
APR-052293,PRJ-00222,PWD,Approved,35
APR-052294,PRJ-01769,RDO,Approved,9
APR-052295,PRJ-04520,District Administration,Approved,24
APR-052296,PRJ-04120,Revenue,Approved,3
APR-052297,PRJ-00581,PWD,Approved,23
APR-052298,PRJ-03001,Rural Development,Approved,28
APR-052299,PRJ-00292,RDO,Approved,39
APR-052300,PRJ-04849,Rural Development,Pending,99
APR-052301,PRJ-01350,PWD,Approved,27
APR-052302,PRJ-01466,Revenue,Pending,229
APR-052303,PRJ-03294,District Administration,Approved,27
APR-052304,PRJ-04596,PWD,Approved,18
APR-052305,PRJ-02177,Rural Development,Approved,22
APR-052306,PRJ-00310,Rural Development,Approved,44
APR-052307,PRJ-02656,RDO,Approved,36
APR-052308,PRJ-02044,District Administration,Approved,10
APR-052309,PRJ-00030,District Administration,Approved,35
APR-052310,PRJ-03600,PWD,Approved,20
APR-052311,PRJ-02450,Revenue,Pending,245
APR-052312,PRJ-03912,RDO,Approved,15
APR-052313,PRJ-01851,PWD,Pending,336
APR-052314,PRJ-01291,Revenue,Approved,35
APR-052315,PRJ-02388,Revenue,Approved,31
APR-052316,PRJ-01168,Revenue,Pending,247
APR-052317,PRJ-02777,Rural Development,Approved,20
APR-052318,PRJ-00888,Rural Development,Approved,30
APR-052319,PRJ-00188,Rural Development,Approved,2
APR-052320,PRJ-04878,RDO,Approved,1
APR-052321,PRJ-02239,RDO,Approved,25
APR-052322,PRJ-03739,Revenue,Approved,20
APR-052323,PRJ-01575,PWD,Approved,37
APR-052324,PRJ-04819,RDO,Approved,23
APR-052325,PRJ-03541,PWD,Approved,20
APR-052326,PRJ-03043,Rural Development,Approved,26
APR-052327,PRJ-01133,PWD,Approved,42
APR-052328,PRJ-01070,PWD,Approved,44
APR-052329,PRJ-00010,PWD,Pending,106
APR-052330,PRJ-04308,RDO,Pending,445
APR-052331,PRJ-01623,District Administration,Approved,42
APR-052332,PRJ-01672,Revenue,Pending,95
APR-052333,PRJ-03337,PWD,Approved,26
APR-052334,PRJ-00646,District Administration,Approved,21
APR-052335,PRJ-03845,Revenue,Approved,11
APR-052336,PRJ-00707,RDO,Approved,16
APR-052337,PRJ-04468,District Administration,Approved,20
APR-052338,PRJ-02065,RDO,Approved,18
APR-052339,PRJ-03629,RDO,Pending,331
APR-052340,PRJ-04390,RDO,Approved,0
APR-052341,PRJ-04826,PWD,Approved,31
APR-052342,PRJ-02175,Revenue,Approved,12
APR-052343,PRJ-03949,Revenue,Approved,14
APR-052344,PRJ-01555,RDO,Approved,3
APR-052345,PRJ-02262,PWD,Pending,135
APR-052346,PRJ-04150,District Administration,Approved,8
APR-052347,PRJ-00274,Revenue,Approved,9
APR-052348,PRJ-01059,District Administration,Pending,494
APR-052349,PRJ-00690,PWD,Approved,41
APR-052350,PRJ-00134,Revenue,Approved,18
APR-052351,PRJ-04405,RDO,Approved,31
APR-052352,PRJ-04098,Revenue,Approved,7
APR-052353,PRJ-03219,District Administration,Approved,4
APR-052354,PRJ-00701,Rural Development,Approved,9
APR-052355,PRJ-04766,Rural Development,Approved,3
APR-052356,PRJ-03743,Rural Development,Approved,22
APR-052357,PRJ-02451,District Administration,Approved,36
APR-052358,PRJ-02152,District Administration,Approved,41
APR-052359,PRJ-00264,Revenue,Approved,17
APR-052360,PRJ-04439,RDO,Approved,41
APR-052361,PRJ-04010,District Administration,Pending,141
APR-052362,PRJ-04790,Rural Development,Approved,41
APR-052363,PRJ-02239,District Administration,Approved,4
APR-052364,PRJ-03425,PWD,Approved,39
APR-052365,PRJ-00340,Rural Development,Approved,33
APR-052366,PRJ-02954,Rural Development,Approved,17
APR-052367,PRJ-02206,RDO,Approved,43
APR-052368,PRJ-02923,District Administration,Pending,186
APR-052369,PRJ-03684,Rural Development,Approved,17
APR-052370,PRJ-03219,PWD,Approved,10
APR-052371,PRJ-02492,Rural Development,Pending,469
APR-052372,PRJ-03845,District Administration,Approved,12
APR-052373,PRJ-00600,Rural Development,Approved,22
APR-052374,PRJ-01763,RDO,Approved,41
APR-052375,PRJ-00246,PWD,Approved,15
APR-052376,PRJ-04274,District Administration,Approved,14
APR-052377,PRJ-04898,Revenue,Approved,18
APR-052378,PRJ-02862,RDO,Pending,475
APR-052379,PRJ-00201,RDO,Approved,30
APR-052380,PRJ-04910,PWD,Pending,183
APR-052381,PRJ-01947,District Administration,Approved,29
APR-052382,PRJ-02275,District Administration,Approved,6
APR-052383,PRJ-01399,RDO,Approved,38
APR-052384,PRJ-03857,Rural Development,Approved,23
APR-052385,PRJ-00556,RDO,Approved,3
APR-052386,PRJ-04888,PWD,Approved,44
APR-052387,PRJ-00261,PWD,Approved,1
APR-052388,PRJ-01712,Revenue,Pending,243
APR-052389,PRJ-02433,Revenue,Approved,26
APR-052390,PRJ-03548,Rural Development,Approved,16
APR-052391,PRJ-04406,Revenue,Pending,207
APR-052392,PRJ-02962,Rural Development,Approved,26
APR-052393,PRJ-04861,Rural Development,Pending,198
APR-052394,PRJ-00539,Rural Development,Approved,26
APR-052395,PRJ-02254,RDO,Approved,16
APR-052396,PRJ-02421,Rural Development,Approved,33
APR-052397,PRJ-04439,Rural Development,Pending,489
APR-052398,PRJ-02228,RDO,Approved,19
APR-052399,PRJ-04708,PWD,Approved,38
APR-052400,PRJ-04912,Rural Development,Approved,8
APR-052401,PRJ-04544,District Administration,Approved,28
APR-052402,PRJ-00712,Rural Development,Approved,15
APR-052403,PRJ-02110,PWD,Approved,26
APR-052404,PRJ-04688,Rural Development,Approved,19
APR-052405,PRJ-03800,PWD,Pending,376
APR-052406,PRJ-03138,PWD,Approved,32
APR-052407,PRJ-01980,RDO,Approved,40
APR-052408,PRJ-01904,District Administration,Approved,26
APR-052409,PRJ-01899,Rural Development,Approved,20
APR-052410,PRJ-04423,Rural Development,Approved,18
APR-052411,PRJ-00566,Rural Development,Approved,7
APR-052412,PRJ-01685,Revenue,Approved,34
APR-052413,PRJ-02226,PWD,Approved,42
APR-052414,PRJ-04475,District Administration,Approved,18
APR-052415,PRJ-04168,PWD,Pending,146
APR-052416,PRJ-04470,Revenue,Approved,43
APR-052417,PRJ-01560,Rural Development,Pending,381
APR-052418,PRJ-04595,District Administration,Approved,6
APR-052419,PRJ-00770,District Administration,Approved,20
APR-052420,PRJ-01271,RDO,Approved,37
APR-052421,PRJ-02268,Rural Development,Approved,22
APR-052422,PRJ-02296,Revenue,Approved,0
APR-052423,PRJ-01433,PWD,Approved,34
APR-052424,PRJ-01453,Revenue,Approved,34
APR-052425,PRJ-04744,District Administration,Pending,287
APR-052426,PRJ-01149,RDO,Approved,18
APR-052427,PRJ-00911,Rural Development,Approved,10
APR-052428,PRJ-02974,Revenue,Pending,411
APR-052429,PRJ-01975,Rural Development,Approved,33
APR-052430,PRJ-01318,Revenue,Pending,235
APR-052431,PRJ-01202,PWD,Pending,340
APR-052432,PRJ-01829,District Administration,Pending,360
APR-052433,PRJ-04859,RDO,Approved,26
APR-052434,PRJ-02586,PWD,Pending,470
APR-052435,PRJ-01565,RDO,Approved,18
APR-052436,PRJ-03514,RDO,Approved,37
APR-052437,PRJ-04024,District Administration,Approved,36
APR-052438,PRJ-02686,District Administration,Approved,43
APR-052439,PRJ-03158,RDO,Approved,16
APR-052440,PRJ-02015,Rural Development,Approved,35
APR-052441,PRJ-01615,Rural Development,Pending,34
APR-052442,PRJ-00654,Revenue,Approved,33
APR-052443,PRJ-02286,Rural Development,Approved,39
APR-052444,PRJ-03129,Rural Development,Approved,33
APR-052445,PRJ-04588,RDO,Pending,20
APR-052446,PRJ-00596,Rural Development,Approved,25
APR-052447,PRJ-02083,District Administration,Pending,477
APR-052448,PRJ-01800,PWD,Approved,23
APR-052449,PRJ-04302,PWD,Approved,24
APR-052450,PRJ-02493,District Administration,Approved,1
APR-052451,PRJ-04215,RDO,Pending,436
APR-052452,PRJ-04777,PWD,Approved,9
APR-052453,PRJ-00522,District Administration,Approved,8
APR-052454,PRJ-04770,PWD,Approved,2
APR-052455,PRJ-04777,Revenue,Pending,332
APR-052456,PRJ-04820,District Administration,Pending,466
APR-052457,PRJ-00186,Rural Development,Pending,483
APR-052458,PRJ-00368,PWD,Approved,44
APR-052459,PRJ-00472,District Administration,Approved,20
APR-052460,PRJ-01750,Revenue,Approved,34
APR-052461,PRJ-04570,RDO,Approved,16
APR-052462,PRJ-02218,District Administration,Approved,30
APR-052463,PRJ-03498,Revenue,Pending,469
APR-052464,PRJ-01382,RDO,Approved,2
APR-052465,PRJ-03037,RDO,Approved,6
APR-052466,PRJ-03217,PWD,Pending,329
APR-052467,PRJ-03696,Revenue,Approved,6
APR-052468,PRJ-03885,Rural Development,Approved,42
APR-052469,PRJ-01171,RDO,Approved,1
APR-052470,PRJ-00037,Revenue,Approved,27
APR-052471,PRJ-01436,RDO,Approved,44
APR-052472,PRJ-00180,PWD,Pending,286
APR-052473,PRJ-01624,Rural Development,Approved,26
APR-052474,PRJ-00378,RDO,Pending,99
APR-052475,PRJ-01607,District Administration,Approved,9
APR-052476,PRJ-04886,RDO,Approved,37
APR-052477,PRJ-00546,District Administration,Approved,27
APR-052478,PRJ-02701,Rural Development,Pending,41
APR-052479,PRJ-02387,Rural Development,Approved,18
APR-052480,PRJ-01929,District Administration,Pending,79
APR-052481,PRJ-01038,PWD,Pending,22
APR-052482,PRJ-02826,Rural Development,Approved,2
APR-052483,PRJ-04199,Rural Development,Approved,16
APR-052484,PRJ-02592,RDO,Approved,25
APR-052485,PRJ-04098,PWD,Approved,9
APR-052486,PRJ-04895,District Administration,Approved,43
APR-052487,PRJ-04229,Revenue,Approved,29
APR-052488,PRJ-01826,Rural Development,Approved,30
APR-052489,PRJ-01538,Rural Development,Pending,315
APR-052490,PRJ-02045,PWD,Approved,8
APR-052491,PRJ-02004,Revenue,Approved,41
APR-052492,PRJ-03238,District Administration,Approved,8
APR-052493,PRJ-02489,Rural Development,Approved,8
APR-052494,PRJ-01236,PWD,Approved,30
APR-052495,PRJ-02516,PWD,Approved,10
APR-052496,PRJ-03743,PWD,Approved,25
APR-052497,PRJ-02593,District Administration,Approved,17
APR-052498,PRJ-04608,PWD,Approved,8
APR-052499,PRJ-04140,District Administration,Approved,20
APR-052500,PRJ-04920,RDO,Approved,21
APR-052501,PRJ-02736,PWD,Pending,54
APR-052502,PRJ-02698,Rural Development,Approved,13
APR-052503,PRJ-03222,Revenue,Approved,37
APR-052504,PRJ-04560,Rural Development,Approved,40
APR-052505,PRJ-02149,RDO,Approved,43
APR-052506,PRJ-01479,District Administration,Approved,8
APR-052507,PRJ-03483,Rural Development,Approved,15
APR-052508,PRJ-03950,RDO,Approved,4
APR-052509,PRJ-04039,RDO,Pending,90
APR-052510,PRJ-04952,Rural Development,Approved,23
APR-052511,PRJ-00657,District Administration,Approved,43
APR-052512,PRJ-04087,District Administration,Approved,32
APR-052513,PRJ-02038,Revenue,Approved,1
APR-052514,PRJ-00969,District Administration,Approved,15
APR-052515,PRJ-04913,Revenue,Pending,409
APR-052516,PRJ-03479,Rural Development,Approved,28
APR-052517,PRJ-02318,District Administration,Approved,18
APR-052518,PRJ-04518,Revenue,Approved,11
APR-052519,PRJ-02817,RDO,Approved,8
APR-052520,PRJ-01361,District Administration,Approved,12
APR-052521,PRJ-04435,Revenue,Approved,17
APR-052522,PRJ-03677,District Administration,Pending,444
APR-052523,PRJ-03498,PWD,Approved,38
APR-052524,PRJ-04337,Revenue,Pending,45
APR-052525,PRJ-04080,PWD,Approved,37
APR-052526,PRJ-01483,Revenue,Approved,32
APR-052527,PRJ-03444,Revenue,Approved,13
APR-052528,PRJ-01304,PWD,Pending,484
APR-052529,PRJ-04281,Revenue,Approved,27
APR-052530,PRJ-02476,District Administration,Approved,35
APR-052531,PRJ-02894,Revenue,Pending,370
APR-052532,PRJ-03460,Revenue,Approved,0
APR-052533,PRJ-03737,PWD,Approved,5
APR-052534,PRJ-04805,RDO,Pending,188
APR-052535,PRJ-04314,Rural Development,Approved,25
APR-052536,PRJ-03898,PWD,Approved,6
APR-052537,PRJ-03137,Rural Development,Approved,34
APR-052538,PRJ-02065,PWD,Approved,7
APR-052539,PRJ-02040,RDO,Approved,14
APR-052540,PRJ-01016,RDO,Approved,11
APR-052541,PRJ-01005,Revenue,Approved,8
APR-052542,PRJ-01365,RDO,Approved,34
APR-052543,PRJ-03565,District Administration,Approved,17
APR-052544,PRJ-04088,District Administration,Approved,15
APR-052545,PRJ-02631,RDO,Approved,34
APR-052546,PRJ-00477,PWD,Approved,8
APR-052547,PRJ-01340,RDO,Approved,37
APR-052548,PRJ-03747,PWD,Approved,36
APR-052549,PRJ-04786,RDO,Approved,40
APR-052550,PRJ-00015,RDO,Approved,2
APR-052551,PRJ-04734,PWD,Approved,43
APR-052552,PRJ-02821,District Administration,Approved,34
APR-052553,PRJ-00306,PWD,Approved,41
APR-052554,PRJ-02467,PWD,Approved,39
APR-052555,PRJ-00314,RDO,Approved,37
APR-052556,PRJ-03360,Rural Development,Pending,260
APR-052557,PRJ-01963,PWD,Approved,18
APR-052558,PRJ-00958,PWD,Approved,4
APR-052559,PRJ-03995,Revenue,Approved,30
APR-052560,PRJ-03508,RDO,Approved,35
APR-052561,PRJ-00667,PWD,Approved,8
APR-052562,PRJ-03331,District Administration,Approved,1
APR-052563,PRJ-01356,Rural Development,Approved,30
APR-052564,PRJ-00744,Rural Development,Pending,218
APR-052565,PRJ-00298,PWD,Approved,27
APR-052566,PRJ-03515,District Administration,Approved,40
APR-052567,PRJ-00839,PWD,Approved,43
APR-052568,PRJ-00317,PWD,Approved,24
APR-052569,PRJ-02951,District Administration,Approved,8
APR-052570,PRJ-00461,District Administration,Approved,12
APR-052571,PRJ-01697,Rural Development,Pending,467
APR-052572,PRJ-03682,District Administration,Approved,32
APR-052573,PRJ-01559,Rural Development,Approved,23
APR-052574,PRJ-03260,Rural Development,Approved,22
APR-052575,PRJ-03163,RDO,Approved,26
APR-052576,PRJ-00275,District Administration,Approved,8
APR-052577,PRJ-00403,RDO,Approved,10
APR-052578,PRJ-02742,District Administration,Pending,79
APR-052579,PRJ-03060,Revenue,Approved,32
APR-052580,PRJ-02951,PWD,Approved,5
APR-052581,PRJ-01978,District Administration,Approved,18
APR-052582,PRJ-00709,RDO,Approved,13
APR-052583,PRJ-01002,PWD,Approved,29
APR-052584,PRJ-03431,PWD,Approved,16
APR-052585,PRJ-00382,District Administration,Approved,17
APR-052586,PRJ-03099,Revenue,Approved,3
APR-052587,PRJ-04562,PWD,Approved,39
APR-052588,PRJ-00683,Rural Development,Approved,3
APR-052589,PRJ-04830,Revenue,Approved,39
APR-052590,PRJ-03049,Rural Development,Approved,2
APR-052591,PRJ-04941,Revenue,Approved,7
APR-052592,PRJ-00115,Revenue,Approved,2
APR-052593,PRJ-00652,RDO,Approved,44
APR-052594,PRJ-04676,District Administration,Approved,27
APR-052595,PRJ-01848,District Administration,Approved,21
APR-052596,PRJ-00810,RDO,Approved,40
APR-052597,PRJ-03295,District Administration,Approved,20
APR-052598,PRJ-02643,District Administration,Approved,43
APR-052599,PRJ-02841,District Administration,Approved,9
APR-052600,PRJ-03476,District Administration,Approved,34
APR-052601,PRJ-02324,RDO,Approved,23
APR-052602,PRJ-04044,District Administration,Approved,11
APR-052603,PRJ-04046,Revenue,Approved,0
APR-052604,PRJ-04961,Rural Development,Approved,11
APR-052605,PRJ-01594,District Administration,Approved,8
APR-052606,PRJ-04269,Revenue,Approved,29
APR-052607,PRJ-04345,District Administration,Approved,19
APR-052608,PRJ-00515,District Administration,Approved,32
APR-052609,PRJ-02978,District Administration,Approved,23
APR-052610,PRJ-00463,Rural Development,Approved,6
APR-052611,PRJ-03473,Rural Development,Approved,18
APR-052612,PRJ-03606,District Administration,Approved,16
APR-052613,PRJ-04488,RDO,Approved,25
APR-052614,PRJ-04131,RDO,Approved,41
APR-052615,PRJ-00244,RDO,Approved,0
APR-052616,PRJ-00604,PWD,Approved,37
APR-052617,PRJ-03380,Revenue,Approved,5
APR-052618,PRJ-03779,PWD,Approved,3
APR-052619,PRJ-02759,RDO,Pending,53
APR-052620,PRJ-01498,Revenue,Approved,11
APR-052621,PRJ-01681,PWD,Approved,15
APR-052622,PRJ-04027,Rural Development,Pending,448
APR-052623,PRJ-04386,Rural Development,Approved,42
APR-052624,PRJ-02866,District Administration,Approved,27
APR-052625,PRJ-00445,Rural Development,Approved,30
APR-052626,PRJ-02620,District Administration,Approved,24
APR-052627,PRJ-04694,RDO,Approved,6
APR-052628,PRJ-02379,District Administration,Approved,22
APR-052629,PRJ-02993,RDO,Approved,36
APR-052630,PRJ-04757,District Administration,Approved,2
APR-052631,PRJ-04508,District Administration,Approved,18
APR-052632,PRJ-01825,PWD,Approved,5
APR-052633,PRJ-03482,Rural Development,Pending,392
APR-052634,PRJ-00256,PWD,Approved,16
APR-052635,PRJ-01731,RDO,Approved,16
APR-052636,PRJ-00141,District Administration,Approved,2
APR-052637,PRJ-03948,Revenue,Pending,190
APR-052638,PRJ-01003,PWD,Approved,15
APR-052639,PRJ-03728,Rural Development,Approved,37
APR-052640,PRJ-04514,Rural Development,Approved,6
APR-052641,PRJ-03283,District Administration,Approved,25
APR-052642,PRJ-02286,RDO,Approved,26
APR-052643,PRJ-01646,PWD,Approved,1
APR-052644,PRJ-03249,PWD,Approved,19
APR-052645,PRJ-02024,Rural Development,Approved,4
APR-052646,PRJ-03309,District Administration,Approved,6
APR-052647,PRJ-04211,Rural Development,Approved,7
APR-052648,PRJ-00483,Rural Development,Pending,227
APR-052649,PRJ-02720,PWD,Approved,18
APR-052650,PRJ-00378,PWD,Approved,20
APR-052651,PRJ-01950,Revenue,Approved,13
APR-052652,PRJ-02410,Rural Development,Approved,14
APR-052653,PRJ-03837,Revenue,Approved,30
APR-052654,PRJ-00562,District Administration,Approved,42
APR-052655,PRJ-04821,Revenue,Pending,397
APR-052656,PRJ-02748,RDO,Approved,26
APR-052657,PRJ-04147,RDO,Approved,7
APR-052658,PRJ-00774,Rural Development,Pending,321
APR-052659,PRJ-00959,District Administration,Approved,14
APR-052660,PRJ-03025,District Administration,Approved,44
APR-052661,PRJ-02152,Revenue,Approved,15
APR-052662,PRJ-03009,PWD,Pending,359
APR-052663,PRJ-03103,Rural Development,Approved,3
APR-052664,PRJ-01243,District Administration,Approved,33
APR-052665,PRJ-03351,PWD,Pending,194
APR-052666,PRJ-01142,PWD,Approved,18
APR-052667,PRJ-04415,PWD,Approved,24
APR-052668,PRJ-03179,Revenue,Approved,15
APR-052669,PRJ-01447,PWD,Pending,411
APR-052670,PRJ-04601,District Administration,Approved,44
APR-052671,PRJ-04608,RDO,Approved,43
APR-052672,PRJ-04315,District Administration,Approved,15
APR-052673,PRJ-00661,District Administration,Approved,43
APR-052674,PRJ-02791,RDO,Approved,17
APR-052675,PRJ-01233,Revenue,Approved,5
APR-052676,PRJ-00085,PWD,Approved,36
APR-052677,PRJ-02351,Revenue,Approved,16
APR-052678,PRJ-01562,Revenue,Approved,41
APR-052679,PRJ-02305,RDO,Approved,10
APR-052680,PRJ-02281,Rural Development,Approved,19
APR-052681,PRJ-00272,District Administration,Approved,35
APR-052682,PRJ-04030,District Administration,Approved,1
APR-052683,PRJ-00345,District Administration,Approved,12
APR-052684,PRJ-00250,RDO,Approved,35
APR-052685,PRJ-00262,District Administration,Approved,35
APR-052686,PRJ-04301,Rural Development,Approved,43
APR-052687,PRJ-01938,PWD,Approved,36
APR-052688,PRJ-03619,Rural Development,Approved,42
APR-052689,PRJ-02877,PWD,Pending,416
APR-052690,PRJ-00211,District Administration,Approved,30
APR-052691,PRJ-03080,District Administration,Approved,23
APR-052692,PRJ-00589,RDO,Approved,36
APR-052693,PRJ-03654,District Administration,Approved,44
APR-052694,PRJ-02600,District Administration,Approved,40
APR-052695,PRJ-04048,Rural Development,Approved,37
APR-052696,PRJ-03884,Revenue,Approved,7
APR-052697,PRJ-03678,PWD,Pending,28
APR-052698,PRJ-02658,PWD,Pending,432
APR-052699,PRJ-02833,Revenue,Approved,18
APR-052700,PRJ-04262,Rural Development,Approved,2
APR-052701,PRJ-00170,RDO,Approved,16
APR-052702,PRJ-01267,Rural Development,Approved,19
APR-052703,PRJ-03790,PWD,Approved,30
APR-052704,PRJ-03383,RDO,Approved,16
APR-052705,PRJ-00578,Rural Development,Approved,20
APR-052706,PRJ-03074,Rural Development,Approved,3
APR-052707,PRJ-01246,Revenue,Approved,16
APR-052708,PRJ-00786,RDO,Approved,7
APR-052709,PRJ-02403,District Administration,Approved,15
APR-052710,PRJ-03991,Revenue,Approved,2
APR-052711,PRJ-01775,PWD,Approved,24
APR-052712,PRJ-04234,PWD,Pending,93
APR-052713,PRJ-01648,RDO,Approved,16
APR-052714,PRJ-04341,Revenue,Approved,17
APR-052715,PRJ-03600,PWD,Approved,1
APR-052716,PRJ-00512,PWD,Approved,23
APR-052717,PRJ-01917,PWD,Pending,453
APR-052718,PRJ-03137,District Administration,Approved,33
APR-052719,PRJ-03851,PWD,Approved,34
APR-052720,PRJ-04756,Rural Development,Approved,5
APR-052721,PRJ-01215,District Administration,Approved,3
APR-052722,PRJ-00740,Revenue,Approved,6
APR-052723,PRJ-04263,PWD,Approved,1
APR-052724,PRJ-03323,Revenue,Approved,18
APR-052725,PRJ-00948,PWD,Approved,34
APR-052726,PRJ-01869,Revenue,Approved,17
APR-052727,PRJ-00896,PWD,Approved,28
APR-052728,PRJ-00524,RDO,Pending,179
APR-052729,PRJ-02719,Revenue,Approved,26
APR-052730,PRJ-02870,Revenue,Approved,30
APR-052731,PRJ-04526,Revenue,Approved,44
APR-052732,PRJ-02383,District Administration,Approved,39
APR-052733,PRJ-01023,District Administration,Approved,23
APR-052734,PRJ-00919,PWD,Approved,31
APR-052735,PRJ-00245,PWD,Approved,18
APR-052736,PRJ-02904,PWD,Approved,43
APR-052737,PRJ-01221,Revenue,Approved,41
APR-052738,PRJ-00339,RDO,Approved,31
APR-052739,PRJ-02000,PWD,Approved,38
APR-052740,PRJ-00585,Revenue,Approved,44
APR-052741,PRJ-01738,Rural Development,Approved,1
APR-052742,PRJ-00425,PWD,Approved,22
APR-052743,PRJ-04274,District Administration,Pending,52
APR-052744,PRJ-01864,Revenue,Approved,14
APR-052745,PRJ-00115,District Administration,Approved,14
APR-052746,PRJ-03293,District Administration,Approved,32
APR-052747,PRJ-02744,Revenue,Approved,40
APR-052748,PRJ-02517,District Administration,Approved,17
APR-052749,PRJ-03306,PWD,Approved,40
APR-052750,PRJ-03129,RDO,Pending,64
APR-052751,PRJ-04724,District Administration,Approved,15
APR-052752,PRJ-03438,District Administration,Pending,353
APR-052753,PRJ-00177,Rural Development,Approved,38
APR-052754,PRJ-00400,RDO,Approved,5
APR-052755,PRJ-02041,Revenue,Approved,23
APR-052756,PRJ-03651,Rural Development,Approved,32
APR-052757,PRJ-01185,RDO,Approved,37
APR-052758,PRJ-01508,Rural Development,Approved,29
APR-052759,PRJ-01324,PWD,Approved,10
APR-052760,PRJ-04109,Revenue,Approved,35
APR-052761,PRJ-04160,District Administration,Approved,15
APR-052762,PRJ-01390,Revenue,Approved,11
APR-052763,PRJ-01411,PWD,Approved,13
APR-052764,PRJ-02464,District Administration,Approved,19
APR-052765,PRJ-03543,PWD,Approved,3
APR-052766,PRJ-02196,Rural Development,Approved,14
APR-052767,PRJ-04307,District Administration,Approved,44
APR-052768,PRJ-03480,Revenue,Approved,11
APR-052769,PRJ-03687,Rural Development,Pending,134
APR-052770,PRJ-04568,District Administration,Approved,40
APR-052771,PRJ-03125,District Administration,Approved,33
APR-052772,PRJ-02761,RDO,Approved,27
APR-052773,PRJ-00193,District Administration,Pending,77
APR-052774,PRJ-01097,Revenue,Approved,39
APR-052775,PRJ-03523,District Administration,Approved,25
APR-052776,PRJ-03167,RDO,Approved,38
APR-052777,PRJ-04379,Rural Development,Approved,27
APR-052778,PRJ-03374,Rural Development,Approved,30
APR-052779,PRJ-01888,PWD,Approved,19
APR-052780,PRJ-00898,District Administration,Approved,27
APR-052781,PRJ-00448,Revenue,Pending,477
APR-052782,PRJ-03330,Revenue,Approved,20
APR-052783,PRJ-00422,RDO,Approved,32
APR-052784,PRJ-03498,District Administration,Approved,10
APR-052785,PRJ-03732,RDO,Approved,27
APR-052786,PRJ-03439,District Administration,Approved,1
APR-052787,PRJ-00743,District Administration,Approved,29
APR-052788,PRJ-02937,Revenue,Approved,2
APR-052789,PRJ-02978,RDO,Approved,19
APR-052790,PRJ-00503,District Administration,Approved,22
APR-052791,PRJ-03673,RDO,Approved,38
APR-052792,PRJ-02465,RDO,Approved,18
APR-052793,PRJ-03349,RDO,Approved,43
APR-052794,PRJ-04883,Rural Development,Approved,7
APR-052795,PRJ-01897,Rural Development,Approved,31
APR-052796,PRJ-00563,District Administration,Approved,23
APR-052797,PRJ-01980,PWD,Approved,38
APR-052798,PRJ-00400,Rural Development,Pending,138
APR-052799,PRJ-04131,PWD,Approved,42
APR-052800,PRJ-02123,PWD,Approved,33
APR-052801,PRJ-02036,District Administration,Approved,1
APR-052802,PRJ-02825,Rural Development,Approved,34
APR-052803,PRJ-02984,RDO,Approved,12
APR-052804,PRJ-00627,PWD,Approved,30
APR-052805,PRJ-04732,Revenue,Approved,6
APR-052806,PRJ-04104,PWD,Approved,7
APR-052807,PRJ-01054,Rural Development,Approved,35
APR-052808,PRJ-00928,District Administration,Approved,34
APR-052809,PRJ-03011,Revenue,Approved,33
APR-052810,PRJ-03095,PWD,Approved,31
APR-052811,PRJ-01722,District Administration,Approved,13
APR-052812,PRJ-02297,Rural Development,Approved,18
APR-052813,PRJ-00980,Revenue,Approved,33
APR-052814,PRJ-04097,Revenue,Approved,11
APR-052815,PRJ-00198,PWD,Approved,1
APR-052816,PRJ-04739,Revenue,Approved,42
APR-052817,PRJ-04168,Revenue,Approved,13
APR-052818,PRJ-03865,Revenue,Approved,21
APR-052819,PRJ-03015,RDO,Approved,13
APR-052820,PRJ-02850,PWD,Approved,17
APR-052821,PRJ-00908,Rural Development,Approved,36
APR-052822,PRJ-01632,District Administration,Approved,21
APR-052823,PRJ-01426,Revenue,Approved,8
APR-052824,PRJ-04740,Revenue,Approved,15
APR-052825,PRJ-04034,Rural Development,Approved,30
APR-052826,PRJ-02361,District Administration,Approved,8
APR-052827,PRJ-00126,District Administration,Approved,41
APR-052828,PRJ-00392,RDO,Approved,15
APR-052829,PRJ-04765,District Administration,Approved,37
