document_id,record_id,document_type,language,image_quality,document_year
DOC-047306,47306,A-Register,Tamil,Good,2010
DOC-047307,47307,Patta,Tamil,Good,2008
DOC-047308,47308,FMB,Tamil,Good,1986
DOC-047309,47309,Mutation Order,Tamil-English,Moderate,2012
DOC-047310,47310,Sale Deed,English,Moderate,2015
DOC-047311,47311,Patta,Tamil,Moderate,1989
DOC-047312,47312,Mutation Order,Tamil,Moderate,2007
DOC-047313,47313,Patta,Tamil-English,Good,1980
DOC-047314,47314,Mutation Order,English,Moderate,1999
DOC-047315,47315,Sale Deed,Tamil,Faded,2018
DOC-047316,47316,A-Register,Tamil,Faded,2009
DOC-047317,47317,FMB,Tamil,Moderate,2010
DOC-047318,47318,A-Register,Tamil,Moderate,2017
DOC-047319,47319,Patta,Tamil-English,Good,2011
DOC-047320,47320,FMB,Tamil,Good,2020
DOC-047321,47321,Patta,Tamil,Good,2011
DOC-047322,47322,Mutation Order,Tamil,Good,2019
DOC-047323,47323,Sale Deed,Tamil-English,Good,2024
DOC-047324,47324,Sale Deed,Tamil,Moderate,1994
DOC-047325,47325,Patta,Tamil,Good,2018
DOC-047326,47326,Patta,Tamil,Moderate,1988
DOC-047327,47327,Patta,Tamil,Moderate,1991
DOC-047328,47328,A-Register,English,Good,2000
DOC-047329,47329,Sale Deed,Tamil,Good,1987
DOC-047330,47330,FMB,Tamil,Faded,2023
DOC-047331,47331,Sale Deed,Tamil,Good,2021
DOC-047332,47332,FMB,English,Poor,1987
DOC-047333,47333,A-Register,Tamil,Faded,2007
DOC-047334,47334,A-Register,Tamil-English,Poor,2013
DOC-047335,47335,Sale Deed,Tamil,Moderate,2023
DOC-047336,47336,Sale Deed,Tamil,Good,2008
DOC-047337,47337,A-Register,Tamil,Moderate,2012
DOC-047338,47338,FMB,Tamil,Good,2023
DOC-047339,47339,A-Register,Tamil,Good,2020
DOC-047340,47340,FMB,Tamil,Good,2012
DOC-047341,47341,Mutation Order,Tamil,Moderate,2017
DOC-047342,47342,Patta,Tamil,Moderate,1999
DOC-047343,47343,Patta,Tamil,Poor,1996
DOC-047344,47344,Chitta,Tamil-English,Good,1983
DOC-047345,47345,Sale Deed,Tamil,Moderate,2010
DOC-047346,47346,Chitta,Tamil,Poor,1988
DOC-047347,47347,Mutation Order,Tamil,Moderate,2012
DOC-047348,47348,Sale Deed,Tamil,Good,1995
DOC-047349,47349,Sale Deed,Tamil-English,Good,1983
DOC-047350,47350,A-Register,Tamil,Poor,1983
DOC-047351,47351,FMB,Tamil,Moderate,1996
DOC-047352,47352,A-Register,Tamil-English,Good,1994
DOC-047353,47353,Sale Deed,Tamil,Poor,1995
DOC-047354,47354,Sale Deed,Tamil,Moderate,2017
DOC-047355,47355,Mutation Order,Tamil-English,Faded,1992
DOC-047356,47356,Patta,Tamil,Moderate,1982
DOC-047357,47357,FMB,Tamil,Faded,2008
DOC-047358,47358,Patta,Tamil-English,Good,1989
DOC-047359,47359,Mutation Order,Tamil,Moderate,2023
DOC-047360,47360,Sale Deed,Tamil,Good,2018
DOC-047361,47361,Chitta,Tamil-English,Good,2004
DOC-047362,47362,Chitta,Tamil,Good,1994
DOC-047363,47363,A-Register,English,Good,1996
DOC-047364,47364,Mutation Order,Tamil,Moderate,2010
DOC-047365,47365,Patta,Tamil,Poor,2023
DOC-047366,47366,Mutation Order,Tamil-English,Faded,2015
DOC-047367,47367,A-Register,English,Moderate,2019
DOC-047368,47368,Mutation Order,Tamil,Good,1994
DOC-047369,47369,A-Register,Tamil-English,Good,2024
DOC-047370,47370,Patta,Tamil-English,Poor,1996
DOC-047371,47371,Chitta,Tamil,Moderate,2013
DOC-047372,47372,FMB,English,Good,2011
DOC-047373,47373,Chitta,Tamil,Moderate,2008
DOC-047374,47374,Chitta,Tamil,Moderate,1988
DOC-047375,47375,A-Register,Tamil-English,Moderate,2003
DOC-047376,47376,Chitta,Tamil-English,Moderate,2007
DOC-047377,47377,FMB,Tamil,Faded,2023
DOC-047378,47378,Patta,Tamil,Moderate,1994
DOC-047379,47379,FMB,Tamil,Good,1993
DOC-047380,47380,A-Register,Tamil,Moderate,1989
DOC-047381,47381,Chitta,Tamil,Poor,1986
DOC-047382,47382,Sale Deed,Tamil,Good,1980
DOC-047383,47383,Patta,Tamil-English,Faded,2000
DOC-047384,47384,Sale Deed,Tamil,Good,2003
DOC-047385,47385,Mutation Order,Tamil,Good,1988
DOC-047386,47386,Patta,Tamil-English,Good,1996
DOC-047387,47387,Sale Deed,Tamil,Moderate,1998
DOC-047388,47388,A-Register,Tamil-English,Good,1985
DOC-047389,47389,Patta,English,Moderate,1996
DOC-047390,47390,A-Register,Tamil,Good,2017
DOC-047391,47391,Mutation Order,Tamil,Moderate,2025
DOC-047392,47392,Mutation Order,Tamil,Good,1998
DOC-047393,47393,Mutation Order,Tamil,Good,1991
DOC-047394,47394,Mutation Order,English,Good,1996
DOC-047395,47395,A-Register,Tamil,Good,2016
DOC-047396,47396,A-Register,Tamil,Good,2016
DOC-047397,47397,Patta,English,Faded,2004
DOC-047398,47398,Mutation Order,Tamil-English,Poor,2016
DOC-047399,47399,Sale Deed,Tamil,Moderate,2021
DOC-047400,47400,Mutation Order,Tamil-English,Moderate,2010
DOC-047401,47401,Mutation Order,Tamil,Poor,2003
DOC-047402,47402,Sale Deed,Tamil,Good,1995
DOC-047403,47403,A-Register,Tamil,Good,2012
DOC-047404,47404,FMB,Tamil,Good,1990
DOC-047405,47405,Chitta,Tamil,Poor,2022
DOC-047406,47406,A-Register,English,Good,2005
DOC-047407,47407,Patta,Tamil,Good,1989
DOC-047408,47408,FMB,Tamil-English,Poor,2000
DOC-047409,47409,Chitta,Tamil,Good,1994
DOC-047410,47410,Chitta,Tamil,Good,2004
DOC-047411,47411,FMB,Tamil,Poor,2016
DOC-047412,47412,Mutation Order,Tamil,Poor,2024
DOC-047413,47413,Mutation Order,Tamil-English,Good,1988
DOC-047414,47414,Mutation Order,Tamil-English,Good,2015
DOC-047415,47415,Sale Deed,Tamil,Poor,2014
DOC-047416,47416,Chitta,Tamil,Good,2013
DOC-047417,47417,Patta,Tamil,Moderate,1983
DOC-047418,47418,Patta,Tamil,Moderate,2020
DOC-047419,47419,A-Register,Tamil,Good,1980
DOC-047420,47420,Sale Deed,Tamil,Poor,1982
DOC-047421,47421,Mutation Order,Tamil,Moderate,2025
DOC-047422,47422,FMB,Tamil-English,Faded,2023
DOC-047423,47423,A-Register,Tamil,Good,1984
DOC-047424,47424,Chitta,Tamil,Good,1996
DOC-047425,47425,Chitta,Tamil,Poor,2022
DOC-047426,47426,Sale Deed,Tamil,Good,2020
DOC-047427,47427,A-Register,Tamil,Good,1985
DOC-047428,47428,Sale Deed,Tamil,Good,2003
DOC-047429,47429,Patta,Tamil,Poor,1982
DOC-047430,47430,Sale Deed,Tamil,Good,2021
DOC-047431,47431,Mutation Order,Tamil,Poor,1982
DOC-047432,47432,FMB,Tamil,Good,1987
DOC-047433,47433,Chitta,English,Good,2017
DOC-047434,47434,Mutation Order,Tamil-English,Moderate,2013
DOC-047435,47435,FMB,Tamil,Good,1998
DOC-047436,47436,Patta,Tamil,Good,2005
DOC-047437,47437,Mutation Order,Tamil,Moderate,2007
DOC-047438,47438,Patta,Tamil,Moderate,2003
DOC-047439,47439,A-Register,Tamil,Moderate,2017
DOC-047440,47440,Sale Deed,Tamil,Moderate,1992
DOC-047441,47441,Patta,Tamil,Moderate,2000
DOC-047442,47442,Chitta,Tamil-English,Good,2024
DOC-047443,47443,A-Register,Tamil,Good,2014
DOC-047444,47444,FMB,English,Poor,2025
DOC-047445,47445,Sale Deed,Tamil,Moderate,1989
DOC-047446,47446,Sale Deed,Tamil,Moderate,1994
DOC-047447,47447,FMB,Tamil,Good,1997
DOC-047448,47448,A-Register,Tamil,Poor,2014
DOC-047449,47449,Mutation Order,Tamil,Moderate,2005
DOC-047450,47450,Chitta,Tamil,Good,1995
DOC-047451,47451,Sale Deed,Tamil,Good,1988
DOC-047452,47452,A-Register,Tamil,Poor,2010
DOC-047453,47453,A-Register,Tamil,Poor,2018
DOC-047454,47454,Chitta,Tamil,Poor,1980
DOC-047455,47455,FMB,Tamil,Good,1987
DOC-047456,47456,Sale Deed,Tamil,Faded,2008
DOC-047457,47457,Patta,Tamil,Moderate,1998
DOC-047458,47458,Chitta,Tamil,Good,2016
DOC-047459,47459,Sale Deed,Tamil,Moderate,1989
DOC-047460,47460,Patta,Tamil,Good,1997
DOC-047461,47461,Sale Deed,Tamil,Poor,2013
DOC-047462,47462,Sale Deed,English,Poor,2002
DOC-047463,47463,FMB,Tamil-English,Poor,2014
DOC-047464,47464,Patta,Tamil,Good,1993
DOC-047465,47465,FMB,Tamil,Good,1985
DOC-047466,47466,Chitta,Tamil,Good,2009
DOC-047467,47467,Mutation Order,Tamil,Faded,1987
DOC-047468,47468,Patta,English,Good,1983
DOC-047469,47469,Patta,Tamil,Moderate,2005
DOC-047470,47470,Sale Deed,Tamil-English,Moderate,2018
DOC-047471,47471,Patta,Tamil,Good,2021
DOC-047472,47472,Mutation Order,Tamil,Moderate,1980
DOC-047473,47473,Mutation Order,Tamil,Moderate,2023
DOC-047474,47474,FMB,Tamil,Good,1994
DOC-047475,47475,Chitta,Tamil-English,Good,2020
DOC-047476,47476,A-Register,Tamil-English,Moderate,2009
DOC-047477,47477,A-Register,Tamil,Good,2024
DOC-047478,47478,Sale Deed,Tamil-English,Good,2012
DOC-047479,47479,Patta,English,Poor,2022
DOC-047480,47480,Sale Deed,Tamil,Poor,1984
DOC-047481,47481,Mutation Order,Tamil,Good,1993
DOC-047482,47482,A-Register,Tamil,Moderate,1983
DOC-047483,47483,Mutation Order,Tamil,Good,1982
DOC-047484,47484,Sale Deed,Tamil-English,Good,2007
DOC-047485,47485,FMB,Tamil,Moderate,2002
DOC-047486,47486,FMB,Tamil,Moderate,2024
DOC-047487,47487,FMB,Tamil,Good,1981
DOC-047488,47488,Chitta,Tamil,Moderate,2023
DOC-047489,47489,A-Register,Tamil-English,Good,1983
DOC-047490,47490,A-Register,Tamil,Good,1992
DOC-047491,47491,Patta,Tamil,Poor,2010
DOC-047492,47492,Patta,English,Good,1982
DOC-047493,47493,Mutation Order,Tamil,Good,1994
DOC-047494,47494,A-Register,Tamil,Faded,2007
DOC-047495,47495,FMB,Tamil,Good,1995
DOC-047496,47496,Sale Deed,English,Good,2002
DOC-047497,47497,Patta,Tamil,Good,2015
DOC-047498,47498,Sale Deed,Tamil,Poor,1990
DOC-047499,47499,A-Register,Tamil,Poor,2022
DOC-047500,47500,Chitta,Tamil,Poor,2015
DOC-047501,47501,Mutation Order,Tamil-English,Moderate,2018
DOC-047502,47502,Mutation Order,Tamil,Good,2005
DOC-047503,47503,A-Register,Tamil-English,Good,1987
DOC-047504,47504,Sale Deed,Tamil-English,Poor,1980
DOC-047505,47505,Mutation Order,Tamil,Poor,1991
DOC-047506,47506,Sale Deed,Tamil,Moderate,1994
DOC-047507,47507,Sale Deed,Tamil,Faded,2005
DOC-047508,47508,Sale Deed,Tamil,Moderate,2008
DOC-047509,47509,Mutation Order,Tamil,Good,1996
DOC-047510,47510,Sale Deed,Tamil,Good,2012
DOC-047511,47511,Chitta,Tamil,Moderate,2020
DOC-047512,47512,Mutation Order,Tamil,Good,2010
DOC-047513,47513,A-Register,Tamil,Poor,2011
DOC-047514,47514,FMB,Tamil,Moderate,2019
DOC-047515,47515,FMB,Tamil,Moderate,2023
DOC-047516,47516,Chitta,Tamil,Moderate,1996
DOC-047517,47517,Chitta,Tamil,Good,1998
DOC-047518,47518,Patta,Tamil-English,Good,2004
DOC-047519,47519,FMB,Tamil,Moderate,1990
DOC-047520,47520,FMB,Tamil-English,Good,2018
DOC-047521,47521,Patta,Tamil,Good,2025
DOC-047522,47522,Chitta,English,Poor,1982
DOC-047523,47523,A-Register,Tamil-English,Moderate,2013
DOC-047524,47524,A-Register,Tamil,Good,2020
DOC-047525,47525,A-Register,English,Poor,2024
DOC-047526,47526,Sale Deed,Tamil,Poor,2024
DOC-047527,47527,Patta,English,Good,1988
DOC-047528,47528,A-Register,English,Moderate,2015
DOC-047529,47529,Chitta,Tamil,Faded,1998
DOC-047530,47530,Sale Deed,Tamil,Good,1994
DOC-047531,47531,A-Register,Tamil,Moderate,1997
DOC-047532,47532,Mutation Order,Tamil,Good,2004
DOC-047533,47533,Sale Deed,Tamil-English,Good,1997
DOC-047534,47534,A-Register,Tamil-English,Good,2011
DOC-047535,47535,Mutation Order,Tamil,Good,1989
DOC-047536,47536,FMB,Tamil,Moderate,2013
DOC-047537,47537,A-Register,Tamil,Moderate,2004
DOC-047538,47538,A-Register,English,Good,2020
DOC-047539,47539,Sale Deed,English,Moderate,1997
DOC-047540,47540,Mutation Order,English,Good,1999
DOC-047541,47541,Patta,English,Poor,2006
DOC-047542,47542,A-Register,Tamil,Good,1990
DOC-047543,47543,A-Register,Tamil,Moderate,2019
DOC-047544,47544,Patta,Tamil,Moderate,2025
DOC-047545,47545,Chitta,Tamil,Moderate,2015
DOC-047546,47546,A-Register,Tamil,Moderate,1990
DOC-047547,47547,FMB,Tamil,Good,2013
DOC-047548,47548,Patta,Tamil-English,Good,2009
DOC-047549,47549,Mutation Order,English,Moderate,2022
DOC-047550,47550,Mutation Order,Tamil,Moderate,1984
DOC-047551,47551,FMB,Tamil-English,Moderate,2015
DOC-047552,47552,Sale Deed,Tamil,Good,1984
DOC-047553,47553,Sale Deed,Tamil,Moderate,2021
DOC-047554,47554,A-Register,Tamil-English,Good,2005
DOC-047555,47555,Sale Deed,Tamil,Moderate,2004
DOC-047556,47556,Mutation Order,Tamil,Good,2013
DOC-047557,47557,Chitta,Tamil-English,Moderate,1981
DOC-047558,47558,Sale Deed,Tamil,Good,1981
DOC-047559,47559,Chitta,Tamil-English,Moderate,2017
DOC-047560,47560,FMB,Tamil,Faded,2016
DOC-047561,47561,FMB,Tamil,Moderate,2023
DOC-047562,47562,Patta,Tamil,Good,2002
DOC-047563,47563,Sale Deed,Tamil,Good,2017
DOC-047564,47564,Sale Deed,Tamil,Good,1991
DOC-047565,47565,Sale Deed,English,Good,2017
DOC-047566,47566,A-Register,Tamil,Moderate,1999
DOC-047567,47567,A-Register,Tamil,Poor,1986
DOC-047568,47568,Chitta,Tamil,Moderate,2011
DOC-047569,47569,FMB,Tamil,Poor,2025
DOC-047570,47570,Sale Deed,Tamil,Good,2008
DOC-047571,47571,Mutation Order,English,Good,2020
DOC-047572,47572,A-Register,Tamil,Good,1998
DOC-047573,47573,Chitta,English,Moderate,2020
DOC-047574,47574,Patta,Tamil,Moderate,1982
DOC-047575,47575,A-Register,English,Faded,1998
DOC-047576,47576,FMB,Tamil-English,Moderate,2024
DOC-047577,47577,Patta,Tamil-English,Moderate,1984
DOC-047578,47578,Chitta,Tamil-English,Moderate,1983
DOC-047579,47579,Mutation Order,Tamil-English,Good,2001
DOC-047580,47580,A-Register,Tamil,Moderate,1998
DOC-047581,47581,Chitta,Tamil-English,Good,2006
DOC-047582,47582,Sale Deed,English,Good,1992
DOC-047583,47583,Sale Deed,Tamil,Good,1991
DOC-047584,47584,FMB,Tamil-English,Good,1997
DOC-047585,47585,Patta,Tamil,Faded,1980
DOC-047586,47586,Sale Deed,Tamil-English,Moderate,1982
DOC-047587,47587,Chitta,Tamil,Moderate,1980
DOC-047588,47588,Sale Deed,Tamil,Moderate,1997
DOC-047589,47589,Sale Deed,Tamil,Moderate,1983
DOC-047590,47590,Patta,Tamil,Good,2009
DOC-047591,47591,Mutation Order,Tamil,Good,2023
DOC-047592,47592,Chitta,Tamil,Poor,2009
DOC-047593,47593,A-Register,Tamil,Good,2011
DOC-047594,47594,Mutation Order,Tamil,Moderate,1996
DOC-047595,47595,Chitta,Tamil-English,Moderate,1987
DOC-047596,47596,FMB,Tamil,Moderate,1996
DOC-047597,47597,A-Register,Tamil,Moderate,2023
DOC-047598,47598,Mutation Order,Tamil,Good,1984
DOC-047599,47599,A-Register,Tamil,Good,1988
DOC-047600,47600,FMB,Tamil,Good,2002
DOC-047601,47601,Mutation Order,Tamil,Poor,2007
DOC-047602,47602,A-Register,Tamil,Moderate,2012
DOC-047603,47603,Patta,Tamil,Moderate,2006
DOC-047604,47604,FMB,English,Good,2010
DOC-047605,47605,A-Register,Tamil-English,Moderate,1985
DOC-047606,47606,Mutation Order,Tamil,Moderate,1997
DOC-047607,47607,Patta,Tamil,Good,2023
DOC-047608,47608,A-Register,Tamil-English,Poor,1994
DOC-047609,47609,Sale Deed,Tamil,Good,2010
DOC-047610,47610,FMB,Tamil,Good,2010
DOC-047611,47611,Chitta,Tamil,Good,2010
DOC-047612,47612,Sale Deed,Tamil-English,Faded,1995
DOC-047613,47613,Sale Deed,Tamil-English,Moderate,1983
DOC-047614,47614,Chitta,Tamil,Moderate,2022
DOC-047615,47615,Sale Deed,Tamil,Moderate,2016
DOC-047616,47616,A-Register,Tamil-English,Moderate,2021
DOC-047617,47617,Mutation Order,Tamil,Good,2022
DOC-047618,47618,Mutation Order,Tamil-English,Moderate,1993
DOC-047619,47619,Sale Deed,Tamil,Moderate,2011
DOC-047620,47620,FMB,Tamil,Moderate,2021
DOC-047621,47621,Mutation Order,English,Faded,1988
DOC-047622,47622,A-Register,Tamil,Poor,2009
DOC-047623,47623,A-Register,Tamil,Moderate,2016
DOC-047624,47624,Patta,Tamil,Moderate,1984
DOC-047625,47625,Chitta,Tamil-English,Good,2006
DOC-047626,47626,A-Register,Tamil-English,Good,2007
DOC-047627,47627,Chitta,Tamil,Good,1984
DOC-047628,47628,Chitta,Tamil-English,Poor,2022
DOC-047629,47629,FMB,Tamil,Poor,2014
DOC-047630,47630,FMB,Tamil,Good,2006
DOC-047631,47631,Sale Deed,Tamil,Good,2002
DOC-047632,47632,A-Register,Tamil,Moderate,2005
DOC-047633,47633,Chitta,Tamil,Good,1992
DOC-047634,47634,FMB,Tamil,Good,1989
DOC-047635,47635,A-Register,Tamil,Good,1997
DOC-047636,47636,A-Register,Tamil,Poor,2017
DOC-047637,47637,FMB,Tamil,Moderate,2008
DOC-047638,47638,Patta,Tamil,Good,2015
DOC-047639,47639,Patta,Tamil,Good,1989
DOC-047640,47640,Patta,Tamil-English,Moderate,2016
DOC-047641,47641,A-Register,Tamil,Good,1981
DOC-047642,47642,A-Register,Tamil,Moderate,2008
DOC-047643,47643,Mutation Order,Tamil,Good,1994
DOC-047644,47644,Sale Deed,Tamil,Moderate,1981
DOC-047645,47645,FMB,English,Moderate,1986
DOC-047646,47646,Chitta,Tamil,Moderate,2012
DOC-047647,47647,FMB,Tamil-English,Good,2021
DOC-047648,47648,Chitta,Tamil,Good,2018
DOC-047649,47649,FMB,Tamil-English,Good,1985
DOC-047650,47650,Patta,Tamil,Moderate,2012
DOC-047651,47651,A-Register,Tamil,Faded,1989
DOC-047652,47652,Mutation Order,English,Moderate,1999
DOC-047653,47653,Patta,Tamil,Good,1986
DOC-047654,47654,Chitta,Tamil-English,Good,1995
DOC-047655,47655,Patta,Tamil,Good,2018
DOC-047656,47656,Mutation Order,Tamil-English,Good,2020
DOC-047657,47657,FMB,Tamil,Faded,1983
DOC-047658,47658,FMB,Tamil,Poor,2017
DOC-047659,47659,Mutation Order,Tamil,Moderate,2016
DOC-047660,47660,Chitta,Tamil,Moderate,1998
DOC-047661,47661,A-Register,Tamil,Good,1992
DOC-047662,47662,Sale Deed,Tamil-English,Good,2014
DOC-047663,47663,Mutation Order,Tamil,Moderate,1999
DOC-047664,47664,Chitta,Tamil-English,Faded,2018
DOC-047665,47665,A-Register,Tamil,Good,1981
DOC-047666,47666,A-Register,Tamil,Poor,1991
DOC-047667,47667,Sale Deed,Tamil,Moderate,2023
DOC-047668,47668,Patta,Tamil-English,Moderate,1994
DOC-047669,47669,A-Register,Tamil-English,Good,1980
DOC-047670,47670,Chitta,Tamil-English,Good,2003
DOC-047671,47671,Mutation Order,Tamil,Moderate,2008
DOC-047672,47672,Chitta,Tamil,Moderate,1982
DOC-047673,47673,Mutation Order,Tamil,Moderate,2001
DOC-047674,47674,A-Register,Tamil-English,Moderate,1981
DOC-047675,47675,Sale Deed,English,Good,2021
DOC-047676,47676,Sale Deed,Tamil,Moderate,1998
DOC-047677,47677,Chitta,Tamil,Good,2000
DOC-047678,47678,Mutation Order,English,Poor,1980
DOC-047679,47679,Chitta,Tamil,Poor,1985
DOC-047680,47680,A-Register,Tamil,Moderate,1999
DOC-047681,47681,Sale Deed,Tamil,Moderate,1996
DOC-047682,47682,Mutation Order,Tamil,Moderate,1997
DOC-047683,47683,FMB,Tamil-English,Good,1995
DOC-047684,47684,A-Register,English,Good,1992
DOC-047685,47685,Patta,Tamil,Good,2001
DOC-047686,47686,Sale Deed,Tamil,Good,2008
DOC-047687,47687,Chitta,Tamil-English,Moderate,2021
DOC-047688,47688,Mutation Order,Tamil,Poor,1999
DOC-047689,47689,A-Register,Tamil,Poor,1980
DOC-047690,47690,Sale Deed,Tamil,Moderate,2012
DOC-047691,47691,Mutation Order,English,Poor,2011
DOC-047692,47692,Sale Deed,Tamil,Good,2005
DOC-047693,47693,Chitta,Tamil,Good,2021
DOC-047694,47694,A-Register,Tamil-English,Moderate,2021
DOC-047695,47695,FMB,Tamil-English,Good,1988
DOC-047696,47696,Sale Deed,Tamil,Moderate,2007
DOC-047697,47697,Chitta,Tamil-English,Good,1995
DOC-047698,47698,Patta,English,Moderate,2017
DOC-047699,47699,Mutation Order,Tamil,Poor,2004
DOC-047700,47700,Sale Deed,Tamil,Poor,2003
DOC-047701,47701,Patta,Tamil,Good,2020
DOC-047702,47702,Mutation Order,Tamil,Poor,2018
DOC-047703,47703,FMB,Tamil-English,Good,1986
DOC-047704,47704,Mutation Order,Tamil,Moderate,1980
DOC-047705,47705,A-Register,Tamil-English,Moderate,2022
DOC-047706,47706,Chitta,Tamil,Poor,2005
DOC-047707,47707,FMB,Tamil,Good,2016
DOC-047708,47708,FMB,Tamil,Poor,2009
DOC-047709,47709,FMB,English,Good,1994
DOC-047710,47710,Sale Deed,Tamil,Moderate,1994
DOC-047711,47711,Sale Deed,Tamil,Moderate,2015
DOC-047712,47712,Mutation Order,English,Moderate,2005
DOC-047713,47713,Mutation Order,Tamil,Good,1999
DOC-047714,47714,A-Register,Tamil-English,Good,1991
DOC-047715,47715,A-Register,Tamil-English,Poor,2022
DOC-047716,47716,A-Register,Tamil,Poor,2004
DOC-047717,47717,Chitta,Tamil,Good,1989
DOC-047718,47718,Sale Deed,English,Good,2016
DOC-047719,47719,Chitta,Tamil-English,Good,2003
DOC-047720,47720,A-Register,English,Moderate,2018
DOC-047721,47721,FMB,English,Moderate,2025
DOC-047722,47722,A-Register,Tamil,Good,2012
DOC-047723,47723,A-Register,Tamil-English,Moderate,2006
DOC-047724,47724,Chitta,Tamil,Good,1994
DOC-047725,47725,Chitta,Tamil-English,Moderate,1982
DOC-047726,47726,FMB,Tamil-English,Poor,2020
DOC-047727,47727,FMB,English,Poor,2004
DOC-047728,47728,Patta,Tamil,Good,2021
DOC-047729,47729,Sale Deed,Tamil,Moderate,2009
DOC-047730,47730,Patta,Tamil,Good,2004
DOC-047731,47731,FMB,Tamil-English,Good,1987
DOC-047732,47732,Sale Deed,Tamil,Good,1986
DOC-047733,47733,Sale Deed,Tamil,Moderate,1989
DOC-047734,47734,A-Register,Tamil-English,Moderate,2025
DOC-047735,47735,A-Register,Tamil,Poor,2007
DOC-047736,47736,Sale Deed,Tamil,Good,2016
DOC-047737,47737,FMB,Tamil,Good,2024
DOC-047738,47738,Sale Deed,Tamil-English,Moderate,1999
DOC-047739,47739,A-Register,Tamil,Poor,2007
DOC-047740,47740,Patta,Tamil,Good,2010
DOC-047741,47741,A-Register,Tamil,Faded,2015
DOC-047742,47742,Chitta,Tamil,Moderate,2006
DOC-047743,47743,Sale Deed,English,Good,1984
DOC-047744,47744,Patta,Tamil-English,Poor,2025
DOC-047745,47745,Patta,Tamil,Moderate,1980
DOC-047746,47746,Chitta,Tamil,Faded,1985
DOC-047747,47747,Patta,English,Poor,2010
DOC-047748,47748,FMB,Tamil,Moderate,2019
DOC-047749,47749,FMB,Tamil,Poor,2016
DOC-047750,47750,Mutation Order,Tamil,Moderate,2021
DOC-047751,47751,FMB,Tamil,Good,2017
DOC-047752,47752,Sale Deed,English,Faded,2024
DOC-047753,47753,Chitta,Tamil,Good,1985
DOC-047754,47754,FMB,Tamil,Poor,2022
DOC-047755,47755,A-Register,Tamil,Good,1991
DOC-047756,47756,FMB,Tamil,Good,2016
DOC-047757,47757,FMB,Tamil,Good,1996
DOC-047758,47758,Mutation Order,Tamil,Moderate,1998
DOC-047759,47759,A-Register,Tamil,Poor,1987
DOC-047760,47760,FMB,Tamil,Moderate,2009
DOC-047761,47761,Chitta,Tamil,Moderate,2008
DOC-047762,47762,FMB,Tamil,Moderate,2017
DOC-047763,47763,FMB,Tamil-English,Faded,2000
DOC-047764,47764,Patta,Tamil-English,Good,1984
DOC-047765,47765,Mutation Order,Tamil,Moderate,2021
DOC-047766,47766,Patta,Tamil,Moderate,1983
DOC-047767,47767,A-Register,Tamil,Good,2005
DOC-047768,47768,Mutation Order,Tamil-English,Good,1990
DOC-047769,47769,Chitta,Tamil,Moderate,1997
DOC-047770,47770,Sale Deed,Tamil,Moderate,1993
DOC-047771,47771,A-Register,Tamil,Good,2015
DOC-047772,47772,Patta,Tamil-English,Moderate,2014
DOC-047773,47773,A-Register,Tamil,Moderate,2005
DOC-047774,47774,FMB,Tamil-English,Moderate,1985
DOC-047775,47775,FMB,Tamil,Moderate,2017
DOC-047776,47776,Mutation Order,Tamil,Moderate,2024
DOC-047777,47777,Sale Deed,Tamil,Faded,2002
DOC-047778,47778,Patta,English,Good,1981
DOC-047779,47779,A-Register,Tamil,Moderate,2023
DOC-047780,47780,Mutation Order,Tamil,Good,2005
DOC-047781,47781,Chitta,Tamil-English,Good,2009
DOC-047782,47782,Mutation Order,Tamil,Moderate,2018
DOC-047783,47783,Sale Deed,Tamil-English,Moderate,1983
DOC-047784,47784,Mutation Order,Tamil,Good,1981
DOC-047785,47785,FMB,Tamil,Moderate,1995
DOC-047786,47786,Chitta,Tamil-English,Moderate,2019
DOC-047787,47787,Mutation Order,Tamil,Poor,1983
DOC-047788,47788,Sale Deed,Tamil,Good,2021
DOC-047789,47789,Mutation Order,Tamil,Good,1982
DOC-047790,47790,A-Register,Tamil,Good,2011
DOC-047791,47791,Sale Deed,Tamil,Good,1998
DOC-047792,47792,A-Register,Tamil,Moderate,2001
DOC-047793,47793,Chitta,Tamil,Poor,2006
DOC-047794,47794,Chitta,Tamil,Moderate,2008
DOC-047795,47795,A-Register,English,Good,2025
DOC-047796,47796,Chitta,Tamil,Good,2011
DOC-047797,47797,Sale Deed,Tamil-English,Good,2001
DOC-047798,47798,A-Register,Tamil,Good,2003
DOC-047799,47799,Mutation Order,English,Good,2010
DOC-047800,47800,Chitta,English,Moderate,1997
DOC-047801,47801,FMB,English,Moderate,2015
DOC-047802,47802,Chitta,Tamil-English,Moderate,2010
DOC-047803,47803,Mutation Order,Tamil,Moderate,2009
DOC-047804,47804,FMB,Tamil,Good,2009
DOC-047805,47805,Chitta,Tamil,Moderate,2014
DOC-047806,47806,A-Register,Tamil,Moderate,1994
DOC-047807,47807,Patta,Tamil,Poor,1985
DOC-047808,47808,Sale Deed,Tamil-English,Good,2002
DOC-047809,47809,FMB,Tamil,Good,2000
DOC-047810,47810,FMB,Tamil,Moderate,2007
DOC-047811,47811,A-Register,Tamil,Good,2008
DOC-047812,47812,Patta,Tamil,Moderate,1993
DOC-047813,47813,Mutation Order,Tamil,Moderate,1997
DOC-047814,47814,Chitta,Tamil-English,Good,1987
