delay_id,project_id,historical_delay,delay_days,delay_stage,delay_reason
DLY-062753,PRJ-01457,1,132,Notification,Compensation delay
DLY-062754,PRJ-00382,0,0,None,Legal dispute
DLY-062755,PRJ-02259,1,129,Compensation,Pending approvals
DLY-062756,PRJ-00506,0,0,None,Compensation delay
DLY-062757,PRJ-04342,0,0,None,Stakeholder bottleneck
DLY-062758,PRJ-04985,0,0,None,Notification pending
DLY-062759,PRJ-03685,0,0,None,Pending approvals
DLY-062760,PRJ-01749,0,0,None,Compensation delay
DLY-062761,PRJ-02214,1,51,Award,Compensation delay
DLY-062762,PRJ-01268,0,0,None,Stakeholder bottleneck
DLY-062763,PRJ-02923,0,0,None,Stakeholder bottleneck
DLY-062764,PRJ-02815,0,0,None,Compensation delay
DLY-062765,PRJ-02026,0,0,None,Pending approvals
DLY-062766,PRJ-03644,0,0,None,Pending approvals
DLY-062767,PRJ-02929,0,0,None,Notification pending
DLY-062768,PRJ-00776,0,0,None,Compensation delay
DLY-062769,PRJ-03973,1,54,Compensation,Pending approvals
DLY-062770,PRJ-04587,0,0,None,Compensation delay
DLY-062771,PRJ-04031,1,140,Possession,Compensation delay
DLY-062772,PRJ-03462,1,154,Compensation,Pending approvals
DLY-062773,PRJ-04410,0,0,None,Pending approvals
DLY-062774,PRJ-00604,1,192,Approval,Compensation delay
DLY-062775,PRJ-02820,0,0,None,Pending approvals
DLY-062776,PRJ-04192,0,0,None,Compensation delay
DLY-062777,PRJ-03182,0,0,None,Stakeholder bottleneck
DLY-062778,PRJ-02493,0,0,None,Legal dispute
DLY-062779,PRJ-02159,0,0,None,Stakeholder bottleneck
DLY-062780,PRJ-00410,0,0,None,Legal dispute
DLY-062781,PRJ-01784,0,0,None,Possession pending
DLY-062782,PRJ-04144,1,33,Possession,Pending approvals
DLY-062783,PRJ-03250,0,0,None,Possession pending
DLY-062784,PRJ-00009,1,138,Legal,Compensation delay
DLY-062785,PRJ-03496,0,0,None,Stakeholder bottleneck
DLY-062786,PRJ-03380,0,0,None,Incomplete documentation
DLY-062787,PRJ-02034,0,0,None,Pending approvals
DLY-062788,PRJ-04484,0,0,None,Stakeholder bottleneck
DLY-062789,PRJ-01495,1,172,Possession,Notification pending
DLY-062790,PRJ-03149,0,0,None,Notification pending
DLY-062791,PRJ-03538,1,105,Possession,Compensation delay
DLY-062792,PRJ-04857,0,0,None,Rehabilitation delay
DLY-062793,PRJ-03101,1,53,Compensation,Pending approvals
DLY-062794,PRJ-03605,1,85,Award,Pending approvals
DLY-062795,PRJ-01324,0,0,None,Pending approvals
DLY-062796,PRJ-02466,0,0,None,Pending approvals
DLY-062797,PRJ-01248,1,252,Legal,Compensation delay
DLY-062798,PRJ-02028,0,0,None,Stakeholder bottleneck
DLY-062799,PRJ-03615,0,0,None,Pending approvals
DLY-062800,PRJ-04895,1,216,Possession,Stakeholder bottleneck
DLY-062801,PRJ-02838,1,53,Notification,Pending approvals
DLY-062802,PRJ-00891,0,0,None,Incomplete documentation
DLY-062803,PRJ-03146,0,0,None,Compensation delay
DLY-062804,PRJ-02114,0,0,None,Incomplete documentation
DLY-062805,PRJ-00175,1,176,Notification,Compensation delay
DLY-062806,PRJ-01373,0,0,None,Pending approvals
DLY-062807,PRJ-03800,0,0,None,Pending approvals
DLY-062808,PRJ-03589,0,0,None,Pending approvals
DLY-062809,PRJ-01578,0,0,None,Possession pending
DLY-062810,PRJ-00327,0,0,None,Pending approvals
DLY-062811,PRJ-03139,0,0,None,Possession pending
DLY-062812,PRJ-03739,1,116,Compensation,Compensation delay
DLY-062813,PRJ-04266,0,0,None,Possession pending
DLY-062814,PRJ-02239,0,0,None,Compensation delay
DLY-062815,PRJ-04999,0,0,None,Pending approvals
DLY-062816,PRJ-04203,0,0,None,Compensation delay
DLY-062817,PRJ-04677,0,0,None,Incomplete documentation
DLY-062818,PRJ-00798,0,0,None,Compensation delay
DLY-062819,PRJ-02432,0,0,None,Pending approvals
DLY-062820,PRJ-00164,0,0,None,Pending approvals
DLY-062821,PRJ-03636,0,0,None,Pending approvals
DLY-062822,PRJ-01546,0,0,None,Stakeholder bottleneck
DLY-062823,PRJ-02132,0,0,None,Pending approvals
DLY-062824,PRJ-00245,0,0,None,Pending approvals
DLY-062825,PRJ-02118,1,60,Award,Incomplete documentation
DLY-062826,PRJ-03594,0,0,None,Compensation delay
DLY-062827,PRJ-04278,0,0,None,Pending approvals
DLY-062828,PRJ-01483,0,0,None,Pending approvals
DLY-062829,PRJ-00025,0,0,None,Pending approvals
DLY-062830,PRJ-01377,0,0,None,Legal dispute
DLY-062831,PRJ-02953,0,0,None,Pending approvals
DLY-062832,PRJ-00781,0,0,None,Compensation delay
DLY-062833,PRJ-03525,0,0,None,Pending approvals
DLY-062834,PRJ-01076,1,193,Approval,Compensation delay
DLY-062835,PRJ-04189,0,0,None,Legal dispute
DLY-062836,PRJ-02097,1,142,Approval,Pending approvals
DLY-062837,PRJ-04365,1,99,Possession,Pending approvals
DLY-062838,PRJ-04586,0,0,None,Incomplete documentation
DLY-062839,PRJ-00318,0,0,None,Notification pending
DLY-062840,PRJ-02337,0,0,None,Possession pending
DLY-062841,PRJ-01972,0,0,None,Notification pending
DLY-062842,PRJ-03054,0,0,None,Pending approvals
DLY-062843,PRJ-01943,0,0,None,Compensation delay
DLY-062844,PRJ-03086,1,177,Award,Compensation delay
DLY-062845,PRJ-00611,1,28,Legal,Rehabilitation delay
DLY-062846,PRJ-04901,0,0,None,Compensation delay
DLY-062847,PRJ-04888,0,0,None,Pending approvals
DLY-062848,PRJ-00442,0,0,None,Compensation delay
DLY-062849,PRJ-00829,0,0,None,Possession pending
DLY-062850,PRJ-03883,0,0,None,Incomplete documentation
DLY-062851,PRJ-03587,1,100,Notification,Pending approvals
DLY-062852,PRJ-00884,0,0,None,Pending approvals
DLY-062853,PRJ-03977,0,0,None,Pending approvals
DLY-062854,PRJ-04405,0,0,None,Pending approvals
DLY-062855,PRJ-01587,0,0,None,Rehabilitation delay
DLY-062856,PRJ-00241,1,111,Award,Pending approvals
DLY-062857,PRJ-04923,0,0,None,Pending approvals
DLY-062858,PRJ-00809,0,0,None,Compensation delay
DLY-062859,PRJ-02752,0,0,None,Compensation delay
DLY-062860,PRJ-00431,1,80,Legal,Compensation delay
DLY-062861,PRJ-01755,0,0,None,Possession pending
DLY-062862,PRJ-04243,0,0,None,Pending approvals
DLY-062863,PRJ-01005,0,0,None,Pending approvals
DLY-062864,PRJ-04511,0,0,None,Pending approvals
DLY-062865,PRJ-01103,0,0,None,Notification pending
DLY-062866,PRJ-03501,1,122,Notification,Pending approvals
DLY-062867,PRJ-02009,0,0,None,Compensation delay
DLY-062868,PRJ-03612,0,0,None,Pending approvals
DLY-062869,PRJ-02669,0,0,None,Rehabilitation delay
DLY-062870,PRJ-04689,0,0,None,Compensation delay
DLY-062871,PRJ-03193,0,0,None,Pending approvals
DLY-062872,PRJ-01014,0,0,None,Rehabilitation delay
DLY-062873,PRJ-01251,1,151,Notification,Incomplete documentation
DLY-062874,PRJ-00106,0,0,None,Compensation delay
DLY-062875,PRJ-03691,0,0,None,Pending approvals
DLY-062876,PRJ-01712,0,0,None,Rehabilitation delay
DLY-062877,PRJ-00302,0,0,None,Pending approvals
DLY-062878,PRJ-03966,1,77,Compensation,Rehabilitation delay
DLY-062879,PRJ-03738,0,0,None,Pending approvals
DLY-062880,PRJ-01478,0,0,None,Pending approvals
DLY-062881,PRJ-03215,1,194,Award,Incomplete documentation
DLY-062882,PRJ-00463,0,0,None,Pending approvals
DLY-062883,PRJ-00018,0,0,None,Rehabilitation delay
DLY-062884,PRJ-03066,0,0,None,Stakeholder bottleneck
DLY-062885,PRJ-04319,0,0,None,Pending approvals
DLY-062886,PRJ-00266,1,120,Award,Compensation delay
DLY-062887,PRJ-00120,1,39,Rehabilitation,Possession pending
DLY-062888,PRJ-02469,0,0,None,Stakeholder bottleneck
DLY-062889,PRJ-03075,0,0,None,Compensation delay
DLY-062890,PRJ-02095,0,0,None,Compensation delay
DLY-062891,PRJ-02801,0,0,None,Compensation delay
DLY-062892,PRJ-02761,1,25,Rehabilitation,Notification pending
DLY-062893,PRJ-02438,0,0,None,Possession pending
DLY-062894,PRJ-02319,1,76,Legal,Pending approvals
DLY-062895,PRJ-04880,1,92,Possession,Pending approvals
DLY-062896,PRJ-03031,0,0,None,Pending approvals
DLY-062897,PRJ-03812,0,0,None,Compensation delay
DLY-062898,PRJ-00999,0,0,None,Pending approvals
DLY-062899,PRJ-03710,0,0,None,Pending approvals
DLY-062900,PRJ-00987,0,0,None,Incomplete documentation
DLY-062901,PRJ-01826,0,0,None,Pending approvals
DLY-062902,PRJ-00222,1,154,Legal,Rehabilitation delay
DLY-062903,PRJ-03879,0,0,None,Pending approvals
DLY-062904,PRJ-04209,0,0,None,Stakeholder bottleneck
DLY-062905,PRJ-02608,0,0,None,Compensation delay
DLY-062906,PRJ-00282,0,0,None,Pending approvals
DLY-062907,PRJ-00177,0,0,None,Pending approvals
DLY-062908,PRJ-02686,0,0,None,Rehabilitation delay
DLY-062909,PRJ-02119,0,0,None,Pending approvals
DLY-062910,PRJ-04226,0,0,None,Compensation delay
DLY-062911,PRJ-04919,0,0,None,Incomplete documentation
DLY-062912,PRJ-02328,0,0,None,Pending approvals
DLY-062913,PRJ-03946,0,0,None,Stakeholder bottleneck
DLY-062914,PRJ-02177,0,0,None,Pending approvals
DLY-062915,PRJ-03498,0,0,None,Stakeholder bottleneck
DLY-062916,PRJ-02979,0,0,None,Pending approvals
DLY-062917,PRJ-03756,0,0,None,Incomplete documentation
DLY-062918,PRJ-04402,0,0,None,Rehabilitation delay
DLY-062919,PRJ-00031,0,0,None,Pending approvals
DLY-062920,PRJ-04789,1,51,Notification,Compensation delay
DLY-062921,PRJ-02468,0,0,None,Incomplete documentation
DLY-062922,PRJ-01671,0,0,None,Rehabilitation delay
DLY-062923,PRJ-03791,0,0,None,Stakeholder bottleneck
DLY-062924,PRJ-03269,0,0,None,Compensation delay
DLY-062925,PRJ-03916,0,0,None,Compensation delay
DLY-062926,PRJ-04091,0,0,None,Pending approvals
DLY-062927,PRJ-02207,1,158,Compensation,Pending approvals
DLY-062928,PRJ-02686,0,0,None,Compensation delay
DLY-062929,PRJ-01499,0,0,None,Stakeholder bottleneck
DLY-062930,PRJ-03248,0,0,None,Notification pending
DLY-062931,PRJ-02371,0,0,None,Pending approvals
DLY-062932,PRJ-00651,0,0,None,Possession pending
DLY-062933,PRJ-04744,1,145,Rehabilitation,Compensation delay
DLY-062934,PRJ-03688,0,0,None,Compensation delay
DLY-062935,PRJ-01577,0,0,None,Pending approvals
DLY-062936,PRJ-02457,1,104,Compensation,Compensation delay
DLY-062937,PRJ-00946,1,88,Legal,Pending approvals
DLY-062938,PRJ-00768,0,0,None,Pending approvals
DLY-062939,PRJ-01530,1,75,Award,Compensation delay
DLY-062940,PRJ-03890,0,0,None,Pending approvals
DLY-062941,PRJ-03889,0,0,None,Pending approvals
DLY-062942,PRJ-03129,0,0,None,Legal dispute
DLY-062943,PRJ-03145,0,0,None,Stakeholder bottleneck
DLY-062944,PRJ-04583,0,0,None,Stakeholder bottleneck
DLY-062945,PRJ-00146,1,74,Possession,Pending approvals
DLY-062946,PRJ-00597,0,0,None,Notification pending
DLY-062947,PRJ-04202,0,0,None,Pending approvals
DLY-062948,PRJ-04146,0,0,None,Pending approvals
DLY-062949,PRJ-01697,0,0,None,Compensation delay
DLY-062950,PRJ-02858,0,0,None,Rehabilitation delay
DLY-062951,PRJ-00995,0,0,None,Pending approvals
DLY-062952,PRJ-02268,0,0,None,Legal dispute
DLY-062953,PRJ-00340,1,359,Legal,Pending approvals
DLY-062954,PRJ-02448,0,0,None,Pending approvals
DLY-062955,PRJ-02393,0,0,None,Stakeholder bottleneck
DLY-062956,PRJ-02591,0,0,None,Compensation delay
DLY-062957,PRJ-04021,1,129,Rehabilitation,Rehabilitation delay
DLY-062958,PRJ-04145,0,0,None,Pending approvals
DLY-062959,PRJ-03148,0,0,None,Pending approvals
DLY-062960,PRJ-01022,1,62,Rehabilitation,Legal dispute
DLY-062961,PRJ-00354,0,0,None,Pending approvals
DLY-062962,PRJ-04480,1,88,Legal,Pending approvals
DLY-062963,PRJ-03896,0,0,None,Pending approvals
DLY-062964,PRJ-01997,1,60,Compensation,Pending approvals
DLY-062965,PRJ-00977,1,83,Possession,Pending approvals
DLY-062966,PRJ-00487,0,0,None,Rehabilitation delay
DLY-062967,PRJ-03813,0,0,None,Pending approvals
DLY-062968,PRJ-00197,1,223,Notification,Rehabilitation delay
DLY-062969,PRJ-02908,0,0,None,Notification pending
DLY-062970,PRJ-00936,0,0,None,Pending approvals
DLY-062971,PRJ-04280,0,0,None,Compensation delay
DLY-062972,PRJ-04304,0,0,None,Rehabilitation delay
DLY-062973,PRJ-00231,0,0,None,Stakeholder bottleneck
DLY-062974,PRJ-02947,1,143,Legal,Rehabilitation delay
DLY-062975,PRJ-01130,0,0,None,Pending approvals
DLY-062976,PRJ-04663,0,0,None,Stakeholder bottleneck
DLY-062977,PRJ-00501,0,0,None,Pending approvals
DLY-062978,PRJ-03205,0,0,None,Pending approvals
DLY-062979,PRJ-04307,0,0,None,Incomplete documentation
DLY-062980,PRJ-03311,0,0,None,Incomplete documentation
DLY-062981,PRJ-00770,0,0,None,Pending approvals
DLY-062982,PRJ-03242,0,0,None,Pending approvals
DLY-062983,PRJ-03551,0,0,None,Pending approvals
DLY-062984,PRJ-04991,0,0,None,Notification pending
DLY-062985,PRJ-04520,0,0,None,Compensation delay
DLY-062986,PRJ-00372,0,0,None,Pending approvals
DLY-062987,PRJ-04123,0,0,None,Compensation delay
DLY-062988,PRJ-04409,0,0,None,Pending approvals
DLY-062989,PRJ-03869,0,0,None,Pending approvals
DLY-062990,PRJ-04412,0,0,None,Compensation delay
DLY-062991,PRJ-01428,0,0,None,Pending approvals
DLY-062992,PRJ-03747,0,0,None,Legal dispute
DLY-062993,PRJ-02479,1,74,Legal,Pending approvals
DLY-062994,PRJ-01678,0,0,None,Incomplete documentation
DLY-062995,PRJ-03488,1,82,Notification,Compensation delay
DLY-062996,PRJ-03032,1,86,Compensation,Pending approvals
DLY-062997,PRJ-01123,0,0,None,Rehabilitation delay
DLY-062998,PRJ-04837,1,80,Notification,Compensation delay
DLY-062999,PRJ-01579,1,44,Possession,Stakeholder bottleneck
DLY-063000,PRJ-00239,1,235,Award,Pending approvals
DLY-063001,PRJ-02885,0,0,None,Rehabilitation delay
DLY-063002,PRJ-00963,1,77,Rehabilitation,Legal dispute
DLY-063003,PRJ-00609,0,0,None,Pending approvals
DLY-063004,PRJ-03290,0,0,None,Pending approvals
DLY-063005,PRJ-04168,1,211,Notification,Legal dispute
DLY-063006,PRJ-02255,0,0,None,Pending approvals
DLY-063007,PRJ-02228,0,0,None,Pending approvals
DLY-063008,PRJ-04305,0,0,None,Pending approvals
DLY-063009,PRJ-00590,0,0,None,Pending approvals
DLY-063010,PRJ-04144,0,0,None,Compensation delay
DLY-063011,PRJ-02733,1,134,Rehabilitation,Incomplete documentation
DLY-063012,PRJ-00231,0,0,None,Pending approvals
DLY-063013,PRJ-02482,0,0,None,Pending approvals
DLY-063014,PRJ-02361,0,0,None,Pending approvals
DLY-063015,PRJ-00054,0,0,None,Legal dispute
DLY-063016,PRJ-01340,0,0,None,Incomplete documentation
DLY-063017,PRJ-01367,0,0,None,Rehabilitation delay
DLY-063018,PRJ-04603,1,44,Legal,Pending approvals
DLY-063019,PRJ-01208,0,0,None,Pending approvals
DLY-063020,PRJ-04090,0,0,None,Pending approvals
DLY-063021,PRJ-02527,0,0,None,Pending approvals
DLY-063022,PRJ-00445,0,0,None,Pending approvals
DLY-063023,PRJ-02045,0,0,None,Compensation delay
DLY-063024,PRJ-04903,0,0,None,Pending approvals
DLY-063025,PRJ-02346,0,0,None,Pending approvals
DLY-063026,PRJ-03135,1,125,Legal,Pending approvals
DLY-063027,PRJ-00218,0,0,None,Stakeholder bottleneck
DLY-063028,PRJ-02613,0,0,None,Pending approvals
DLY-063029,PRJ-02559,0,0,None,Stakeholder bottleneck
DLY-063030,PRJ-01919,0,0,None,Pending approvals
DLY-063031,PRJ-03622,0,0,None,Stakeholder bottleneck
DLY-063032,PRJ-02139,0,0,None,Pending approvals
DLY-063033,PRJ-03478,0,0,None,Legal dispute
DLY-063034,PRJ-03746,1,77,Approval,Compensation delay
DLY-063035,PRJ-02606,0,0,None,Pending approvals
DLY-063036,PRJ-00842,1,93,Possession,Pending approvals
DLY-063037,PRJ-03955,1,61,Rehabilitation,Pending approvals
DLY-063038,PRJ-01121,0,0,None,Pending approvals
DLY-063039,PRJ-02081,0,0,None,Pending approvals
DLY-063040,PRJ-03540,0,0,None,Pending approvals
DLY-063041,PRJ-00896,0,0,None,Compensation delay
DLY-063042,PRJ-02615,0,0,None,Pending approvals
DLY-063043,PRJ-01419,0,0,None,Rehabilitation delay
DLY-063044,PRJ-04088,0,0,None,Pending approvals
DLY-063045,PRJ-03299,0,0,None,Incomplete documentation
DLY-063046,PRJ-02387,0,0,None,Pending approvals
DLY-063047,PRJ-00290,0,0,None,Pending approvals
DLY-063048,PRJ-03147,0,0,None,Pending approvals
DLY-063049,PRJ-01491,0,0,None,Pending approvals
DLY-063050,PRJ-04205,1,97,Legal,Rehabilitation delay
DLY-063051,PRJ-01185,1,115,Notification,Incomplete documentation
DLY-063052,PRJ-02651,1,140,Legal,Pending approvals
DLY-063053,PRJ-04647,0,0,None,Notification pending
DLY-063054,PRJ-03824,0,0,None,Compensation delay
DLY-063055,PRJ-03734,0,0,None,Notification pending
DLY-063056,PRJ-04607,0,0,None,Notification pending
DLY-063057,PRJ-01203,0,0,None,Pending approvals
DLY-063058,PRJ-04109,0,0,None,Stakeholder bottleneck
DLY-063059,PRJ-02568,1,73,Award,Incomplete documentation
DLY-063060,PRJ-00944,0,0,None,Pending approvals
DLY-063061,PRJ-02175,0,0,None,Notification pending
DLY-063062,PRJ-03141,1,113,Legal,Pending approvals
DLY-063063,PRJ-03776,0,0,None,Pending approvals
DLY-063064,PRJ-04842,0,0,None,Stakeholder bottleneck
DLY-063065,PRJ-02896,0,0,None,Pending approvals
DLY-063066,PRJ-00852,0,0,None,Pending approvals
DLY-063067,PRJ-00944,0,0,None,Legal dispute
DLY-063068,PRJ-00703,1,34,Notification,Stakeholder bottleneck
DLY-063069,PRJ-02178,0,0,None,Possession pending
DLY-063070,PRJ-03763,0,0,None,Stakeholder bottleneck
DLY-063071,PRJ-00001,0,0,None,Pending approvals
DLY-063072,PRJ-04895,0,0,None,Stakeholder bottleneck
DLY-063073,PRJ-03275,0,0,None,Pending approvals
DLY-063074,PRJ-01254,0,0,None,Notification pending
DLY-063075,PRJ-02504,0,0,None,Pending approvals
DLY-063076,PRJ-04439,0,0,None,Pending approvals
DLY-063077,PRJ-03641,1,151,Approval,Pending approvals
DLY-063078,PRJ-00028,0,0,None,Compensation delay
DLY-063079,PRJ-00945,0,0,None,Pending approvals
DLY-063080,PRJ-01329,0,0,None,Stakeholder bottleneck
DLY-063081,PRJ-00476,0,0,None,Possession pending
DLY-063082,PRJ-00946,0,0,None,Notification pending
DLY-063083,PRJ-01497,0,0,None,Compensation delay
DLY-063084,PRJ-02042,0,0,None,Pending approvals
DLY-063085,PRJ-00105,0,0,None,Pending approvals
DLY-063086,PRJ-02056,0,0,None,Pending approvals
DLY-063087,PRJ-00632,1,69,Award,Pending approvals
DLY-063088,PRJ-02639,0,0,None,Pending approvals
DLY-063089,PRJ-03641,0,0,None,Notification pending
DLY-063090,PRJ-03574,0,0,None,Pending approvals
DLY-063091,PRJ-01837,0,0,None,Pending approvals
DLY-063092,PRJ-03470,0,0,None,Rehabilitation delay
DLY-063093,PRJ-01630,0,0,None,Pending approvals
DLY-063094,PRJ-01345,0,0,None,Pending approvals
DLY-063095,PRJ-00748,0,0,None,Stakeholder bottleneck
DLY-063096,PRJ-02616,0,0,None,Pending approvals
DLY-063097,PRJ-01458,1,87,Compensation,Compensation delay
DLY-063098,PRJ-01019,0,0,None,Pending approvals
DLY-063099,PRJ-04820,0,0,None,Compensation delay
DLY-063100,PRJ-03808,1,81,Rehabilitation,Legal dispute
DLY-063101,PRJ-01930,0,0,None,Incomplete documentation
DLY-063102,PRJ-02602,0,0,None,Legal dispute
DLY-063103,PRJ-04757,0,0,None,Compensation delay
DLY-063104,PRJ-02579,0,0,None,Legal dispute
DLY-063105,PRJ-04364,0,0,None,Stakeholder bottleneck
DLY-063106,PRJ-00491,0,0,None,Compensation delay
DLY-063107,PRJ-04639,0,0,None,Legal dispute
DLY-063108,PRJ-03389,0,0,None,Pending approvals
DLY-063109,PRJ-01873,1,98,Legal,Pending approvals
DLY-063110,PRJ-00008,1,23,Possession,Pending approvals
DLY-063111,PRJ-02727,0,0,None,Compensation delay
DLY-063112,PRJ-03117,0,0,None,Rehabilitation delay
DLY-063113,PRJ-00309,0,0,None,Rehabilitation delay
DLY-063114,PRJ-01786,1,85,Award,Pending approvals
DLY-063115,PRJ-04266,0,0,None,Compensation delay
DLY-063116,PRJ-02601,0,0,None,Stakeholder bottleneck
DLY-063117,PRJ-02124,0,0,None,Pending approvals
DLY-063118,PRJ-00716,0,0,None,Pending approvals
DLY-063119,PRJ-04729,0,0,None,Pending approvals
DLY-063120,PRJ-01187,0,0,None,Pending approvals
DLY-063121,PRJ-02143,0,0,None,Stakeholder bottleneck
DLY-063122,PRJ-04076,0,0,None,Notification pending
DLY-063123,PRJ-01762,0,0,None,Pending approvals
DLY-063124,PRJ-03626,0,0,None,Incomplete documentation
DLY-063125,PRJ-01613,0,0,None,Legal dispute
DLY-063126,PRJ-01022,1,121,Compensation,Incomplete documentation
DLY-063127,PRJ-03447,1,98,Approval,Legal dispute
DLY-063128,PRJ-01389,0,0,None,Possession pending
DLY-063129,PRJ-04594,0,0,None,Incomplete documentation
DLY-063130,PRJ-01436,0,0,None,Notification pending
DLY-063131,PRJ-04357,0,0,None,Pending approvals
DLY-063132,PRJ-04354,0,0,None,Compensation delay
DLY-063133,PRJ-01298,0,0,None,Pending approvals
DLY-063134,PRJ-04152,0,0,None,Incomplete documentation
DLY-063135,PRJ-04852,1,145,Compensation,Incomplete documentation
DLY-063136,PRJ-03601,0,0,None,Stakeholder bottleneck
DLY-063137,PRJ-02768,0,0,None,Pending approvals
DLY-063138,PRJ-00893,0,0,None,Pending approvals
DLY-063139,PRJ-00424,1,124,Award,Legal dispute
DLY-063140,PRJ-00947,0,0,None,Notification pending
DLY-063141,PRJ-03022,0,0,None,Stakeholder bottleneck
DLY-063142,PRJ-04053,0,0,None,Pending approvals
DLY-063143,PRJ-00856,1,127,Legal,Pending approvals
DLY-063144,PRJ-04820,0,0,None,Pending approvals
DLY-063145,PRJ-02688,0,0,None,Legal dispute
DLY-063146,PRJ-02266,0,0,None,Stakeholder bottleneck
DLY-063147,PRJ-04617,0,0,None,Stakeholder bottleneck
DLY-063148,PRJ-03593,0,0,None,Compensation delay
DLY-063149,PRJ-02467,1,120,Approval,Legal dispute
DLY-063150,PRJ-00851,0,0,None,Incomplete documentation
DLY-063151,PRJ-02019,1,102,Notification,Pending approvals
DLY-063152,PRJ-02337,1,43,Notification,Compensation delay
DLY-063153,PRJ-04477,0,0,None,Pending approvals
DLY-063154,PRJ-02527,0,0,None,Pending approvals
DLY-063155,PRJ-01719,0,0,None,Pending approvals
DLY-063156,PRJ-03057,0,0,None,Rehabilitation delay
DLY-063157,PRJ-03799,1,62,Award,Legal dispute
DLY-063158,PRJ-01668,0,0,None,Rehabilitation delay
DLY-063159,PRJ-03921,0,0,None,Pending approvals
DLY-063160,PRJ-04040,0,0,None,Pending approvals
DLY-063161,PRJ-02115,0,0,None,Stakeholder bottleneck
DLY-063162,PRJ-02686,0,0,None,Pending approvals
DLY-063163,PRJ-02077,0,0,None,Pending approvals
DLY-063164,PRJ-02407,0,0,None,Possession pending
DLY-063165,PRJ-03194,1,85,Compensation,Possession pending
DLY-063166,PRJ-02998,1,147,Approval,Pending approvals
DLY-063167,PRJ-03739,0,0,None,Pending approvals
DLY-063168,PRJ-01434,0,0,None,Pending approvals
DLY-063169,PRJ-04579,0,0,None,Pending approvals
DLY-063170,PRJ-01887,0,0,None,Compensation delay
DLY-063171,PRJ-00220,0,0,None,Stakeholder bottleneck
DLY-063172,PRJ-00376,1,114,Approval,Compensation delay
DLY-063173,PRJ-04537,0,0,None,Pending approvals
DLY-063174,PRJ-01490,1,54,Compensation,Legal dispute
DLY-063175,PRJ-03767,0,0,None,Rehabilitation delay
DLY-063176,PRJ-04779,0,0,None,Pending approvals
DLY-063177,PRJ-04038,1,331,Compensation,Rehabilitation delay
DLY-063178,PRJ-04770,0,0,None,Pending approvals
DLY-063179,PRJ-03030,1,94,Legal,Stakeholder bottleneck
DLY-063180,PRJ-04614,0,0,None,Pending approvals
DLY-063181,PRJ-03226,0,0,None,Stakeholder bottleneck
DLY-063182,PRJ-02171,0,0,None,Legal dispute
DLY-063183,PRJ-00668,0,0,None,Compensation delay
DLY-063184,PRJ-01393,1,79,Rehabilitation,Legal dispute
DLY-063185,PRJ-00850,0,0,None,Stakeholder bottleneck
DLY-063186,PRJ-01559,0,0,None,Pending approvals
DLY-063187,PRJ-02880,0,0,None,Pending approvals
DLY-063188,PRJ-01013,0,0,None,Compensation delay
DLY-063189,PRJ-04168,1,96,Rehabilitation,Notification pending
DLY-063190,PRJ-02496,0,0,None,Pending approvals
DLY-063191,PRJ-04913,0,0,None,Stakeholder bottleneck
DLY-063192,PRJ-02700,0,0,None,Stakeholder bottleneck
DLY-063193,PRJ-03982,1,134,Approval,Possession pending
DLY-063194,PRJ-03307,0,0,None,Pending approvals
DLY-063195,PRJ-03427,0,0,None,Pending approvals
DLY-063196,PRJ-00277,0,0,None,Pending approvals
DLY-063197,PRJ-00693,0,0,None,Pending approvals
DLY-063198,PRJ-03403,0,0,None,Pending approvals
DLY-063199,PRJ-03162,1,82,Approval,Compensation delay
DLY-063200,PRJ-00819,0,0,None,Rehabilitation delay
DLY-063201,PRJ-01703,0,0,None,Rehabilitation delay
DLY-063202,PRJ-00800,1,117,Notification,Legal dispute
DLY-063203,PRJ-00018,0,0,None,Notification pending
DLY-063204,PRJ-03432,0,0,None,Pending approvals
DLY-063205,PRJ-02390,0,0,None,Stakeholder bottleneck
DLY-063206,PRJ-03692,0,0,None,Possession pending
DLY-063207,PRJ-04842,0,0,None,Pending approvals
DLY-063208,PRJ-00659,0,0,None,Pending approvals
DLY-063209,PRJ-04253,0,0,None,Rehabilitation delay
DLY-063210,PRJ-04727,0,0,None,Pending approvals
DLY-063211,PRJ-00773,0,0,None,Rehabilitation delay
DLY-063212,PRJ-00001,1,175,Possession,Stakeholder bottleneck
DLY-063213,PRJ-02741,0,0,None,Compensation delay
DLY-063214,PRJ-00364,0,0,None,Pending approvals
DLY-063215,PRJ-04023,0,0,None,Pending approvals
DLY-063216,PRJ-02952,0,0,None,Pending approvals
DLY-063217,PRJ-01346,0,0,None,Pending approvals
DLY-063218,PRJ-04601,1,129,Award,Pending approvals
DLY-063219,PRJ-04343,0,0,None,Incomplete documentation
DLY-063220,PRJ-01261,0,0,None,Pending approvals
DLY-063221,PRJ-03264,0,0,None,Pending approvals
DLY-063222,PRJ-04878,0,0,None,Pending approvals
DLY-063223,PRJ-02811,1,284,Award,Compensation delay
DLY-063224,PRJ-02952,0,0,None,Incomplete documentation
DLY-063225,PRJ-00888,0,0,None,Pending approvals
DLY-063226,PRJ-00633,0,0,None,Possession pending
DLY-063227,PRJ-04095,1,56,Rehabilitation,Pending approvals
DLY-063228,PRJ-03413,0,0,None,Stakeholder bottleneck
