weather_id,project_id,monsoon_exposure,extreme_rain_events,weather_risk_score
WX-056468,PRJ-03477,Low,2,12.2
WX-056469,PRJ-03932,Low,0,94.2
WX-056470,PRJ-03283,Low,2,28.4
WX-056471,PRJ-01579,Medium,1,77.7
WX-056472,PRJ-01422,High,1,30.4
WX-056473,PRJ-02100,Low,0,58.8
WX-056474,PRJ-03137,Medium,2,31.6
WX-056475,PRJ-02262,Medium,3,30.4
WX-056476,PRJ-01399,Medium,2,65.8
WX-056477,PRJ-00254,High,2,7.9
WX-056478,PRJ-02201,High,0,15.9
WX-056479,PRJ-04263,Medium,1,38.1
WX-056480,PRJ-02539,High,0,53.8
WX-056481,PRJ-03711,Medium,1,88.5
WX-056482,PRJ-00224,Medium,2,59.3
WX-056483,PRJ-00313,Low,1,6.3
WX-056484,PRJ-03983,Low,3,66.9
WX-056485,PRJ-00085,Low,0,90.2
WX-056486,PRJ-03481,Medium,3,39.6
WX-056487,PRJ-03946,Low,1,13.2
WX-056488,PRJ-02461,Medium,1,62.9
WX-056489,PRJ-02906,Low,1,19.2
WX-056490,PRJ-01446,Low,1,25.7
WX-056491,PRJ-03420,Low,2,7.5
WX-056492,PRJ-00676,Low,1,29.5
WX-056493,PRJ-00782,Low,1,30.0
WX-056494,PRJ-00969,Medium,3,87.5
WX-056495,PRJ-02147,Medium,1,31.5
WX-056496,PRJ-00650,Low,2,84.2
WX-056497,PRJ-01895,Medium,3,23.7
WX-056498,PRJ-02973,Low,2,74.3
WX-056499,PRJ-00465,High,0,21.1
WX-056500,PRJ-04089,Medium,0,81.7
WX-056501,PRJ-01453,Low,1,32.5
WX-056502,PRJ-04687,Low,5,57.0
WX-056503,PRJ-03088,Medium,1,59.2
WX-056504,PRJ-01592,Low,1,22.2
WX-056505,PRJ-00976,Low,1,51.4
WX-056506,PRJ-02696,Low,0,83.7
WX-056507,PRJ-04755,Medium,0,21.1
WX-056508,PRJ-00675,Low,0,32.0
WX-056509,PRJ-01488,Medium,1,18.4
WX-056510,PRJ-02201,Low,1,41.0
WX-056511,PRJ-02808,Low,4,11.4
WX-056512,PRJ-04874,Medium,0,60.3
WX-056513,PRJ-00263,Medium,3,33.5
WX-056514,PRJ-02001,Low,4,38.7
WX-056515,PRJ-04587,Low,1,0.5
WX-056516,PRJ-00578,Low,3,38.8
WX-056517,PRJ-01228,Medium,2,73.5
WX-056518,PRJ-00333,Low,1,21.2
WX-056519,PRJ-02459,Low,2,63.3
WX-056520,PRJ-03703,Low,1,48.8
WX-056521,PRJ-02170,Low,3,79.5
WX-056522,PRJ-01503,Low,1,39.6
WX-056523,PRJ-01952,Low,0,12.8
WX-056524,PRJ-04096,Medium,0,25.0
WX-056525,PRJ-03287,Low,0,80.2
WX-056526,PRJ-01165,Low,2,64.0
WX-056527,PRJ-04903,Medium,3,38.7
WX-056528,PRJ-02423,Low,4,75.1
WX-056529,PRJ-03036,Medium,1,92.4
WX-056530,PRJ-04268,Medium,3,68.4
WX-056531,PRJ-02835,Medium,2,56.1
WX-056532,PRJ-00557,Low,3,75.1
WX-056533,PRJ-00137,Low,1,96.8
WX-056534,PRJ-03737,Medium,2,73.5
WX-056535,PRJ-04750,Low,1,21.0
WX-056536,PRJ-01614,Low,4,29.6
WX-056537,PRJ-00109,Medium,3,19.2
WX-056538,PRJ-02571,Medium,0,0.0
WX-056539,PRJ-00777,High,1,43.9
WX-056540,PRJ-00760,Low,1,63.3
WX-056541,PRJ-03401,Low,0,48.2
WX-056542,PRJ-03207,High,0,76.5
WX-056543,PRJ-00066,Medium,1,57.1
WX-056544,PRJ-01156,Medium,2,18.4
WX-056545,PRJ-00617,Low,1,96.2
WX-056546,PRJ-02135,High,1,18.1
WX-056547,PRJ-00252,Low,1,52.2
WX-056548,PRJ-01719,Low,1,88.3
WX-056549,PRJ-00036,Low,2,6.9
WX-056550,PRJ-04963,High,1,93.8
WX-056551,PRJ-01057,Low,0,37.1
WX-056552,PRJ-03494,Medium,4,0.4
WX-056553,PRJ-02088,Medium,1,2.5
WX-056554,PRJ-03727,Low,1,95.8
WX-056555,PRJ-01362,Low,3,57.1
WX-056556,PRJ-01915,Medium,1,62.6
WX-056557,PRJ-00428,Medium,3,61.9
WX-056558,PRJ-02595,Medium,0,85.9
WX-056559,PRJ-03640,Medium,1,26.6
WX-056560,PRJ-04780,Low,2,54.1
WX-056561,PRJ-04118,Low,2,76.0
WX-056562,PRJ-01549,Low,2,15.1
WX-056563,PRJ-02769,Low,1,53.4
WX-056564,PRJ-02281,High,2,78.2
WX-056565,PRJ-04470,Low,1,31.8
WX-056566,PRJ-00025,Medium,0,20.6
WX-056567,PRJ-03231,Medium,2,20.1
WX-056568,PRJ-02749,Medium,0,63.5
WX-056569,PRJ-00114,High,1,48.6
WX-056570,PRJ-03976,Low,2,41.4
WX-056571,PRJ-01769,Medium,4,41.8
WX-056572,PRJ-02715,High,2,5.9
WX-056573,PRJ-02502,Low,3,13.4
WX-056574,PRJ-03161,High,1,72.6
WX-056575,PRJ-04516,Low,0,11.2
WX-056576,PRJ-00601,Medium,3,73.1
WX-056577,PRJ-04988,High,2,91.1
WX-056578,PRJ-01364,Medium,2,77.7
WX-056579,PRJ-00650,Low,2,98.8
WX-056580,PRJ-03777,Medium,3,36.3
WX-056581,PRJ-03670,Medium,1,16.0
WX-056582,PRJ-00956,Medium,3,3.0
WX-056583,PRJ-04082,High,2,91.0
WX-056584,PRJ-03652,Low,1,64.6
WX-056585,PRJ-04469,High,3,52.2
WX-056586,PRJ-04911,Medium,2,67.6
WX-056587,PRJ-02442,Low,1,52.7
WX-056588,PRJ-00904,Low,1,26.5
WX-056589,PRJ-02551,Medium,2,93.5
WX-056590,PRJ-00005,Medium,2,42.7
WX-056591,PRJ-00994,Medium,1,42.8
WX-056592,PRJ-02256,Low,1,46.7
WX-056593,PRJ-03589,High,1,73.4
WX-056594,PRJ-00167,High,0,63.1
WX-056595,PRJ-04120,Medium,1,63.0
WX-056596,PRJ-04249,Medium,3,70.1
WX-056597,PRJ-00940,Low,1,33.3
WX-056598,PRJ-00836,Low,1,59.2
WX-056599,PRJ-02481,Low,1,36.9
WX-056600,PRJ-02187,Low,3,10.4
WX-056601,PRJ-04481,High,3,54.1
WX-056602,PRJ-00405,Medium,2,53.7
WX-056603,PRJ-00149,Low,3,27.7
WX-056604,PRJ-02340,Low,1,53.1
WX-056605,PRJ-00391,Low,0,85.2
WX-056606,PRJ-02074,Medium,1,2.6
WX-056607,PRJ-00097,Low,2,65.0
WX-056608,PRJ-00226,High,1,35.0
WX-056609,PRJ-00558,Low,0,89.9
WX-056610,PRJ-04088,Low,1,24.3
WX-056611,PRJ-01653,Low,1,4.3
WX-056612,PRJ-01271,Medium,3,98.8
WX-056613,PRJ-02911,Low,2,4.9
WX-056614,PRJ-03013,Medium,2,38.3
WX-056615,PRJ-04756,Medium,2,62.9
WX-056616,PRJ-04518,High,1,47.5
WX-056617,PRJ-04922,Low,2,98.8
WX-056618,PRJ-01496,Low,1,63.8
WX-056619,PRJ-01241,High,1,42.4
WX-056620,PRJ-01578,Low,2,77.4
WX-056621,PRJ-02609,Medium,0,11.5
WX-056622,PRJ-03457,High,2,2.6
WX-056623,PRJ-04211,Low,0,36.9
WX-056624,PRJ-02987,High,1,55.3
WX-056625,PRJ-00794,Medium,1,6.1
WX-056626,PRJ-03812,Low,0,96.7
WX-056627,PRJ-03482,Low,0,92.6
WX-056628,PRJ-02702,Low,1,18.6
WX-056629,PRJ-01988,Medium,3,77.5
WX-056630,PRJ-02257,Low,2,17.0
WX-056631,PRJ-02241,Low,3,80.0
WX-056632,PRJ-01904,Low,1,19.4
WX-056633,PRJ-00647,Low,3,60.0
WX-056634,PRJ-02457,Low,0,67.7
WX-056635,PRJ-03928,Low,0,54.3
WX-056636,PRJ-04656,Low,1,99.4
WX-056637,PRJ-00548,High,2,33.9
WX-056638,PRJ-01524,Low,3,15.8
WX-056639,PRJ-01697,Medium,5,74.4
WX-056640,PRJ-02269,High,2,48.8
WX-056641,PRJ-04342,Low,3,35.5
WX-056642,PRJ-02816,Low,1,60.5
WX-056643,PRJ-04441,Low,0,97.9
WX-056644,PRJ-03746,Low,2,76.8
WX-056645,PRJ-03672,Low,1,39.0
WX-056646,PRJ-00776,Low,1,90.8
WX-056647,PRJ-00550,High,0,46.0
WX-056648,PRJ-02261,Low,2,50.4
WX-056649,PRJ-00631,Medium,2,40.0
WX-056650,PRJ-03361,Low,3,50.0
WX-056651,PRJ-02326,Low,3,15.5
WX-056652,PRJ-00683,Medium,3,17.6
WX-056653,PRJ-02198,Low,1,67.5
WX-056654,PRJ-01367,Medium,0,5.0
WX-056655,PRJ-02269,Low,0,90.6
WX-056656,PRJ-04646,Low,1,74.8
WX-056657,PRJ-04913,Medium,2,58.9
WX-056658,PRJ-03364,Low,0,91.0
WX-056659,PRJ-01934,Low,0,41.5
WX-056660,PRJ-04224,High,2,49.5
WX-056661,PRJ-04972,Low,1,16.1
WX-056662,PRJ-00191,Medium,1,24.1
WX-056663,PRJ-01772,High,1,43.4
WX-056664,PRJ-00811,Medium,1,83.1
WX-056665,PRJ-00011,Medium,1,46.1
WX-056666,PRJ-01282,Low,2,78.3
WX-056667,PRJ-04621,Medium,1,90.6
WX-056668,PRJ-04226,Low,3,81.3
WX-056669,PRJ-01118,Low,1,96.2
WX-056670,PRJ-00959,Medium,1,85.1
WX-056671,PRJ-04785,Medium,2,99.3
WX-056672,PRJ-04301,High,1,47.2
WX-056673,PRJ-04609,Medium,1,88.3
WX-056674,PRJ-03808,Low,2,52.5
WX-056675,PRJ-00061,High,1,31.7
WX-056676,PRJ-04008,Low,2,26.0
WX-056677,PRJ-01816,Medium,2,85.1
WX-056678,PRJ-03555,Medium,1,77.8
WX-056679,PRJ-02321,Medium,3,92.9
WX-056680,PRJ-03386,Medium,1,84.2
WX-056681,PRJ-04419,Low,1,39.0
WX-056682,PRJ-00572,Medium,3,65.2
WX-056683,PRJ-03670,Low,2,71.1
WX-056684,PRJ-00364,Low,2,63.0
WX-056685,PRJ-01831,Medium,1,75.2
WX-056686,PRJ-01468,Low,2,51.5
WX-056687,PRJ-01797,High,0,97.3
WX-056688,PRJ-04842,Low,0,37.1
WX-056689,PRJ-03483,Low,2,38.5
WX-056690,PRJ-02931,Medium,3,87.4
WX-056691,PRJ-02262,Low,0,1.4
WX-056692,PRJ-01710,Low,3,72.7
WX-056693,PRJ-02861,Medium,0,99.4
WX-056694,PRJ-03762,Medium,4,56.0
WX-056695,PRJ-04478,Medium,0,70.9
WX-056696,PRJ-01483,Medium,0,64.7
WX-056697,PRJ-03065,Low,1,15.4
WX-056698,PRJ-00314,Medium,1,33.1
WX-056699,PRJ-00673,Low,2,31.5
WX-056700,PRJ-01853,High,0,37.6
WX-056701,PRJ-02726,Low,2,55.3
WX-056702,PRJ-04495,High,2,94.2
WX-056703,PRJ-01956,Medium,1,65.9
WX-056704,PRJ-03273,Low,3,81.8
WX-056705,PRJ-02599,Low,0,28.0
WX-056706,PRJ-04127,Low,2,22.9
WX-056707,PRJ-03345,High,1,87.0
WX-056708,PRJ-03034,Low,3,57.6
WX-056709,PRJ-01888,Medium,2,3.7
WX-056710,PRJ-00738,Low,3,70.2
WX-056711,PRJ-04878,Low,2,85.3
WX-056712,PRJ-04739,Low,1,47.4
WX-056713,PRJ-01439,Medium,4,12.6
WX-056714,PRJ-02093,Medium,2,80.7
WX-056715,PRJ-03959,Low,3,58.9
WX-056716,PRJ-04264,Medium,0,29.2
WX-056717,PRJ-02072,Low,0,41.9
WX-056718,PRJ-02062,Low,2,42.7
WX-056719,PRJ-00071,Low,1,48.1
WX-056720,PRJ-02839,Medium,0,8.9
WX-056721,PRJ-02146,Medium,2,56.9
WX-056722,PRJ-04321,Low,1,14.3
WX-056723,PRJ-02630,Low,0,68.9
WX-056724,PRJ-00064,Low,1,46.3
WX-056725,PRJ-03113,Medium,1,80.8
WX-056726,PRJ-04147,Medium,0,16.2
WX-056727,PRJ-00201,Medium,1,72.6
WX-056728,PRJ-03871,Low,0,74.7
WX-056729,PRJ-01243,Low,0,99.2
WX-056730,PRJ-03329,High,2,16.5
WX-056731,PRJ-03564,Low,1,52.8
WX-056732,PRJ-03681,Medium,5,78.3
WX-056733,PRJ-02524,High,1,38.8
WX-056734,PRJ-01293,Medium,0,27.9
WX-056735,PRJ-03070,Low,0,43.7
WX-056736,PRJ-01215,Low,1,37.4
WX-056737,PRJ-00327,Medium,0,84.4
WX-056738,PRJ-04720,Low,2,65.2
WX-056739,PRJ-02114,Low,0,80.3
WX-056740,PRJ-00058,Low,2,38.9
WX-056741,PRJ-03686,Medium,1,79.8
WX-056742,PRJ-02487,High,2,9.1
WX-056743,PRJ-04089,Medium,2,57.9
WX-056744,PRJ-00405,Medium,1,91.5
WX-056745,PRJ-02824,Medium,1,11.6
WX-056746,PRJ-00434,Medium,1,97.3
WX-056747,PRJ-04508,High,1,77.9
WX-056748,PRJ-00442,High,1,38.6
WX-056749,PRJ-04929,Medium,1,99.5
WX-056750,PRJ-03393,Medium,1,51.9
WX-056751,PRJ-02726,Low,2,8.5
WX-056752,PRJ-02614,Medium,0,55.3
WX-056753,PRJ-00073,Low,2,6.4
WX-056754,PRJ-01339,Low,4,79.3
WX-056755,PRJ-01886,Medium,2,65.0
WX-056756,PRJ-01097,Medium,3,32.8
WX-056757,PRJ-02215,Low,1,62.4
WX-056758,PRJ-01141,High,2,32.3
WX-056759,PRJ-02859,Medium,2,76.0
WX-056760,PRJ-03643,Low,3,9.8
WX-056761,PRJ-00015,Medium,0,90.8
WX-056762,PRJ-03923,High,2,11.8
WX-056763,PRJ-00522,High,2,64.3
WX-056764,PRJ-01288,Low,0,49.9
WX-056765,PRJ-01093,Low,3,70.0
WX-056766,PRJ-00683,Medium,2,69.2
WX-056767,PRJ-03665,Low,1,79.9
WX-056768,PRJ-01353,Medium,1,99.7
WX-056769,PRJ-03838,High,4,72.2
WX-056770,PRJ-00381,Medium,3,43.5
WX-056771,PRJ-04898,Low,2,8.3
WX-056772,PRJ-02850,High,1,85.6
WX-056773,PRJ-00032,High,0,43.3
WX-056774,PRJ-00502,High,3,52.2
WX-056775,PRJ-03857,Medium,1,65.7
WX-056776,PRJ-03712,Low,0,74.9
WX-056777,PRJ-00168,Medium,3,10.3
WX-056778,PRJ-04401,Low,2,22.9
WX-056779,PRJ-04902,Medium,1,42.4
WX-056780,PRJ-01149,Low,1,80.5
WX-056781,PRJ-03327,Low,2,32.8
WX-056782,PRJ-00082,Low,3,5.5
WX-056783,PRJ-01674,High,2,83.2
WX-056784,PRJ-03704,High,1,81.0
WX-056785,PRJ-03375,Medium,1,47.0
WX-056786,PRJ-03571,Low,1,83.2
WX-056787,PRJ-04611,Medium,3,94.5
WX-056788,PRJ-01122,Low,1,83.7
WX-056789,PRJ-03642,Low,1,77.8
WX-056790,PRJ-03076,High,1,62.5
WX-056791,PRJ-03595,Low,5,8.2
WX-056792,PRJ-01381,Medium,2,35.8
WX-056793,PRJ-02122,Medium,1,16.8
WX-056794,PRJ-04070,Medium,2,56.5
WX-056795,PRJ-00372,Medium,0,41.1
WX-056796,PRJ-01248,Medium,2,85.4
WX-056797,PRJ-01212,High,0,94.4
WX-056798,PRJ-04000,Low,0,71.9
WX-056799,PRJ-00417,Low,0,75.5
WX-056800,PRJ-00152,Medium,2,25.9
WX-056801,PRJ-01381,Medium,1,17.7
WX-056802,PRJ-03708,Medium,1,43.5
WX-056803,PRJ-04500,Medium,3,6.7
WX-056804,PRJ-00604,Medium,1,91.7
WX-056805,PRJ-02433,Low,2,4.2
WX-056806,PRJ-04360,Medium,1,75.9
WX-056807,PRJ-04389,Low,1,33.5
WX-056808,PRJ-04772,High,5,49.9
WX-056809,PRJ-00433,Low,2,93.1
WX-056810,PRJ-02270,Low,2,13.5
WX-056811,PRJ-00429,High,4,65.2
WX-056812,PRJ-02857,Low,2,98.1
WX-056813,PRJ-04706,Low,1,35.6
WX-056814,PRJ-02292,Medium,1,45.5
WX-056815,PRJ-02124,Low,2,70.9
WX-056816,PRJ-01285,Medium,2,40.6
WX-056817,PRJ-02199,Low,0,35.8
WX-056818,PRJ-04072,Low,0,16.1
WX-056819,PRJ-03233,Low,1,72.3
WX-056820,PRJ-00042,High,1,69.5
WX-056821,PRJ-03090,Medium,1,83.2
WX-056822,PRJ-02067,Low,0,35.3
WX-056823,PRJ-01888,Low,1,39.3
WX-056824,PRJ-01350,High,2,92.6
WX-056825,PRJ-02861,Medium,1,15.9
WX-056826,PRJ-01116,High,2,46.9
WX-056827,PRJ-02450,Medium,1,65.6
WX-056828,PRJ-03883,High,2,66.1
WX-056829,PRJ-04980,Low,2,39.5
WX-056830,PRJ-04900,Low,4,17.9
WX-056831,PRJ-00043,Low,2,6.4
WX-056832,PRJ-01160,Low,0,86.2
WX-056833,PRJ-04851,Medium,1,78.0
WX-056834,PRJ-01324,Low,0,63.7
WX-056835,PRJ-01797,Medium,0,10.8
WX-056836,PRJ-01756,Low,2,45.1
WX-056837,PRJ-04184,Low,3,37.3
WX-056838,PRJ-01204,High,1,97.5
WX-056839,PRJ-04397,Medium,4,91.1
WX-056840,PRJ-00380,Medium,3,56.0
WX-056841,PRJ-02039,Low,2,29.8
WX-056842,PRJ-04929,High,1,41.4
WX-056843,PRJ-04025,Low,1,64.7
WX-056844,PRJ-03767,Low,2,13.0
WX-056845,PRJ-03177,Low,0,54.3
WX-056846,PRJ-01185,Low,1,32.6
WX-056847,PRJ-04845,Low,1,40.0
WX-056848,PRJ-01186,Medium,0,13.4
WX-056849,PRJ-01995,Low,2,51.5
WX-056850,PRJ-03239,High,4,27.7
WX-056851,PRJ-04673,Medium,1,78.0
WX-056852,PRJ-04699,High,1,41.3
WX-056853,PRJ-02538,Low,1,34.4
WX-056854,PRJ-01514,High,2,47.3
WX-056855,PRJ-00066,High,0,87.3
WX-056856,PRJ-02885,Low,2,11.4
WX-056857,PRJ-02330,Medium,1,72.1
WX-056858,PRJ-04631,High,4,14.3
WX-056859,PRJ-00536,High,0,22.9
WX-056860,PRJ-03159,Low,1,91.1
WX-056861,PRJ-01047,Medium,1,15.1
WX-056862,PRJ-04754,Medium,2,93.3
WX-056863,PRJ-03694,Medium,4,23.7
WX-056864,PRJ-03041,Medium,1,77.9
WX-056865,PRJ-01635,Low,2,30.5
WX-056866,PRJ-01038,Low,1,39.7
WX-056867,PRJ-00397,Low,2,58.3
WX-056868,PRJ-01441,Low,2,60.5
WX-056869,PRJ-01897,Low,1,5.6
WX-056870,PRJ-02761,High,3,64.8
WX-056871,PRJ-00553,Medium,2,80.7
WX-056872,PRJ-03512,Low,0,69.1
WX-056873,PRJ-01259,Low,4,4.4
WX-056874,PRJ-02051,High,3,28.0
WX-056875,PRJ-04956,Low,1,67.3
WX-056876,PRJ-01973,Low,3,89.4
WX-056877,PRJ-04880,Low,0,97.4
WX-056878,PRJ-00560,Medium,1,17.9
WX-056879,PRJ-03222,High,1,36.1
WX-056880,PRJ-01427,Medium,2,43.1
WX-056881,PRJ-04748,Low,2,95.7
WX-056882,PRJ-01765,Low,2,31.5
WX-056883,PRJ-00654,Low,1,24.2
WX-056884,PRJ-00586,Medium,2,72.2
WX-056885,PRJ-04455,Low,3,41.3
WX-056886,PRJ-01853,Low,0,66.2
WX-056887,PRJ-00013,Low,0,67.0
WX-056888,PRJ-01080,Low,1,66.5
WX-056889,PRJ-04160,Low,2,16.1
WX-056890,PRJ-04480,Low,0,92.7
WX-056891,PRJ-02530,Low,1,40.8
WX-056892,PRJ-02094,Low,1,73.8
WX-056893,PRJ-01975,Medium,1,4.1
WX-056894,PRJ-00373,Medium,1,51.4
WX-056895,PRJ-04992,Low,2,63.0
WX-056896,PRJ-04946,Low,0,84.1
WX-056897,PRJ-02754,Medium,0,96.3
WX-056898,PRJ-03217,Medium,2,1.8
WX-056899,PRJ-01095,Low,1,82.9
WX-056900,PRJ-01090,Medium,3,49.3
WX-056901,PRJ-03112,Medium,1,9.0
WX-056902,PRJ-02181,Low,0,83.6
WX-056903,PRJ-04883,Low,1,73.1
WX-056904,PRJ-04560,Medium,1,6.4
WX-056905,PRJ-04053,Low,3,13.0
WX-056906,PRJ-02123,Medium,2,0.7
WX-056907,PRJ-02798,Medium,2,60.7
WX-056908,PRJ-00376,Medium,1,56.7
WX-056909,PRJ-00490,Low,0,18.0
WX-056910,PRJ-03247,Low,2,70.1
WX-056911,PRJ-03541,Low,0,75.9
WX-056912,PRJ-02044,Medium,4,51.0
WX-056913,PRJ-02747,Medium,1,52.8
WX-056914,PRJ-01869,Low,3,58.1
WX-056915,PRJ-00480,High,0,45.3
WX-056916,PRJ-00860,Low,0,79.4
WX-056917,PRJ-00032,Medium,1,80.1
WX-056918,PRJ-04218,Low,0,69.7
WX-056919,PRJ-04980,Medium,3,1.6
WX-056920,PRJ-02283,Low,2,10.1
WX-056921,PRJ-00275,Low,2,29.3
WX-056922,PRJ-01189,Medium,3,28.0
WX-056923,PRJ-00041,Medium,0,75.2
WX-056924,PRJ-04694,Low,1,12.6
WX-056925,PRJ-04361,Medium,3,24.1
WX-056926,PRJ-02491,Low,2,4.7
WX-056927,PRJ-00841,Low,1,66.6
WX-056928,PRJ-02519,Medium,1,8.9
WX-056929,PRJ-01185,High,1,51.5
WX-056930,PRJ-04274,Medium,3,65.9
WX-056931,PRJ-01996,Low,2,63.7
WX-056932,PRJ-02055,Low,2,32.1
WX-056933,PRJ-02368,Medium,1,7.3
WX-056934,PRJ-00948,Medium,1,81.1
WX-056935,PRJ-04921,Low,0,68.8
WX-056936,PRJ-04766,High,1,54.5
WX-056937,PRJ-00165,Medium,2,87.8
WX-056938,PRJ-04789,Medium,4,49.7
WX-056939,PRJ-00369,Low,3,53.8
WX-056940,PRJ-01112,High,0,83.9
WX-056941,PRJ-03418,Medium,0,32.2
WX-056942,PRJ-03695,High,4,71.2
WX-056943,PRJ-02588,High,1,63.2
WX-056944,PRJ-04504,Medium,0,15.9
WX-056945,PRJ-01310,High,1,50.7
WX-056946,PRJ-02017,High,2,90.4
WX-056947,PRJ-01966,Low,2,42.2
WX-056948,PRJ-02285,Medium,0,72.0
WX-056949,PRJ-04609,High,1,18.5
WX-056950,PRJ-04263,Medium,1,7.9
WX-056951,PRJ-01572,Medium,2,88.1
WX-056952,PRJ-03033,Low,0,14.3
WX-056953,PRJ-00310,Low,2,83.2
WX-056954,PRJ-01836,High,2,32.5
WX-056955,PRJ-03922,Medium,0,59.8
WX-056956,PRJ-01400,Medium,0,9.6
WX-056957,PRJ-00420,Low,2,7.6
WX-056958,PRJ-00451,Medium,1,80.6
WX-056959,PRJ-04913,Low,1,46.7
WX-056960,PRJ-00099,Low,1,47.2
WX-056961,PRJ-03535,Low,1,11.9
WX-056962,PRJ-03661,Low,4,62.7
WX-056963,PRJ-04060,High,0,66.2
WX-056964,PRJ-01908,Medium,4,47.1
WX-056965,PRJ-00527,Medium,3,80.8
WX-056966,PRJ-02921,High,1,37.7
WX-056967,PRJ-00996,Medium,2,68.6
WX-056968,PRJ-03777,Medium,4,74.3
WX-056969,PRJ-01372,Low,4,26.9
WX-056970,PRJ-03555,Medium,3,39.1
WX-056971,PRJ-04135,Medium,5,51.7
WX-056972,PRJ-03096,Medium,1,76.1
WX-056973,PRJ-03305,High,0,15.6
WX-056974,PRJ-00239,Medium,1,64.8
WX-056975,PRJ-03590,High,1,3.4
WX-056976,PRJ-03162,Low,4,80.9
WX-056977,PRJ-04989,Low,2,91.4
WX-056978,PRJ-03292,Low,2,70.2
WX-056979,PRJ-04038,Medium,1,72.5
WX-056980,PRJ-01415,Medium,1,16.3
WX-056981,PRJ-01091,Low,4,83.4
WX-056982,PRJ-01438,High,1,26.4
WX-056983,PRJ-03288,Low,3,17.7
WX-056984,PRJ-00349,High,4,98.1
WX-056985,PRJ-00833,Low,1,10.1
WX-056986,PRJ-01692,Low,0,48.8
WX-056987,PRJ-00085,Low,3,87.4
WX-056988,PRJ-01564,Low,2,56.6
WX-056989,PRJ-03528,Low,2,75.4
WX-056990,PRJ-02774,Medium,2,76.6
WX-056991,PRJ-04135,High,1,66.0
WX-056992,PRJ-03558,Medium,1,71.9
WX-056993,PRJ-00712,Low,0,7.8
WX-056994,PRJ-02258,Low,1,80.8
WX-056995,PRJ-04031,Medium,1,27.3
WX-056996,PRJ-01328,Low,0,55.7
WX-056997,PRJ-03182,Low,0,42.4
WX-056998,PRJ-04934,Low,2,90.2
WX-056999,PRJ-03137,High,1,89.7
WX-057000,PRJ-01257,Low,5,23.4
WX-057001,PRJ-02494,Medium,4,98.1
WX-057002,PRJ-02402,Medium,4,30.4
WX-057003,PRJ-00702,Medium,2,64.3
WX-057004,PRJ-04656,Low,2,35.8
WX-057005,PRJ-02293,Medium,1,28.1
WX-057006,PRJ-02596,Low,2,11.2
WX-057007,PRJ-04737,Low,2,12.5
WX-057008,PRJ-04468,Low,2,96.4
WX-057009,PRJ-02207,Low,2,76.1
WX-057010,PRJ-02134,Low,2,82.7
WX-057011,PRJ-04930,Low,3,50.1
WX-057012,PRJ-04720,Medium,2,28.9
WX-057013,PRJ-01989,Low,3,31.8
WX-057014,PRJ-00439,Medium,0,74.8
WX-057015,PRJ-00785,Low,2,44.7
WX-057016,PRJ-01245,Low,3,30.8
WX-057017,PRJ-02656,Low,1,67.9
WX-057018,PRJ-03324,Low,1,20.4
WX-057019,PRJ-01180,Medium,0,73.7
WX-057020,PRJ-03348,Low,2,31.1
WX-057021,PRJ-03864,Low,1,6.9
WX-057022,PRJ-04554,Low,0,60.2
WX-057023,PRJ-03726,Low,2,46.9
WX-057024,PRJ-03817,Low,1,40.0
WX-057025,PRJ-02719,High,3,51.8
WX-057026,PRJ-03225,Low,0,8.3
WX-057027,PRJ-01376,Medium,1,93.1
WX-057028,PRJ-04162,High,2,79.9
WX-057029,PRJ-01379,Low,0,36.3
WX-057030,PRJ-00824,Low,0,10.5
WX-057031,PRJ-02730,Medium,3,71.8
WX-057032,PRJ-02236,Low,1,88.4
WX-057033,PRJ-04468,Medium,2,39.3
WX-057034,PRJ-03372,Low,1,42.1
WX-057035,PRJ-03605,Medium,0,61.5
WX-057036,PRJ-02288,Medium,2,8.6
WX-057037,PRJ-03621,Low,0,29.2
WX-057038,PRJ-03839,High,2,19.5
WX-057039,PRJ-04877,Low,4,17.1
WX-057040,PRJ-02858,Low,2,32.8
WX-057041,PRJ-01506,Medium,4,47.6
WX-057042,PRJ-01477,Medium,0,38.9
WX-057043,PRJ-02946,Low,4,65.3
WX-057044,PRJ-01504,Medium,0,98.2
WX-057045,PRJ-01998,Low,3,8.1
WX-057046,PRJ-00475,Medium,2,87.7
WX-057047,PRJ-01577,Low,0,91.5
WX-057048,PRJ-01540,Medium,3,67.3
WX-057049,PRJ-04043,Low,2,59.2
WX-057050,PRJ-04148,Medium,3,64.6
WX-057051,PRJ-02026,High,0,94.8
WX-057052,PRJ-04999,Medium,0,74.9
WX-057053,PRJ-02233,Medium,1,0.1
WX-057054,PRJ-00500,Low,0,77.9
WX-057055,PRJ-01240,Medium,2,16.3
WX-057056,PRJ-03980,Medium,0,57.4
WX-057057,PRJ-01001,Medium,1,91.2
WX-057058,PRJ-01887,Low,1,89.6
WX-057059,PRJ-03448,Medium,0,81.8
WX-057060,PRJ-00818,Medium,0,2.7
WX-057061,PRJ-01906,Medium,1,23.5
WX-057062,PRJ-01690,Low,1,89.0
WX-057063,PRJ-01439,Low,2,66.5
WX-057064,PRJ-02515,Low,0,52.3
WX-057065,PRJ-00200,Medium,2,70.5
WX-057066,PRJ-02911,Low,0,72.3
WX-057067,PRJ-03997,Medium,2,67.9
WX-057068,PRJ-00702,Medium,0,70.9
