record_id,parcel_id,project_id,case_id,compensation_id,approval_id,delay_id,district,taluk,village,survey_no,area,classification,legal_disputes,compensation_pending,approval_pending,documentation_pending,rehabilitation_pending,stakeholder_responsiveness,delay_days,risk_score,delay_probability,risk_category,delay_reason
53035,PAR-053035,PRJ-04018,CASE-053035,COMP-053035,APR-053035,DLY-053035,Coimbatore,Madukkarai,Negamam,2249,1.746,Government,0,0,0,0,0,95.8,0,14.5,0.0998,LOW,Pending approvals
53036,PAR-053036,PRJ-01099,CASE-053036,COMP-053036,APR-053036,DLY-053036,Coimbatore,Coimbatore South,Pollachi,8678,0.399,Punjai,0,0,0,0,0,100.0,0,12.4,0.0998,LOW,Pending approvals
53037,PAR-053037,PRJ-02326,CASE-053037,COMP-053037,APR-053037,DLY-053037,Coimbatore,Mettupalayam,Kinathukadavu,3826,0.358,Punjai,0,0,1,0,0,85.7,65,25.5,0.2497,MEDIUM,Pending approvals
53038,PAR-053038,PRJ-03310,CASE-053038,COMP-053038,APR-053038,DLY-053038,Coimbatore,Sulur,Saravanampatti,4285,1.715,Government,0,0,0,0,0,96.7,0,8.1,0.0998,LOW,Pending approvals
53039,PAR-053039,PRJ-03157,CASE-053039,COMP-053039,APR-053039,DLY-053039,Coimbatore,Annur,Annur,4810,0.663,Residential,0,0,0,0,0,88.7,0,16.4,0.1246,LOW,Stakeholder bottleneck
53040,PAR-053040,PRJ-04726,CASE-053040,COMP-053040,APR-053040,DLY-053040,Coimbatore,Pollachi,Kinathukadavu,3812,0.511,Government,0,0,0,0,0,100.0,0,14.5,0.1246,LOW,Stakeholder bottleneck
53041,PAR-053041,PRJ-02118,CASE-053041,COMP-053041,APR-053041,DLY-053041,Coimbatore,Pollachi,Perur,1177,1.807,Punjai,0,0,0,0,0,93.1,0,12.2,0.1419,LOW,Pending approvals
53042,PAR-053042,PRJ-01144,CASE-053042,COMP-053042,APR-053042,DLY-053042,Coimbatore,Madukkarai,Thudiyalur,9337,1.142,Government,1,0,0,0,1,83.2,0,40.8,0.4013,MEDIUM,Legal dispute
53043,PAR-053043,PRJ-01605,CASE-053043,COMP-053043,APR-053043,DLY-053043,Coimbatore,Kinathukadavu,Mettupalayam,6807,0.762,Punjai,0,0,0,0,0,100.0,0,11.7,0.0998,LOW,Pending approvals
53044,PAR-053044,PRJ-02909,CASE-053044,COMP-053044,APR-053044,DLY-053044,Coimbatore,Coimbatore South,Kovilpalayam,3988,1.218,Poramboke,0,0,0,0,1,58.5,0,31.5,0.2789,MEDIUM,Rehabilitation delay
53045,PAR-053045,PRJ-01050,CASE-053045,COMP-053045,APR-053045,DLY-053045,Coimbatore,Coimbatore South,Thudiyalur,1135,0.843,Industrial,0,0,1,0,0,68.1,0,27.4,0.2497,MEDIUM,Pending approvals
53046,PAR-053046,PRJ-00053,CASE-053046,COMP-053046,APR-053046,DLY-053046,Coimbatore,Coimbatore North,Sulur,4277,1.328,Industrial,0,0,0,0,0,92.6,0,7.3,0.0998,LOW,Pending approvals
53047,PAR-053047,PRJ-01046,CASE-053047,COMP-053047,APR-053047,DLY-053047,Coimbatore,Coimbatore North,Sulur,5464,0.915,Residential,1,1,0,0,1,61.1,0,47.6,0.5,MEDIUM,Compensation delay
53048,PAR-053048,PRJ-02878,CASE-053048,COMP-053048,APR-053048,DLY-053048,Coimbatore,Mettupalayam,Thudiyalur,2704,0.201,Punjai,0,0,0,0,0,82.5,161,12.0,0.0998,LOW,Pending approvals
53049,PAR-053049,PRJ-02771,CASE-053049,COMP-053049,APR-053049,DLY-053049,Coimbatore,Madukkarai,Sulur,1279,0.838,Industrial,0,0,0,0,0,90.9,246,9.3,0.0998,LOW,Pending approvals
53050,PAR-053050,PRJ-04393,CASE-053050,COMP-053050,APR-053050,DLY-053050,Coimbatore,Pollachi,Pollachi,6780,0.852,Nanjai,0,0,0,0,0,99.1,24,6.8,0.0998,LOW,Pending approvals
53051,PAR-053051,PRJ-04947,CASE-053051,COMP-053051,APR-053051,DLY-053051,Coimbatore,Annur,Thudiyalur,90,0.316,Nanjai,0,0,0,1,0,90.8,0,21.5,0.1978,LOW,Incomplete documentation
53052,PAR-053052,PRJ-00895,CASE-053052,COMP-053052,APR-053052,DLY-053052,Coimbatore,Sulur,Kinathukadavu,2138,2.617,Punjai,0,0,0,0,0,94.4,0,16.5,0.1545,LOW,Possession pending
53053,PAR-053053,PRJ-02882,CASE-053053,COMP-053053,APR-053053,DLY-053053,Coimbatore,Sulur,Pollachi,1420,0.913,Poramboke,0,1,0,0,0,65.9,0,33.5,0.2891,MEDIUM,Compensation delay
53054,PAR-053054,PRJ-00825,CASE-053054,COMP-053054,APR-053054,DLY-053054,Coimbatore,Kinathukadavu,Negamam,5558,3.48,Nanjai,0,0,0,0,1,96.1,62,27.4,0.2789,MEDIUM,Rehabilitation delay
53055,PAR-053055,PRJ-01041,CASE-053055,COMP-053055,APR-053055,DLY-053055,Coimbatore,Coimbatore South,Mettupalayam,4370,1.293,Residential,0,0,0,0,0,100.0,0,11.0,0.0998,LOW,Pending approvals
53056,PAR-053056,PRJ-02983,CASE-053056,COMP-053056,APR-053056,DLY-053056,Coimbatore,Pollachi,Negamam,7160,0.573,Government,0,0,0,0,0,92.2,0,10.1,0.0998,LOW,Pending approvals
53057,PAR-053057,PRJ-01020,CASE-053057,COMP-053057,APR-053057,DLY-053057,Coimbatore,Coimbatore South,Annur,4110,0.362,Nanjai,0,0,0,0,0,91.5,0,19.4,0.19,LOW,Stakeholder bottleneck
53058,PAR-053058,PRJ-04206,CASE-053058,COMP-053058,APR-053058,DLY-053058,Coimbatore,Coimbatore North,Madukkarai,5132,3.33,Government,1,0,1,1,0,56.3,0,65.0,0.6457,HIGH,Pending approvals
53059,PAR-053059,PRJ-00665,CASE-053059,COMP-053059,APR-053059,DLY-053059,Coimbatore,Mettupalayam,Kinathukadavu,6051,1.432,Commercial,0,1,0,1,1,68.2,85,60.9,0.5987,HIGH,Compensation delay
53060,PAR-053060,PRJ-03837,CASE-053060,COMP-053060,APR-053060,DLY-053060,Coimbatore,Coimbatore North,Annur,3790,0.32,Punjai,0,0,0,0,0,96.0,0,15.9,0.1419,LOW,Pending approvals
53061,PAR-053061,PRJ-02172,CASE-053061,COMP-053061,APR-053061,DLY-053061,Coimbatore,Coimbatore North,Saravanampatti,6792,1.375,Government,0,0,0,0,0,86.3,0,9.9,0.0998,LOW,Pending approvals
53062,PAR-053062,PRJ-04279,CASE-053062,COMP-053062,APR-053062,DLY-053062,Coimbatore,Coimbatore North,Negamam,7351,2.478,Commercial,0,0,0,0,0,98.9,0,13.2,0.1246,LOW,Stakeholder bottleneck
53063,PAR-053063,PRJ-02974,CASE-053063,COMP-053063,APR-053063,DLY-053063,Coimbatore,Sulur,Saravanampatti,7714,0.691,Government,0,0,0,0,0,100.0,0,6.9,0.0998,LOW,Pending approvals
53064,PAR-053064,PRJ-00633,CASE-053064,COMP-053064,APR-053064,DLY-053064,Coimbatore,Coimbatore North,Sulur,2951,0.929,Nanjai,0,0,1,1,0,97.3,0,33.3,0.31,MEDIUM,Pending approvals
53065,PAR-053065,PRJ-04832,CASE-053065,COMP-053065,APR-053065,DLY-053065,Coimbatore,Coimbatore North,Thudiyalur,6691,0.85,Commercial,0,0,0,0,0,95.5,0,14.8,0.1246,LOW,Stakeholder bottleneck
53066,PAR-053066,PRJ-03590,CASE-053066,COMP-053066,APR-053066,DLY-053066,Coimbatore,Mettupalayam,Negamam,7751,1.214,Government,0,1,0,0,0,88.7,175,29.7,0.2891,MEDIUM,Compensation delay
53067,PAR-053067,PRJ-02120,CASE-053067,COMP-053067,APR-053067,DLY-053067,Coimbatore,Annur,Negamam,2597,0.809,Poramboke,0,0,0,0,0,100.0,0,15.5,0.1246,LOW,Stakeholder bottleneck
53068,PAR-053068,PRJ-00082,CASE-053068,COMP-053068,APR-053068,DLY-053068,Coimbatore,Sulur,Karamadai,5060,0.895,Punjai,0,0,0,0,1,97.8,0,14.3,0.1545,LOW,Rehabilitation delay
53069,PAR-053069,PRJ-02099,CASE-053069,COMP-053069,APR-053069,DLY-053069,Coimbatore,Mettupalayam,Perur,9451,1.07,Government,0,0,0,0,0,93.8,0,11.1,0.0998,LOW,Pending approvals
53070,PAR-053070,PRJ-01900,CASE-053070,COMP-053070,APR-053070,DLY-053070,Coimbatore,Sulur,Mettupalayam,7852,0.512,Punjai,1,0,0,0,0,73.2,0,17.6,0.2142,LOW,Legal dispute
53071,PAR-053071,PRJ-02008,CASE-053071,COMP-053071,APR-053071,DLY-053071,Coimbatore,Coimbatore North,Pollachi,8996,1.526,Punjai,0,0,0,0,0,82.9,0,7.9,0.0998,LOW,Pending approvals
53072,PAR-053072,PRJ-04750,CASE-053072,COMP-053072,APR-053072,DLY-053072,Coimbatore,Coimbatore South,Thudiyalur,4405,0.593,Punjai,0,0,0,0,1,100.0,0,7.5,0.1545,LOW,Rehabilitation delay
53073,PAR-053073,PRJ-02487,CASE-053073,COMP-053073,APR-053073,DLY-053073,Coimbatore,Coimbatore North,Sulur,7112,0.183,Nanjai,0,0,0,0,0,77.8,143,10.9,0.1246,LOW,Stakeholder bottleneck
53074,PAR-053074,PRJ-02988,CASE-053074,COMP-053074,APR-053074,DLY-053074,Coimbatore,Annur,Saravanampatti,5199,0.924,Punjai,0,0,0,0,0,91.6,40,11.4,0.0998,LOW,Pending approvals
53075,PAR-053075,PRJ-03427,CASE-053075,COMP-053075,APR-053075,DLY-053075,Coimbatore,Kinathukadavu,Annur,3626,3.04,Government,0,0,0,0,0,90.8,111,17.1,0.1419,LOW,Pending approvals
53076,PAR-053076,PRJ-03419,CASE-053076,COMP-053076,APR-053076,DLY-053076,Coimbatore,Madukkarai,Saravanampatti,1389,2.606,Commercial,1,0,1,0,0,83.3,121,35.0,0.3894,MEDIUM,Pending approvals
53077,PAR-053077,PRJ-01415,CASE-053077,COMP-053077,APR-053077,DLY-053077,Coimbatore,Kinathukadavu,Pollachi,6264,0.265,Industrial,0,0,0,1,1,84.3,0,25.9,0.2891,MEDIUM,Incomplete documentation
53078,PAR-053078,PRJ-02631,CASE-053078,COMP-053078,APR-053078,DLY-053078,Coimbatore,Mettupalayam,Pollachi,3048,2.392,Commercial,0,0,0,0,0,100.0,0,4.9,0.0998,LOW,Pending approvals
53079,PAR-053079,PRJ-04497,CASE-053079,COMP-053079,APR-053079,DLY-053079,Coimbatore,Madukkarai,Karamadai,1940,1.412,Poramboke,0,1,0,0,0,84.6,0,29.6,0.343,MEDIUM,Compensation delay
53080,PAR-053080,PRJ-03664,CASE-053080,COMP-053080,APR-053080,DLY-053080,Coimbatore,Mettupalayam,Perur,9169,1.863,Commercial,0,0,0,0,1,81.4,0,20.6,0.1545,LOW,Rehabilitation delay
53081,PAR-053081,PRJ-03640,CASE-053081,COMP-053081,APR-053081,DLY-053081,Coimbatore,Annur,Negamam,2195,0.28,Nanjai,0,0,0,0,0,100.0,10,6.5,0.0998,LOW,Pending approvals
53082,PAR-053082,PRJ-02593,CASE-053082,COMP-053082,APR-053082,DLY-053082,Coimbatore,Mettupalayam,Madukkarai,7288,0.809,Punjai,1,0,0,0,0,75.1,0,28.8,0.2891,MEDIUM,Legal dispute
53083,PAR-053083,PRJ-02232,CASE-053083,COMP-053083,APR-053083,DLY-053083,Coimbatore,Coimbatore North,Madukkarai,4593,4.47,Commercial,1,1,1,1,0,50.1,178,88.5,0.8389,CRITICAL,Pending approvals
53084,PAR-053084,PRJ-01482,CASE-053084,COMP-053084,APR-053084,DLY-053084,Coimbatore,Coimbatore North,Negamam,1943,0.26,Nanjai,0,0,0,0,0,100.0,0,5.5,0.0998,LOW,Pending approvals
53085,PAR-053085,PRJ-00501,CASE-053085,COMP-053085,APR-053085,DLY-053085,Coimbatore,Coimbatore South,Mettupalayam,1276,0.293,Nanjai,0,0,0,0,0,100.0,0,9.8,0.0998,LOW,Pending approvals
53086,PAR-053086,PRJ-04984,CASE-053086,COMP-053086,APR-053086,DLY-053086,Coimbatore,Coimbatore North,Kinathukadavu,2858,0.658,Government,0,0,0,0,0,87.5,146,12.9,0.1545,LOW,Notification pending
53087,PAR-053087,PRJ-01134,CASE-053087,COMP-053087,APR-053087,DLY-053087,Coimbatore,Coimbatore South,Sulur,3494,0.581,Nanjai,0,0,0,0,0,86.6,0,12.8,0.0998,LOW,Pending approvals
53088,PAR-053088,PRJ-00444,CASE-053088,COMP-053088,APR-053088,DLY-053088,Coimbatore,Madukkarai,Thudiyalur,5214,0.96,Government,0,0,0,0,0,77.1,0,17.1,0.0998,LOW,Pending approvals
53089,PAR-053089,PRJ-02228,CASE-053089,COMP-053089,APR-053089,DLY-053089,Coimbatore,Coimbatore South,Kovilpalayam,8174,0.459,Government,0,1,0,0,0,73.8,0,27.4,0.2891,MEDIUM,Compensation delay
53090,PAR-053090,PRJ-03711,CASE-053090,COMP-053090,APR-053090,DLY-053090,Coimbatore,Annur,Perur,621,0.911,Commercial,0,0,0,0,0,100.0,0,11.2,0.0998,LOW,Pending approvals
53091,PAR-053091,PRJ-00631,CASE-053091,COMP-053091,APR-053091,DLY-053091,Coimbatore,Sulur,Karamadai,4941,1.775,Nanjai,0,1,0,0,0,89.8,0,18.5,0.1978,LOW,Compensation delay
53092,PAR-053092,PRJ-03146,CASE-053092,COMP-053092,APR-053092,DLY-053092,Coimbatore,Kinathukadavu,Karamadai,6642,2.637,Nanjai,0,0,0,0,0,77.2,153,10.8,0.0998,LOW,Pending approvals
53093,PAR-053093,PRJ-01831,CASE-053093,COMP-053093,APR-053093,DLY-053093,Coimbatore,Coimbatore North,Kinathukadavu,2268,2.149,Residential,0,0,0,0,0,74.5,0,22.6,0.2315,LOW,Notification pending
53094,PAR-053094,PRJ-02348,CASE-053094,COMP-053094,APR-053094,DLY-053094,Coimbatore,Annur,Thudiyalur,5902,1.135,Nanjai,0,0,0,0,0,92.2,0,8.6,0.0998,LOW,Pending approvals
53095,PAR-053095,PRJ-03139,CASE-053095,COMP-053095,APR-053095,DLY-053095,Coimbatore,Coimbatore North,Perur,6397,1.043,Residential,0,0,0,0,0,97.0,0,9.3,0.0998,LOW,Pending approvals
53096,PAR-053096,PRJ-00806,CASE-053096,COMP-053096,APR-053096,DLY-053096,Coimbatore,Sulur,Madukkarai,7794,3.147,Commercial,0,0,0,0,0,98.8,0,11.2,0.0998,LOW,Pending approvals
53097,PAR-053097,PRJ-04208,CASE-053097,COMP-053097,APR-053097,DLY-053097,Coimbatore,Coimbatore North,Sulur,6990,3.919,Nanjai,0,0,0,0,0,86.3,128,14.3,0.0998,LOW,Pending approvals
53098,PAR-053098,PRJ-02868,CASE-053098,COMP-053098,APR-053098,DLY-053098,Coimbatore,Annur,Annur,3157,1.049,Nanjai,0,0,0,0,0,88.5,0,15.9,0.0998,LOW,Pending approvals
53099,PAR-053099,PRJ-04825,CASE-053099,COMP-053099,APR-053099,DLY-053099,Coimbatore,Mettupalayam,Karamadai,7897,2.03,Government,0,0,0,0,0,92.0,73,10.1,0.1419,LOW,Pending approvals
53100,PAR-053100,PRJ-01650,CASE-053100,COMP-053100,APR-053100,DLY-053100,Coimbatore,Annur,Kovilpalayam,8872,1.932,Punjai,0,1,0,1,0,83.0,109,36.8,0.3543,MEDIUM,Compensation delay
53101,PAR-053101,PRJ-00061,CASE-053101,COMP-053101,APR-053101,DLY-053101,Coimbatore,Annur,Madukkarai,1862,0.58,Industrial,1,1,0,0,0,73.9,140,51.1,0.5,HIGH,Compensation delay
53102,PAR-053102,PRJ-02268,CASE-053102,COMP-053102,APR-053102,DLY-053102,Coimbatore,Madukkarai,Karamadai,1721,0.864,Nanjai,0,1,0,0,1,99.0,0,30.5,0.2891,MEDIUM,Compensation delay
53103,PAR-053103,PRJ-04923,CASE-053103,COMP-053103,APR-053103,DLY-053103,Coimbatore,Pollachi,Pollachi,1734,1.777,Nanjai,0,1,0,0,0,89.5,0,31.3,0.2689,MEDIUM,Compensation delay
53104,PAR-053104,PRJ-04939,CASE-053104,COMP-053104,APR-053104,DLY-053104,Coimbatore,Annur,Negamam,6948,1.242,Commercial,0,0,0,0,1,100.0,0,20.4,0.19,LOW,Rehabilitation delay
53105,PAR-053105,PRJ-01227,CASE-053105,COMP-053105,APR-053105,DLY-053105,Coimbatore,Coimbatore North,Sulur,5058,3.743,Residential,0,0,0,0,0,86.6,0,15.0,0.1545,LOW,Notification pending
53106,PAR-053106,PRJ-03020,CASE-053106,COMP-053106,APR-053106,DLY-053106,Coimbatore,Annur,Karamadai,2960,0.812,Punjai,0,0,0,0,0,83.2,0,13.9,0.0998,LOW,Pending approvals
53107,PAR-053107,PRJ-04142,CASE-053107,COMP-053107,APR-053107,DLY-053107,Coimbatore,Sulur,Perur,6829,1.219,Poramboke,0,0,0,0,0,100.0,0,20.7,0.1246,LOW,Stakeholder bottleneck
53108,PAR-053108,PRJ-00234,CASE-053108,COMP-053108,APR-053108,DLY-053108,Coimbatore,Madukkarai,Negamam,6890,1.105,Residential,0,0,0,0,1,90.6,0,25.4,0.2789,MEDIUM,Rehabilitation delay
53109,PAR-053109,PRJ-01753,CASE-053109,COMP-053109,APR-053109,DLY-053109,Coimbatore,Coimbatore South,Saravanampatti,1570,1.54,Punjai,0,1,0,0,0,92.9,0,37.7,0.3775,MEDIUM,Compensation delay
53110,PAR-053110,PRJ-02890,CASE-053110,COMP-053110,APR-053110,DLY-053110,Coimbatore,Coimbatore North,Pollachi,579,0.772,Nanjai,0,0,0,0,0,82.4,0,10.0,0.0998,LOW,Pending approvals
53111,PAR-053111,PRJ-02356,CASE-053111,COMP-053111,APR-053111,DLY-053111,Coimbatore,Coimbatore South,Sulur,2608,0.483,Commercial,0,0,0,0,0,100.0,0,11.1,0.1246,LOW,Stakeholder bottleneck
53112,PAR-053112,PRJ-03302,CASE-053112,COMP-053112,APR-053112,DLY-053112,Coimbatore,Madukkarai,Mettupalayam,2554,1.161,Nanjai,0,1,0,1,0,76.7,0,33.9,0.3543,MEDIUM,Compensation delay
53113,PAR-053113,PRJ-03771,CASE-053113,COMP-053113,APR-053113,DLY-053113,Coimbatore,Kinathukadavu,Madukkarai,7341,0.32,Punjai,0,0,0,0,0,94.5,0,10.0,0.1419,LOW,Pending approvals
53114,PAR-053114,PRJ-00196,CASE-053114,COMP-053114,APR-053114,DLY-053114,Coimbatore,Coimbatore North,Sulur,6674,2.761,Industrial,1,0,0,1,1,66.3,0,64.2,0.6792,HIGH,Legal dispute
53115,PAR-053115,PRJ-00781,CASE-053115,COMP-053115,APR-053115,DLY-053115,Coimbatore,Coimbatore North,Kovilpalayam,5113,1.321,Residential,0,1,0,1,0,62.1,71,51.8,0.5374,HIGH,Compensation delay
53116,PAR-053116,PRJ-00604,CASE-053116,COMP-053116,APR-053116,DLY-053116,Coimbatore,Madukkarai,Pollachi,5886,2.47,Nanjai,0,0,0,0,0,98.5,0,24.3,0.2592,LOW,Stakeholder bottleneck
53117,PAR-053117,PRJ-01171,CASE-053117,COMP-053117,APR-053117,DLY-053117,Coimbatore,Sulur,Pollachi,1833,1.35,Nanjai,0,0,0,0,0,96.9,0,13.1,0.1419,LOW,Pending approvals
53118,PAR-053118,PRJ-00762,CASE-053118,COMP-053118,APR-053118,DLY-053118,Coimbatore,Mettupalayam,Thudiyalur,1200,1.293,Commercial,0,0,0,0,0,87.0,0,9.7,0.0998,LOW,Pending approvals
53119,PAR-053119,PRJ-01163,CASE-053119,COMP-053119,APR-053119,DLY-053119,Coimbatore,Coimbatore North,Thudiyalur,5021,3.445,Government,0,0,0,0,0,80.7,215,12.7,0.1246,LOW,Stakeholder bottleneck
53120,PAR-053120,PRJ-03625,CASE-053120,COMP-053120,APR-053120,DLY-053120,Coimbatore,Sulur,Kinathukadavu,5766,0.534,Commercial,1,1,0,0,0,63.3,71,50.2,0.475,HIGH,Compensation delay
53121,PAR-053121,PRJ-02998,CASE-053121,COMP-053121,APR-053121,DLY-053121,Coimbatore,Coimbatore South,Kovilpalayam,3952,1.491,Punjai,0,0,0,0,0,77.2,0,7.9,0.0998,LOW,Pending approvals
53122,PAR-053122,PRJ-01253,CASE-053122,COMP-053122,APR-053122,DLY-053122,Coimbatore,Sulur,Negamam,8341,2.056,Punjai,0,0,0,0,1,85.1,0,15.4,0.1545,LOW,Rehabilitation delay
53123,PAR-053123,PRJ-03396,CASE-053123,COMP-053123,APR-053123,DLY-053123,Coimbatore,Coimbatore North,Kovilpalayam,5293,0.586,Industrial,0,0,0,0,0,72.5,0,14.5,0.1246,LOW,Stakeholder bottleneck
53124,PAR-053124,PRJ-03024,CASE-053124,COMP-053124,APR-053124,DLY-053124,Coimbatore,Pollachi,Saravanampatti,4847,1.116,Residential,0,0,0,0,0,62.9,0,13.7,0.0998,LOW,Pending approvals
53125,PAR-053125,PRJ-03449,CASE-053125,COMP-053125,APR-053125,DLY-053125,Coimbatore,Kinathukadavu,Annur,9394,0.529,Industrial,0,0,0,1,0,86.0,0,29.3,0.2891,MEDIUM,Incomplete documentation
53126,PAR-053126,PRJ-02470,CASE-053126,COMP-053126,APR-053126,DLY-053126,Coimbatore,Coimbatore South,Madukkarai,3062,3.668,Punjai,0,1,0,0,0,70.6,0,33.2,0.343,MEDIUM,Compensation delay
53127,PAR-053127,PRJ-04646,CASE-053127,COMP-053127,APR-053127,DLY-053127,Coimbatore,Coimbatore South,Pollachi,2323,1.402,Punjai,0,0,0,0,1,92.6,0,17.3,0.1545,LOW,Rehabilitation delay
53128,PAR-053128,PRJ-03672,CASE-053128,COMP-053128,APR-053128,DLY-053128,Coimbatore,Coimbatore South,Madukkarai,8702,1.125,Industrial,0,0,0,0,0,96.1,0,12.6,0.1246,LOW,Stakeholder bottleneck
53129,PAR-053129,PRJ-00561,CASE-053129,COMP-053129,APR-053129,DLY-053129,Coimbatore,Pollachi,Kinathukadavu,7976,0.538,Government,0,0,0,1,0,86.9,0,23.8,0.2405,LOW,Incomplete documentation
53130,PAR-053130,PRJ-02727,CASE-053130,COMP-053130,APR-053130,DLY-053130,Coimbatore,Sulur,Kinathukadavu,1241,4.235,Punjai,0,0,0,0,0,85.5,0,12.0,0.1246,LOW,Stakeholder bottleneck
53131,PAR-053131,PRJ-02841,CASE-053131,COMP-053131,APR-053131,DLY-053131,Coimbatore,Coimbatore North,Negamam,706,3.244,Residential,1,0,0,0,0,82.3,0,36.1,0.31,MEDIUM,Legal dispute
53132,PAR-053132,PRJ-02762,CASE-053132,COMP-053132,APR-053132,DLY-053132,Coimbatore,Madukkarai,Madukkarai,8831,2.65,Residential,0,0,0,0,0,100.0,0,13.1,0.1419,LOW,Pending approvals
53133,PAR-053133,PRJ-00808,CASE-053133,COMP-053133,APR-053133,DLY-053133,Coimbatore,Coimbatore South,Saravanampatti,3101,1.27,Punjai,0,0,1,0,0,91.2,0,19.0,0.168,LOW,Pending approvals
53134,PAR-053134,PRJ-03668,CASE-053134,COMP-053134,APR-053134,DLY-053134,Coimbatore,Madukkarai,Perur,4854,1.226,Commercial,0,0,0,0,0,95.7,0,7.8,0.0998,LOW,Pending approvals
53135,PAR-053135,PRJ-00504,CASE-053135,COMP-053135,APR-053135,DLY-053135,Coimbatore,Annur,Mettupalayam,4929,0.316,Punjai,0,1,0,0,1,81.9,168,39.6,0.4013,MEDIUM,Compensation delay
53136,PAR-053136,PRJ-04345,CASE-053136,COMP-053136,APR-053136,DLY-053136,Coimbatore,Sulur,Thudiyalur,3926,1.178,Government,0,0,0,0,0,100.0,0,6.7,0.0998,LOW,Pending approvals
53137,PAR-053137,PRJ-04616,CASE-053137,COMP-053137,APR-053137,DLY-053137,Coimbatore,Coimbatore North,Mettupalayam,6983,2.378,Residential,0,0,0,0,0,70.0,0,4.7,0.0998,LOW,Pending approvals
53138,PAR-053138,PRJ-00879,CASE-053138,COMP-053138,APR-053138,DLY-053138,Coimbatore,Annur,Pollachi,3606,0.845,Commercial,0,0,0,1,1,86.1,0,30.1,0.2891,MEDIUM,Incomplete documentation
53139,PAR-053139,PRJ-03817,CASE-053139,COMP-053139,APR-053139,DLY-053139,Coimbatore,Pollachi,Thudiyalur,4457,0.363,Industrial,1,0,0,0,0,75.8,0,23.4,0.2592,LOW,Legal dispute
53140,PAR-053140,PRJ-03533,CASE-053140,COMP-053140,APR-053140,DLY-053140,Coimbatore,Coimbatore North,Thudiyalur,7002,2.556,Commercial,1,0,1,0,0,74.9,0,38.9,0.3894,MEDIUM,Pending approvals
53141,PAR-053141,PRJ-04266,CASE-053141,COMP-053141,APR-053141,DLY-053141,Coimbatore,Annur,Pollachi,8135,1.26,Nanjai,0,0,0,0,0,95.0,0,4.3,0.0998,LOW,Pending approvals
53142,PAR-053142,PRJ-01633,CASE-053142,COMP-053142,APR-053142,DLY-053142,Coimbatore,Pollachi,Annur,2212,1.168,Punjai,0,0,0,1,0,92.0,0,23.8,0.2405,LOW,Incomplete documentation
53143,PAR-053143,PRJ-03482,CASE-053143,COMP-053143,APR-053143,DLY-053143,Coimbatore,Coimbatore North,Negamam,1055,1.539,Industrial,0,0,0,0,0,100.0,213,11.0,0.0998,LOW,Pending approvals
53144,PAR-053144,PRJ-04772,CASE-053144,COMP-053144,APR-053144,DLY-053144,Coimbatore,Pollachi,Thudiyalur,4229,0.846,Residential,0,0,0,0,0,79.9,0,21.1,0.19,LOW,Stakeholder bottleneck
53145,PAR-053145,PRJ-04953,CASE-053145,COMP-053145,APR-053145,DLY-053145,Coimbatore,Kinathukadavu,Thudiyalur,4922,3.62,Residential,0,0,0,0,0,100.0,0,12.0,0.1419,LOW,Pending approvals
53146,PAR-053146,PRJ-00634,CASE-053146,COMP-053146,APR-053146,DLY-053146,Coimbatore,Annur,Sulur,6794,0.735,Nanjai,0,0,1,0,0,83.9,33,21.3,0.2497,LOW,Pending approvals
53147,PAR-053147,PRJ-00897,CASE-053147,COMP-053147,APR-053147,DLY-053147,Coimbatore,Coimbatore North,Mettupalayam,2876,0.72,Industrial,0,0,0,0,0,91.2,0,16.9,0.1545,LOW,Notification pending
53148,PAR-053148,PRJ-02667,CASE-053148,COMP-053148,APR-053148,DLY-053148,Coimbatore,Kinathukadavu,Annur,5053,1.35,Punjai,0,0,0,0,0,66.5,104,23.3,0.2142,LOW,Notification pending
53149,PAR-053149,PRJ-04076,CASE-053149,COMP-053149,APR-053149,DLY-053149,Coimbatore,Madukkarai,Negamam,2027,1.193,Nanjai,0,0,0,0,1,70.1,0,12.1,0.1545,LOW,Rehabilitation delay
53150,PAR-053150,PRJ-01592,CASE-053150,COMP-053150,APR-053150,DLY-053150,Coimbatore,Coimbatore North,Saravanampatti,3987,1.538,Poramboke,0,0,0,0,0,88.9,0,12.9,0.0998,LOW,Pending approvals
53151,PAR-053151,PRJ-04709,CASE-053151,COMP-053151,APR-053151,DLY-053151,Coimbatore,Annur,Negamam,5705,1.451,Punjai,0,0,0,0,0,100.0,0,9.7,0.0998,LOW,Pending approvals
53152,PAR-053152,PRJ-01925,CASE-053152,COMP-053152,APR-053152,DLY-053152,Coimbatore,Coimbatore North,Thudiyalur,4563,1.882,Government,0,0,0,0,0,82.7,0,17.2,0.1545,LOW,Possession pending
53153,PAR-053153,PRJ-02559,CASE-053153,COMP-053153,APR-053153,DLY-053153,Coimbatore,Coimbatore North,Karamadai,5933,0.31,Industrial,0,0,0,0,0,73.2,0,7.2,0.0998,LOW,Pending approvals
53154,PAR-053154,PRJ-03394,CASE-053154,COMP-053154,APR-053154,DLY-053154,Coimbatore,Sulur,Saravanampatti,1872,0.431,Government,0,0,0,0,0,86.5,0,13.8,0.1545,LOW,Notification pending
