case_id,project_id,dispute_flag,dispute_type,case_status,pending_days
CASE-044802,PRJ-04869,0,None,None,0
CASE-044803,PRJ-04163,0,None,None,0
CASE-044804,PRJ-04113,0,None,None,0
CASE-044805,PRJ-02542,0,None,None,0
CASE-044806,PRJ-04091,0,None,None,0
CASE-044807,PRJ-00640,0,None,None,0
CASE-044808,PRJ-01012,1,Compensation,Appeal,416
CASE-044809,PRJ-04386,0,None,None,0
CASE-044810,PRJ-03001,0,None,None,0
CASE-044811,PRJ-03739,0,None,None,0
CASE-044812,PRJ-00539,0,None,None,0
CASE-044813,PRJ-01100,0,None,None,0
CASE-044814,PRJ-04791,1,Compensation,Hearing,130
CASE-044815,PRJ-04862,0,None,None,0
CASE-044816,PRJ-04044,0,None,None,0
CASE-044817,PRJ-04955,0,None,None,0
CASE-044818,PRJ-04676,0,None,None,0
CASE-044819,PRJ-00465,1,Ownership,Hearing,801
CASE-044820,PRJ-02084,0,None,None,0
CASE-044821,PRJ-01635,0,None,None,0
CASE-044822,PRJ-01737,0,None,None,0
CASE-044823,PRJ-04681,1,Boundary,Appeal,142
CASE-044824,PRJ-04577,0,None,None,0
CASE-044825,PRJ-03258,0,None,None,0
CASE-044826,PRJ-03685,0,None,None,0
CASE-044827,PRJ-00187,0,None,None,0
CASE-044828,PRJ-00744,1,Compensation,Hearing,158
CASE-044829,PRJ-01175,0,None,None,0
CASE-044830,PRJ-02293,0,None,None,0
CASE-044831,PRJ-00303,0,None,None,0
CASE-044832,PRJ-00416,0,None,None,0
CASE-044833,PRJ-03668,0,None,None,0
CASE-044834,PRJ-00302,0,None,None,0
CASE-044835,PRJ-01562,0,None,None,0
CASE-044836,PRJ-04445,0,None,None,0
CASE-044837,PRJ-02450,0,None,None,0
CASE-044838,PRJ-04651,0,None,None,0
CASE-044839,PRJ-00163,0,None,None,0
CASE-044840,PRJ-04085,0,None,None,0
CASE-044841,PRJ-01126,0,None,None,0
CASE-044842,PRJ-02909,0,None,None,0
CASE-044843,PRJ-01740,0,None,None,0
CASE-044844,PRJ-01091,0,None,None,0
CASE-044845,PRJ-00281,0,None,None,0
CASE-044846,PRJ-00575,1,Inheritance,Hearing,329
CASE-044847,PRJ-00926,0,None,None,0
CASE-044848,PRJ-02399,0,None,None,0
CASE-044849,PRJ-04177,0,None,None,0
CASE-044850,PRJ-02903,0,None,None,0
CASE-044851,PRJ-00262,0,None,None,0
CASE-044852,PRJ-03464,0,None,None,0
CASE-044853,PRJ-01922,0,None,None,0
CASE-044854,PRJ-03515,0,None,None,0
CASE-044855,PRJ-02263,0,None,None,0
CASE-044856,PRJ-04990,1,Compensation,Open,497
CASE-044857,PRJ-01094,0,None,None,0
CASE-044858,PRJ-01380,0,None,None,0
CASE-044859,PRJ-02453,0,None,None,0
CASE-044860,PRJ-02253,0,None,None,0
CASE-044861,PRJ-03590,1,Boundary,Hearing,804
CASE-044862,PRJ-02319,0,None,None,0
CASE-044863,PRJ-00963,0,None,None,0
CASE-044864,PRJ-00478,1,Boundary,Hearing,347
CASE-044865,PRJ-00988,0,None,None,0
CASE-044866,PRJ-04721,1,Ownership,Hearing,486
CASE-044867,PRJ-01044,0,None,None,0
CASE-044868,PRJ-04705,0,None,None,0
CASE-044869,PRJ-03004,0,None,None,0
CASE-044870,PRJ-02637,0,None,None,0
CASE-044871,PRJ-00640,0,None,None,0
CASE-044872,PRJ-02644,0,None,None,0
CASE-044873,PRJ-01539,0,None,None,0
CASE-044874,PRJ-04058,0,None,None,0
CASE-044875,PRJ-02608,0,None,None,0
CASE-044876,PRJ-00331,1,Inheritance,Hearing,881
CASE-044877,PRJ-03996,0,None,None,0
CASE-044878,PRJ-00184,0,None,None,0
CASE-044879,PRJ-03058,0,None,None,0
CASE-044880,PRJ-04832,0,None,None,0
CASE-044881,PRJ-03087,0,None,None,0
CASE-044882,PRJ-02016,0,None,None,0
CASE-044883,PRJ-02414,0,None,None,0
CASE-044884,PRJ-00315,0,None,None,0
CASE-044885,PRJ-03865,0,None,None,0
CASE-044886,PRJ-04833,0,None,None,0
CASE-044887,PRJ-03187,0,None,None,0
CASE-044888,PRJ-02007,0,None,None,0
CASE-044889,PRJ-01746,0,None,None,0
CASE-044890,PRJ-00495,0,None,None,0
CASE-044891,PRJ-01268,0,None,None,0
CASE-044892,PRJ-01619,0,None,None,0
CASE-044893,PRJ-04192,0,None,None,0
CASE-044894,PRJ-03385,1,Boundary,Hearing,543
CASE-044895,PRJ-04790,0,None,None,0
CASE-044896,PRJ-04582,0,None,None,0
CASE-044897,PRJ-01184,0,None,None,0
CASE-044898,PRJ-00338,0,None,None,0
CASE-044899,PRJ-00725,1,Ownership,Appeal,139
CASE-044900,PRJ-00600,0,None,None,0
CASE-044901,PRJ-01868,1,Boundary,Appeal,397
CASE-044902,PRJ-02930,0,None,None,0
CASE-044903,PRJ-00042,0,None,None,0
CASE-044904,PRJ-03644,0,None,None,0
CASE-044905,PRJ-03793,0,None,None,0
CASE-044906,PRJ-01572,0,None,None,0
CASE-044907,PRJ-03397,0,None,None,0
CASE-044908,PRJ-03572,0,None,None,0
CASE-044909,PRJ-04194,0,None,None,0
CASE-044910,PRJ-03781,0,None,None,0
CASE-044911,PRJ-01872,0,None,None,0
CASE-044912,PRJ-01440,0,None,None,0
CASE-044913,PRJ-02756,0,None,None,0
CASE-044914,PRJ-01729,0,None,None,0
CASE-044915,PRJ-01057,0,None,None,0
CASE-044916,PRJ-03181,0,None,None,0
CASE-044917,PRJ-02046,0,None,None,0
CASE-044918,PRJ-01364,0,None,None,0
CASE-044919,PRJ-03190,0,None,None,0
CASE-044920,PRJ-02241,0,None,None,0
CASE-044921,PRJ-00796,0,None,None,0
CASE-044922,PRJ-02602,0,None,None,0
CASE-044923,PRJ-02350,0,None,None,0
CASE-044924,PRJ-04098,0,None,None,0
CASE-044925,PRJ-02095,0,None,None,0
CASE-044926,PRJ-02048,0,None,None,0
CASE-044927,PRJ-01281,0,None,None,0
CASE-044928,PRJ-00914,0,None,None,0
CASE-044929,PRJ-02262,0,None,None,0
CASE-044930,PRJ-04358,0,None,None,0
CASE-044931,PRJ-03781,0,None,None,0
CASE-044932,PRJ-01468,1,Ownership,Hearing,164
CASE-044933,PRJ-02102,0,None,None,0
CASE-044934,PRJ-00985,0,None,None,0
CASE-044935,PRJ-01289,0,None,None,0
CASE-044936,PRJ-01872,0,None,None,0
CASE-044937,PRJ-04245,0,None,None,0
CASE-044938,PRJ-03162,0,None,None,0
CASE-044939,PRJ-00777,0,None,None,0
CASE-044940,PRJ-04869,1,Boundary,Appeal,680
CASE-044941,PRJ-04696,0,None,None,0
CASE-044942,PRJ-00245,0,None,None,0
CASE-044943,PRJ-02838,0,None,None,0
CASE-044944,PRJ-02310,0,None,None,0
CASE-044945,PRJ-04357,0,None,None,0
CASE-044946,PRJ-04553,1,Inheritance,Open,116
CASE-044947,PRJ-02542,0,None,None,0
CASE-044948,PRJ-02501,0,None,None,0
CASE-044949,PRJ-05000,0,None,None,0
CASE-044950,PRJ-03388,0,None,None,0
CASE-044951,PRJ-01423,1,Ownership,Open,211
CASE-044952,PRJ-00318,0,None,None,0
CASE-044953,PRJ-02911,0,None,None,0
CASE-044954,PRJ-04733,0,None,None,0
CASE-044955,PRJ-01660,0,None,None,0
CASE-044956,PRJ-00771,0,None,None,0
CASE-044957,PRJ-00488,0,None,None,0
CASE-044958,PRJ-04274,0,None,None,0
CASE-044959,PRJ-02125,1,Compensation,Hearing,229
CASE-044960,PRJ-04189,0,None,None,0
CASE-044961,PRJ-01585,0,None,None,0
CASE-044962,PRJ-00209,0,None,None,0
CASE-044963,PRJ-01372,0,None,None,0
CASE-044964,PRJ-00977,0,None,None,0
CASE-044965,PRJ-00665,0,None,None,0
CASE-044966,PRJ-04611,0,None,None,0
CASE-044967,PRJ-01956,1,Ownership,Appeal,155
CASE-044968,PRJ-04545,1,Inheritance,Open,483
CASE-044969,PRJ-04117,0,None,None,0
CASE-044970,PRJ-03046,1,Compensation,Appeal,556
CASE-044971,PRJ-03474,0,None,None,0
CASE-044972,PRJ-03397,0,None,None,0
CASE-044973,PRJ-01868,0,None,None,0
CASE-044974,PRJ-03068,0,None,None,0
CASE-044975,PRJ-03916,0,None,None,0
CASE-044976,PRJ-01422,0,None,None,0
CASE-044977,PRJ-02973,0,None,None,0
CASE-044978,PRJ-04283,0,None,None,0
CASE-044979,PRJ-03049,0,None,None,0
CASE-044980,PRJ-02390,0,None,None,0
CASE-044981,PRJ-01810,0,None,None,0
CASE-044982,PRJ-00059,0,None,None,0
CASE-044983,PRJ-01500,0,None,None,0
CASE-044984,PRJ-02130,0,None,None,0
CASE-044985,PRJ-03483,0,None,None,0
CASE-044986,PRJ-01737,0,None,None,0
CASE-044987,PRJ-00714,0,None,None,0
CASE-044988,PRJ-03681,0,None,None,0
CASE-044989,PRJ-02556,0,None,None,0
CASE-044990,PRJ-01210,0,None,None,0
CASE-044991,PRJ-01160,0,None,None,0
CASE-044992,PRJ-03841,0,None,None,0
CASE-044993,PRJ-02820,0,None,None,0
CASE-044994,PRJ-00100,0,None,None,0
CASE-044995,PRJ-00887,0,None,None,0
CASE-044996,PRJ-00612,0,None,None,0
CASE-044997,PRJ-04667,0,None,None,0
CASE-044998,PRJ-00473,0,None,None,0
CASE-044999,PRJ-04866,0,None,None,0
CASE-045000,PRJ-00201,0,None,None,0
CASE-045001,PRJ-02961,0,None,None,0
CASE-045002,PRJ-04859,1,Boundary,Open,749
CASE-045003,PRJ-03610,0,None,None,0
CASE-045004,PRJ-03419,0,None,None,0
CASE-045005,PRJ-03587,0,None,None,0
CASE-045006,PRJ-02234,0,None,None,0
CASE-045007,PRJ-01618,0,None,None,0
CASE-045008,PRJ-03205,0,None,None,0
CASE-045009,PRJ-01931,0,None,None,0
CASE-045010,PRJ-02461,0,None,None,0
CASE-045011,PRJ-01248,0,None,None,0
CASE-045012,PRJ-02960,0,None,None,0
CASE-045013,PRJ-01097,0,None,None,0
CASE-045014,PRJ-04310,0,None,None,0
CASE-045015,PRJ-01201,0,None,None,0
CASE-045016,PRJ-00641,0,None,None,0
CASE-045017,PRJ-01073,0,None,None,0
CASE-045018,PRJ-04896,0,None,None,0
CASE-045019,PRJ-00547,0,None,None,0
CASE-045020,PRJ-02742,0,None,None,0
CASE-045021,PRJ-02451,0,None,None,0
CASE-045022,PRJ-02777,0,None,None,0
CASE-045023,PRJ-01965,0,None,None,0
CASE-045024,PRJ-01458,0,None,None,0
CASE-045025,PRJ-03470,0,None,None,0
CASE-045026,PRJ-04882,0,None,None,0
CASE-045027,PRJ-04220,0,None,None,0
CASE-045028,PRJ-01827,0,None,None,0
CASE-045029,PRJ-01394,0,None,None,0
CASE-045030,PRJ-00646,0,None,None,0
CASE-045031,PRJ-01725,0,None,None,0
CASE-045032,PRJ-04987,0,None,None,0
CASE-045033,PRJ-01554,0,None,None,0
CASE-045034,PRJ-00174,0,None,None,0
CASE-045035,PRJ-01449,0,None,None,0
CASE-045036,PRJ-00068,0,None,None,0
CASE-045037,PRJ-00279,1,Ownership,Hearing,512
CASE-045038,PRJ-04748,0,None,None,0
CASE-045039,PRJ-00521,1,Ownership,Appeal,524
CASE-045040,PRJ-03763,1,Boundary,Appeal,521
CASE-045041,PRJ-02832,0,None,None,0
CASE-045042,PRJ-00787,0,None,None,0
CASE-045043,PRJ-02364,0,None,None,0
CASE-045044,PRJ-01232,0,None,None,0
CASE-045045,PRJ-00317,1,Compensation,Hearing,687
CASE-045046,PRJ-04439,0,None,None,0
CASE-045047,PRJ-00364,0,None,None,0
CASE-045048,PRJ-02475,0,None,None,0
CASE-045049,PRJ-00019,0,None,None,0
CASE-045050,PRJ-02705,0,None,None,0
CASE-045051,PRJ-04319,0,None,None,0
CASE-045052,PRJ-04284,0,None,None,0
CASE-045053,PRJ-04896,0,None,None,0
CASE-045054,PRJ-03544,0,None,None,0
CASE-045055,PRJ-01498,0,None,None,0
CASE-045056,PRJ-04786,0,None,None,0
CASE-045057,PRJ-01589,0,None,None,0
CASE-045058,PRJ-04183,1,Compensation,Appeal,369
CASE-045059,PRJ-00151,0,None,None,0
CASE-045060,PRJ-00041,0,None,None,0
CASE-045061,PRJ-01422,0,None,None,0
CASE-045062,PRJ-03543,0,None,None,0
CASE-045063,PRJ-04919,0,None,None,0
CASE-045064,PRJ-02763,0,None,None,0
CASE-045065,PRJ-01619,0,None,None,0
CASE-045066,PRJ-03435,0,None,None,0
CASE-045067,PRJ-03303,0,None,None,0
CASE-045068,PRJ-00911,0,None,None,0
CASE-045069,PRJ-02711,0,None,None,0
CASE-045070,PRJ-04117,0,None,None,0
CASE-045071,PRJ-03923,0,None,None,0
CASE-045072,PRJ-00762,0,None,None,0
CASE-045073,PRJ-04597,0,None,None,0
CASE-045074,PRJ-02027,0,None,None,0
CASE-045075,PRJ-00419,0,None,None,0
CASE-045076,PRJ-01409,0,None,None,0
CASE-045077,PRJ-01539,0,None,None,0
CASE-045078,PRJ-00538,1,Ownership,Hearing,276
CASE-045079,PRJ-04821,0,None,None,0
CASE-045080,PRJ-02080,0,None,None,0
CASE-045081,PRJ-04384,0,None,None,0
CASE-045082,PRJ-03667,0,None,None,0
CASE-045083,PRJ-00320,0,None,None,0
CASE-045084,PRJ-01562,0,None,None,0
CASE-045085,PRJ-04410,1,Inheritance,Hearing,601
CASE-045086,PRJ-02659,0,None,None,0
CASE-045087,PRJ-03120,1,Inheritance,Hearing,816
CASE-045088,PRJ-00359,0,None,None,0
CASE-045089,PRJ-00509,0,None,None,0
CASE-045090,PRJ-03584,0,None,None,0
CASE-045091,PRJ-01943,0,None,None,0
CASE-045092,PRJ-04167,0,None,None,0
CASE-045093,PRJ-03740,0,None,None,0
CASE-045094,PRJ-01622,0,None,None,0
CASE-045095,PRJ-03670,0,None,None,0
CASE-045096,PRJ-00836,0,None,None,0
CASE-045097,PRJ-01597,1,Compensation,Hearing,880
CASE-045098,PRJ-00172,0,None,None,0
CASE-045099,PRJ-01098,0,None,None,0
CASE-045100,PRJ-02096,0,None,None,0
CASE-045101,PRJ-03627,0,None,None,0
CASE-045102,PRJ-03868,1,Boundary,Appeal,723
CASE-045103,PRJ-00995,1,Ownership,Appeal,273
CASE-045104,PRJ-00849,0,None,None,0
CASE-045105,PRJ-03622,0,None,None,0
CASE-045106,PRJ-03998,0,None,None,0
CASE-045107,PRJ-03014,0,None,None,0
CASE-045108,PRJ-04869,0,None,None,0
CASE-045109,PRJ-01235,0,None,None,0
CASE-045110,PRJ-02548,0,None,None,0
CASE-045111,PRJ-02776,0,None,None,0
CASE-045112,PRJ-03789,0,None,None,0
CASE-045113,PRJ-00019,0,None,None,0
CASE-045114,PRJ-00713,0,None,None,0
CASE-045115,PRJ-00032,0,None,None,0
CASE-045116,PRJ-00824,0,None,None,0
CASE-045117,PRJ-04003,0,None,None,0
CASE-045118,PRJ-04103,0,None,None,0
CASE-045119,PRJ-02966,0,None,None,0
CASE-045120,PRJ-04958,0,None,None,0
CASE-045121,PRJ-02129,0,None,None,0
CASE-045122,PRJ-00261,0,None,None,0
CASE-045123,PRJ-03271,0,None,None,0
CASE-045124,PRJ-02569,0,None,None,0
CASE-045125,PRJ-02973,0,None,None,0
CASE-045126,PRJ-02085,0,None,None,0
CASE-045127,PRJ-02615,0,None,None,0
CASE-045128,PRJ-03576,0,None,None,0
CASE-045129,PRJ-02572,0,None,None,0
CASE-045130,PRJ-00056,0,None,None,0
CASE-045131,PRJ-03780,0,None,None,0
CASE-045132,PRJ-04425,0,None,None,0
CASE-045133,PRJ-01558,0,None,None,0
CASE-045134,PRJ-00884,0,None,None,0
CASE-045135,PRJ-01917,0,None,None,0
CASE-045136,PRJ-02422,0,None,None,0
CASE-045137,PRJ-03516,0,None,None,0
CASE-045138,PRJ-03348,0,None,None,0
CASE-045139,PRJ-02074,0,None,None,0
CASE-045140,PRJ-00584,0,None,None,0
CASE-045141,PRJ-01555,0,None,None,0
CASE-045142,PRJ-00008,1,Ownership,Open,752
CASE-045143,PRJ-04998,0,None,None,0
CASE-045144,PRJ-03742,0,None,None,0
CASE-045145,PRJ-01144,0,None,None,0
CASE-045146,PRJ-01476,0,None,None,0
CASE-045147,PRJ-01931,1,Boundary,Hearing,315
CASE-045148,PRJ-00346,0,None,None,0
CASE-045149,PRJ-02438,1,Ownership,Open,742
CASE-045150,PRJ-01045,0,None,None,0
CASE-045151,PRJ-02003,1,Compensation,Appeal,718
CASE-045152,PRJ-01531,0,None,None,0
CASE-045153,PRJ-01518,0,None,None,0
CASE-045154,PRJ-01682,0,None,None,0
CASE-045155,PRJ-00750,0,None,None,0
CASE-045156,PRJ-04308,0,None,None,0
CASE-045157,PRJ-03329,0,None,None,0
CASE-045158,PRJ-02694,0,None,None,0
CASE-045159,PRJ-02835,1,Boundary,Appeal,254
CASE-045160,PRJ-01830,1,Inheritance,Appeal,531
CASE-045161,PRJ-02405,0,None,None,0
CASE-045162,PRJ-01168,0,None,None,0
CASE-045163,PRJ-03082,0,None,None,0
CASE-045164,PRJ-03579,0,None,None,0
CASE-045165,PRJ-02393,0,None,None,0
CASE-045166,PRJ-02616,0,None,None,0
CASE-045167,PRJ-00724,0,None,None,0
CASE-045168,PRJ-04767,0,None,None,0
CASE-045169,PRJ-04668,0,None,None,0
CASE-045170,PRJ-00741,0,None,None,0
CASE-045171,PRJ-03785,0,None,None,0
CASE-045172,PRJ-03462,0,None,None,0
CASE-045173,PRJ-00603,0,None,None,0
CASE-045174,PRJ-01165,0,None,None,0
CASE-045175,PRJ-02232,0,None,None,0
CASE-045176,PRJ-02847,0,None,None,0
CASE-045177,PRJ-02716,0,None,None,0
CASE-045178,PRJ-02544,1,Inheritance,Open,662
CASE-045179,PRJ-04108,0,None,None,0
CASE-045180,PRJ-04139,0,None,None,0
CASE-045181,PRJ-04374,0,None,None,0
CASE-045182,PRJ-02149,0,None,None,0
CASE-045183,PRJ-04587,0,None,None,0
CASE-045184,PRJ-02504,0,None,None,0
CASE-045185,PRJ-04750,0,None,None,0
CASE-045186,PRJ-01782,0,None,None,0
CASE-045187,PRJ-04235,0,None,None,0
CASE-045188,PRJ-02728,0,None,None,0
CASE-045189,PRJ-03346,0,None,None,0
CASE-045190,PRJ-04395,0,None,None,0
CASE-045191,PRJ-01731,0,None,None,0
CASE-045192,PRJ-03954,0,None,None,0
CASE-045193,PRJ-02377,0,None,None,0
CASE-045194,PRJ-00265,0,None,None,0
CASE-045195,PRJ-02947,0,None,None,0
CASE-045196,PRJ-01724,0,None,None,0
CASE-045197,PRJ-03965,1,Boundary,Appeal,325
CASE-045198,PRJ-04343,0,None,None,0
CASE-045199,PRJ-00161,0,None,None,0
CASE-045200,PRJ-02827,0,None,None,0
CASE-045201,PRJ-01272,0,None,None,0
CASE-045202,PRJ-04177,0,None,None,0
CASE-045203,PRJ-02170,0,None,None,0
CASE-045204,PRJ-04138,0,None,None,0
CASE-045205,PRJ-04328,0,None,None,0
CASE-045206,PRJ-02100,0,None,None,0
CASE-045207,PRJ-04350,0,None,None,0
CASE-045208,PRJ-04940,0,None,None,0
CASE-045209,PRJ-03538,0,None,None,0
CASE-045210,PRJ-02099,0,None,None,0
CASE-045211,PRJ-04560,0,None,None,0
CASE-045212,PRJ-03290,0,None,None,0
CASE-045213,PRJ-00433,0,None,None,0
CASE-045214,PRJ-04249,0,None,None,0
CASE-045215,PRJ-00225,1,Boundary,Hearing,703
CASE-045216,PRJ-00370,0,None,None,0
CASE-045217,PRJ-01460,0,None,None,0
CASE-045218,PRJ-03444,1,Boundary,Hearing,592
CASE-045219,PRJ-02639,0,None,None,0
CASE-045220,PRJ-00040,0,None,None,0
CASE-045221,PRJ-00779,0,None,None,0
CASE-045222,PRJ-04421,0,None,None,0
CASE-045223,PRJ-01772,0,None,None,0
CASE-045224,PRJ-01412,1,Compensation,Open,334
CASE-045225,PRJ-02047,0,None,None,0
CASE-045226,PRJ-00620,0,None,None,0
CASE-045227,PRJ-01041,0,None,None,0
CASE-045228,PRJ-02659,0,None,None,0
CASE-045229,PRJ-03473,0,None,None,0
CASE-045230,PRJ-00302,0,None,None,0
CASE-045231,PRJ-02226,0,None,None,0
CASE-045232,PRJ-03034,0,None,None,0
CASE-045233,PRJ-01398,0,None,None,0
CASE-045234,PRJ-02789,0,None,None,0
CASE-045235,PRJ-03490,0,None,None,0
CASE-045236,PRJ-03811,0,None,None,0
CASE-045237,PRJ-04935,0,None,None,0
CASE-045238,PRJ-01352,0,None,None,0
CASE-045239,PRJ-03401,0,None,None,0
CASE-045240,PRJ-02239,0,None,None,0
CASE-045241,PRJ-02729,1,Compensation,Appeal,792
CASE-045242,PRJ-03021,0,None,None,0
CASE-045243,PRJ-04797,0,None,None,0
CASE-045244,PRJ-00777,1,Boundary,Hearing,366
CASE-045245,PRJ-01115,0,None,None,0
CASE-045246,PRJ-01598,0,None,None,0
CASE-045247,PRJ-02197,0,None,None,0
CASE-045248,PRJ-02442,0,None,None,0
CASE-045249,PRJ-04572,0,None,None,0
CASE-045250,PRJ-03949,0,None,None,0
CASE-045251,PRJ-03163,0,None,None,0
CASE-045252,PRJ-01520,0,None,None,0
CASE-045253,PRJ-03815,0,None,None,0
CASE-045254,PRJ-02007,0,None,None,0
CASE-045255,PRJ-03018,0,None,None,0
CASE-045256,PRJ-00341,1,Boundary,Appeal,462
CASE-045257,PRJ-01953,0,None,None,0
CASE-045258,PRJ-00190,0,None,None,0
CASE-045259,PRJ-02540,1,Inheritance,Hearing,758
CASE-045260,PRJ-04937,1,Boundary,Appeal,835
CASE-045261,PRJ-04028,0,None,None,0
CASE-045262,PRJ-03106,0,None,None,0
CASE-045263,PRJ-03957,0,None,None,0
CASE-045264,PRJ-03780,0,None,None,0
CASE-045265,PRJ-02303,0,None,None,0
CASE-045266,PRJ-03832,0,None,None,0
CASE-045267,PRJ-01219,0,None,None,0
CASE-045268,PRJ-02463,0,None,None,0
CASE-045269,PRJ-02480,0,None,None,0
CASE-045270,PRJ-03248,0,None,None,0
CASE-045271,PRJ-04261,0,None,None,0
CASE-045272,PRJ-00929,1,Boundary,Appeal,492
CASE-045273,PRJ-03308,0,None,None,0
CASE-045274,PRJ-03206,1,Compensation,Hearing,511
CASE-045275,PRJ-02502,0,None,None,0
CASE-045276,PRJ-04862,0,None,None,0
CASE-045277,PRJ-04184,1,Boundary,Appeal,159
CASE-045278,PRJ-04548,0,None,None,0
CASE-045279,PRJ-01797,0,None,None,0
CASE-045280,PRJ-01498,0,None,None,0
CASE-045281,PRJ-01601,1,Ownership,Hearing,533
CASE-045282,PRJ-03425,0,None,None,0
CASE-045283,PRJ-03374,1,Boundary,Open,397
CASE-045284,PRJ-00487,1,Ownership,Open,603
CASE-045285,PRJ-00658,0,None,None,0
CASE-045286,PRJ-04282,0,None,None,0
CASE-045287,PRJ-04796,0,None,None,0
CASE-045288,PRJ-03057,0,None,None,0
CASE-045289,PRJ-04257,0,None,None,0
CASE-045290,PRJ-04118,0,None,None,0
CASE-045291,PRJ-04283,0,None,None,0
CASE-045292,PRJ-00895,0,None,None,0
CASE-045293,PRJ-00602,0,None,None,0
CASE-045294,PRJ-00046,1,Boundary,Hearing,229
CASE-045295,PRJ-00309,0,None,None,0
CASE-045296,PRJ-01146,0,None,None,0
CASE-045297,PRJ-02264,0,None,None,0
CASE-045298,PRJ-02169,0,None,None,0
CASE-045299,PRJ-00626,0,None,None,0
CASE-045300,PRJ-04090,0,None,None,0
CASE-045301,PRJ-01346,0,None,None,0
CASE-045302,PRJ-01519,0,None,None,0
CASE-045303,PRJ-00077,0,None,None,0
CASE-045304,PRJ-03081,0,None,None,0
CASE-045305,PRJ-02165,0,None,None,0
CASE-045306,PRJ-01376,0,None,None,0
CASE-045307,PRJ-04134,0,None,None,0
CASE-045308,PRJ-04441,0,None,None,0
CASE-045309,PRJ-02205,0,None,None,0
CASE-045310,PRJ-04037,0,None,None,0
CASE-045311,PRJ-04992,0,None,None,0
CASE-045312,PRJ-02658,0,None,None,0
CASE-045313,PRJ-03863,0,None,None,0
CASE-045314,PRJ-00217,0,None,None,0
CASE-045315,PRJ-00602,0,None,None,0
CASE-045316,PRJ-00454,1,Boundary,Open,577
CASE-045317,PRJ-01031,0,None,None,0
CASE-045318,PRJ-04932,0,None,None,0
CASE-045319,PRJ-02385,0,None,None,0
CASE-045320,PRJ-04686,0,None,None,0
CASE-045321,PRJ-01810,1,Compensation,Appeal,299
CASE-045322,PRJ-01098,1,Boundary,Appeal,446
CASE-045323,PRJ-02170,0,None,None,0
CASE-045324,PRJ-03866,0,None,None,0
CASE-045325,PRJ-04402,0,None,None,0
CASE-045326,PRJ-03637,0,None,None,0
CASE-045327,PRJ-02313,0,None,None,0
CASE-045328,PRJ-01748,0,None,None,0
CASE-045329,PRJ-01859,0,None,None,0
CASE-045330,PRJ-00369,1,Boundary,Open,73
CASE-045331,PRJ-04220,0,None,None,0
CASE-045332,PRJ-02705,0,None,None,0
CASE-045333,PRJ-00568,0,None,None,0
CASE-045334,PRJ-04196,0,None,None,0
CASE-045335,PRJ-03992,0,None,None,0
CASE-045336,PRJ-01872,0,None,None,0
CASE-045337,PRJ-01498,0,None,None,0
CASE-045338,PRJ-04262,0,None,None,0
CASE-045339,PRJ-03672,0,None,None,0
CASE-045340,PRJ-03251,0,None,None,0
CASE-045341,PRJ-00550,0,None,None,0
CASE-045342,PRJ-02871,0,None,None,0
CASE-045343,PRJ-04236,0,None,None,0
CASE-045344,PRJ-00674,0,None,None,0
CASE-045345,PRJ-04007,0,None,None,0
CASE-045346,PRJ-03433,0,None,None,0
CASE-045347,PRJ-00768,0,None,None,0
CASE-045348,PRJ-02218,1,Ownership,Hearing,511
CASE-045349,PRJ-02617,0,None,None,0
CASE-045350,PRJ-00561,0,None,None,0
CASE-045351,PRJ-02114,0,None,None,0
CASE-045352,PRJ-04624,0,None,None,0
CASE-045353,PRJ-01377,0,None,None,0
CASE-045354,PRJ-03080,0,None,None,0
CASE-045355,PRJ-04497,0,None,None,0
CASE-045356,PRJ-00370,0,None,None,0
CASE-045357,PRJ-01141,0,None,None,0
CASE-045358,PRJ-02341,0,None,None,0
CASE-045359,PRJ-02390,0,None,None,0
CASE-045360,PRJ-01626,0,None,None,0
CASE-045361,PRJ-01947,0,None,None,0
CASE-045362,PRJ-04786,0,None,None,0
CASE-045363,PRJ-03201,0,None,None,0
CASE-045364,PRJ-04227,0,None,None,0
CASE-045365,PRJ-02914,1,Compensation,Open,696
CASE-045366,PRJ-01408,0,None,None,0
CASE-045367,PRJ-01639,0,None,None,0
CASE-045368,PRJ-01502,0,None,None,0
CASE-045369,PRJ-00157,0,None,None,0
CASE-045370,PRJ-00458,0,None,None,0
CASE-045371,PRJ-03810,0,None,None,0
CASE-045372,PRJ-02226,0,None,None,0
CASE-045373,PRJ-02963,0,None,None,0
CASE-045374,PRJ-02326,0,None,None,0
CASE-045375,PRJ-03035,0,None,None,0
CASE-045376,PRJ-02848,1,Compensation,Open,191
CASE-045377,PRJ-00328,0,None,None,0
CASE-045378,PRJ-03460,0,None,None,0
CASE-045379,PRJ-03197,0,None,None,0
CASE-045380,PRJ-04811,1,Compensation,Hearing,347
CASE-045381,PRJ-01265,0,None,None,0
CASE-045382,PRJ-03930,0,None,None,0
CASE-045383,PRJ-04245,0,None,None,0
CASE-045384,PRJ-00824,0,None,None,0
CASE-045385,PRJ-01707,0,None,None,0
CASE-045386,PRJ-03877,0,None,None,0
CASE-045387,PRJ-02609,0,None,None,0
CASE-045388,PRJ-02878,0,None,None,0
CASE-045389,PRJ-02992,0,None,None,0
CASE-045390,PRJ-01458,0,None,None,0
CASE-045391,PRJ-04480,0,None,None,0
CASE-045392,PRJ-01058,1,Ownership,Hearing,60
