project_id,parcel_id,case_id,land_required,affected_family_count,priority
PRJ-03602,PAR-052882,CASE-052882,1.361,3,Strategic
PRJ-00385,PAR-052883,CASE-052883,0.558,2,Normal
PRJ-04323,PAR-052884,CASE-052884,1.764,2,Normal
PRJ-03218,PAR-052885,CASE-052885,0.832,3,Normal
PRJ-00161,PAR-052886,CASE-052886,0.139,4,Normal
PRJ-00614,PAR-052887,CASE-052887,0.565,2,Strategic
PRJ-01141,PAR-052888,CASE-052888,0.358,3,Normal
PRJ-02945,PAR-052889,CASE-052889,0.935,3,Normal
PRJ-04821,PAR-052890,CASE-052890,0.475,3,High
PRJ-00125,PAR-052891,CASE-052891,2.552,2,Normal
PRJ-02854,PAR-052892,CASE-052892,0.19,2,Normal
PRJ-03184,PAR-052893,CASE-052893,0.18,3,High
PRJ-00678,PAR-052894,CASE-052894,1.758,1,Normal
PRJ-02627,PAR-052895,CASE-052895,1.23,2,Normal
PRJ-04678,PAR-052896,CASE-052896,0.955,3,Normal
PRJ-04511,PAR-052897,CASE-052897,0.46,4,High
PRJ-00084,PAR-052898,CASE-052898,0.501,2,High
PRJ-02100,PAR-052899,CASE-052899,0.241,1,Normal
PRJ-02033,PAR-052900,CASE-052900,0.768,1,Normal
PRJ-04457,PAR-052901,CASE-052901,0.864,3,Strategic
PRJ-04898,PAR-052902,CASE-052902,0.909,2,Normal
PRJ-01657,PAR-052903,CASE-052903,0.585,2,Normal
PRJ-04210,PAR-052904,CASE-052904,0.29,3,Normal
PRJ-03559,PAR-052905,CASE-052905,0.62,3,High
PRJ-02334,PAR-052906,CASE-052906,0.817,2,High
PRJ-00816,PAR-052907,CASE-052907,0.886,3,High
PRJ-04176,PAR-052908,CASE-052908,0.299,4,Normal
PRJ-03852,PAR-052909,CASE-052909,0.611,2,Normal
PRJ-02483,PAR-052910,CASE-052910,0.708,1,Normal
PRJ-03704,PAR-052911,CASE-052911,0.316,2,Normal
PRJ-02173,PAR-052912,CASE-052912,1.646,2,High
PRJ-01125,PAR-052913,CASE-052913,1.698,4,Normal
PRJ-00580,PAR-052914,CASE-052914,1.213,2,Normal
PRJ-03964,PAR-052915,CASE-052915,2.515,4,Normal
PRJ-02883,PAR-052916,CASE-052916,0.377,2,Normal
PRJ-03003,PAR-052917,CASE-052917,1.432,2,Strategic
PRJ-04742,PAR-052918,CASE-052918,0.517,1,Normal
PRJ-04522,PAR-052919,CASE-052919,1.298,3,Normal
PRJ-02171,PAR-052920,CASE-052920,1.57,1,Strategic
PRJ-04155,PAR-052921,CASE-052921,1.774,2,Normal
PRJ-02561,PAR-052922,CASE-052922,0.488,2,Normal
PRJ-04929,PAR-052923,CASE-052923,0.986,2,High
PRJ-02742,PAR-052924,CASE-052924,0.587,2,Strategic
PRJ-03300,PAR-052925,CASE-052925,2.088,3,Normal
PRJ-03216,PAR-052926,CASE-052926,0.823,1,Strategic
PRJ-04270,PAR-052927,CASE-052927,2.246,3,High
PRJ-04739,PAR-052928,CASE-052928,0.79,2,Strategic
PRJ-00677,PAR-052929,CASE-052929,1.212,3,High
PRJ-02182,PAR-052930,CASE-052930,0.306,2,High
PRJ-01079,PAR-052931,CASE-052931,0.564,1,Normal
PRJ-01804,PAR-052932,CASE-052932,0.146,3,Normal
PRJ-04821,PAR-052933,CASE-052933,0.582,4,High
PRJ-00252,PAR-052934,CASE-052934,0.919,3,Normal
PRJ-02344,PAR-052935,CASE-052935,0.596,4,Normal
PRJ-03746,PAR-052936,CASE-052936,1.105,1,Normal
PRJ-04955,PAR-052937,CASE-052937,0.761,3,Strategic
PRJ-01753,PAR-052938,CASE-052938,0.538,4,Normal
PRJ-02572,PAR-052939,CASE-052939,2.981,1,Normal
PRJ-03046,PAR-052940,CASE-052940,0.159,2,High
PRJ-00376,PAR-052941,CASE-052941,1.765,1,Normal
PRJ-04912,PAR-052942,CASE-052942,0.455,2,High
PRJ-03067,PAR-052943,CASE-052943,0.943,1,Normal
PRJ-02947,PAR-052944,CASE-052944,0.476,1,Normal
PRJ-03979,PAR-052945,CASE-052945,0.461,1,Normal
PRJ-02737,PAR-052946,CASE-052946,2.831,3,High
PRJ-03038,PAR-052947,CASE-052947,0.899,3,Normal
PRJ-02369,PAR-052948,CASE-052948,0.658,2,High
PRJ-02996,PAR-052949,CASE-052949,0.471,1,High
PRJ-02843,PAR-052950,CASE-052950,1.174,2,Normal
PRJ-00227,PAR-052951,CASE-052951,0.482,1,Strategic
PRJ-03652,PAR-052952,CASE-052952,2.851,4,Normal
PRJ-02343,PAR-052953,CASE-052953,2.382,3,Normal
PRJ-02088,PAR-052954,CASE-052954,2.845,2,High
PRJ-03171,PAR-052955,CASE-052955,8.622,6,Normal
PRJ-00855,PAR-052956,CASE-052956,0.291,4,Strategic
PRJ-01664,PAR-052957,CASE-052957,1.201,3,Normal
PRJ-03049,PAR-052958,CASE-052958,0.77,1,Normal
PRJ-02802,PAR-052959,CASE-052959,0.217,3,Normal
PRJ-02784,PAR-052960,CASE-052960,2.277,3,Strategic
PRJ-03505,PAR-052961,CASE-052961,0.697,2,High
PRJ-02994,PAR-052962,CASE-052962,0.75,4,High
PRJ-04774,PAR-052963,CASE-052963,1.185,2,High
PRJ-01859,PAR-052964,CASE-052964,2.473,1,Normal
PRJ-04544,PAR-052965,CASE-052965,0.482,3,High
PRJ-03605,PAR-052966,CASE-052966,0.793,1,High
PRJ-02581,PAR-052967,CASE-052967,1.703,1,High
PRJ-01601,PAR-052968,CASE-052968,5.243,1,Strategic
PRJ-03411,PAR-052969,CASE-052969,0.864,2,High
PRJ-00090,PAR-052970,CASE-052970,0.761,2,Strategic
PRJ-02072,PAR-052971,CASE-052971,0.528,3,Strategic
PRJ-00837,PAR-052972,CASE-052972,0.949,1,Normal
PRJ-01623,PAR-052973,CASE-052973,0.843,4,Normal
PRJ-02367,PAR-052974,CASE-052974,1.967,3,High
PRJ-01115,PAR-052975,CASE-052975,0.85,3,Strategic
PRJ-03771,PAR-052976,CASE-052976,1.412,3,High
PRJ-04915,PAR-052977,CASE-052977,0.35,2,Normal
PRJ-04639,PAR-052978,CASE-052978,0.444,3,Normal
PRJ-04270,PAR-052979,CASE-052979,0.554,3,High
PRJ-04800,PAR-052980,CASE-052980,0.762,3,Strategic
PRJ-03910,PAR-052981,CASE-052981,0.589,1,High
PRJ-01546,PAR-052982,CASE-052982,0.536,2,High
PRJ-00859,PAR-052983,CASE-052983,0.321,2,Strategic
PRJ-04684,PAR-052984,CASE-052984,5.089,2,Normal
PRJ-04495,PAR-052985,CASE-052985,0.116,4,Strategic
PRJ-02165,PAR-052986,CASE-052986,0.628,3,Normal
PRJ-04532,PAR-052987,CASE-052987,1.267,1,Normal
PRJ-03564,PAR-052988,CASE-052988,0.496,3,Normal
PRJ-00850,PAR-052989,CASE-052989,1.42,2,High
PRJ-04575,PAR-052990,CASE-052990,0.369,2,Normal
PRJ-01129,PAR-052991,CASE-052991,0.435,3,Normal
PRJ-04319,PAR-052992,CASE-052992,0.592,1,Normal
PRJ-00364,PAR-052993,CASE-052993,0.851,4,Normal
PRJ-04537,PAR-052994,CASE-052994,0.703,1,High
PRJ-04576,PAR-052995,CASE-052995,0.471,2,Normal
PRJ-00510,PAR-052996,CASE-052996,0.384,3,High
PRJ-01955,PAR-052997,CASE-052997,1.06,1,Normal
PRJ-00745,PAR-052998,CASE-052998,0.435,2,High
PRJ-01925,PAR-052999,CASE-052999,1.522,3,High
PRJ-04339,PAR-053000,CASE-053000,0.886,2,High
PRJ-00828,PAR-053001,CASE-053001,5.231,2,Normal
PRJ-00433,PAR-053002,CASE-053002,0.528,2,High
PRJ-04409,PAR-053003,CASE-053003,0.794,1,Normal
PRJ-02044,PAR-053004,CASE-053004,1.691,2,Normal
PRJ-02505,PAR-053005,CASE-053005,1.598,1,High
PRJ-02572,PAR-053006,CASE-053006,0.583,1,Normal
PRJ-01052,PAR-053007,CASE-053007,0.527,2,Normal
PRJ-00998,PAR-053008,CASE-053008,0.543,2,Normal
PRJ-02811,PAR-053009,CASE-053009,3.087,2,Normal
PRJ-04445,PAR-053010,CASE-053010,1.036,2,Strategic
PRJ-03383,PAR-053011,CASE-053011,0.318,2,Normal
PRJ-04933,PAR-053012,CASE-053012,0.418,1,High
PRJ-04057,PAR-053013,CASE-053013,1.801,2,High
PRJ-03170,PAR-053014,CASE-053014,16.636,2,Strategic
PRJ-04926,PAR-053015,CASE-053015,0.404,1,Normal
PRJ-02678,PAR-053016,CASE-053016,0.729,4,High
PRJ-01349,PAR-053017,CASE-053017,0.374,2,Normal
PRJ-02557,PAR-053018,CASE-053018,2.388,3,Normal
PRJ-04956,PAR-053019,CASE-053019,0.959,3,Normal
PRJ-01341,PAR-053020,CASE-053020,0.242,3,Normal
PRJ-00762,PAR-053021,CASE-053021,1.329,4,High
PRJ-00032,PAR-053022,CASE-053022,0.206,2,Normal
PRJ-00050,PAR-053023,CASE-053023,0.675,4,Normal
PRJ-03539,PAR-053024,CASE-053024,1.479,3,Strategic
PRJ-03819,PAR-053025,CASE-053025,0.477,1,Normal
PRJ-04186,PAR-053026,CASE-053026,0.646,1,High
PRJ-01642,PAR-053027,CASE-053027,0.592,4,Normal
PRJ-04666,PAR-053028,CASE-053028,1.415,3,Normal
PRJ-02984,PAR-053029,CASE-053029,2.537,2,Normal
PRJ-02197,PAR-053030,CASE-053030,0.312,2,Normal
PRJ-03225,PAR-053031,CASE-053031,1.819,2,Normal
PRJ-03590,PAR-053032,CASE-053032,1.465,2,Normal
PRJ-03530,PAR-053033,CASE-053033,0.573,3,Strategic
PRJ-02552,PAR-053034,CASE-053034,0.735,3,High
PRJ-04018,PAR-053035,CASE-053035,2.072,1,Normal
PRJ-01099,PAR-053036,CASE-053036,0.329,2,High
PRJ-02326,PAR-053037,CASE-053037,0.224,1,High
PRJ-03310,PAR-053038,CASE-053038,1.806,1,High
PRJ-03157,PAR-053039,CASE-053039,0.564,3,Strategic
PRJ-04726,PAR-053040,CASE-053040,0.503,4,Normal
PRJ-02118,PAR-053041,CASE-053041,1.522,3,Normal
PRJ-01144,PAR-053042,CASE-053042,1.303,1,Normal
PRJ-01605,PAR-053043,CASE-053043,0.553,3,Normal
PRJ-02909,PAR-053044,CASE-053044,1.168,4,Normal
PRJ-01050,PAR-053045,CASE-053045,0.737,3,High
PRJ-00053,PAR-053046,CASE-053046,1.54,1,Strategic
PRJ-01046,PAR-053047,CASE-053047,0.926,2,Normal
PRJ-02878,PAR-053048,CASE-053048,0.173,2,Normal
PRJ-02771,PAR-053049,CASE-053049,0.571,2,High
PRJ-04393,PAR-053050,CASE-053050,0.729,1,Normal
PRJ-04947,PAR-053051,CASE-053051,0.183,2,Normal
PRJ-00895,PAR-053052,CASE-053052,2.617,1,High
PRJ-02882,PAR-053053,CASE-053053,0.908,2,Normal
PRJ-00825,PAR-053054,CASE-053054,3.637,4,Strategic
PRJ-01041,PAR-053055,CASE-053055,1.282,1,Normal
PRJ-02983,PAR-053056,CASE-053056,0.317,2,Strategic
PRJ-01020,PAR-053057,CASE-053057,0.31,4,Normal
PRJ-04206,PAR-053058,CASE-053058,3.572,1,Normal
PRJ-00665,PAR-053059,CASE-053059,0.987,1,Normal
PRJ-03837,PAR-053060,CASE-053060,0.256,2,Normal
PRJ-02172,PAR-053061,CASE-053061,1.214,1,Strategic
PRJ-04279,PAR-053062,CASE-053062,1.857,4,Normal
PRJ-02974,PAR-053063,CASE-053063,0.456,1,Normal
PRJ-00633,PAR-053064,CASE-053064,0.976,2,Normal
PRJ-04832,PAR-053065,CASE-053065,0.934,3,Normal
PRJ-03590,PAR-053066,CASE-053066,0.633,2,Normal
PRJ-02120,PAR-053067,CASE-053067,0.859,4,Strategic
PRJ-00082,PAR-053068,CASE-053068,0.975,1,Strategic
PRJ-02099,PAR-053069,CASE-053069,0.806,2,Normal
PRJ-01900,PAR-053070,CASE-053070,0.414,1,Normal
PRJ-02008,PAR-053071,CASE-053071,1.29,1,High
PRJ-04750,PAR-053072,CASE-053072,0.478,1,Normal
PRJ-02487,PAR-053073,CASE-053073,0.113,3,High
PRJ-02988,PAR-053074,CASE-053074,0.864,2,Normal
PRJ-03427,PAR-053075,CASE-053075,3.059,1,Strategic
PRJ-03419,PAR-053076,CASE-053076,1.6,3,High
PRJ-01415,PAR-053077,CASE-053077,0.154,3,Normal
PRJ-02631,PAR-053078,CASE-053078,1.752,2,Normal
PRJ-04497,PAR-053079,CASE-053079,1.038,4,Strategic
PRJ-03664,PAR-053080,CASE-053080,1.716,2,High
PRJ-03640,PAR-053081,CASE-053081,0.246,2,High
PRJ-02593,PAR-053082,CASE-053082,0.755,3,High
PRJ-02232,PAR-053083,CASE-053083,4.701,3,Normal
PRJ-01482,PAR-053084,CASE-053084,0.145,2,Strategic
PRJ-00501,PAR-053085,CASE-053085,0.294,2,High
PRJ-04984,PAR-053086,CASE-053086,0.401,1,Strategic
PRJ-01134,PAR-053087,CASE-053087,0.501,2,Normal
PRJ-00444,PAR-053088,CASE-053088,0.53,2,High
PRJ-02228,PAR-053089,CASE-053089,0.361,2,Normal
PRJ-03711,PAR-053090,CASE-053090,0.549,3,Normal
PRJ-00631,PAR-053091,CASE-053091,1.7,3,Normal
PRJ-03146,PAR-053092,CASE-053092,1.585,1,High
PRJ-01831,PAR-053093,CASE-053093,2.287,1,High
PRJ-02348,PAR-053094,CASE-053094,1.238,2,Normal
PRJ-03139,PAR-053095,CASE-053095,1.107,1,Normal
PRJ-00806,PAR-053096,CASE-053096,3.248,1,Normal
PRJ-04208,PAR-053097,CASE-053097,3.043,2,High
PRJ-02868,PAR-053098,CASE-053098,0.912,1,High
PRJ-04825,PAR-053099,CASE-053099,1.951,3,Normal
PRJ-01650,PAR-053100,CASE-053100,1.563,2,Normal
PRJ-00061,PAR-053101,CASE-053101,0.37,1,Normal
PRJ-02268,PAR-053102,CASE-053102,0.625,1,High
PRJ-04923,PAR-053103,CASE-053103,1.96,2,High
PRJ-04939,PAR-053104,CASE-053104,1.002,6,Normal
PRJ-01227,PAR-053105,CASE-053105,4.446,1,Normal
PRJ-03020,PAR-053106,CASE-053106,0.895,2,Normal
PRJ-04142,PAR-053107,CASE-053107,0.938,5,Normal
PRJ-00234,PAR-053108,CASE-053108,0.684,4,Normal
PRJ-01753,PAR-053109,CASE-053109,1.747,2,Normal
PRJ-02890,PAR-053110,CASE-053110,0.596,1,Normal
PRJ-02356,PAR-053111,CASE-053111,0.343,3,High
PRJ-03302,PAR-053112,CASE-053112,0.851,1,Normal
PRJ-03771,PAR-053113,CASE-053113,0.272,2,Normal
PRJ-00196,PAR-053114,CASE-053114,2.536,4,Normal
PRJ-00781,PAR-053115,CASE-053115,0.984,4,High
PRJ-00604,PAR-053116,CASE-053116,1.75,4,Normal
PRJ-01171,PAR-053117,CASE-053117,1.591,2,Normal
PRJ-00762,PAR-053118,CASE-053118,1.424,1,High
PRJ-01163,PAR-053119,CASE-053119,4.001,3,Normal
PRJ-03625,PAR-053120,CASE-053120,0.532,1,Normal
PRJ-02998,PAR-053121,CASE-053121,1.541,2,Normal
PRJ-01253,PAR-053122,CASE-053122,2.1,2,High
PRJ-03396,PAR-053123,CASE-053123,0.627,4,High
PRJ-03024,PAR-053124,CASE-053124,0.77,3,Normal
PRJ-03449,PAR-053125,CASE-053125,0.454,2,Normal
PRJ-02470,PAR-053126,CASE-053126,3.492,3,High
PRJ-04646,PAR-053127,CASE-053127,0.739,3,High
PRJ-03672,PAR-053128,CASE-053128,0.705,5,Normal
PRJ-00561,PAR-053129,CASE-053129,0.425,3,Normal
PRJ-02727,PAR-053130,CASE-053130,4.182,3,Normal
PRJ-02841,PAR-053131,CASE-053131,3.731,2,Strategic
PRJ-02762,PAR-053132,CASE-053132,2.75,2,Normal
PRJ-00808,PAR-053133,CASE-053133,0.858,2,Normal
PRJ-03668,PAR-053134,CASE-053134,0.652,2,High
PRJ-00504,PAR-053135,CASE-053135,0.164,2,Normal
PRJ-04345,PAR-053136,CASE-053136,0.931,2,Normal
PRJ-04616,PAR-053137,CASE-053137,2.074,2,High
PRJ-00879,PAR-053138,CASE-053138,0.823,1,Normal
PRJ-03817,PAR-053139,CASE-053139,0.345,3,Normal
PRJ-03533,PAR-053140,CASE-053140,2.883,4,Strategic
PRJ-04266,PAR-053141,CASE-053141,0.99,1,Normal
PRJ-01633,PAR-053142,CASE-053142,1.151,5,Normal
PRJ-03482,PAR-053143,CASE-053143,1.561,1,High
PRJ-04772,PAR-053144,CASE-053144,0.772,3,Normal
PRJ-04953,PAR-053145,CASE-053145,2.362,2,High
PRJ-00634,PAR-053146,CASE-053146,0.8,2,Strategic
PRJ-00897,PAR-053147,CASE-053147,0.599,1,Normal
PRJ-02667,PAR-053148,CASE-053148,1.175,2,Strategic
PRJ-04076,PAR-053149,CASE-053149,0.739,2,High
PRJ-01592,PAR-053150,CASE-053150,1.743,2,Normal
PRJ-04709,PAR-053151,CASE-053151,1.702,2,Normal
PRJ-01925,PAR-053152,CASE-053152,1.831,3,Normal
PRJ-02559,PAR-053153,CASE-053153,0.354,1,High
PRJ-03394,PAR-053154,CASE-053154,0.43,1,Normal
PRJ-02401,PAR-053155,CASE-053155,1.385,1,Normal
PRJ-00582,PAR-053156,CASE-053156,0.25,2,Normal
PRJ-00914,PAR-053157,CASE-053157,0.188,2,Normal
PRJ-01971,PAR-053158,CASE-053158,2.029,4,High
PRJ-03095,PAR-053159,CASE-053159,0.192,2,High
PRJ-01010,PAR-053160,CASE-053160,0.406,2,Normal
PRJ-00574,PAR-053161,CASE-053161,0.813,4,Strategic
PRJ-00634,PAR-053162,CASE-053162,0.347,3,Normal
PRJ-04081,PAR-053163,CASE-053163,1.75,2,Strategic
PRJ-01350,PAR-053164,CASE-053164,0.953,2,Normal
PRJ-03944,PAR-053165,CASE-053165,1.685,3,High
PRJ-00537,PAR-053166,CASE-053166,0.991,4,Normal
PRJ-00354,PAR-053167,CASE-053167,0.465,4,Normal
PRJ-04393,PAR-053168,CASE-053168,1.506,2,Normal
PRJ-02815,PAR-053169,CASE-053169,0.784,3,Normal
PRJ-03226,PAR-053170,CASE-053170,1.047,3,Normal
PRJ-02331,PAR-053171,CASE-053171,2.785,1,High
PRJ-00242,PAR-053172,CASE-053172,0.649,4,Strategic
PRJ-02239,PAR-053173,CASE-053173,0.709,2,High
PRJ-04563,PAR-053174,CASE-053174,0.311,2,Normal
PRJ-04367,PAR-053175,CASE-053175,0.449,2,Normal
PRJ-02236,PAR-053176,CASE-053176,1.584,1,High
PRJ-01992,PAR-053177,CASE-053177,0.115,2,Normal
PRJ-02678,PAR-053178,CASE-053178,0.421,1,Normal
PRJ-03376,PAR-053179,CASE-053179,0.471,2,Strategic
PRJ-03230,PAR-053180,CASE-053180,0.847,3,Normal
PRJ-00198,PAR-053181,CASE-053181,1.317,1,Normal
PRJ-03314,PAR-053182,CASE-053182,0.883,1,Normal
PRJ-03247,PAR-053183,CASE-053183,0.752,1,High
PRJ-02481,PAR-053184,CASE-053184,0.734,1,High
PRJ-03395,PAR-053185,CASE-053185,1.423,1,Normal
PRJ-04358,PAR-053186,CASE-053186,0.625,3,Strategic
PRJ-01305,PAR-053187,CASE-053187,1.565,1,Strategic
PRJ-04582,PAR-053188,CASE-053188,0.597,4,Normal
PRJ-02446,PAR-053189,CASE-053189,1.457,3,Normal
PRJ-00293,PAR-053190,CASE-053190,0.662,2,Normal
PRJ-00539,PAR-053191,CASE-053191,0.678,2,High
PRJ-04849,PAR-053192,CASE-053192,0.474,1,High
PRJ-02912,PAR-053193,CASE-053193,0.45,2,Normal
PRJ-00792,PAR-053194,CASE-053194,2.787,1,High
PRJ-02993,PAR-053195,CASE-053195,1.421,4,High
PRJ-04752,PAR-053196,CASE-053196,1.103,1,High
PRJ-01766,PAR-053197,CASE-053197,3.426,1,Normal
PRJ-00592,PAR-053198,CASE-053198,1.019,2,High
PRJ-03519,PAR-053199,CASE-053199,0.375,3,Normal
PRJ-03290,PAR-053200,CASE-053200,0.847,2,Normal
PRJ-00182,PAR-053201,CASE-053201,0.306,3,Normal
PRJ-01343,PAR-053202,CASE-053202,1.602,3,Strategic
PRJ-02195,PAR-053203,CASE-053203,0.15,3,Normal
PRJ-00549,PAR-053204,CASE-053204,1.159,3,Normal
PRJ-01597,PAR-053205,CASE-053205,2.526,1,Normal
PRJ-02814,PAR-053206,CASE-053206,1.197,1,Normal
PRJ-02671,PAR-053207,CASE-053207,0.965,2,Normal
PRJ-04164,PAR-053208,CASE-053208,1.52,3,Strategic
PRJ-04830,PAR-053209,CASE-053209,1.027,2,Normal
PRJ-03498,PAR-053210,CASE-053210,0.59,1,Normal
PRJ-01357,PAR-053211,CASE-053211,0.168,3,High
PRJ-04349,PAR-053212,CASE-053212,0.656,4,Normal
PRJ-01536,PAR-053213,CASE-053213,0.543,1,Normal
PRJ-01356,PAR-053214,CASE-053214,0.414,2,Normal
PRJ-02167,PAR-053215,CASE-053215,0.245,2,Normal
PRJ-00573,PAR-053216,CASE-053216,1.285,4,Normal
PRJ-04476,PAR-053217,CASE-053217,4.878,2,Normal
PRJ-02101,PAR-053218,CASE-053218,1.995,2,High
PRJ-03894,PAR-053219,CASE-053219,0.231,1,Normal
PRJ-03184,PAR-053220,CASE-053220,0.207,1,Strategic
PRJ-04558,PAR-053221,CASE-053221,0.309,2,Normal
PRJ-04557,PAR-053222,CASE-053222,0.415,4,Normal
PRJ-02947,PAR-053223,CASE-053223,1.248,2,Normal
PRJ-03118,PAR-053224,CASE-053224,1.12,2,High
PRJ-03101,PAR-053225,CASE-053225,0.862,4,High
PRJ-00136,PAR-053226,CASE-053226,0.241,2,Normal
PRJ-02924,PAR-053227,CASE-053227,0.569,3,Normal
PRJ-04114,PAR-053228,CASE-053228,0.353,2,High
PRJ-04211,PAR-053229,CASE-053229,0.971,2,Normal
PRJ-00788,PAR-053230,CASE-053230,3.587,2,Strategic
PRJ-01084,PAR-053231,CASE-053231,0.584,2,Normal
PRJ-00169,PAR-053232,CASE-053232,1.415,3,Normal
PRJ-02302,PAR-053233,CASE-053233,0.754,1,Strategic
PRJ-00634,PAR-053234,CASE-053234,0.472,3,High
PRJ-00404,PAR-053235,CASE-053235,0.892,1,High
PRJ-02694,PAR-053236,CASE-053236,0.731,3,High
PRJ-01906,PAR-053237,CASE-053237,0.709,2,Normal
PRJ-03647,PAR-053238,CASE-053238,0.933,1,Normal
PRJ-00056,PAR-053239,CASE-053239,0.314,3,High
PRJ-03377,PAR-053240,CASE-053240,2.235,1,Strategic
PRJ-04601,PAR-053241,CASE-053241,0.798,2,High
PRJ-03293,PAR-053242,CASE-053242,0.625,3,Strategic
PRJ-03327,PAR-053243,CASE-053243,0.193,2,Normal
PRJ-02302,PAR-053244,CASE-053244,0.879,1,High
PRJ-04571,PAR-053245,CASE-053245,0.378,2,Normal
PRJ-02291,PAR-053246,CASE-053246,1.877,2,Strategic
PRJ-01691,PAR-053247,CASE-053247,0.591,1,Normal
PRJ-01045,PAR-053248,CASE-053248,0.162,1,Normal
PRJ-01667,PAR-053249,CASE-053249,1.052,2,High
PRJ-00952,PAR-053250,CASE-053250,1.074,4,Normal
PRJ-04323,PAR-053251,CASE-053251,0.781,2,Normal
PRJ-03330,PAR-053252,CASE-053252,1.365,2,Normal
PRJ-01677,PAR-053253,CASE-053253,1.57,2,Normal
PRJ-01637,PAR-053254,CASE-053254,0.373,2,Normal
PRJ-03919,PAR-053255,CASE-053255,0.757,1,High
PRJ-02031,PAR-053256,CASE-053256,1.149,2,High
PRJ-02752,PAR-053257,CASE-053257,1.168,4,Normal
PRJ-02421,PAR-053258,CASE-053258,0.379,4,Normal
PRJ-04160,PAR-053259,CASE-053259,2.186,2,Normal
PRJ-00532,PAR-053260,CASE-053260,0.737,1,Normal
PRJ-04162,PAR-053261,CASE-053261,0.312,1,Normal
PRJ-00649,PAR-053262,CASE-053262,1.48,2,High
PRJ-03969,PAR-053263,CASE-053263,1.227,4,Strategic
PRJ-00286,PAR-053264,CASE-053264,0.109,4,Normal
PRJ-00191,PAR-053265,CASE-053265,0.286,2,High
PRJ-00060,PAR-053266,CASE-053266,0.894,3,High
PRJ-01550,PAR-053267,CASE-053267,3.571,5,Strategic
PRJ-01678,PAR-053268,CASE-053268,1.516,4,Normal
PRJ-00692,PAR-053269,CASE-053269,0.673,3,High
PRJ-03516,PAR-053270,CASE-053270,0.326,5,Normal
PRJ-02358,PAR-053271,CASE-053271,5.13,2,Normal
PRJ-02791,PAR-053272,CASE-053272,0.463,2,Normal
PRJ-01513,PAR-053273,CASE-053273,1.103,2,Normal
PRJ-02919,PAR-053274,CASE-053274,0.508,1,Normal
PRJ-01370,PAR-053275,CASE-053275,0.352,2,Normal
PRJ-02707,PAR-053276,CASE-053276,11.23,1,Normal
PRJ-04484,PAR-053277,CASE-053277,0.311,2,Normal
PRJ-03363,PAR-053278,CASE-053278,2.068,4,High
PRJ-03209,PAR-053279,CASE-053279,0.484,2,Normal
PRJ-00857,PAR-053280,CASE-053280,1.79,3,Normal
PRJ-04281,PAR-053281,CASE-053281,1.163,3,Normal
PRJ-04642,PAR-053282,CASE-053282,0.272,2,Normal
PRJ-04239,PAR-053283,CASE-053283,6.162,1,Strategic
PRJ-04915,PAR-053284,CASE-053284,1.383,2,High
PRJ-01415,PAR-053285,CASE-053285,1.663,3,Normal
PRJ-03376,PAR-053286,CASE-053286,2.036,2,Normal
PRJ-04451,PAR-053287,CASE-053287,0.269,3,High
PRJ-03137,PAR-053288,CASE-053288,0.273,5,Strategic
PRJ-04761,PAR-053289,CASE-053289,1.115,4,Normal
PRJ-02559,PAR-053290,CASE-053290,0.356,2,High
PRJ-01216,PAR-053291,CASE-053291,1.036,1,Normal
PRJ-01240,PAR-053292,CASE-053292,2.592,6,High
PRJ-00794,PAR-053293,CASE-053293,0.605,2,Normal
PRJ-03214,PAR-053294,CASE-053294,1.046,2,Normal
PRJ-01329,PAR-053295,CASE-053295,0.974,3,Normal
PRJ-00929,PAR-053296,CASE-053296,0.57,2,High
PRJ-03416,PAR-053297,CASE-053297,0.208,4,Normal
PRJ-04017,PAR-053298,CASE-053298,1.846,2,High
PRJ-02048,PAR-053299,CASE-053299,1.43,3,High
PRJ-04825,PAR-053300,CASE-053300,1.365,2,Normal
PRJ-02927,PAR-053301,CASE-053301,0.672,2,Normal
PRJ-00960,PAR-053302,CASE-053302,0.696,1,Normal
PRJ-04598,PAR-053303,CASE-053303,0.761,3,High
PRJ-00199,PAR-053304,CASE-053304,3.057,1,Normal
PRJ-01157,PAR-053305,CASE-053305,2.142,5,Normal
PRJ-02235,PAR-053306,CASE-053306,0.497,1,Strategic
PRJ-00530,PAR-053307,CASE-053307,0.78,2,Normal
PRJ-00335,PAR-053308,CASE-053308,0.392,3,High
PRJ-04885,PAR-053309,CASE-053309,0.343,1,Strategic
PRJ-03714,PAR-053310,CASE-053310,0.889,2,Normal
PRJ-01672,PAR-053311,CASE-053311,0.273,4,High
PRJ-02234,PAR-053312,CASE-053312,2.037,4,Normal
PRJ-02579,PAR-053313,CASE-053313,0.47,4,Strategic
PRJ-02347,PAR-053314,CASE-053314,1.296,4,Normal
PRJ-04645,PAR-053315,CASE-053315,1.277,4,High
PRJ-04424,PAR-053316,CASE-053316,0.828,1,Strategic
PRJ-00112,PAR-053317,CASE-053317,1.907,1,Normal
PRJ-01787,PAR-053318,CASE-053318,1.499,2,Normal
PRJ-01778,PAR-053319,CASE-053319,0.361,2,Normal
PRJ-00774,PAR-053320,CASE-053320,0.321,2,Normal
PRJ-01106,PAR-053321,CASE-053321,0.52,3,Strategic
PRJ-03960,PAR-053322,CASE-053322,1.373,2,Normal
PRJ-01239,PAR-053323,CASE-053323,0.435,4,Normal
