record_id,district,taluk,village,survey_no,subdivision,area,classification,record_status,mutation_status
38123,Coimbatore,Coimbatore North,Saravanampatti,6872,3,0.55,Residential,Active,Updated
38124,Coimbatore,Coimbatore North,Perur,396,4,0.517,Punjai,Active,Updated
38125,Coimbatore,Coimbatore South,Annur,8873,6,0.206,Government,Verified,Updated
38126,Coimbatore,Sulur,Saravanampatti,223,6,0.393,Residential,Pending,Updated
38127,Coimbatore,Pollachi,Sulur,2858,1,0.916,Poramboke,Active,Not Required
38128,Coimbatore,Coimbatore South,Pollachi,7011,2,0.862,Nanjai,Verified,Not Required
38129,Coimbatore,Pollachi,Kinathukadavu,6999,2,0.377,Government,Verified,Updated
38130,Coimbatore,Pollachi,Thudiyalur,5386,5,2.524,Residential,Active,Updated
38131,Coimbatore,Sulur,Karamadai,8507,6,0.506,Punjai,Under Review,Not Required
38132,Coimbatore,Coimbatore North,Mettupalayam,5912,2,0.865,Nanjai,Under Review,Pending
38133,Coimbatore,Kinathukadavu,Perur,635,4,0.743,Commercial,Active,Updated
38134,Coimbatore,Madukkarai,Karamadai,9492,3,1.941,Government,Pending,Updated
38135,Coimbatore,Annur,Perur,1836,5,1.023,Nanjai,Active,Updated
38136,Coimbatore,Annur,Perur,4242,4,1.019,Nanjai,Under Review,Updated
38137,Coimbatore,Pollachi,Perur,4165,5,1.629,Residential,Active,Pending
38138,Coimbatore,Coimbatore North,Karamadai,1444,3,0.56,Commercial,Under Review,Updated
38139,Coimbatore,Annur,Madukkarai,8318,5,0.515,Nanjai,Active,Disputed
38140,Coimbatore,Kinathukadavu,Pollachi,8922,6,0.471,Industrial,Verified,Updated
38141,Coimbatore,Coimbatore North,Sulur,780,5,0.711,Residential,Verified,Updated
38142,Coimbatore,Coimbatore South,Madukkarai,968,4,1.696,Residential,Active,Updated
38143,Coimbatore,Sulur,Thudiyalur,6232,2,0.319,Poramboke,Verified,Pending
38144,Coimbatore,Sulur,Saravanampatti,1335,3,0.895,Punjai,Active,Updated
38145,Coimbatore,Coimbatore North,Pollachi,6496,3,0.868,Residential,Under Review,Updated
38146,Coimbatore,Kinathukadavu,Perur,2055,2,1.015,Punjai,Active,Disputed
38147,Coimbatore,Sulur,Mettupalayam,7357,3,0.53,Poramboke,Pending,Updated
38148,Coimbatore,Pollachi,Karamadai,7123,5,1.729,Nanjai,Active,Pending
38149,Coimbatore,Kinathukadavu,Annur,4105,7,0.996,Government,Active,Updated
38150,Coimbatore,Annur,Kinathukadavu,4476,7,0.238,Poramboke,Pending,Updated
38151,Coimbatore,Pollachi,Mettupalayam,3932,3,0.518,Residential,Pending,Updated
38152,Coimbatore,Coimbatore South,Pollachi,5688,6,0.96,Nanjai,Verified,Pending
38153,Coimbatore,Coimbatore South,Kovilpalayam,3402,4,2.872,Punjai,Under Review,Updated
38154,Coimbatore,Mettupalayam,Pollachi,469,3,0.538,Poramboke,Active,Pending
38155,Coimbatore,Mettupalayam,Thudiyalur,8472,4,2.591,Poramboke,Under Review,Not Required
38156,Coimbatore,Coimbatore North,Saravanampatti,3057,3,2.577,Residential,Pending,Not Required
38157,Coimbatore,Coimbatore North,Kinathukadavu,1422,5,0.432,Residential,Under Review,Pending
38158,Coimbatore,Sulur,Pollachi,7541,2,1.106,Punjai,Pending,Updated
38159,Coimbatore,Coimbatore South,Karamadai,605,7,1.861,Nanjai,Verified,Updated
38160,Coimbatore,Madukkarai,Madukkarai,4731,1,0.491,Residential,Under Review,Not Required
38161,Coimbatore,Kinathukadavu,Karamadai,5612,5,0.741,Poramboke,Pending,Updated
38162,Coimbatore,Annur,Saravanampatti,8515,5,0.73,Punjai,Active,Updated
38163,Coimbatore,Pollachi,Saravanampatti,4236,6,0.528,Punjai,Verified,Updated
38164,Coimbatore,Annur,Sulur,1799,1,0.396,Residential,Pending,Updated
38165,Coimbatore,Madukkarai,Madukkarai,7014,7,0.573,Industrial,Active,Updated
38166,Coimbatore,Mettupalayam,Mettupalayam,7157,2,2.656,Commercial,Pending,Updated
38167,Coimbatore,Coimbatore South,Madukkarai,472,7,3.235,Commercial,Under Review,Updated
38168,Coimbatore,Coimbatore North,Perur,7714,4,1.247,Residential,Active,Updated
38169,Coimbatore,Annur,Sulur,5660,1,1.196,Punjai,Verified,Updated
38170,Coimbatore,Pollachi,Mettupalayam,9160,7,1.005,Nanjai,Under Review,Updated
38171,Coimbatore,Pollachi,Kovilpalayam,536,3,1.483,Poramboke,Active,Updated
38172,Coimbatore,Madukkarai,Mettupalayam,5545,1,1.765,Poramboke,Under Review,Updated
38173,Coimbatore,Kinathukadavu,Kovilpalayam,1693,5,0.911,Nanjai,Verified,Updated
38174,Coimbatore,Sulur,Kovilpalayam,8584,6,2.23,Nanjai,Pending,Pending
38175,Coimbatore,Kinathukadavu,Perur,897,7,0.767,Nanjai,Under Review,Updated
38176,Coimbatore,Coimbatore South,Mettupalayam,7030,5,0.791,Residential,Pending,Updated
38177,Coimbatore,Madukkarai,Perur,7035,4,2.295,Residential,Pending,Updated
38178,Coimbatore,Mettupalayam,Saravanampatti,6673,7,1.25,Nanjai,Verified,Updated
38179,Coimbatore,Pollachi,Sulur,4449,5,1.9,Punjai,Active,Updated
38180,Coimbatore,Sulur,Annur,6052,6,0.461,Residential,Active,Not Required
38181,Coimbatore,Coimbatore North,Negamam,6453,7,0.98,Residential,Active,Updated
38182,Coimbatore,Madukkarai,Mettupalayam,7712,2,0.444,Punjai,Under Review,Updated
38183,Coimbatore,Pollachi,Karamadai,8687,2,0.564,Residential,Pending,Updated
38184,Coimbatore,Coimbatore North,Negamam,4257,1,1.357,Nanjai,Active,Pending
38185,Coimbatore,Coimbatore South,Kovilpalayam,7746,6,1.87,Government,Verified,Updated
38186,Coimbatore,Madukkarai,Saravanampatti,2310,6,1.416,Residential,Verified,Updated
38187,Coimbatore,Mettupalayam,Annur,7145,6,1.684,Residential,Verified,Updated
38188,Coimbatore,Kinathukadavu,Annur,2523,2,0.712,Punjai,Active,Updated
38189,Coimbatore,Pollachi,Mettupalayam,557,5,1.497,Industrial,Verified,Pending
38190,Coimbatore,Sulur,Sulur,7785,1,1.041,Government,Verified,Not Required
38191,Coimbatore,Madukkarai,Pollachi,6484,5,3.385,Residential,Under Review,Not Required
38192,Coimbatore,Pollachi,Sulur,712,6,3.69,Government,Under Review,Updated
38193,Coimbatore,Pollachi,Thudiyalur,8770,6,1.182,Government,Under Review,Updated
38194,Coimbatore,Sulur,Kovilpalayam,9243,6,0.69,Poramboke,Under Review,Updated
38195,Coimbatore,Annur,Kovilpalayam,5677,2,0.601,Residential,Verified,Updated
38196,Coimbatore,Madukkarai,Mettupalayam,6512,2,3.316,Government,Under Review,Updated
38197,Coimbatore,Coimbatore North,Kovilpalayam,8957,5,0.599,Poramboke,Pending,Updated
38198,Coimbatore,Madukkarai,Kinathukadavu,1272,7,0.334,Residential,Under Review,Disputed
38199,Coimbatore,Pollachi,Thudiyalur,2521,5,0.788,Nanjai,Verified,Updated
38200,Coimbatore,Mettupalayam,Thudiyalur,5173,2,0.539,Punjai,Active,Updated
38201,Coimbatore,Annur,Karamadai,6765,1,3.245,Government,Under Review,Updated
38202,Coimbatore,Madukkarai,Pollachi,7989,7,1.519,Government,Active,Updated
38203,Coimbatore,Annur,Annur,3769,5,0.651,Punjai,Under Review,Pending
38204,Coimbatore,Pollachi,Kovilpalayam,4198,6,1.841,Industrial,Under Review,Updated
38205,Coimbatore,Kinathukadavu,Madukkarai,2239,5,0.997,Residential,Under Review,Updated
38206,Coimbatore,Sulur,Pollachi,5586,1,2.771,Nanjai,Pending,Not Required
38207,Coimbatore,Pollachi,Kinathukadavu,1990,4,0.472,Residential,Verified,Updated
38208,Coimbatore,Kinathukadavu,Kovilpalayam,7719,5,12.07,Nanjai,Active,Updated
38209,Coimbatore,Sulur,Mettupalayam,2609,1,0.486,Industrial,Verified,Not Required
38210,Coimbatore,Madukkarai,Madukkarai,3741,4,0.891,Punjai,Active,Updated
38211,Coimbatore,Kinathukadavu,Perur,4626,3,1.374,Government,Under Review,Updated
38212,Coimbatore,Kinathukadavu,Saravanampatti,3177,2,1.808,Residential,Under Review,Pending
38213,Coimbatore,Pollachi,Karamadai,6683,1,1.35,Commercial,Verified,Not Required
38214,Coimbatore,Coimbatore South,Annur,2440,2,2.339,Government,Active,Pending
38215,Coimbatore,Pollachi,Kovilpalayam,9052,3,0.464,Punjai,Active,Updated
38216,Coimbatore,Coimbatore North,Saravanampatti,3538,1,2.309,Poramboke,Pending,Updated
38217,Coimbatore,Mettupalayam,Kinathukadavu,6044,7,0.53,Residential,Active,Pending
38218,Coimbatore,Kinathukadavu,Karamadai,8183,4,1.653,Government,Verified,Pending
38219,Coimbatore,Madukkarai,Pollachi,543,1,1.583,Residential,Active,Updated
38220,Coimbatore,Pollachi,Sulur,6395,6,3.298,Residential,Pending,Updated
38221,Coimbatore,Pollachi,Mettupalayam,8114,2,1.053,Government,Under Review,Updated
38222,Coimbatore,Madukkarai,Karamadai,3146,3,0.629,Nanjai,Active,Updated
38223,Coimbatore,Sulur,Kovilpalayam,5260,1,0.969,Punjai,Active,Not Required
38224,Coimbatore,Coimbatore South,Annur,8389,7,0.352,Commercial,Pending,Updated
38225,Coimbatore,Coimbatore South,Kinathukadavu,6522,2,0.955,Poramboke,Verified,Updated
38226,Coimbatore,Coimbatore South,Mettupalayam,2083,5,0.62,Residential,Under Review,Updated
38227,Coimbatore,Mettupalayam,Thudiyalur,5676,2,0.869,Residential,Verified,Disputed
38228,Coimbatore,Kinathukadavu,Karamadai,45,2,2.528,Residential,Pending,Updated
38229,Coimbatore,Pollachi,Kovilpalayam,8446,5,5.433,Nanjai,Active,Updated
38230,Coimbatore,Coimbatore South,Negamam,5678,4,0.741,Industrial,Active,Updated
38231,Coimbatore,Coimbatore North,Kinathukadavu,12,3,0.786,Poramboke,Active,Updated
38232,Coimbatore,Mettupalayam,Saravanampatti,6188,5,2.318,Punjai,Pending,Updated
38233,Coimbatore,Mettupalayam,Kovilpalayam,7136,3,0.77,Nanjai,Under Review,Pending
38234,Coimbatore,Pollachi,Karamadai,242,2,0.246,Poramboke,Pending,Updated
38235,Coimbatore,Coimbatore South,Sulur,7544,5,1.374,Residential,Under Review,Updated
38236,Coimbatore,Coimbatore North,Saravanampatti,1418,4,0.865,Residential,Pending,Updated
38237,Coimbatore,Coimbatore North,Kinathukadavu,6564,4,1.395,Residential,Active,Updated
38238,Coimbatore,Mettupalayam,Negamam,5815,7,0.887,Poramboke,Under Review,Not Required
38239,Coimbatore,Coimbatore South,Sulur,4000,6,3.411,Nanjai,Pending,Updated
38240,Coimbatore,Pollachi,Annur,6094,7,0.704,Government,Under Review,Updated
38241,Coimbatore,Kinathukadavu,Karamadai,8394,5,2.161,Punjai,Verified,Disputed
38242,Coimbatore,Sulur,Mettupalayam,2992,3,1.409,Nanjai,Under Review,Pending
38243,Coimbatore,Coimbatore South,Mettupalayam,2061,3,0.891,Government,Verified,Pending
38244,Coimbatore,Mettupalayam,Sulur,4372,2,0.736,Government,Verified,Updated
38245,Coimbatore,Coimbatore North,Negamam,8108,2,2.558,Punjai,Active,Updated
38246,Coimbatore,Annur,Negamam,5253,7,0.572,Poramboke,Verified,Pending
38247,Coimbatore,Kinathukadavu,Madukkarai,9298,3,1.391,Residential,Verified,Disputed
38248,Coimbatore,Madukkarai,Perur,6615,2,0.711,Punjai,Pending,Updated
38249,Coimbatore,Pollachi,Mettupalayam,5497,2,1.378,Poramboke,Under Review,Pending
38250,Coimbatore,Sulur,Pollachi,8559,7,0.475,Punjai,Under Review,Updated
38251,Coimbatore,Kinathukadavu,Saravanampatti,379,3,1.629,Nanjai,Active,Updated
38252,Coimbatore,Coimbatore South,Saravanampatti,4708,2,0.194,Nanjai,Active,Pending
38253,Coimbatore,Coimbatore South,Sulur,8612,4,0.902,Nanjai,Verified,Updated
38254,Coimbatore,Coimbatore North,Sulur,8474,6,1.103,Government,Active,Updated
38255,Coimbatore,Annur,Kovilpalayam,6047,5,1.247,Industrial,Pending,Updated
38256,Coimbatore,Sulur,Kinathukadavu,4105,6,2.391,Residential,Pending,Updated
38257,Coimbatore,Coimbatore South,Kovilpalayam,8245,7,4.066,Punjai,Under Review,Updated
38258,Coimbatore,Coimbatore South,Madukkarai,2821,4,0.611,Commercial,Active,Not Required
38259,Coimbatore,Coimbatore South,Karamadai,3961,1,0.594,Nanjai,Active,Updated
38260,Coimbatore,Coimbatore South,Annur,5809,7,1.253,Residential,Verified,Updated
38261,Coimbatore,Kinathukadavu,Saravanampatti,3602,2,0.647,Government,Under Review,Updated
38262,Coimbatore,Coimbatore North,Pollachi,2228,4,0.547,Poramboke,Under Review,Updated
38263,Coimbatore,Coimbatore North,Thudiyalur,1926,4,1.187,Commercial,Pending,Updated
38264,Coimbatore,Mettupalayam,Annur,9154,1,2.094,Punjai,Under Review,Updated
38265,Coimbatore,Annur,Karamadai,2929,7,1.638,Punjai,Under Review,Not Required
38266,Coimbatore,Annur,Saravanampatti,663,7,0.24,Poramboke,Active,Not Required
38267,Coimbatore,Coimbatore North,Madukkarai,4929,3,1.638,Punjai,Active,Updated
38268,Coimbatore,Coimbatore South,Kinathukadavu,7123,7,1.559,Residential,Under Review,Updated
38269,Coimbatore,Madukkarai,Sulur,8913,2,1.185,Punjai,Active,Updated
38270,Coimbatore,Mettupalayam,Thudiyalur,9045,5,0.365,Punjai,Active,Updated
38271,Coimbatore,Pollachi,Kovilpalayam,3303,1,1.983,Industrial,Active,Updated
38272,Coimbatore,Coimbatore North,Kinathukadavu,7501,4,0.448,Poramboke,Pending,Pending
38273,Coimbatore,Coimbatore South,Pollachi,8669,3,0.227,Residential,Verified,Updated
38274,Coimbatore,Pollachi,Karamadai,6910,6,1.161,Commercial,Pending,Updated
38275,Coimbatore,Coimbatore North,Thudiyalur,4944,2,2.65,Poramboke,Verified,Disputed
38276,Coimbatore,Kinathukadavu,Karamadai,2544,5,0.323,Nanjai,Pending,Updated
38277,Coimbatore,Coimbatore North,Madukkarai,8994,6,5.304,Commercial,Under Review,Pending
38278,Coimbatore,Coimbatore North,Karamadai,1880,7,1.501,Punjai,Verified,Pending
38279,Coimbatore,Mettupalayam,Negamam,399,6,0.701,Government,Verified,Updated
38280,Coimbatore,Kinathukadavu,Karamadai,8674,4,1.094,Poramboke,Active,Updated
38281,Coimbatore,Kinathukadavu,Saravanampatti,2746,6,1.213,Punjai,Active,Updated
38282,Coimbatore,Pollachi,Mettupalayam,6706,7,2.03,Residential,Under Review,Updated
38283,Coimbatore,Mettupalayam,Kinathukadavu,9264,6,0.673,Commercial,Pending,Updated
38284,Coimbatore,Sulur,Kovilpalayam,1112,1,1.467,Residential,Under Review,Updated
38285,Coimbatore,Coimbatore South,Kinathukadavu,7759,6,0.559,Punjai,Active,Pending
38286,Coimbatore,Mettupalayam,Karamadai,6548,1,0.314,Punjai,Verified,Updated
38287,Coimbatore,Coimbatore North,Pollachi,9086,5,0.42,Nanjai,Under Review,Pending
38288,Coimbatore,Coimbatore South,Mettupalayam,8254,3,4.244,Punjai,Active,Updated
38289,Coimbatore,Kinathukadavu,Sulur,6602,4,2.398,Nanjai,Under Review,Updated
38290,Coimbatore,Coimbatore North,Negamam,6045,1,1.006,Residential,Active,Not Required
38291,Coimbatore,Sulur,Saravanampatti,8171,7,0.749,Punjai,Verified,Updated
38292,Coimbatore,Madukkarai,Kovilpalayam,4550,3,1.031,Poramboke,Pending,Updated
38293,Coimbatore,Kinathukadavu,Kovilpalayam,4795,6,5.537,Poramboke,Verified,Updated
38294,Coimbatore,Madukkarai,Karamadai,6683,6,3.005,Industrial,Active,Updated
38295,Coimbatore,Kinathukadavu,Saravanampatti,4767,3,2.189,Industrial,Active,Updated
38296,Coimbatore,Madukkarai,Pollachi,3895,6,1.396,Poramboke,Verified,Updated
38297,Coimbatore,Kinathukadavu,Saravanampatti,8807,5,5.117,Industrial,Under Review,Updated
38298,Coimbatore,Madukkarai,Madukkarai,3391,6,2.127,Punjai,Verified,Updated
38299,Coimbatore,Madukkarai,Mettupalayam,1593,3,2.497,Residential,Verified,Updated
38300,Coimbatore,Coimbatore North,Kinathukadavu,7974,5,1.059,Residential,Pending,Updated
38301,Coimbatore,Coimbatore North,Kovilpalayam,5902,4,2.397,Punjai,Verified,Pending
38302,Coimbatore,Madukkarai,Saravanampatti,4958,1,1.05,Industrial,Verified,Pending
38303,Coimbatore,Coimbatore South,Mettupalayam,6286,6,0.276,Commercial,Pending,Updated
38304,Coimbatore,Coimbatore South,Sulur,5141,1,1.209,Government,Active,Updated
38305,Coimbatore,Madukkarai,Mettupalayam,457,4,0.477,Punjai,Verified,Updated
38306,Coimbatore,Mettupalayam,Karamadai,5127,3,1.231,Residential,Active,Not Required
38307,Coimbatore,Coimbatore North,Annur,4294,2,0.22,Nanjai,Verified,Not Required
38308,Coimbatore,Kinathukadavu,Madukkarai,7271,5,0.726,Poramboke,Under Review,Pending
38309,Coimbatore,Madukkarai,Negamam,2838,4,0.408,Punjai,Under Review,Updated
38310,Coimbatore,Sulur,Sulur,9380,2,1.105,Nanjai,Verified,Updated
38311,Coimbatore,Coimbatore North,Annur,9321,5,1.29,Nanjai,Pending,Disputed
38312,Coimbatore,Pollachi,Sulur,541,6,0.441,Nanjai,Verified,Not Required
38313,Coimbatore,Sulur,Saravanampatti,5767,6,1.117,Residential,Verified,Not Required
38314,Coimbatore,Mettupalayam,Negamam,7291,1,2.659,Punjai,Under Review,Updated
38315,Coimbatore,Coimbatore North,Kovilpalayam,6019,6,1.502,Government,Pending,Updated
38316,Coimbatore,Coimbatore North,Sulur,5631,1,0.712,Punjai,Under Review,Updated
38317,Coimbatore,Coimbatore South,Pollachi,1258,4,5.89,Residential,Pending,Pending
38318,Coimbatore,Madukkarai,Saravanampatti,7759,3,1.5,Commercial,Active,Updated
38319,Coimbatore,Annur,Sulur,7596,3,0.702,Punjai,Pending,Not Required
38320,Coimbatore,Coimbatore South,Negamam,3185,6,4.611,Commercial,Under Review,Updated
38321,Coimbatore,Pollachi,Kovilpalayam,2897,1,2.239,Residential,Verified,Updated
38322,Coimbatore,Mettupalayam,Thudiyalur,4732,4,1.313,Nanjai,Verified,Updated
38323,Coimbatore,Pollachi,Thudiyalur,8556,1,1.137,Government,Pending,Updated
38324,Coimbatore,Coimbatore North,Madukkarai,3100,7,2.211,Residential,Under Review,Pending
38325,Coimbatore,Annur,Karamadai,5159,1,2.333,Punjai,Under Review,Updated
38326,Coimbatore,Sulur,Kovilpalayam,4144,3,0.338,Commercial,Pending,Updated
38327,Coimbatore,Coimbatore North,Saravanampatti,1712,7,1.264,Nanjai,Pending,Updated
38328,Coimbatore,Annur,Madukkarai,6118,2,1.0,Punjai,Under Review,Updated
38329,Coimbatore,Coimbatore North,Mettupalayam,1323,6,4.741,Residential,Pending,Updated
38330,Coimbatore,Annur,Thudiyalur,510,4,1.408,Poramboke,Under Review,Updated
38331,Coimbatore,Coimbatore South,Mettupalayam,3349,7,0.287,Poramboke,Under Review,Not Required
38332,Coimbatore,Kinathukadavu,Pollachi,3431,1,0.338,Punjai,Pending,Not Required
38333,Coimbatore,Coimbatore North,Madukkarai,5371,6,0.433,Industrial,Verified,Updated
38334,Coimbatore,Mettupalayam,Annur,6422,7,1.931,Nanjai,Under Review,Not Required
38335,Coimbatore,Annur,Perur,6988,1,2.395,Nanjai,Verified,Disputed
38336,Coimbatore,Mettupalayam,Saravanampatti,2495,4,0.304,Residential,Under Review,Not Required
38337,Coimbatore,Madukkarai,Pollachi,8430,7,1.454,Industrial,Verified,Not Required
38338,Coimbatore,Coimbatore North,Pollachi,9035,6,0.427,Punjai,Verified,Pending
38339,Coimbatore,Coimbatore South,Pollachi,4106,5,1.082,Industrial,Under Review,Updated
38340,Coimbatore,Coimbatore North,Thudiyalur,767,2,0.616,Residential,Under Review,Updated
38341,Coimbatore,Sulur,Kinathukadavu,9097,7,0.199,Punjai,Pending,Not Required
38342,Coimbatore,Coimbatore North,Negamam,5385,4,0.871,Government,Verified,Updated
38343,Coimbatore,Coimbatore North,Madukkarai,3202,5,1.929,Government,Under Review,Updated
38344,Coimbatore,Sulur,Karamadai,2034,7,1.605,Commercial,Pending,Pending
38345,Coimbatore,Coimbatore North,Thudiyalur,5872,1,1.537,Punjai,Verified,Updated
38346,Coimbatore,Pollachi,Kovilpalayam,6259,2,0.323,Government,Verified,Updated
38347,Coimbatore,Coimbatore North,Perur,5674,6,0.582,Commercial,Under Review,Updated
38348,Coimbatore,Coimbatore North,Saravanampatti,6655,3,0.438,Punjai,Active,Updated
38349,Coimbatore,Pollachi,Kinathukadavu,5512,6,1.045,Nanjai,Pending,Pending
38350,Coimbatore,Coimbatore North,Perur,6065,4,1.06,Residential,Verified,Updated
38351,Coimbatore,Annur,Karamadai,2786,6,0.218,Government,Pending,Updated
38352,Coimbatore,Pollachi,Perur,1675,1,1.486,Residential,Verified,Updated
38353,Coimbatore,Coimbatore North,Kovilpalayam,8556,4,1.258,Nanjai,Active,Not Required
38354,Coimbatore,Madukkarai,Karamadai,8372,2,0.57,Government,Active,Updated
38355,Coimbatore,Annur,Mettupalayam,9070,7,0.475,Residential,Active,Pending
38356,Coimbatore,Coimbatore South,Karamadai,7027,4,1.361,Nanjai,Pending,Disputed
38357,Coimbatore,Coimbatore South,Saravanampatti,7858,4,0.742,Nanjai,Active,Updated
38358,Coimbatore,Pollachi,Thudiyalur,3752,7,1.863,Industrial,Verified,Updated
38359,Coimbatore,Coimbatore South,Thudiyalur,5938,4,0.717,Nanjai,Under Review,Updated
38360,Coimbatore,Sulur,Kovilpalayam,4137,2,0.403,Punjai,Under Review,Updated
38361,Coimbatore,Coimbatore South,Saravanampatti,2733,7,0.944,Residential,Under Review,Updated
38362,Coimbatore,Coimbatore North,Madukkarai,2643,5,2.684,Nanjai,Pending,Updated
38363,Coimbatore,Madukkarai,Thudiyalur,8397,7,1.381,Punjai,Active,Updated
38364,Coimbatore,Sulur,Mettupalayam,631,6,0.342,Nanjai,Under Review,Not Required
38365,Coimbatore,Kinathukadavu,Madukkarai,3925,2,2.559,Punjai,Verified,Updated
38366,Coimbatore,Kinathukadavu,Kovilpalayam,3599,7,9.49,Punjai,Pending,Updated
38367,Coimbatore,Coimbatore South,Thudiyalur,5705,2,0.474,Government,Verified,Updated
38368,Coimbatore,Coimbatore North,Perur,6422,3,0.676,Residential,Verified,Updated
38369,Coimbatore,Mettupalayam,Karamadai,63,5,1.053,Residential,Pending,Updated
38370,Coimbatore,Pollachi,Perur,5150,3,2.969,Residential,Pending,Updated
38371,Coimbatore,Sulur,Kovilpalayam,688,2,1.013,Punjai,Verified,Not Required
38372,Coimbatore,Sulur,Mettupalayam,3019,7,1.329,Punjai,Active,Disputed
38373,Coimbatore,Coimbatore North,Annur,5963,7,1.453,Commercial,Verified,Updated
38374,Coimbatore,Coimbatore North,Perur,2410,4,2.065,Punjai,Active,Updated
38375,Coimbatore,Coimbatore South,Mettupalayam,7482,7,0.762,Residential,Active,Updated
38376,Coimbatore,Sulur,Negamam,7784,6,2.837,Residential,Under Review,Updated
38377,Coimbatore,Pollachi,Negamam,7046,2,0.345,Industrial,Under Review,Not Required
38378,Coimbatore,Coimbatore North,Negamam,5316,6,1.216,Residential,Under Review,Updated
38379,Coimbatore,Madukkarai,Mettupalayam,7072,5,0.603,Punjai,Under Review,Updated
38380,Coimbatore,Coimbatore South,Annur,803,3,1.616,Residential,Under Review,Updated
38381,Coimbatore,Coimbatore South,Mettupalayam,8643,5,2.161,Punjai,Verified,Updated
38382,Coimbatore,Pollachi,Negamam,3256,3,0.843,Residential,Pending,Updated
38383,Coimbatore,Coimbatore South,Annur,2801,1,1.936,Punjai,Pending,Updated
38384,Coimbatore,Kinathukadavu,Karamadai,1908,5,0.646,Government,Under Review,Pending
38385,Coimbatore,Annur,Pollachi,2323,7,0.41,Commercial,Under Review,Updated
38386,Coimbatore,Madukkarai,Negamam,3761,3,0.992,Commercial,Verified,Updated
38387,Coimbatore,Pollachi,Saravanampatti,1157,4,3.294,Government,Pending,Not Required
38388,Coimbatore,Sulur,Sulur,6929,2,1.046,Industrial,Active,Updated
38389,Coimbatore,Coimbatore South,Mettupalayam,2621,4,1.704,Nanjai,Pending,Updated
38390,Coimbatore,Coimbatore North,Sulur,8270,3,1.302,Punjai,Pending,Updated
38391,Coimbatore,Coimbatore North,Sulur,1077,6,1.092,Nanjai,Under Review,Updated
38392,Coimbatore,Pollachi,Pollachi,4158,1,0.986,Poramboke,Pending,Disputed
38393,Coimbatore,Madukkarai,Perur,5748,2,0.604,Nanjai,Verified,Updated
38394,Coimbatore,Coimbatore North,Karamadai,7739,4,0.826,Residential,Pending,Updated
38395,Coimbatore,Annur,Kovilpalayam,4410,3,1.987,Nanjai,Under Review,Updated
38396,Coimbatore,Annur,Sulur,751,2,0.878,Residential,Active,Pending
38397,Coimbatore,Kinathukadavu,Thudiyalur,450,2,0.395,Punjai,Under Review,Updated
38398,Coimbatore,Sulur,Pollachi,4702,4,0.342,Residential,Under Review,Pending
38399,Coimbatore,Coimbatore South,Kinathukadavu,6861,3,2.221,Punjai,Active,Disputed
38400,Coimbatore,Annur,Annur,8552,4,1.497,Punjai,Pending,Updated
38401,Coimbatore,Coimbatore North,Thudiyalur,5993,4,1.096,Government,Verified,Updated
38402,Coimbatore,Kinathukadavu,Karamadai,9202,7,0.357,Nanjai,Pending,Updated
38403,Coimbatore,Kinathukadavu,Mettupalayam,2061,7,1.431,Poramboke,Verified,Updated
38404,Coimbatore,Coimbatore North,Sulur,63,2,0.669,Government,Verified,Updated
38405,Coimbatore,Mettupalayam,Mettupalayam,7754,6,1.074,Residential,Active,Updated
38406,Coimbatore,Mettupalayam,Thudiyalur,6452,5,1.586,Nanjai,Active,Updated
38407,Coimbatore,Pollachi,Kovilpalayam,5549,5,4.798,Punjai,Verified,Updated
38408,Coimbatore,Pollachi,Sulur,59,4,0.989,Industrial,Active,Pending
38409,Coimbatore,Sulur,Thudiyalur,7586,1,3.431,Poramboke,Active,Updated
38410,Coimbatore,Madukkarai,Kinathukadavu,2473,7,0.154,Punjai,Active,Pending
38411,Coimbatore,Madukkarai,Annur,8566,3,1.341,Nanjai,Verified,Updated
38412,Coimbatore,Mettupalayam,Thudiyalur,5356,4,1.589,Residential,Pending,Updated
38413,Coimbatore,Kinathukadavu,Kovilpalayam,2279,3,0.451,Punjai,Active,Pending
38414,Coimbatore,Kinathukadavu,Annur,8880,3,1.454,Residential,Verified,Updated
38415,Coimbatore,Pollachi,Mettupalayam,2377,4,1.19,Nanjai,Active,Updated
38416,Coimbatore,Kinathukadavu,Sulur,336,2,0.404,Punjai,Pending,Updated
38417,Coimbatore,Sulur,Saravanampatti,6423,6,0.371,Nanjai,Verified,Updated
38418,Coimbatore,Kinathukadavu,Pollachi,6648,1,3.271,Residential,Under Review,Updated
38419,Coimbatore,Mettupalayam,Thudiyalur,3131,1,0.169,Nanjai,Under Review,Pending
38420,Coimbatore,Pollachi,Pollachi,898,5,1.308,Punjai,Pending,Updated
38421,Coimbatore,Madukkarai,Madukkarai,7720,5,4.697,Industrial,Pending,Updated
38422,Coimbatore,Sulur,Negamam,2952,1,0.703,Industrial,Pending,Updated
38423,Coimbatore,Pollachi,Perur,3812,5,0.655,Government,Verified,Updated
38424,Coimbatore,Coimbatore North,Pollachi,6372,7,1.034,Industrial,Verified,Updated
38425,Coimbatore,Sulur,Kinathukadavu,9085,5,0.766,Nanjai,Active,Updated
38426,Coimbatore,Pollachi,Kinathukadavu,7914,1,0.827,Poramboke,Verified,Updated
38427,Coimbatore,Coimbatore North,Perur,7588,2,1.039,Residential,Pending,Updated
