mutation_id,record_id,mutation_date,mutation_type,mutation_status
MUT-041216,41216,2023-01-27,Correction,Not Required
MUT-041217,41217,2021-04-16,Correction,Not Required
MUT-041218,41218,2021-08-22,Correction,Updated
MUT-041219,41219,2023-03-07,Transfer,Not Required
MUT-041220,41220,2024-02-21,Correction,Updated
MUT-041221,41221,2019-08-11,Correction,Updated
MUT-041222,41222,2024-12-07,Partition,Updated
MUT-041223,41223,2021-06-27,Transfer,Updated
MUT-041224,41224,2023-09-29,Partition,Updated
MUT-041225,41225,2025-03-21,Sale,Updated
MUT-041226,41226,2023-09-26,Inheritance,Pending
MUT-041227,41227,2025-11-17,Partition,Pending
MUT-041228,41228,2024-05-05,Correction,Not Required
MUT-041229,41229,2019-12-06,Sale,Pending
MUT-041230,41230,2025-07-04,Correction,Not Required
MUT-041231,41231,2023-09-30,Sale,Pending
MUT-041232,41232,2020-10-30,Partition,Updated
MUT-041233,41233,2020-02-25,Sale,Not Required
MUT-041234,41234,2024-03-04,Correction,Pending
MUT-041235,41235,2023-02-02,Correction,Updated
MUT-041236,41236,2021-02-14,Correction,Updated
MUT-041237,41237,2020-05-13,Sale,Updated
MUT-041238,41238,2023-05-20,Partition,Updated
MUT-041239,41239,2021-02-28,Sale,Updated
MUT-041240,41240,2021-02-01,Correction,Pending
MUT-041241,41241,2023-11-29,Inheritance,Updated
MUT-041242,41242,2025-10-23,Sale,Updated
MUT-041243,41243,2019-03-10,Correction,Pending
MUT-041244,41244,2019-06-27,Correction,Updated
MUT-041245,41245,2024-06-08,Sale,Updated
MUT-041246,41246,2019-09-23,Transfer,Updated
MUT-041247,41247,2024-05-20,Transfer,Not Required
MUT-041248,41248,2026-08-21,Transfer,Updated
MUT-041249,41249,2023-12-13,Inheritance,Updated
MUT-041250,41250,2021-07-30,Transfer,Updated
MUT-041251,41251,2025-05-10,Partition,Updated
MUT-041252,41252,2024-08-06,Partition,Updated
MUT-041253,41253,2023-06-13,Correction,Pending
MUT-041254,41254,2021-05-03,Correction,Updated
MUT-041255,41255,2025-08-18,Transfer,Not Required
MUT-041256,41256,2023-10-28,Correction,Pending
MUT-041257,41257,2023-09-29,Transfer,Not Required
MUT-041258,41258,2022-11-03,Sale,Not Required
MUT-041259,41259,2023-11-06,Partition,Updated
MUT-041260,41260,2026-03-26,Inheritance,Updated
MUT-041261,41261,2022-05-21,Inheritance,Updated
MUT-041262,41262,2023-11-15,Inheritance,Updated
MUT-041263,41263,2023-10-05,Sale,Updated
MUT-041264,41264,2024-03-25,Correction,Updated
MUT-041265,41265,2020-11-16,Transfer,Pending
MUT-041266,41266,2026-03-17,Transfer,Pending
MUT-041267,41267,2020-02-24,Partition,Updated
MUT-041268,41268,2021-01-24,Sale,Updated
MUT-041269,41269,2024-10-08,Inheritance,Updated
MUT-041270,41270,2019-08-08,Correction,Updated
MUT-041271,41271,2020-07-25,Partition,Updated
MUT-041272,41272,2020-11-01,Correction,Updated
MUT-041273,41273,2023-03-30,Correction,Updated
MUT-041274,41274,2025-01-21,Transfer,Updated
MUT-041275,41275,2025-05-11,Transfer,Not Required
MUT-041276,41276,2023-04-07,Transfer,Updated
MUT-041277,41277,2020-08-08,Correction,Not Required
MUT-041278,41278,2024-02-05,Transfer,Updated
MUT-041279,41279,2022-10-31,Correction,Updated
MUT-041280,41280,2025-10-23,Inheritance,Updated
MUT-041281,41281,2021-06-27,Partition,Pending
MUT-041282,41282,2023-03-22,Partition,Pending
MUT-041283,41283,2024-09-21,Correction,Not Required
MUT-041284,41284,2021-05-03,Transfer,Updated
MUT-041285,41285,2019-05-05,Inheritance,Updated
MUT-041286,41286,2019-01-08,Inheritance,Updated
MUT-041287,41287,2024-06-04,Partition,Updated
MUT-041288,41288,2022-05-11,Correction,Updated
MUT-041289,41289,2022-10-06,Partition,Updated
MUT-041290,41290,2023-03-22,Inheritance,Updated
MUT-041291,41291,2025-04-03,Transfer,Updated
MUT-041292,41292,2021-09-03,Correction,Updated
MUT-041293,41293,2022-04-18,Correction,Pending
MUT-041294,41294,2020-01-07,Partition,Updated
MUT-041295,41295,2020-09-11,Sale,Updated
MUT-041296,41296,2021-07-04,Sale,Pending
MUT-041297,41297,2022-10-19,Inheritance,Updated
MUT-041298,41298,2021-04-14,Correction,Not Required
MUT-041299,41299,2021-07-09,Inheritance,Updated
MUT-041300,41300,2024-12-03,Inheritance,Updated
MUT-041301,41301,2026-05-13,Transfer,Updated
MUT-041302,41302,2019-07-03,Transfer,Updated
MUT-041303,41303,2023-11-06,Inheritance,Updated
MUT-041304,41304,2019-04-29,Correction,Updated
MUT-041305,41305,2022-04-30,Correction,Updated
MUT-041306,41306,2019-11-13,Correction,Pending
MUT-041307,41307,2022-03-26,Partition,Updated
MUT-041308,41308,2020-10-23,Sale,Updated
MUT-041309,41309,2020-04-29,Transfer,Updated
MUT-041310,41310,2020-09-14,Transfer,Not Required
MUT-041311,41311,2023-04-18,Correction,Updated
MUT-041312,41312,2026-05-03,Inheritance,Updated
MUT-041313,41313,2021-11-16,Partition,Updated
MUT-041314,41314,2022-05-20,Correction,Updated
MUT-041315,41315,2020-07-20,Correction,Updated
MUT-041316,41316,2021-04-26,Transfer,Updated
MUT-041317,41317,2022-01-30,Inheritance,Not Required
MUT-041318,41318,2020-12-23,Partition,Updated
MUT-041319,41319,2023-03-21,Correction,Pending
MUT-041320,41320,2025-08-04,Sale,Updated
MUT-041321,41321,2021-01-03,Partition,Updated
MUT-041322,41322,2023-10-06,Sale,Pending
MUT-041323,41323,2021-08-24,Partition,Updated
MUT-041324,41324,2022-05-24,Inheritance,Updated
MUT-041325,41325,2019-06-25,Inheritance,Updated
MUT-041326,41326,2024-12-05,Transfer,Updated
MUT-041327,41327,2020-05-15,Sale,Disputed
MUT-041328,41328,2026-02-06,Correction,Updated
MUT-041329,41329,2023-06-01,Correction,Updated
MUT-041330,41330,2025-06-03,Partition,Not Required
MUT-041331,41331,2020-12-02,Correction,Updated
MUT-041332,41332,2020-11-09,Sale,Not Required
MUT-041333,41333,2020-04-30,Correction,Pending
MUT-041334,41334,2026-05-18,Transfer,Not Required
MUT-041335,41335,2022-09-11,Correction,Pending
MUT-041336,41336,2023-03-19,Transfer,Updated
MUT-041337,41337,2022-08-26,Sale,Updated
MUT-041338,41338,2021-12-30,Correction,Updated
MUT-041339,41339,2021-05-10,Inheritance,Updated
MUT-041340,41340,2021-12-08,Partition,Updated
MUT-041341,41341,2025-07-08,Correction,Updated
MUT-041342,41342,2019-10-07,Correction,Not Required
MUT-041343,41343,2026-08-23,Sale,Updated
MUT-041344,41344,2020-01-14,Partition,Disputed
MUT-041345,41345,2023-01-23,Transfer,Updated
MUT-041346,41346,2026-06-04,Transfer,Not Required
MUT-041347,41347,2025-06-09,Inheritance,Updated
MUT-041348,41348,2021-02-08,Inheritance,Not Required
MUT-041349,41349,2020-06-29,Transfer,Updated
MUT-041350,41350,2021-05-11,Inheritance,Updated
MUT-041351,41351,2022-01-23,Inheritance,Pending
MUT-041352,41352,2023-08-31,Partition,Updated
MUT-041353,41353,2025-03-16,Transfer,Not Required
MUT-041354,41354,2023-02-20,Correction,Updated
MUT-041355,41355,2023-12-17,Sale,Updated
MUT-041356,41356,2025-08-17,Sale,Disputed
MUT-041357,41357,2023-02-28,Sale,Updated
MUT-041358,41358,2023-08-26,Correction,Updated
MUT-041359,41359,2021-05-23,Correction,Updated
MUT-041360,41360,2024-07-15,Sale,Updated
MUT-041361,41361,2022-10-11,Partition,Not Required
MUT-041362,41362,2020-04-17,Inheritance,Pending
MUT-041363,41363,2024-02-11,Correction,Updated
MUT-041364,41364,2022-07-05,Sale,Updated
MUT-041365,41365,2019-11-14,Inheritance,Updated
MUT-041366,41366,2023-09-13,Correction,Updated
MUT-041367,41367,2023-05-18,Correction,Updated
MUT-041368,41368,2023-11-06,Inheritance,Updated
MUT-041369,41369,2022-04-12,Transfer,Updated
MUT-041370,41370,2026-07-30,Correction,Updated
MUT-041371,41371,2020-10-14,Inheritance,Not Required
MUT-041372,41372,2025-01-08,Inheritance,Updated
MUT-041373,41373,2023-08-02,Inheritance,Pending
MUT-041374,41374,2023-02-23,Sale,Pending
MUT-041375,41375,2026-06-07,Sale,Updated
MUT-041376,41376,2026-01-26,Inheritance,Updated
MUT-041377,41377,2023-02-06,Partition,Updated
MUT-041378,41378,2020-07-17,Partition,Not Required
MUT-041379,41379,2021-06-09,Sale,Not Required
MUT-041380,41380,2020-11-04,Correction,Not Required
MUT-041381,41381,2022-08-26,Sale,Updated
MUT-041382,41382,2019-07-28,Partition,Disputed
MUT-041383,41383,2026-06-06,Inheritance,Not Required
MUT-041384,41384,2021-08-11,Sale,Not Required
MUT-041385,41385,2025-09-28,Inheritance,Updated
MUT-041386,41386,2024-08-18,Correction,Updated
MUT-041387,41387,2019-07-27,Transfer,Updated
MUT-041388,41388,2026-02-07,Transfer,Updated
MUT-041389,41389,2019-07-19,Correction,Updated
MUT-041390,41390,2022-11-19,Sale,Updated
MUT-041391,41391,2020-02-01,Partition,Not Required
MUT-041392,41392,2023-03-01,Sale,Pending
MUT-041393,41393,2021-02-28,Sale,Not Required
MUT-041394,41394,2019-08-29,Correction,Updated
MUT-041395,41395,2024-05-11,Sale,Updated
MUT-041396,41396,2022-08-06,Sale,Updated
MUT-041397,41397,2025-07-07,Transfer,Updated
MUT-041398,41398,2019-01-06,Inheritance,Pending
MUT-041399,41399,2020-11-23,Partition,Updated
MUT-041400,41400,2022-09-21,Sale,Updated
MUT-041401,41401,2021-10-16,Inheritance,Updated
MUT-041402,41402,2025-01-24,Inheritance,Updated
MUT-041403,41403,2019-01-25,Correction,Updated
MUT-041404,41404,2021-03-01,Inheritance,Updated
MUT-041405,41405,2024-02-29,Correction,Updated
MUT-041406,41406,2023-12-31,Partition,Disputed
MUT-041407,41407,2021-08-11,Sale,Updated
MUT-041408,41408,2022-07-14,Correction,Not Required
MUT-041409,41409,2025-12-19,Transfer,Not Required
MUT-041410,41410,2025-02-26,Inheritance,Updated
MUT-041411,41411,2025-07-16,Transfer,Updated
MUT-041412,41412,2021-09-23,Inheritance,Updated
MUT-041413,41413,2022-04-08,Transfer,Not Required
MUT-041414,41414,2020-10-14,Inheritance,Updated
MUT-041415,41415,2019-02-01,Partition,Updated
MUT-041416,41416,2021-04-27,Inheritance,Updated
MUT-041417,41417,2021-05-02,Correction,Updated
MUT-041418,41418,2026-01-27,Inheritance,Not Required
MUT-041419,41419,2022-12-03,Partition,Updated
MUT-041420,41420,2019-07-28,Sale,Not Required
MUT-041421,41421,2019-01-24,Correction,Updated
MUT-041422,41422,2022-04-27,Inheritance,Not Required
MUT-041423,41423,2024-02-08,Correction,Updated
MUT-041424,41424,2019-10-09,Inheritance,Pending
MUT-041425,41425,2019-09-10,Partition,Updated
MUT-041426,41426,2023-10-07,Correction,Updated
MUT-041427,41427,2025-01-12,Transfer,Updated
MUT-041428,41428,2020-03-14,Correction,Updated
MUT-041429,41429,2020-02-19,Correction,Pending
MUT-041430,41430,2022-09-07,Inheritance,Updated
MUT-041431,41431,2019-04-18,Inheritance,Updated
MUT-041432,41432,2023-01-19,Sale,Pending
MUT-041433,41433,2025-10-11,Transfer,Updated
MUT-041434,41434,2023-01-19,Correction,Updated
MUT-041435,41435,2023-08-09,Sale,Updated
MUT-041436,41436,2023-10-09,Partition,Updated
MUT-041437,41437,2019-10-02,Transfer,Updated
MUT-041438,41438,2025-10-27,Sale,Updated
MUT-041439,41439,2024-05-31,Sale,Updated
MUT-041440,41440,2024-02-10,Sale,Updated
MUT-041441,41441,2025-10-29,Partition,Updated
MUT-041442,41442,2025-04-24,Partition,Updated
MUT-041443,41443,2025-07-05,Inheritance,Updated
MUT-041444,41444,2020-07-17,Correction,Updated
MUT-041445,41445,2019-01-16,Transfer,Updated
MUT-041446,41446,2026-01-02,Correction,Updated
MUT-041447,41447,2019-03-31,Partition,Pending
MUT-041448,41448,2020-04-08,Correction,Pending
MUT-041449,41449,2021-07-22,Transfer,Not Required
MUT-041450,41450,2025-08-02,Transfer,Updated
MUT-041451,41451,2023-04-19,Transfer,Updated
MUT-041452,41452,2025-01-10,Sale,Updated
MUT-041453,41453,2022-08-22,Sale,Updated
MUT-041454,41454,2025-09-04,Correction,Updated
MUT-041455,41455,2026-03-29,Sale,Updated
MUT-041456,41456,2025-04-04,Inheritance,Not Required
MUT-041457,41457,2020-06-11,Transfer,Pending
MUT-041458,41458,2020-10-29,Sale,Updated
MUT-041459,41459,2025-07-19,Inheritance,Pending
MUT-041460,41460,2021-04-29,Transfer,Updated
MUT-041461,41461,2025-01-16,Partition,Pending
MUT-041462,41462,2021-04-08,Sale,Disputed
MUT-041463,41463,2021-06-24,Transfer,Updated
MUT-041464,41464,2021-08-30,Partition,Pending
MUT-041465,41465,2026-03-11,Transfer,Updated
MUT-041466,41466,2022-02-05,Partition,Updated
MUT-041467,41467,2023-03-18,Sale,Updated
MUT-041468,41468,2022-12-18,Sale,Not Required
MUT-041469,41469,2023-09-30,Inheritance,Not Required
MUT-041470,41470,2019-06-25,Correction,Updated
MUT-041471,41471,2020-08-14,Inheritance,Updated
MUT-041472,41472,2019-06-23,Partition,Updated
MUT-041473,41473,2023-05-28,Correction,Disputed
MUT-041474,41474,2021-03-02,Partition,Updated
MUT-041475,41475,2026-04-17,Transfer,Updated
MUT-041476,41476,2025-08-17,Inheritance,Not Required
MUT-041477,41477,2019-09-14,Sale,Updated
MUT-041478,41478,2020-03-09,Sale,Pending
MUT-041479,41479,2025-02-09,Transfer,Updated
MUT-041480,41480,2022-03-14,Partition,Pending
MUT-041481,41481,2022-05-24,Transfer,Disputed
MUT-041482,41482,2026-08-04,Partition,Disputed
MUT-041483,41483,2024-04-24,Sale,Updated
MUT-041484,41484,2020-08-28,Inheritance,Updated
MUT-041485,41485,2020-07-31,Sale,Updated
MUT-041486,41486,2023-04-02,Inheritance,Updated
MUT-041487,41487,2022-11-03,Inheritance,Updated
MUT-041488,41488,2019-02-25,Inheritance,Pending
MUT-041489,41489,2025-03-06,Inheritance,Updated
MUT-041490,41490,2022-09-06,Inheritance,Disputed
MUT-041491,41491,2024-01-01,Sale,Pending
MUT-041492,41492,2021-10-11,Inheritance,Updated
MUT-041493,41493,2019-12-12,Inheritance,Updated
MUT-041494,41494,2021-01-28,Sale,Updated
MUT-041495,41495,2021-03-04,Partition,Updated
MUT-041496,41496,2025-02-25,Correction,Pending
MUT-041497,41497,2026-03-31,Sale,Pending
MUT-041498,41498,2025-07-10,Inheritance,Updated
MUT-041499,41499,2022-08-10,Inheritance,Pending
MUT-041500,41500,2024-11-25,Correction,Not Required
MUT-041501,41501,2022-06-09,Sale,Disputed
MUT-041502,41502,2019-02-27,Transfer,Updated
MUT-041503,41503,2020-05-12,Inheritance,Disputed
MUT-041504,41504,2024-06-23,Partition,Pending
MUT-041505,41505,2024-12-24,Transfer,Not Required
MUT-041506,41506,2022-10-07,Transfer,Not Required
MUT-041507,41507,2023-05-24,Inheritance,Updated
MUT-041508,41508,2021-08-29,Partition,Not Required
MUT-041509,41509,2022-05-07,Transfer,Disputed
MUT-041510,41510,2022-01-11,Transfer,Updated
MUT-041511,41511,2019-11-06,Transfer,Pending
MUT-041512,41512,2023-05-05,Sale,Not Required
MUT-041513,41513,2022-04-09,Partition,Updated
MUT-041514,41514,2019-01-08,Correction,Updated
MUT-041515,41515,2024-08-11,Inheritance,Updated
MUT-041516,41516,2024-07-13,Correction,Pending
MUT-041517,41517,2022-08-19,Sale,Updated
MUT-041518,41518,2020-06-26,Sale,Updated
MUT-041519,41519,2025-08-01,Partition,Updated
MUT-041520,41520,2025-12-11,Transfer,Pending
MUT-041521,41521,2026-08-30,Partition,Updated
MUT-041522,41522,2025-05-10,Correction,Updated
MUT-041523,41523,2019-04-20,Sale,Updated
MUT-041524,41524,2023-01-09,Correction,Updated
MUT-041525,41525,2022-10-22,Inheritance,Not Required
MUT-041526,41526,2019-12-24,Inheritance,Updated
MUT-041527,41527,2022-10-13,Inheritance,Pending
MUT-041528,41528,2021-12-04,Sale,Updated
MUT-041529,41529,2023-10-20,Sale,Not Required
MUT-041530,41530,2021-04-01,Sale,Updated
MUT-041531,41531,2020-08-24,Correction,Not Required
MUT-041532,41532,2024-12-04,Correction,Updated
MUT-041533,41533,2019-04-26,Correction,Updated
MUT-041534,41534,2021-03-12,Partition,Updated
MUT-041535,41535,2019-09-26,Partition,Updated
MUT-041536,41536,2026-02-21,Partition,Pending
MUT-041537,41537,2021-07-08,Transfer,Disputed
MUT-041538,41538,2020-03-26,Sale,Updated
MUT-041539,41539,2022-06-20,Correction,Disputed
MUT-041540,41540,2019-02-13,Partition,Pending
MUT-041541,41541,2023-07-04,Transfer,Disputed
MUT-041542,41542,2021-05-27,Transfer,Not Required
MUT-041543,41543,2019-02-13,Inheritance,Updated
MUT-041544,41544,2023-03-06,Partition,Updated
MUT-041545,41545,2021-12-19,Transfer,Pending
MUT-041546,41546,2020-05-10,Inheritance,Updated
MUT-041547,41547,2020-02-08,Inheritance,Updated
MUT-041548,41548,2023-04-10,Transfer,Disputed
MUT-041549,41549,2025-02-14,Partition,Updated
MUT-041550,41550,2024-09-18,Inheritance,Updated
MUT-041551,41551,2024-08-21,Transfer,Updated
MUT-041552,41552,2024-07-08,Correction,Not Required
MUT-041553,41553,2025-07-18,Sale,Updated
MUT-041554,41554,2019-10-07,Partition,Pending
MUT-041555,41555,2024-11-18,Inheritance,Updated
MUT-041556,41556,2025-12-05,Sale,Updated
MUT-041557,41557,2025-04-16,Partition,Disputed
MUT-041558,41558,2019-10-18,Correction,Updated
MUT-041559,41559,2020-10-21,Partition,Updated
MUT-041560,41560,2022-04-22,Partition,Updated
MUT-041561,41561,2026-08-08,Transfer,Not Required
MUT-041562,41562,2024-02-15,Inheritance,Updated
MUT-041563,41563,2021-01-13,Inheritance,Updated
MUT-041564,41564,2026-07-27,Partition,Updated
MUT-041565,41565,2021-05-30,Correction,Pending
MUT-041566,41566,2025-12-18,Correction,Disputed
MUT-041567,41567,2026-06-14,Partition,Updated
MUT-041568,41568,2020-09-26,Sale,Not Required
MUT-041569,41569,2020-06-10,Sale,Updated
MUT-041570,41570,2021-10-31,Transfer,Updated
MUT-041571,41571,2020-06-30,Partition,Pending
MUT-041572,41572,2024-11-07,Transfer,Updated
MUT-041573,41573,2022-03-26,Correction,Updated
MUT-041574,41574,2020-06-04,Transfer,Updated
MUT-041575,41575,2019-03-12,Inheritance,Updated
MUT-041576,41576,2023-03-18,Transfer,Updated
MUT-041577,41577,2025-09-08,Sale,Updated
MUT-041578,41578,2025-01-22,Partition,Not Required
MUT-041579,41579,2026-01-13,Transfer,Updated
MUT-041580,41580,2023-03-16,Sale,Updated
MUT-041581,41581,2023-03-22,Transfer,Updated
MUT-041582,41582,2023-06-02,Transfer,Updated
MUT-041583,41583,2025-06-25,Correction,Updated
MUT-041584,41584,2024-02-07,Correction,Updated
MUT-041585,41585,2025-01-13,Transfer,Updated
MUT-041586,41586,2025-04-12,Transfer,Updated
MUT-041587,41587,2021-08-25,Partition,Updated
MUT-041588,41588,2019-03-04,Partition,Updated
MUT-041589,41589,2025-01-20,Partition,Updated
MUT-041590,41590,2021-03-25,Sale,Not Required
MUT-041591,41591,2022-04-19,Partition,Updated
MUT-041592,41592,2025-02-22,Transfer,Not Required
MUT-041593,41593,2024-11-04,Inheritance,Disputed
MUT-041594,41594,2019-09-28,Sale,Updated
MUT-041595,41595,2020-11-04,Inheritance,Updated
MUT-041596,41596,2022-07-24,Transfer,Updated
MUT-041597,41597,2025-10-04,Partition,Updated
MUT-041598,41598,2023-11-05,Correction,Updated
MUT-041599,41599,2024-01-04,Sale,Pending
MUT-041600,41600,2019-05-05,Partition,Updated
MUT-041601,41601,2021-09-26,Transfer,Updated
MUT-041602,41602,2021-03-06,Sale,Disputed
MUT-041603,41603,2021-12-07,Partition,Updated
MUT-041604,41604,2023-12-02,Inheritance,Updated
MUT-041605,41605,2024-06-23,Inheritance,Pending
MUT-041606,41606,2025-01-01,Sale,Updated
MUT-041607,41607,2022-04-05,Inheritance,Updated
MUT-041608,41608,2024-03-24,Inheritance,Updated
MUT-041609,41609,2023-09-02,Correction,Not Required
MUT-041610,41610,2025-12-03,Partition,Updated
MUT-041611,41611,2025-04-21,Inheritance,Updated
MUT-041612,41612,2019-11-15,Transfer,Disputed
MUT-041613,41613,2021-09-24,Correction,Updated
MUT-041614,41614,2021-10-19,Partition,Updated
MUT-041615,41615,2023-10-09,Transfer,Updated
MUT-041616,41616,2019-09-10,Partition,Updated
MUT-041617,41617,2019-01-17,Sale,Pending
MUT-041618,41618,2021-08-11,Correction,Updated
MUT-041619,41619,2022-10-06,Transfer,Updated
MUT-041620,41620,2021-10-21,Inheritance,Not Required
MUT-041621,41621,2021-07-24,Inheritance,Updated
MUT-041622,41622,2026-05-31,Sale,Updated
MUT-041623,41623,2023-12-31,Transfer,Updated
MUT-041624,41624,2020-03-19,Partition,Pending
MUT-041625,41625,2021-08-21,Partition,Updated
MUT-041626,41626,2024-02-14,Correction,Updated
MUT-041627,41627,2025-08-19,Sale,Not Required
MUT-041628,41628,2023-04-02,Partition,Pending
MUT-041629,41629,2023-02-20,Inheritance,Disputed
MUT-041630,41630,2024-09-16,Sale,Updated
MUT-041631,41631,2019-03-21,Transfer,Updated
MUT-041632,41632,2024-02-14,Transfer,Updated
MUT-041633,41633,2022-02-24,Partition,Updated
MUT-041634,41634,2020-01-04,Transfer,Updated
MUT-041635,41635,2021-03-20,Transfer,Updated
MUT-041636,41636,2022-09-06,Inheritance,Not Required
MUT-041637,41637,2023-02-23,Inheritance,Pending
MUT-041638,41638,2019-09-06,Correction,Updated
MUT-041639,41639,2022-12-12,Partition,Updated
MUT-041640,41640,2025-07-16,Sale,Updated
MUT-041641,41641,2023-10-20,Partition,Updated
MUT-041642,41642,2026-04-18,Sale,Disputed
MUT-041643,41643,2019-04-20,Correction,Updated
MUT-041644,41644,2023-12-28,Sale,Pending
MUT-041645,41645,2023-11-18,Transfer,Not Required
MUT-041646,41646,2019-03-21,Transfer,Updated
MUT-041647,41647,2020-10-18,Sale,Not Required
MUT-041648,41648,2021-07-14,Inheritance,Disputed
MUT-041649,41649,2026-08-10,Correction,Pending
MUT-041650,41650,2024-09-23,Inheritance,Pending
MUT-041651,41651,2023-02-24,Partition,Updated
MUT-041652,41652,2019-05-18,Transfer,Updated
MUT-041653,41653,2023-03-27,Inheritance,Updated
MUT-041654,41654,2026-03-18,Correction,Updated
MUT-041655,41655,2025-06-22,Sale,Updated
MUT-041656,41656,2020-05-26,Transfer,Pending
MUT-041657,41657,2021-01-29,Transfer,Pending
MUT-041658,41658,2026-03-10,Transfer,Pending
MUT-041659,41659,2024-07-30,Partition,Updated
MUT-041660,41660,2020-12-11,Transfer,Not Required
MUT-041661,41661,2020-07-21,Sale,Pending
MUT-041662,41662,2025-06-29,Correction,Updated
MUT-041663,41663,2024-02-06,Transfer,Updated
MUT-041664,41664,2022-11-24,Transfer,Updated
MUT-041665,41665,2019-07-15,Transfer,Updated
MUT-041666,41666,2022-03-27,Inheritance,Updated
MUT-041667,41667,2019-09-17,Sale,Updated
MUT-041668,41668,2022-01-14,Inheritance,Updated
MUT-041669,41669,2022-09-04,Correction,Updated
MUT-041670,41670,2025-02-16,Partition,Not Required
MUT-041671,41671,2021-06-12,Correction,Not Required
MUT-041672,41672,2019-09-25,Transfer,Updated
MUT-041673,41673,2019-06-02,Correction,Not Required
MUT-041674,41674,2022-09-18,Inheritance,Updated
MUT-041675,41675,2019-01-21,Transfer,Updated
MUT-041676,41676,2019-02-12,Sale,Not Required
MUT-041677,41677,2022-01-03,Inheritance,Updated
MUT-041678,41678,2020-07-24,Correction,Updated
MUT-041679,41679,2020-10-13,Correction,Updated
MUT-041680,41680,2024-08-24,Transfer,Updated
MUT-041681,41681,2024-02-12,Inheritance,Updated
MUT-041682,41682,2026-02-05,Transfer,Updated
MUT-041683,41683,2025-09-14,Transfer,Updated
MUT-041684,41684,2019-11-23,Correction,Updated
MUT-041685,41685,2024-02-01,Correction,Updated
MUT-041686,41686,2025-03-21,Transfer,Updated
MUT-041687,41687,2026-06-21,Transfer,Updated
MUT-041688,41688,2024-02-12,Inheritance,Updated
MUT-041689,41689,2024-03-06,Sale,Not Required
MUT-041690,41690,2025-07-24,Partition,Pending
MUT-041691,41691,2021-06-12,Partition,Not Required
MUT-041692,41692,2025-07-13,Correction,Updated
MUT-041693,41693,2025-11-22,Partition,Updated
MUT-041694,41694,2025-06-29,Transfer,Updated
MUT-041695,41695,2025-01-01,Inheritance,Updated
MUT-041696,41696,2024-03-06,Sale,Updated
MUT-041697,41697,2026-05-07,Correction,Updated
MUT-041698,41698,2020-06-08,Correction,Updated
MUT-041699,41699,2024-10-19,Partition,Updated
MUT-041700,41700,2019-03-22,Transfer,Pending
MUT-041701,41701,2019-01-17,Sale,Updated
MUT-041702,41702,2021-06-30,Inheritance,Updated
MUT-041703,41703,2026-07-24,Sale,Not Required
MUT-041704,41704,2022-09-07,Correction,Pending
MUT-041705,41705,2020-03-24,Correction,Updated
MUT-041706,41706,2022-04-22,Correction,Updated
MUT-041707,41707,2022-06-19,Sale,Updated
MUT-041708,41708,2023-05-30,Correction,Updated
MUT-041709,41709,2024-06-22,Sale,Updated
MUT-041710,41710,2021-04-03,Partition,Updated
MUT-041711,41711,2026-05-19,Partition,Updated
MUT-041712,41712,2022-12-19,Correction,Updated
MUT-041713,41713,2023-08-23,Correction,Updated
MUT-041714,41714,2023-03-28,Correction,Updated
MUT-041715,41715,2024-04-28,Partition,Updated
MUT-041716,41716,2019-07-09,Correction,Disputed
MUT-041717,41717,2020-01-09,Sale,Updated
MUT-041718,41718,2020-10-23,Sale,Pending
MUT-041719,41719,2024-05-19,Inheritance,Updated
MUT-041720,41720,2019-05-21,Correction,Updated
MUT-041721,41721,2024-12-17,Partition,Disputed
MUT-041722,41722,2026-07-04,Partition,Updated
MUT-041723,41723,2024-05-20,Correction,Not Required
MUT-041724,41724,2021-01-26,Partition,Updated
MUT-041725,41725,2022-04-30,Correction,Disputed
MUT-041726,41726,2022-10-18,Partition,Pending
MUT-041727,41727,2026-02-02,Inheritance,Pending
MUT-041728,41728,2024-04-19,Transfer,Updated
MUT-041729,41729,2024-04-20,Sale,Updated
MUT-041730,41730,2024-11-03,Inheritance,Updated
MUT-041731,41731,2019-02-27,Inheritance,Updated
MUT-041732,41732,2024-02-13,Correction,Updated
MUT-041733,41733,2022-08-20,Inheritance,Updated
MUT-041734,41734,2022-06-26,Partition,Pending
MUT-041735,41735,2020-12-30,Sale,Updated
MUT-041736,41736,2024-05-18,Inheritance,Updated
MUT-041737,41737,2026-01-05,Correction,Updated
MUT-041738,41738,2023-04-07,Partition,Updated
MUT-041739,41739,2020-01-27,Correction,Updated
MUT-041740,41740,2022-11-29,Transfer,Updated
MUT-041741,41741,2021-04-21,Transfer,Updated
MUT-041742,41742,2020-10-27,Inheritance,Updated
MUT-041743,41743,2022-09-20,Correction,Updated
MUT-041744,41744,2024-10-17,Sale,Not Required
MUT-041745,41745,2021-03-21,Inheritance,Not Required
MUT-041746,41746,2022-06-20,Sale,Updated
MUT-041747,41747,2020-09-19,Correction,Updated
MUT-041748,41748,2020-02-17,Partition,Updated
MUT-041749,41749,2020-03-07,Transfer,Updated
MUT-041750,41750,2026-03-03,Partition,Pending
MUT-041751,41751,2025-08-23,Sale,Disputed
MUT-041752,41752,2020-04-23,Transfer,Updated
MUT-041753,41753,2021-10-31,Correction,Not Required
MUT-041754,41754,2024-12-29,Sale,Updated
MUT-041755,41755,2024-08-21,Partition,Updated
MUT-041756,41756,2026-05-15,Transfer,Updated
