project_id,project_type,land_required,affected_parcels,affected_families,legal_disputes,compensation_pending,approval_pending,documentation_pending,rehabilitation_pending,notification_pending,award_pending,possession_pending,stakeholder_responsiveness,environmental_risk,weather_risk,risk_score,delay_probability,delay_risk_label,delay_days
PRJ-01931,Industrial Corridor,1.23,11,4,0,0,0,0,0,0,0,0,90.4,15.43,22.72,11.5,0.0998,LOW,0
PRJ-04481,Industrial Corridor,3.92,5,5,0,0,0,0,0,1,0,0,100.0,64.65,51.78,12.0,0.1545,LOW,52
PRJ-04377,Road,0.61,11,3,0,0,0,0,0,0,0,0,96.8,13.39,99.5,10.1,0.0998,LOW,0
PRJ-03270,Urban Development,4.0,4,7,0,1,0,0,1,0,0,0,85.2,62.74,50.01,32.2,0.343,MEDIUM,0
PRJ-00049,Industrial Corridor,1.73,7,4,0,0,0,0,0,0,0,1,93.0,87.94,3.74,18.3,0.1545,LOW,0
PRJ-03927,Renewable Energy,2.14,4,5,1,0,0,0,0,0,1,0,77.4,49.25,40.02,29.1,0.2891,MEDIUM,0
PRJ-02858,Rail,1.21,3,4,1,0,0,0,0,1,1,0,80.3,30.74,10.55,42.5,0.4013,MEDIUM,0
PRJ-03889,Renewable Energy,2.34,6,9,0,0,0,0,0,0,0,0,72.2,39.78,93.53,15.4,0.1246,LOW,0
PRJ-04783,Irrigation,1.3,7,4,0,0,0,0,0,0,1,0,89.4,49.37,36.52,10.7,0.1419,LOW,0
PRJ-01452,Industrial Corridor,1.1,4,5,0,0,0,0,0,0,0,0,97.7,95.54,40.78,5.9,0.0998,LOW,0
PRJ-00603,Rail,1.3,7,3,1,1,1,0,0,0,0,0,54.4,78.13,62.91,50.8,0.525,HIGH,0
PRJ-03679,Industrial Corridor,3.12,6,5,0,0,1,1,0,0,0,0,95.3,22.96,60.33,30.8,0.31,MEDIUM,0
PRJ-01531,Rail,2.68,4,3,0,0,1,0,0,0,0,0,93.4,29.09,38.03,15.6,0.168,LOW,0
PRJ-00024,Road,1.95,5,6,0,0,0,1,0,0,0,0,89.0,1.51,48.68,20.9,0.1978,LOW,0
PRJ-02505,Industrial Corridor,3.92,7,6,0,0,0,0,0,0,0,0,99.8,37.89,81.62,5.3,0.0998,LOW,0
PRJ-03222,Road,1.65,4,3,1,0,0,0,0,0,0,0,94.6,67.58,44.42,24.4,0.2142,LOW,0
PRJ-02935,Road,0.49,7,4,1,0,0,0,0,0,1,0,62.5,82.01,91.44,27.1,0.2891,MEDIUM,92
PRJ-04966,Industrial Corridor,0.33,5,6,0,0,0,0,0,0,0,0,95.8,24.71,53.0,7.0,0.0998,LOW,0
PRJ-02703,Road,1.23,4,4,1,0,1,1,0,0,0,1,72.7,37.42,33.79,63.1,0.6457,HIGH,181
PRJ-04583,Renewable Energy,1.17,6,5,1,0,0,0,0,0,0,1,86.7,87.51,64.43,32.9,0.31,MEDIUM,0
PRJ-00699,Industrial Corridor,2.37,10,3,0,0,0,0,0,0,0,0,100.0,48.16,38.66,6.8,0.0998,LOW,0
PRJ-02649,Rail,7.38,5,1,1,0,0,0,0,0,0,0,86.8,77.05,72.44,19.3,0.2142,LOW,0
PRJ-02127,Renewable Energy,0.16,7,6,0,0,0,0,0,0,0,0,94.6,69.54,28.6,14.8,0.0998,LOW,0
PRJ-04936,Renewable Energy,11.65,6,4,0,0,0,0,0,0,0,0,99.3,16.75,39.76,15.4,0.1246,LOW,0
PRJ-04618,Urban Development,0.57,5,6,0,0,0,0,0,0,0,0,82.3,37.29,94.94,5.4,0.0998,LOW,0
PRJ-04467,Urban Development,1.91,5,7,0,1,0,0,1,0,0,0,88.1,30.89,87.12,41.1,0.343,MEDIUM,0
PRJ-04634,Urban Development,0.58,5,6,0,0,0,0,0,0,0,0,94.1,31.78,53.86,12.2,0.0998,LOW,0
PRJ-03733,Industrial Corridor,2.1,3,6,0,0,0,0,0,0,0,0,100.0,66.96,76.41,8.3,0.0998,LOW,0
PRJ-04950,Urban Development,0.72,8,2,0,0,0,0,0,0,0,0,91.2,62.04,96.22,7.8,0.0998,LOW,0
PRJ-00469,Irrigation,1.12,3,8,1,0,0,0,0,0,1,0,74.2,9.16,58.66,32.7,0.343,MEDIUM,148
PRJ-00425,Irrigation,5.82,8,3,1,0,0,0,0,0,0,0,96.4,6.5,73.66,23.7,0.2142,LOW,86
PRJ-00367,Renewable Energy,0.98,8,3,0,1,0,0,0,0,0,0,100.0,46.9,19.4,19.7,0.1978,LOW,0
PRJ-04856,Industrial Corridor,1.39,9,5,0,0,0,0,0,0,0,0,100.0,78.77,66.83,5.0,0.0998,LOW,0
PRJ-01268,Road,2.73,4,5,0,0,1,0,0,0,0,0,80.7,37.0,38.17,16.4,0.168,LOW,0
PRJ-02359,Urban Development,1.25,9,6,0,0,0,0,0,1,0,0,80.2,13.05,16.87,14.4,0.1545,LOW,148
PRJ-01506,Road,1.01,6,7,0,0,0,0,1,1,0,0,71.9,20.31,9.79,32.7,0.2789,MEDIUM,147
PRJ-03101,Renewable Energy,4.05,7,5,0,0,1,0,0,1,0,0,72.5,43.66,88.49,32.2,0.2497,MEDIUM,122
PRJ-02231,Rail,1.05,10,7,0,0,1,0,1,0,0,0,86.7,98.81,9.35,29.6,0.2994,MEDIUM,88
PRJ-02803,Urban Development,2.03,5,10,0,0,0,0,0,0,0,0,92.3,90.21,68.55,18.8,0.1246,LOW,0
PRJ-04264,Rail,1.92,12,4,1,0,0,0,0,0,0,0,79.7,86.5,30.99,25.7,0.2142,MEDIUM,0
PRJ-04929,Road,1.59,7,4,0,0,0,0,1,0,0,0,100.0,15.35,6.94,10.3,0.1545,LOW,0
PRJ-00530,Renewable Energy,1.93,3,5,0,0,0,0,0,0,0,0,100.0,44.68,91.66,8.0,0.0998,LOW,0
PRJ-04033,Urban Development,3.58,4,6,0,0,0,0,1,0,0,0,94.0,43.68,90.3,14.8,0.1545,LOW,0
PRJ-02736,Renewable Energy,1.17,7,8,0,0,0,0,0,0,0,0,83.1,97.79,27.24,16.8,0.1246,LOW,0
PRJ-03795,Urban Development,1.91,6,7,0,1,1,0,0,0,0,1,65.9,98.94,96.59,49.1,0.4875,MEDIUM,122
PRJ-00309,Urban Development,1.3,7,5,0,0,0,0,0,0,0,0,100.0,49.49,55.79,10.9,0.0998,LOW,0
PRJ-00519,Renewable Energy,1.02,4,2,0,1,1,0,0,0,0,0,68.8,54.08,52.59,31.0,0.31,MEDIUM,0
PRJ-01234,Irrigation,0.74,3,7,0,0,0,0,0,1,0,0,89.8,55.51,57.86,15.7,0.19,LOW,0
PRJ-01689,Industrial Corridor,0.59,8,6,0,0,0,0,0,0,0,0,98.1,20.94,30.43,2.0,0.0998,LOW,0
PRJ-04413,Renewable Energy,0.64,12,3,0,0,0,0,0,0,0,0,99.2,0.8,45.18,8.0,0.0998,LOW,48
PRJ-04652,Road,6.1,6,3,0,1,0,0,0,0,0,0,76.3,98.21,66.26,18.9,0.1978,LOW,0
PRJ-00933,Irrigation,0.94,6,3,0,0,1,0,0,0,0,0,93.4,89.13,30.69,13.9,0.168,LOW,50
PRJ-04735,Road,2.51,7,4,0,1,0,0,0,0,1,1,93.8,32.28,96.05,34.2,0.3775,MEDIUM,0
PRJ-03076,Urban Development,1.5,8,5,0,0,1,0,0,1,0,0,100.0,29.05,42.21,29.9,0.2497,MEDIUM,0
PRJ-00478,Road,1.22,3,4,0,0,0,0,0,0,1,0,95.3,34.29,52.78,15.4,0.1419,LOW,0
PRJ-03258,Urban Development,0.53,4,6,0,0,0,0,0,0,1,0,92.7,10.35,67.48,13.5,0.1419,LOW,0
PRJ-04147,Irrigation,1.46,4,4,0,0,1,0,1,0,0,0,76.2,65.13,22.56,21.8,0.2497,LOW,0
PRJ-01016,Renewable Energy,1.29,4,8,0,0,1,0,0,0,0,0,100.0,3.46,39.13,19.2,0.2059,LOW,0
PRJ-04482,Industrial Corridor,4.48,5,4,0,0,0,0,0,0,0,0,99.9,71.16,66.99,12.7,0.0998,LOW,0
PRJ-04190,Rail,2.17,6,7,0,0,0,0,0,0,0,1,100.0,29.25,98.55,19.4,0.19,LOW,0
PRJ-04930,Road,0.57,8,5,0,1,0,0,1,0,0,0,84.0,56.79,50.57,29.7,0.2891,MEDIUM,0
PRJ-04779,Industrial Corridor,2.62,6,3,0,0,0,0,0,0,0,1,98.5,17.22,26.0,10.6,0.1545,LOW,165
PRJ-04572,Rail,0.66,4,5,0,0,0,0,1,0,0,0,84.8,45.24,50.08,18.3,0.1545,LOW,0
PRJ-00694,Road,1.86,6,8,0,0,0,0,0,0,1,0,77.5,63.81,92.5,16.1,0.1751,LOW,0
PRJ-01982,Urban Development,3.0,2,7,0,0,0,0,0,0,0,0,87.2,86.18,87.24,13.2,0.1246,LOW,0
PRJ-01508,Urban Development,0.35,6,4,0,0,0,0,0,1,0,1,86.6,69.45,42.31,27.3,0.2315,MEDIUM,0
PRJ-04760,Irrigation,2.97,4,4,1,0,0,1,0,1,0,1,75.0,4.23,26.52,65.9,0.6225,HIGH,115
PRJ-00308,Road,1.99,5,8,0,0,0,0,0,0,0,0,88.2,37.56,78.23,13.4,0.1246,LOW,0
PRJ-02128,Industrial Corridor,1.23,6,4,0,1,0,0,1,0,1,0,62.1,20.83,9.21,42.4,0.3775,MEDIUM,0
PRJ-03260,Urban Development,6.57,7,5,0,0,1,1,0,0,0,0,87.0,80.15,79.75,29.3,0.31,MEDIUM,126
PRJ-03986,Road,0.46,7,4,1,1,0,0,0,0,0,0,91.8,33.79,45.1,38.3,0.3775,MEDIUM,0
PRJ-03230,Rail,0.52,2,8,0,0,0,0,1,0,0,0,87.0,5.11,57.35,23.0,0.19,LOW,253
PRJ-04645,Renewable Energy,8.23,4,4,0,1,0,0,0,0,0,1,81.4,79.8,68.08,30.6,0.2891,MEDIUM,110
PRJ-04740,Road,0.2,3,8,0,0,1,0,0,0,0,0,87.3,96.67,35.15,24.6,0.2059,LOW,0
PRJ-00618,Road,0.27,5,10,0,0,0,0,1,0,0,0,100.0,4.66,78.06,13.8,0.19,LOW,0
PRJ-04282,Urban Development,0.71,5,5,0,0,0,1,0,0,0,0,72.6,76.88,86.13,14.7,0.1978,LOW,84
PRJ-04699,Irrigation,1.97,10,9,0,0,1,0,1,0,1,0,72.7,25.23,56.84,41.7,0.3894,MEDIUM,106
PRJ-03835,Urban Development,0.47,8,6,0,1,1,0,0,1,0,1,75.7,65.91,2.62,54.8,0.5498,HIGH,0
PRJ-03596,Renewable Energy,2.53,4,4,0,0,0,0,0,0,0,0,96.0,86.15,83.05,4.5,0.0998,LOW,0
PRJ-03857,Urban Development,6.22,5,5,0,1,0,0,0,0,0,1,98.2,35.56,86.69,33.1,0.2891,MEDIUM,0
PRJ-02444,Road,3.38,10,4,0,1,0,1,0,0,0,0,64.4,46.55,8.24,37.3,0.3543,MEDIUM,0
PRJ-02396,Irrigation,1.34,4,3,0,1,1,0,0,0,0,1,77.2,77.1,52.89,39.6,0.4256,MEDIUM,0
PRJ-00852,Industrial Corridor,1.56,4,6,0,0,0,0,0,0,0,1,69.4,62.67,46.78,14.2,0.1545,LOW,0
PRJ-03907,Rail,1.57,14,6,0,0,0,0,0,1,0,0,92.1,80.73,55.84,20.9,0.1545,LOW,89
PRJ-03238,Road,5.36,6,5,0,0,0,0,0,1,0,0,88.0,93.61,37.65,15.0,0.1545,LOW,0
PRJ-03214,Rail,0.74,5,4,0,0,0,0,0,0,0,0,92.3,80.2,35.2,11.3,0.0998,LOW,0
PRJ-00313,Rail,0.42,4,6,0,0,0,0,0,0,0,1,100.0,24.06,73.46,14.1,0.1545,LOW,0
PRJ-01334,Renewable Energy,1.32,7,3,1,1,0,0,0,0,0,1,70.9,36.39,45.13,47.8,0.5,MEDIUM,126
PRJ-03385,Road,2.53,7,6,0,0,0,0,1,0,0,0,82.0,88.16,71.32,14.8,0.1545,LOW,0
PRJ-00310,Road,4.46,6,6,0,0,0,0,0,0,0,0,100.0,59.69,85.99,10.7,0.0998,LOW,0
PRJ-02919,Urban Development,0.83,3,5,0,1,0,0,1,0,0,0,76.1,62.8,43.34,27.8,0.2891,MEDIUM,161
PRJ-01690,Irrigation,0.83,5,4,0,1,1,0,0,0,0,0,79.6,57.66,29.64,36.3,0.31,MEDIUM,0
PRJ-02064,Irrigation,0.99,4,3,0,0,0,0,0,0,0,0,86.3,61.54,37.02,8.0,0.0998,LOW,0
PRJ-03092,Road,1.09,6,3,0,0,0,0,0,0,0,0,100.0,62.39,16.82,7.5,0.0998,LOW,0
PRJ-03418,Irrigation,2.07,2,3,0,0,0,0,0,0,0,0,73.2,38.07,63.4,12.4,0.0998,LOW,0
PRJ-00685,Industrial Corridor,0.32,4,4,0,0,0,0,0,0,0,0,100.0,15.84,83.24,3.6,0.0998,LOW,0
PRJ-04477,Urban Development,4.06,7,4,0,0,1,0,0,0,0,0,95.3,39.13,20.32,16.6,0.168,LOW,146
PRJ-00202,Road,0.71,8,5,0,0,0,1,0,0,0,0,98.5,34.66,3.02,15.9,0.1978,LOW,0
PRJ-03891,Urban Development,3.14,2,6,0,0,0,0,0,0,0,0,98.5,94.05,67.3,15.5,0.0998,LOW,0
PRJ-03154,Rail,1.68,5,6,0,0,0,1,0,0,0,0,93.7,7.46,93.71,18.9,0.1978,LOW,0
PRJ-03989,Rail,2.59,6,2,0,0,0,0,0,0,0,0,98.5,51.45,37.96,10.2,0.0998,LOW,0
PRJ-03829,Industrial Corridor,0.73,8,1,0,0,1,0,0,0,0,0,84.9,18.89,94.79,16.9,0.168,LOW,0
PRJ-04771,Road,2.02,7,5,0,0,0,0,0,0,0,0,99.4,28.9,46.4,7.1,0.0998,LOW,0
PRJ-04923,Industrial Corridor,2.63,4,7,1,1,0,0,0,0,0,0,71.6,3.29,49.31,46.1,0.4378,MEDIUM,0
PRJ-00492,Urban Development,0.63,6,5,0,0,0,0,0,0,0,0,99.5,89.91,79.48,13.0,0.0998,LOW,0
PRJ-04808,Industrial Corridor,0.98,6,4,0,0,0,1,0,1,0,0,81.6,90.51,72.51,24.0,0.2891,LOW,0
PRJ-04132,Industrial Corridor,1.91,5,3,0,0,0,0,0,0,0,0,100.0,0.89,76.26,8.7,0.0998,LOW,0
PRJ-00848,Renewable Energy,0.66,9,4,0,0,0,0,0,0,0,0,83.5,51.02,62.76,11.3,0.0998,LOW,0
PRJ-01730,Industrial Corridor,2.42,4,6,0,0,1,1,0,0,0,0,84.3,47.59,53.57,28.2,0.31,MEDIUM,165
PRJ-04783,Renewable Energy,1.52,4,5,0,0,0,0,0,0,1,0,83.8,36.65,56.64,15.7,0.1419,LOW,0
PRJ-03810,Renewable Energy,0.17,2,7,0,0,0,0,0,0,0,0,99.1,14.45,5.91,16.1,0.1246,LOW,0
PRJ-02125,Road,1.82,3,5,1,0,0,0,0,0,0,0,77.8,24.83,74.23,21.9,0.2142,LOW,0
PRJ-03397,Irrigation,1.07,4,7,0,0,0,0,0,0,0,0,95.1,74.41,50.58,12.2,0.1246,LOW,0
PRJ-03427,Urban Development,5.04,7,6,0,0,0,0,1,0,0,0,85.6,92.73,62.71,11.2,0.1545,LOW,0
PRJ-02391,Urban Development,1.15,7,3,0,0,0,0,1,0,0,0,100.0,72.8,13.74,11.1,0.1545,LOW,0
PRJ-00226,Urban Development,0.5,5,4,0,0,0,0,0,0,0,0,97.9,0.14,53.64,9.2,0.0998,LOW,0
PRJ-04358,Renewable Energy,2.03,7,4,1,1,0,1,1,0,0,1,57.1,8.62,43.83,73.9,0.7858,HIGH,111
PRJ-02524,Rail,0.48,5,5,1,0,0,0,0,0,0,0,88.8,70.87,73.04,26.5,0.2142,MEDIUM,0
PRJ-00144,Urban Development,0.9,6,6,0,0,0,0,0,1,0,0,81.4,70.94,6.62,13.1,0.1545,LOW,40
PRJ-00559,Urban Development,0.65,9,2,0,1,1,0,0,0,0,0,83.4,77.27,88.74,33.2,0.31,MEDIUM,85
PRJ-03652,Urban Development,0.58,9,2,0,1,0,1,0,1,0,0,79.9,3.39,42.51,46.8,0.475,MEDIUM,0
PRJ-00001,Road,0.7,8,5,0,0,0,0,0,0,0,0,100.0,22.74,56.07,8.8,0.0998,LOW,0
PRJ-04755,Industrial Corridor,1.15,5,4,0,0,0,0,0,1,0,0,83.9,54.26,7.8,12.2,0.1545,LOW,0
PRJ-04843,Road,4.59,4,4,0,1,0,1,0,0,0,1,75.5,71.62,88.85,44.4,0.475,MEDIUM,126
PRJ-03407,Irrigation,1.15,8,2,0,1,0,0,0,0,0,0,93.4,55.8,24.67,19.7,0.1978,LOW,0
PRJ-02581,Irrigation,2.97,4,4,0,0,1,0,0,0,1,0,94.0,17.27,3.1,22.5,0.2315,LOW,0
PRJ-01880,Rail,0.95,9,6,0,0,1,0,0,0,0,1,99.0,71.17,42.68,27.6,0.2497,MEDIUM,155
PRJ-04618,Industrial Corridor,1.09,3,5,0,0,0,0,0,1,0,0,100.0,90.22,9.95,11.0,0.1545,LOW,0
PRJ-04696,Urban Development,1.19,5,6,0,1,0,0,0,0,0,1,82.5,52.8,74.06,29.1,0.2891,MEDIUM,0
PRJ-03085,Road,2.04,6,5,0,0,0,0,0,0,0,0,50.6,87.66,78.49,11.0,0.0998,LOW,0
PRJ-00792,Urban Development,1.18,4,6,0,1,1,0,0,0,1,0,83.1,43.66,95.59,42.4,0.4013,MEDIUM,0
PRJ-02019,Road,3.07,4,5,0,1,1,0,0,0,0,0,70.9,55.82,84.13,35.1,0.31,MEDIUM,0
PRJ-00498,Road,0.96,2,5,1,1,0,0,0,0,0,1,71.7,50.36,31.07,51.9,0.5,HIGH,165
PRJ-02003,Road,1.86,6,6,0,0,0,0,0,0,1,0,80.0,45.15,70.8,12.4,0.1419,LOW,0
PRJ-04983,Road,1.13,12,8,0,0,0,0,1,0,0,0,80.1,82.68,15.22,25.7,0.19,MEDIUM,0
PRJ-02942,Rail,1.0,6,5,0,0,0,0,0,0,0,0,81.8,39.65,17.01,10.4,0.0998,LOW,0
PRJ-02630,Renewable Energy,0.82,9,4,0,1,0,0,0,0,1,0,88.0,1.51,7.23,31.9,0.2689,MEDIUM,0
PRJ-04644,Urban Development,1.72,5,4,0,0,0,0,0,0,0,0,85.8,42.72,11.63,14.4,0.0998,LOW,0
PRJ-03429,Road,1.37,5,10,0,0,0,1,1,0,0,0,60.0,23.08,3.36,41.4,0.343,MEDIUM,0
PRJ-01933,Road,0.45,7,6,0,0,0,0,1,0,0,0,98.3,84.79,57.94,16.2,0.1545,LOW,0
PRJ-02983,Road,3.87,5,6,0,1,0,0,1,0,0,0,100.0,54.75,25.62,28.1,0.2891,MEDIUM,0
PRJ-02747,Road,0.62,4,3,0,1,1,0,0,0,0,0,94.2,17.4,60.14,35.5,0.31,MEDIUM,0
PRJ-02247,Urban Development,1.69,9,5,0,0,0,0,0,1,1,0,90.6,86.69,68.73,27.9,0.2142,MEDIUM,0
PRJ-02911,Road,19.43,1,4,0,1,0,0,0,0,0,0,93.9,41.18,16.8,22.1,0.2405,LOW,59
PRJ-04626,Industrial Corridor,0.56,2,3,0,0,0,0,0,0,1,0,93.3,31.87,65.21,10.9,0.1419,LOW,0
PRJ-00171,Urban Development,6.97,5,6,0,0,0,0,0,0,0,0,87.9,85.77,37.25,6.4,0.0998,LOW,0
PRJ-03335,Road,10.09,8,7,0,0,0,0,0,0,1,0,82.3,36.28,4.93,22.0,0.1751,LOW,0
PRJ-02942,Urban Development,2.96,5,3,0,0,0,0,0,0,0,1,97.4,47.92,50.3,13.8,0.1545,LOW,0
PRJ-03663,Road,1.8,9,3,0,0,0,0,1,0,0,0,86.8,58.14,90.35,20.5,0.1545,LOW,0
PRJ-03980,Rail,1.45,6,5,0,0,0,0,0,1,0,0,81.5,73.78,92.01,18.3,0.1545,LOW,0
PRJ-02991,Industrial Corridor,2.87,4,8,1,0,0,0,0,0,0,0,76.8,47.64,29.15,24.8,0.2592,LOW,0
PRJ-03517,Renewable Energy,3.17,7,7,0,0,0,0,1,0,0,0,96.1,33.75,6.69,22.1,0.19,LOW,0
PRJ-01161,Urban Development,1.95,5,8,0,0,0,0,1,0,0,0,100.0,88.59,17.9,15.0,0.19,LOW,0
PRJ-02742,Road,2.75,2,8,0,0,0,0,0,0,0,0,100.0,15.24,19.0,13.1,0.1246,LOW,226
PRJ-00969,Urban Development,1.19,2,6,0,0,0,0,0,0,0,0,84.4,1.51,71.41,8.0,0.0998,LOW,0
PRJ-01580,Irrigation,3.01,7,4,0,0,0,0,0,0,1,0,99.6,30.74,25.39,12.5,0.1419,LOW,0
PRJ-01499,Renewable Energy,0.69,2,2,0,0,0,0,1,0,0,0,92.8,86.98,40.12,18.3,0.1545,LOW,0
PRJ-04985,Urban Development,0.61,6,3,0,0,0,1,0,1,0,0,91.6,69.59,81.52,25.7,0.2891,MEDIUM,0
PRJ-03783,Irrigation,6.09,5,2,0,0,0,0,0,0,0,0,100.0,11.94,49.49,9.9,0.0998,LOW,0
PRJ-01586,Road,1.95,3,2,0,0,0,0,0,0,0,0,100.0,12.66,31.94,8.8,0.0998,LOW,0
PRJ-02518,Industrial Corridor,0.86,3,4,0,0,0,0,0,0,0,0,99.4,35.81,8.34,14.5,0.0998,LOW,0
PRJ-01691,Road,7.73,9,5,0,0,1,0,0,1,1,0,77.3,36.74,71.76,31.1,0.3318,MEDIUM,0
PRJ-02504,Urban Development,0.99,9,8,0,0,0,0,1,0,0,1,96.1,58.86,43.14,26.2,0.2789,MEDIUM,0
PRJ-00677,Renewable Energy,0.42,4,1,0,0,1,0,0,0,1,0,100.0,24.55,51.53,22.3,0.2315,LOW,0
PRJ-04837,Industrial Corridor,2.58,5,6,0,1,0,0,0,0,0,1,80.2,28.77,42.61,26.2,0.2891,MEDIUM,0
PRJ-03151,Road,1.36,8,7,0,0,0,0,0,0,1,0,91.3,73.62,13.84,20.0,0.1751,LOW,0
PRJ-03208,Industrial Corridor,1.59,9,5,0,0,0,1,0,0,0,0,87.5,16.34,57.59,16.5,0.1978,LOW,0
PRJ-02980,Road,0.71,8,5,0,0,0,0,0,0,0,0,80.5,59.24,53.21,14.1,0.0998,LOW,0
PRJ-00100,Road,0.28,7,4,1,1,0,0,0,0,0,0,72.5,39.44,46.43,47.1,0.3775,MEDIUM,163
PRJ-01296,Urban Development,0.32,5,4,0,0,0,0,0,0,0,0,91.4,13.73,2.37,15.5,0.0998,LOW,106
PRJ-00696,Urban Development,1.46,6,7,0,0,0,0,0,0,0,0,87.9,4.08,55.53,14.7,0.1246,LOW,0
PRJ-04007,Urban Development,2.41,4,2,0,1,0,1,0,0,0,0,99.7,61.55,24.79,33.0,0.3543,MEDIUM,0
PRJ-02798,Rail,1.22,6,4,1,1,0,0,1,0,0,1,59.4,61.77,6.06,61.2,0.6225,HIGH,0
PRJ-04152,Irrigation,2.32,8,6,0,0,0,0,1,0,0,0,88.6,71.78,82.78,11.2,0.1545,LOW,0
PRJ-00272,Renewable Energy,1.39,10,5,0,0,0,0,0,0,0,0,76.1,9.78,13.61,15.4,0.0998,LOW,0
PRJ-04732,Road,0.67,4,2,0,1,0,0,0,0,0,0,90.8,33.74,82.69,21.3,0.1978,LOW,0
PRJ-03359,Urban Development,0.51,5,4,1,1,0,0,0,1,1,0,67.9,97.92,19.34,60.5,0.5987,HIGH,125
PRJ-00911,Urban Development,1.81,3,3,0,0,1,0,0,0,0,0,100.0,33.53,17.69,17.6,0.168,LOW,0
PRJ-01855,Road,0.42,5,3,0,0,0,0,0,0,0,0,94.9,42.47,40.8,14.7,0.0998,LOW,0
PRJ-04272,Industrial Corridor,2.38,6,5,0,0,0,1,0,0,0,0,66.3,40.06,5.8,17.9,0.1978,LOW,0
PRJ-02481,Renewable Energy,1.41,5,5,0,0,0,0,0,0,0,0,99.6,21.34,35.37,12.8,0.0998,LOW,42
PRJ-00880,Renewable Energy,2.56,6,6,0,0,0,0,1,0,0,0,90.6,16.52,97.76,17.1,0.1545,LOW,0
PRJ-03553,Road,0.27,5,6,0,0,0,0,0,0,1,0,89.1,67.08,70.14,9.1,0.1419,LOW,0
PRJ-01815,Urban Development,4.16,7,5,0,0,0,1,0,0,0,0,85.7,63.91,5.52,18.5,0.1978,LOW,0
PRJ-04935,Rail,0.62,4,3,0,0,0,0,0,1,0,0,95.7,0.64,51.0,15.1,0.1545,LOW,0
PRJ-01132,Road,2.83,4,6,0,0,1,1,0,0,0,0,84.8,79.48,26.75,32.9,0.31,MEDIUM,0
PRJ-02037,Urban Development,1.32,7,5,1,0,0,1,1,0,0,1,72.0,56.55,89.19,63.5,0.6225,HIGH,0
PRJ-03265,Urban Development,0.89,6,7,0,0,0,0,0,1,0,1,89.3,63.22,88.25,24.7,0.2789,LOW,147
PRJ-03258,Urban Development,1.5,6,5,0,0,0,0,0,0,0,0,89.1,48.18,7.45,9.9,0.0998,LOW,0
PRJ-01703,Road,6.6,6,4,1,0,0,0,0,1,0,0,78.0,6.76,9.53,30.9,0.31,MEDIUM,0
PRJ-00500,Irrigation,2.98,4,8,0,1,0,1,1,0,0,0,65.6,44.06,97.35,55.6,0.5374,HIGH,0
PRJ-02381,Industrial Corridor,2.42,9,4,0,0,0,1,0,0,0,0,89.9,68.46,96.74,14.8,0.1978,LOW,175
PRJ-04580,Road,1.63,8,4,0,0,1,0,0,0,0,0,100.0,5.21,71.23,13.8,0.168,LOW,0
PRJ-04142,Rail,1.39,1,5,1,1,1,0,0,0,0,0,79.9,17.23,96.64,49.6,0.525,MEDIUM,209
PRJ-03582,Rail,1.74,10,8,0,0,0,0,1,0,0,0,96.5,29.01,81.62,20.7,0.19,LOW,0
PRJ-02863,Urban Development,3.57,8,4,0,0,1,0,0,0,0,0,75.3,6.59,62.52,16.5,0.168,LOW,0
PRJ-04317,Irrigation,2.85,2,5,0,0,0,0,0,1,0,0,91.4,15.95,64.34,18.5,0.1545,LOW,0
PRJ-01065,Irrigation,4.56,5,5,0,1,0,0,0,0,0,1,77.1,74.76,18.69,28.2,0.2891,MEDIUM,0
PRJ-02748,Industrial Corridor,0.54,6,6,0,0,0,1,0,0,0,0,75.3,25.92,49.94,19.5,0.1978,LOW,0
PRJ-00379,Renewable Energy,1.2,6,6,0,0,0,0,0,0,0,0,76.7,39.12,76.13,8.7,0.0998,LOW,97
PRJ-03612,Road,0.85,8,2,0,0,0,0,0,0,0,0,100.0,99.75,65.39,6.0,0.0998,LOW,0
PRJ-01305,Industrial Corridor,3.93,6,7,0,1,0,1,0,0,0,0,77.5,23.85,10.9,42.6,0.4134,MEDIUM,0
PRJ-01108,Urban Development,1.56,5,5,0,1,0,1,1,0,0,0,72.8,71.67,71.96,52.3,0.475,HIGH,143
PRJ-04091,Urban Development,3.02,7,5,0,0,0,0,0,0,0,0,99.3,36.66,70.59,12.7,0.0998,LOW,0
PRJ-00686,Road,2.92,5,5,0,0,0,0,0,0,0,0,93.9,15.84,12.4,12.1,0.0998,LOW,0
PRJ-01804,Renewable Energy,0.27,5,7,0,0,0,0,1,0,0,0,94.4,52.65,94.85,14.6,0.19,LOW,0
PRJ-04453,Industrial Corridor,1.29,2,6,1,1,1,0,1,0,0,1,43.7,59.64,83.54,79.9,0.7503,CRITICAL,179
PRJ-01047,Road,2.56,5,4,0,0,1,0,0,0,1,0,87.9,58.95,64.09,25.6,0.2315,MEDIUM,0
PRJ-01941,Industrial Corridor,0.56,9,4,0,0,0,0,1,0,0,0,91.9,23.4,42.61,15.3,0.1545,LOW,0
PRJ-03402,Road,0.51,10,3,0,0,0,0,0,0,1,0,76.1,43.88,25.58,12.0,0.1419,LOW,0
PRJ-03304,Road,4.68,3,5,0,0,0,0,0,0,1,0,94.6,42.97,5.09,17.8,0.1419,LOW,0
PRJ-03570,Irrigation,0.84,6,5,0,0,0,0,0,0,0,0,91.5,4.47,25.34,11.3,0.0998,LOW,0
