rr_id,case_id,affected_families,rehabilitation_required,rehabilitation_status,resettlement_delay_days
RR-059708,CASE-059708,6,0,Completed,0
RR-059709,CASE-059709,5,0,Completed,0
RR-059710,CASE-059710,3,0,Completed,0
RR-059711,CASE-059711,2,0,Completed,0
RR-059712,CASE-059712,4,0,Completed,0
RR-059713,CASE-059713,5,0,Completed,0
RR-059714,CASE-059714,5,0,Completed,0
RR-059715,CASE-059715,8,0,Completed,0
RR-059716,CASE-059716,5,0,Completed,0
RR-059717,CASE-059717,3,0,Completed,0
RR-059718,CASE-059718,10,0,Completed,0
RR-059719,CASE-059719,3,0,Completed,0
RR-059720,CASE-059720,7,0,Completed,0
RR-059721,CASE-059721,5,0,Completed,0
RR-059722,CASE-059722,4,0,Completed,0
RR-059723,CASE-059723,5,0,Completed,0
RR-059724,CASE-059724,4,1,Partial,225
RR-059725,CASE-059725,3,1,Under Review,400
RR-059726,CASE-059726,5,0,Completed,0
RR-059727,CASE-059727,6,0,Completed,0
RR-059728,CASE-059728,7,0,Completed,0
RR-059729,CASE-059729,4,0,Completed,0
RR-059730,CASE-059730,5,0,Completed,0
RR-059731,CASE-059731,6,0,Completed,0
RR-059732,CASE-059732,3,0,Completed,0
RR-059733,CASE-059733,6,0,Completed,0
RR-059734,CASE-059734,4,0,Completed,0
RR-059735,CASE-059735,3,0,Completed,0
RR-059736,CASE-059736,6,0,Completed,0
RR-059737,CASE-059737,4,0,Completed,0
RR-059738,CASE-059738,7,0,Completed,0
RR-059739,CASE-059739,2,0,Completed,0
RR-059740,CASE-059740,5,0,Completed,0
RR-059741,CASE-059741,4,0,Completed,0
RR-059742,CASE-059742,5,0,Completed,0
RR-059743,CASE-059743,6,0,Completed,0
RR-059744,CASE-059744,1,0,Completed,0
RR-059745,CASE-059745,7,0,Completed,0
RR-059746,CASE-059746,7,1,Under Review,26
RR-059747,CASE-059747,7,0,Completed,0
RR-059748,CASE-059748,3,0,Completed,0
RR-059749,CASE-059749,3,0,Completed,0
RR-059750,CASE-059750,3,0,Completed,0
RR-059751,CASE-059751,6,1,Under Review,361
RR-059752,CASE-059752,2,0,Completed,0
RR-059753,CASE-059753,6,1,Partial,211
RR-059754,CASE-059754,10,1,Under Review,121
RR-059755,CASE-059755,2,0,Completed,0
RR-059756,CASE-059756,6,0,Completed,0
RR-059757,CASE-059757,3,0,Completed,0
RR-059758,CASE-059758,6,0,Completed,0
RR-059759,CASE-059759,5,0,Completed,0
RR-059760,CASE-059760,4,0,Completed,0
RR-059761,CASE-059761,5,0,Completed,0
RR-059762,CASE-059762,1,0,Completed,0
RR-059763,CASE-059763,4,0,Completed,0
RR-059764,CASE-059764,6,0,Completed,0
RR-059765,CASE-059765,5,0,Completed,0
RR-059766,CASE-059766,4,0,Completed,0
RR-059767,CASE-059767,8,0,Completed,0
RR-059768,CASE-059768,3,0,Completed,0
RR-059769,CASE-059769,4,0,Completed,0
RR-059770,CASE-059770,3,0,Completed,0
RR-059771,CASE-059771,8,0,Completed,0
RR-059772,CASE-059772,3,0,Completed,0
RR-059773,CASE-059773,4,0,Completed,0
RR-059774,CASE-059774,3,0,Completed,0
RR-059775,CASE-059775,5,0,Completed,0
RR-059776,CASE-059776,6,0,Completed,0
RR-059777,CASE-059777,6,0,Completed,0
RR-059778,CASE-059778,4,0,Completed,0
RR-059779,CASE-059779,7,0,Completed,0
RR-059780,CASE-059780,4,0,Completed,0
RR-059781,CASE-059781,3,0,Completed,0
RR-059782,CASE-059782,5,0,Completed,0
RR-059783,CASE-059783,5,0,Completed,0
RR-059784,CASE-059784,4,1,Partial,21
RR-059785,CASE-059785,5,0,Completed,0
RR-059786,CASE-059786,5,0,Completed,0
RR-059787,CASE-059787,8,0,Completed,0
RR-059788,CASE-059788,4,0,Completed,0
RR-059789,CASE-059789,5,0,Completed,0
RR-059790,CASE-059790,4,0,Completed,0
RR-059791,CASE-059791,7,0,Completed,0
RR-059792,CASE-059792,4,0,Completed,0
RR-059793,CASE-059793,3,0,Completed,0
RR-059794,CASE-059794,5,0,Completed,0
RR-059795,CASE-059795,2,0,Completed,0
RR-059796,CASE-059796,2,0,Completed,0
RR-059797,CASE-059797,7,0,Completed,0
RR-059798,CASE-059798,4,0,Completed,0
RR-059799,CASE-059799,3,0,Completed,0
RR-059800,CASE-059800,4,1,Partial,298
RR-059801,CASE-059801,5,1,Pending,359
RR-059802,CASE-059802,4,0,Completed,0
RR-059803,CASE-059803,4,0,Completed,0
RR-059804,CASE-059804,6,0,Completed,0
RR-059805,CASE-059805,7,0,Completed,0
RR-059806,CASE-059806,9,0,Completed,0
RR-059807,CASE-059807,1,0,Completed,0
RR-059808,CASE-059808,3,0,Completed,0
RR-059809,CASE-059809,8,0,Completed,0
RR-059810,CASE-059810,3,0,Completed,0
RR-059811,CASE-059811,4,0,Completed,0
RR-059812,CASE-059812,5,0,Completed,0
RR-059813,CASE-059813,7,0,Completed,0
RR-059814,CASE-059814,5,1,Partial,56
RR-059815,CASE-059815,5,1,Partial,18
RR-059816,CASE-059816,5,0,Completed,0
RR-059817,CASE-059817,6,0,Completed,0
RR-059818,CASE-059818,3,1,Partial,271
RR-059819,CASE-059819,4,0,Completed,0
RR-059820,CASE-059820,11,0,Completed,0
RR-059821,CASE-059821,2,0,Completed,0
RR-059822,CASE-059822,6,0,Completed,0
RR-059823,CASE-059823,3,0,Completed,0
RR-059824,CASE-059824,7,0,Completed,0
RR-059825,CASE-059825,6,0,Completed,0
RR-059826,CASE-059826,4,0,Completed,0
RR-059827,CASE-059827,4,0,Completed,0
RR-059828,CASE-059828,3,0,Completed,0
RR-059829,CASE-059829,4,0,Completed,0
RR-059830,CASE-059830,2,0,Completed,0
RR-059831,CASE-059831,5,0,Completed,0
RR-059832,CASE-059832,9,0,Completed,0
RR-059833,CASE-059833,4,0,Completed,0
RR-059834,CASE-059834,3,1,Under Review,366
RR-059835,CASE-059835,3,0,Completed,0
RR-059836,CASE-059836,4,0,Completed,0
RR-059837,CASE-059837,4,0,Completed,0
RR-059838,CASE-059838,5,0,Completed,0
RR-059839,CASE-059839,5,0,Completed,0
RR-059840,CASE-059840,6,1,Pending,148
RR-059841,CASE-059841,6,0,Completed,0
RR-059842,CASE-059842,5,0,Completed,0
RR-059843,CASE-059843,2,0,Completed,0
RR-059844,CASE-059844,5,0,Completed,0
RR-059845,CASE-059845,5,0,Completed,0
RR-059846,CASE-059846,6,0,Completed,0
RR-059847,CASE-059847,5,1,Under Review,352
RR-059848,CASE-059848,2,0,Completed,0
RR-059849,CASE-059849,7,1,Under Review,141
RR-059850,CASE-059850,4,0,Completed,0
RR-059851,CASE-059851,6,0,Completed,0
RR-059852,CASE-059852,5,0,Completed,0
RR-059853,CASE-059853,9,0,Completed,0
RR-059854,CASE-059854,7,0,Completed,0
RR-059855,CASE-059855,5,0,Completed,0
RR-059856,CASE-059856,3,0,Completed,0
RR-059857,CASE-059857,4,0,Completed,0
RR-059858,CASE-059858,3,0,Completed,0
RR-059859,CASE-059859,2,0,Completed,0
RR-059860,CASE-059860,2,0,Completed,0
RR-059861,CASE-059861,8,0,Completed,0
RR-059862,CASE-059862,4,0,Completed,0
RR-059863,CASE-059863,6,0,Completed,0
RR-059864,CASE-059864,6,0,Completed,0
RR-059865,CASE-059865,4,1,Pending,143
RR-059866,CASE-059866,3,0,Completed,0
RR-059867,CASE-059867,4,0,Completed,0
RR-059868,CASE-059868,7,0,Completed,0
RR-059869,CASE-059869,3,0,Completed,0
RR-059870,CASE-059870,6,0,Completed,0
RR-059871,CASE-059871,8,0,Completed,0
RR-059872,CASE-059872,3,1,Partial,34
RR-059873,CASE-059873,3,0,Completed,0
RR-059874,CASE-059874,3,0,Completed,0
RR-059875,CASE-059875,8,0,Completed,0
RR-059876,CASE-059876,5,0,Completed,0
RR-059877,CASE-059877,5,0,Completed,0
RR-059878,CASE-059878,5,0,Completed,0
RR-059879,CASE-059879,7,0,Completed,0
RR-059880,CASE-059880,9,1,Partial,180
RR-059881,CASE-059881,4,0,Completed,0
RR-059882,CASE-059882,8,0,Completed,0
RR-059883,CASE-059883,8,0,Completed,0
RR-059884,CASE-059884,5,0,Completed,0
RR-059885,CASE-059885,6,0,Completed,0
RR-059886,CASE-059886,6,0,Completed,0
RR-059887,CASE-059887,4,0,Completed,0
RR-059888,CASE-059888,9,0,Completed,0
RR-059889,CASE-059889,7,1,Under Review,250
RR-059890,CASE-059890,6,0,Completed,0
RR-059891,CASE-059891,4,0,Completed,0
RR-059892,CASE-059892,2,1,Pending,58
RR-059893,CASE-059893,4,0,Completed,0
RR-059894,CASE-059894,6,0,Completed,0
RR-059895,CASE-059895,2,0,Completed,0
RR-059896,CASE-059896,6,0,Completed,0
RR-059897,CASE-059897,10,0,Completed,0
RR-059898,CASE-059898,7,0,Completed,0
RR-059899,CASE-059899,7,0,Completed,0
RR-059900,CASE-059900,7,0,Completed,0
RR-059901,CASE-059901,6,0,Completed,0
RR-059902,CASE-059902,7,0,Completed,0
RR-059903,CASE-059903,3,0,Completed,0
RR-059904,CASE-059904,8,1,Under Review,46
RR-059905,CASE-059905,7,0,Completed,0
RR-059906,CASE-059906,4,0,Completed,0
RR-059907,CASE-059907,5,0,Completed,0
RR-059908,CASE-059908,11,1,Pending,92
RR-059909,CASE-059909,2,0,Completed,0
RR-059910,CASE-059910,6,0,Completed,0
RR-059911,CASE-059911,5,0,Completed,0
RR-059912,CASE-059912,5,0,Completed,0
RR-059913,CASE-059913,5,0,Completed,0
RR-059914,CASE-059914,3,0,Completed,0
RR-059915,CASE-059915,5,0,Completed,0
RR-059916,CASE-059916,6,1,Under Review,213
RR-059917,CASE-059917,7,0,Completed,0
RR-059918,CASE-059918,5,0,Completed,0
RR-059919,CASE-059919,3,0,Completed,0
RR-059920,CASE-059920,3,0,Completed,0
RR-059921,CASE-059921,7,1,Under Review,306
RR-059922,CASE-059922,2,0,Completed,0
RR-059923,CASE-059923,7,1,Under Review,23
RR-059924,CASE-059924,4,1,Partial,21
RR-059925,CASE-059925,5,0,Completed,0
RR-059926,CASE-059926,3,0,Completed,0
RR-059927,CASE-059927,4,0,Completed,0
RR-059928,CASE-059928,6,0,Completed,0
RR-059929,CASE-059929,7,0,Completed,0
RR-059930,CASE-059930,2,1,Under Review,24
RR-059931,CASE-059931,3,0,Completed,0
RR-059932,CASE-059932,4,0,Completed,0
RR-059933,CASE-059933,9,1,Partial,386
RR-059934,CASE-059934,5,0,Completed,0
RR-059935,CASE-059935,5,0,Completed,0
RR-059936,CASE-059936,4,0,Completed,0
RR-059937,CASE-059937,5,1,Pending,430
RR-059938,CASE-059938,5,0,Completed,0
RR-059939,CASE-059939,9,0,Completed,0
RR-059940,CASE-059940,3,0,Completed,0
RR-059941,CASE-059941,6,0,Completed,0
RR-059942,CASE-059942,7,1,Partial,411
RR-059943,CASE-059943,3,0,Completed,0
RR-059944,CASE-059944,8,0,Completed,0
RR-059945,CASE-059945,5,0,Completed,0
RR-059946,CASE-059946,3,0,Completed,0
RR-059947,CASE-059947,4,0,Completed,0
RR-059948,CASE-059948,7,0,Completed,0
RR-059949,CASE-059949,4,0,Completed,0
RR-059950,CASE-059950,5,0,Completed,0
RR-059951,CASE-059951,4,0,Completed,0
RR-059952,CASE-059952,2,0,Completed,0
RR-059953,CASE-059953,7,1,Pending,355
RR-059954,CASE-059954,5,1,Pending,179
RR-059955,CASE-059955,10,0,Completed,0
RR-059956,CASE-059956,5,0,Completed,0
RR-059957,CASE-059957,2,0,Completed,0
RR-059958,CASE-059958,5,0,Completed,0
RR-059959,CASE-059959,4,0,Completed,0
RR-059960,CASE-059960,5,1,Pending,426
RR-059961,CASE-059961,4,1,Pending,447
RR-059962,CASE-059962,3,0,Completed,0
RR-059963,CASE-059963,8,0,Completed,0
RR-059964,CASE-059964,11,1,Partial,172
RR-059965,CASE-059965,7,1,Under Review,121
RR-059966,CASE-059966,4,0,Completed,0
RR-059967,CASE-059967,4,1,Pending,418
RR-059968,CASE-059968,5,1,Pending,318
RR-059969,CASE-059969,7,1,Under Review,93
RR-059970,CASE-059970,2,0,Completed,0
RR-059971,CASE-059971,6,0,Completed,0
RR-059972,CASE-059972,2,0,Completed,0
RR-059973,CASE-059973,5,0,Completed,0
RR-059974,CASE-059974,5,0,Completed,0
RR-059975,CASE-059975,2,0,Completed,0
RR-059976,CASE-059976,6,0,Completed,0
RR-059977,CASE-059977,7,0,Completed,0
RR-059978,CASE-059978,2,0,Completed,0
RR-059979,CASE-059979,4,0,Completed,0
RR-059980,CASE-059980,10,0,Completed,0
RR-059981,CASE-059981,4,0,Completed,0
RR-059982,CASE-059982,7,0,Completed,0
RR-059983,CASE-059983,5,0,Completed,0
RR-059984,CASE-059984,6,0,Completed,0
RR-059985,CASE-059985,4,0,Completed,0
RR-059986,CASE-059986,5,0,Completed,0
RR-059987,CASE-059987,7,0,Completed,0
RR-059988,CASE-059988,5,0,Completed,0
RR-059989,CASE-059989,4,0,Completed,0
RR-059990,CASE-059990,4,0,Completed,0
RR-059991,CASE-059991,3,0,Completed,0
RR-059992,CASE-059992,6,0,Completed,0
RR-059993,CASE-059993,4,0,Completed,0
RR-059994,CASE-059994,1,0,Completed,0
RR-059995,CASE-059995,1,1,Under Review,353
RR-059996,CASE-059996,7,1,Partial,364
RR-059997,CASE-059997,4,0,Completed,0
RR-059998,CASE-059998,4,0,Completed,0
RR-059999,CASE-059999,4,0,Completed,0
RR-060000,CASE-060000,2,0,Completed,0
RR-060001,CASE-060001,4,0,Completed,0
RR-060002,CASE-060002,5,0,Completed,0
RR-060003,CASE-060003,6,0,Completed,0
RR-060004,CASE-060004,6,0,Completed,0
RR-060005,CASE-060005,1,0,Completed,0
RR-060006,CASE-060006,2,0,Completed,0
RR-060007,CASE-060007,4,0,Completed,0
RR-060008,CASE-060008,8,0,Completed,0
RR-060009,CASE-060009,8,0,Completed,0
RR-060010,CASE-060010,4,0,Completed,0
RR-060011,CASE-060011,5,0,Completed,0
RR-060012,CASE-060012,8,1,Pending,419
RR-060013,CASE-060013,6,1,Under Review,311
RR-060014,CASE-060014,7,1,Under Review,163
RR-060015,CASE-060015,4,0,Completed,0
RR-060016,CASE-060016,3,0,Completed,0
RR-060017,CASE-060017,5,0,Completed,0
RR-060018,CASE-060018,7,0,Completed,0
RR-060019,CASE-060019,6,0,Completed,0
RR-060020,CASE-060020,4,0,Completed,0
RR-060021,CASE-060021,1,0,Completed,0
RR-060022,CASE-060022,2,0,Completed,0
RR-060023,CASE-060023,4,0,Completed,0
RR-060024,CASE-060024,10,1,Partial,129
RR-060025,CASE-060025,6,0,Completed,0
RR-060026,CASE-060026,4,0,Completed,0
RR-060027,CASE-060027,5,0,Completed,0
RR-060028,CASE-060028,5,0,Completed,0
RR-060029,CASE-060029,4,0,Completed,0
RR-060030,CASE-060030,7,0,Completed,0
RR-060031,CASE-060031,5,1,Under Review,127
RR-060032,CASE-060032,5,0,Completed,0
RR-060033,CASE-060033,6,0,Completed,0
RR-060034,CASE-060034,6,0,Completed,0
RR-060035,CASE-060035,4,0,Completed,0
RR-060036,CASE-060036,3,0,Completed,0
RR-060037,CASE-060037,6,0,Completed,0
RR-060038,CASE-060038,8,1,Pending,38
RR-060039,CASE-060039,4,0,Completed,0
RR-060040,CASE-060040,5,0,Completed,0
RR-060041,CASE-060041,6,0,Completed,0
RR-060042,CASE-060042,6,0,Completed,0
RR-060043,CASE-060043,12,0,Completed,0
RR-060044,CASE-060044,11,0,Completed,0
RR-060045,CASE-060045,3,0,Completed,0
RR-060046,CASE-060046,4,0,Completed,0
RR-060047,CASE-060047,9,0,Completed,0
RR-060048,CASE-060048,5,0,Completed,0
RR-060049,CASE-060049,7,0,Completed,0
RR-060050,CASE-060050,2,1,Partial,240
RR-060051,CASE-060051,6,0,Completed,0
RR-060052,CASE-060052,5,0,Completed,0
RR-060053,CASE-060053,5,0,Completed,0
RR-060054,CASE-060054,7,0,Completed,0
RR-060055,CASE-060055,4,0,Completed,0
RR-060056,CASE-060056,9,0,Completed,0
RR-060057,CASE-060057,7,0,Completed,0
RR-060058,CASE-060058,8,0,Completed,0
RR-060059,CASE-060059,5,0,Completed,0
RR-060060,CASE-060060,6,0,Completed,0
RR-060061,CASE-060061,5,0,Completed,0
RR-060062,CASE-060062,4,0,Completed,0
RR-060063,CASE-060063,2,0,Completed,0
RR-060064,CASE-060064,5,0,Completed,0
RR-060065,CASE-060065,3,0,Completed,0
RR-060066,CASE-060066,5,0,Completed,0
RR-060067,CASE-060067,7,0,Completed,0
RR-060068,CASE-060068,4,0,Completed,0
RR-060069,CASE-060069,4,0,Completed,0
RR-060070,CASE-060070,3,0,Completed,0
RR-060071,CASE-060071,6,0,Completed,0
RR-060072,CASE-060072,4,0,Completed,0
RR-060073,CASE-060073,5,0,Completed,0
RR-060074,CASE-060074,12,0,Completed,0
RR-060075,CASE-060075,1,0,Completed,0
RR-060076,CASE-060076,4,0,Completed,0
RR-060077,CASE-060077,4,0,Completed,0
RR-060078,CASE-060078,6,0,Completed,0
RR-060079,CASE-060079,6,0,Completed,0
RR-060080,CASE-060080,7,0,Completed,0
RR-060081,CASE-060081,4,0,Completed,0
RR-060082,CASE-060082,4,0,Completed,0
RR-060083,CASE-060083,5,0,Completed,0
RR-060084,CASE-060084,8,0,Completed,0
RR-060085,CASE-060085,4,0,Completed,0
RR-060086,CASE-060086,5,1,Under Review,353
RR-060087,CASE-060087,4,0,Completed,0
RR-060088,CASE-060088,5,0,Completed,0
RR-060089,CASE-060089,6,0,Completed,0
RR-060090,CASE-060090,5,0,Completed,0
RR-060091,CASE-060091,5,1,Pending,346
RR-060092,CASE-060092,3,1,Pending,400
RR-060093,CASE-060093,7,0,Completed,0
RR-060094,CASE-060094,5,1,Under Review,210
RR-060095,CASE-060095,5,0,Completed,0
RR-060096,CASE-060096,3,0,Completed,0
RR-060097,CASE-060097,3,0,Completed,0
RR-060098,CASE-060098,6,1,Under Review,150
RR-060099,CASE-060099,6,1,Pending,341
RR-060100,CASE-060100,4,0,Completed,0
RR-060101,CASE-060101,6,0,Completed,0
RR-060102,CASE-060102,5,0,Completed,0
RR-060103,CASE-060103,4,0,Completed,0
RR-060104,CASE-060104,7,0,Completed,0
RR-060105,CASE-060105,2,0,Completed,0
RR-060106,CASE-060106,2,0,Completed,0
RR-060107,CASE-060107,6,0,Completed,0
RR-060108,CASE-060108,8,0,Completed,0
RR-060109,CASE-060109,2,0,Completed,0
RR-060110,CASE-060110,3,0,Completed,0
RR-060111,CASE-060111,5,0,Completed,0
RR-060112,CASE-060112,4,0,Completed,0
RR-060113,CASE-060113,3,1,Partial,278
RR-060114,CASE-060114,5,0,Completed,0
RR-060115,CASE-060115,5,0,Completed,0
RR-060116,CASE-060116,9,0,Completed,0
RR-060117,CASE-060117,7,1,Under Review,339
RR-060118,CASE-060118,5,0,Completed,0
RR-060119,CASE-060119,7,1,Under Review,110
RR-060120,CASE-060120,3,0,Completed,0
RR-060121,CASE-060121,3,0,Completed,0
RR-060122,CASE-060122,6,0,Completed,0
RR-060123,CASE-060123,7,0,Completed,0
RR-060124,CASE-060124,7,0,Completed,0
RR-060125,CASE-060125,4,0,Completed,0
RR-060126,CASE-060126,7,0,Completed,0
RR-060127,CASE-060127,7,0,Completed,0
RR-060128,CASE-060128,10,1,Partial,312
RR-060129,CASE-060129,6,0,Completed,0
RR-060130,CASE-060130,5,0,Completed,0
RR-060131,CASE-060131,8,1,Pending,164
RR-060132,CASE-060132,9,0,Completed,0
RR-060133,CASE-060133,6,0,Completed,0
RR-060134,CASE-060134,6,0,Completed,0
RR-060135,CASE-060135,4,0,Completed,0
RR-060136,CASE-060136,8,0,Completed,0
RR-060137,CASE-060137,5,0,Completed,0
RR-060138,CASE-060138,2,0,Completed,0
RR-060139,CASE-060139,4,1,Pending,376
RR-060140,CASE-060140,2,0,Completed,0
RR-060141,CASE-060141,7,0,Completed,0
RR-060142,CASE-060142,6,0,Completed,0
RR-060143,CASE-060143,5,0,Completed,0
RR-060144,CASE-060144,3,1,Pending,50
RR-060145,CASE-060145,4,0,Completed,0
RR-060146,CASE-060146,3,0,Completed,0
RR-060147,CASE-060147,2,0,Completed,0
RR-060148,CASE-060148,5,0,Completed,0
RR-060149,CASE-060149,2,0,Completed,0
RR-060150,CASE-060150,3,0,Completed,0
RR-060151,CASE-060151,7,0,Completed,0
RR-060152,CASE-060152,8,0,Completed,0
RR-060153,CASE-060153,4,1,Partial,422
RR-060154,CASE-060154,4,0,Completed,0
RR-060155,CASE-060155,7,0,Completed,0
RR-060156,CASE-060156,5,0,Completed,0
RR-060157,CASE-060157,9,0,Completed,0
RR-060158,CASE-060158,8,0,Completed,0
RR-060159,CASE-060159,3,0,Completed,0
RR-060160,CASE-060160,4,0,Completed,0
RR-060161,CASE-060161,3,0,Completed,0
RR-060162,CASE-060162,5,0,Completed,0
RR-060163,CASE-060163,3,0,Completed,0
RR-060164,CASE-060164,4,0,Completed,0
RR-060165,CASE-060165,8,0,Completed,0
RR-060166,CASE-060166,2,0,Completed,0
RR-060167,CASE-060167,6,0,Completed,0
RR-060168,CASE-060168,3,0,Completed,0
RR-060169,CASE-060169,8,1,Under Review,220
RR-060170,CASE-060170,8,0,Completed,0
RR-060171,CASE-060171,10,1,Pending,284
RR-060172,CASE-060172,2,0,Completed,0
RR-060173,CASE-060173,2,0,Completed,0
RR-060174,CASE-060174,6,0,Completed,0
RR-060175,CASE-060175,9,0,Completed,0
RR-060176,CASE-060176,6,0,Completed,0
RR-060177,CASE-060177,3,0,Completed,0
RR-060178,CASE-060178,6,1,Under Review,185
RR-060179,CASE-060179,8,0,Completed,0
RR-060180,CASE-060180,3,0,Completed,0
RR-060181,CASE-060181,3,0,Completed,0
RR-060182,CASE-060182,3,0,Completed,0
RR-060183,CASE-060183,3,1,Pending,107
RR-060184,CASE-060184,5,0,Completed,0
RR-060185,CASE-060185,4,0,Completed,0
RR-060186,CASE-060186,3,0,Completed,0
RR-060187,CASE-060187,5,1,Pending,280
RR-060188,CASE-060188,3,0,Completed,0
RR-060189,CASE-060189,2,0,Completed,0
RR-060190,CASE-060190,5,0,Completed,0
RR-060191,CASE-060191,4,0,Completed,0
RR-060192,CASE-060192,10,0,Completed,0
RR-060193,CASE-060193,4,0,Completed,0
RR-060194,CASE-060194,8,1,Partial,20
RR-060195,CASE-060195,5,0,Completed,0
RR-060196,CASE-060196,5,0,Completed,0
RR-060197,CASE-060197,2,1,Partial,87
RR-060198,CASE-060198,7,0,Completed,0
RR-060199,CASE-060199,8,0,Completed,0
RR-060200,CASE-060200,5,0,Completed,0
RR-060201,CASE-060201,3,0,Completed,0
RR-060202,CASE-060202,2,0,Completed,0
RR-060203,CASE-060203,6,0,Completed,0
RR-060204,CASE-060204,4,0,Completed,0
RR-060205,CASE-060205,5,0,Completed,0
RR-060206,CASE-060206,6,0,Completed,0
RR-060207,CASE-060207,6,0,Completed,0
RR-060208,CASE-060208,4,0,Completed,0
RR-060209,CASE-060209,4,0,Completed,0
RR-060210,CASE-060210,7,1,Pending,132
RR-060211,CASE-060211,4,0,Completed,0
RR-060212,CASE-060212,4,0,Completed,0
RR-060213,CASE-060213,6,0,Completed,0
RR-060214,CASE-060214,2,0,Completed,0
RR-060215,CASE-060215,4,1,Pending,440
RR-060216,CASE-060216,7,0,Completed,0
RR-060217,CASE-060217,4,0,Completed,0
RR-060218,CASE-060218,6,0,Completed,0
RR-060219,CASE-060219,5,0,Completed,0
RR-060220,CASE-060220,5,0,Completed,0
RR-060221,CASE-060221,4,0,Completed,0
RR-060222,CASE-060222,4,0,Completed,0
RR-060223,CASE-060223,5,1,Partial,375
RR-060224,CASE-060224,6,0,Completed,0
RR-060225,CASE-060225,3,0,Completed,0
RR-060226,CASE-060226,6,0,Completed,0
RR-060227,CASE-060227,7,0,Completed,0
RR-060228,CASE-060228,3,0,Completed,0
RR-060229,CASE-060229,7,0,Completed,0
RR-060230,CASE-060230,5,0,Completed,0
RR-060231,CASE-060231,7,0,Completed,0
RR-060232,CASE-060232,5,0,Completed,0
RR-060233,CASE-060233,5,0,Completed,0
RR-060234,CASE-060234,5,0,Completed,0
RR-060235,CASE-060235,6,0,Completed,0
RR-060236,CASE-060236,2,0,Completed,0
RR-060237,CASE-060237,6,0,Completed,0
RR-060238,CASE-060238,6,1,Pending,449
RR-060239,CASE-060239,4,0,Completed,0
RR-060240,CASE-060240,5,0,Completed,0
RR-060241,CASE-060241,8,0,Completed,0
RR-060242,CASE-060242,4,0,Completed,0
RR-060243,CASE-060243,3,0,Completed,0
RR-060244,CASE-060244,4,0,Completed,0
RR-060245,CASE-060245,6,0,Completed,0
RR-060246,CASE-060246,3,0,Completed,0
RR-060247,CASE-060247,6,0,Completed,0
RR-060248,CASE-060248,3,0,Completed,0
RR-060249,CASE-060249,6,0,Completed,0
RR-060250,CASE-060250,10,0,Completed,0
RR-060251,CASE-060251,6,0,Completed,0
RR-060252,CASE-060252,6,0,Completed,0
RR-060253,CASE-060253,4,0,Completed,0
RR-060254,CASE-060254,9,0,Completed,0
RR-060255,CASE-060255,4,0,Completed,0
RR-060256,CASE-060256,7,0,Completed,0
RR-060257,CASE-060257,2,0,Completed,0
RR-060258,CASE-060258,4,1,Partial,87
RR-060259,CASE-060259,4,0,Completed,0
RR-060260,CASE-060260,6,1,Under Review,309
RR-060261,CASE-060261,4,0,Completed,0
RR-060262,CASE-060262,6,0,Completed,0
RR-060263,CASE-060263,5,0,Completed,0
RR-060264,CASE-060264,3,1,Under Review,353
RR-060265,CASE-060265,6,1,Under Review,93
RR-060266,CASE-060266,7,0,Completed,0
RR-060267,CASE-060267,6,0,Completed,0
RR-060268,CASE-060268,4,0,Completed,0
RR-060269,CASE-060269,2,0,Completed,0
RR-060270,CASE-060270,5,0,Completed,0
RR-060271,CASE-060271,7,0,Completed,0
RR-060272,CASE-060272,4,0,Completed,0
RR-060273,CASE-060273,5,1,Partial,228
RR-060274,CASE-060274,5,0,Completed,0
RR-060275,CASE-060275,2,0,Completed,0
RR-060276,CASE-060276,3,1,Pending,356
RR-060277,CASE-060277,4,1,Pending,356
RR-060278,CASE-060278,2,0,Completed,0
RR-060279,CASE-060279,4,0,Completed,0
RR-060280,CASE-060280,5,0,Completed,0
RR-060281,CASE-060281,4,0,Completed,0
RR-060282,CASE-060282,1,0,Completed,0
RR-060283,CASE-060283,9,0,Completed,0
RR-060284,CASE-060284,3,0,Completed,0
RR-060285,CASE-060285,3,0,Completed,0
RR-060286,CASE-060286,8,1,Partial,225
RR-060287,CASE-060287,7,0,Completed,0
RR-060288,CASE-060288,4,0,Completed,0
RR-060289,CASE-060289,5,0,Completed,0
RR-060290,CASE-060290,3,0,Completed,0
RR-060291,CASE-060291,4,0,Completed,0
RR-060292,CASE-060292,2,0,Completed,0
RR-060293,CASE-060293,2,0,Completed,0
RR-060294,CASE-060294,3,0,Completed,0
RR-060295,CASE-060295,5,0,Completed,0
RR-060296,CASE-060296,4,0,Completed,0
RR-060297,CASE-060297,9,0,Completed,0
RR-060298,CASE-060298,5,0,Completed,0
RR-060299,CASE-060299,3,0,Completed,0
RR-060300,CASE-060300,8,0,Completed,0
RR-060301,CASE-060301,3,1,Partial,222
RR-060302,CASE-060302,5,0,Completed,0
RR-060303,CASE-060303,4,0,Completed,0
RR-060304,CASE-060304,6,0,Completed,0
RR-060305,CASE-060305,4,0,Completed,0
RR-060306,CASE-060306,6,0,Completed,0
RR-060307,CASE-060307,5,0,Completed,0
RR-060308,CASE-060308,2,0,Completed,0
RR-060309,CASE-060309,6,0,Completed,0
RR-060310,CASE-060310,5,0,Completed,0
RR-060311,CASE-060311,6,0,Completed,0
RR-060312,CASE-060312,5,0,Completed,0
