compensation_id,case_id,project_id,assessed_amount,amount_paid,payment_status,payment_delay_days
COMP-048531,CASE-048531,PRJ-00049,1641580.34,1056608.34,Paid,15
COMP-048532,CASE-048532,PRJ-01937,571740.19,479653.67,Paid,16
COMP-048533,CASE-048533,PRJ-01735,468400.0,340136.22,Pending,424
COMP-048534,CASE-048534,PRJ-02082,547729.64,841452.94,Paid,17
COMP-048535,CASE-048535,PRJ-04485,390796.24,1212089.7,Paid,0
COMP-048536,CASE-048536,PRJ-03605,1359009.44,333933.45,Paid,29
COMP-048537,CASE-048537,PRJ-00664,977213.6,549601.62,Paid,16
COMP-048538,CASE-048538,PRJ-03727,829341.76,1341732.26,Paid,28
COMP-048539,CASE-048539,PRJ-04222,811258.38,1250572.74,Pending,403
COMP-048540,CASE-048540,PRJ-01102,1380287.97,479986.81,Paid,17
COMP-048541,CASE-048541,PRJ-00116,252041.8,495652.16,Pending,317
COMP-048542,CASE-048542,PRJ-03600,1803377.77,2617291.49,Paid,6
COMP-048543,CASE-048543,PRJ-04863,1661497.65,561035.79,Paid,4
COMP-048544,CASE-048544,PRJ-01307,1363577.02,614880.49,Pending,241
COMP-048545,CASE-048545,PRJ-03788,1144960.35,780168.29,Paid,19
COMP-048546,CASE-048546,PRJ-00693,811922.07,1312239.75,Paid,26
COMP-048547,CASE-048547,PRJ-04006,2583354.35,3618807.61,Paid,11
COMP-048548,CASE-048548,PRJ-01595,1682664.05,2130117.86,Paid,2
COMP-048549,CASE-048549,PRJ-02605,819961.31,183769.86,Pending,85
COMP-048550,CASE-048550,PRJ-04118,1920970.94,602208.41,Pending,328
COMP-048551,CASE-048551,PRJ-00515,476256.36,491978.22,Paid,16
COMP-048552,CASE-048552,PRJ-01551,1354919.39,960576.09,Paid,10
COMP-048553,CASE-048553,PRJ-04158,471648.95,910724.67,Paid,21
COMP-048554,CASE-048554,PRJ-04620,2447768.52,2731144.71,Paid,3
COMP-048555,CASE-048555,PRJ-02554,874731.39,922014.47,Paid,4
COMP-048556,CASE-048556,PRJ-02783,588295.27,1106341.27,Paid,23
COMP-048557,CASE-048557,PRJ-01037,4326028.48,545522.35,Pending,320
COMP-048558,CASE-048558,PRJ-03810,236675.7,138448.33,Paid,18
COMP-048559,CASE-048559,PRJ-03443,2754426.06,448847.66,Pending,137
COMP-048560,CASE-048560,PRJ-01991,906455.67,1316199.4,Paid,11
COMP-048561,CASE-048561,PRJ-04345,974176.7,3916286.88,Paid,23
COMP-048562,CASE-048562,PRJ-03416,654188.88,401181.08,Paid,21
COMP-048563,CASE-048563,PRJ-03000,920103.85,68531.03,Pending,67
COMP-048564,CASE-048564,PRJ-03389,3641207.39,3307603.06,Paid,4
COMP-048565,CASE-048565,PRJ-00835,1616899.33,1371294.87,Paid,14
COMP-048566,CASE-048566,PRJ-01951,2031612.66,728160.79,Paid,24
COMP-048567,CASE-048567,PRJ-00747,82356.11,179483.01,Paid,18
COMP-048568,CASE-048568,PRJ-01545,454668.34,371306.09,Paid,16
COMP-048569,CASE-048569,PRJ-02395,548346.87,1627142.74,Paid,8
COMP-048570,CASE-048570,PRJ-04190,1238567.14,860389.8,Paid,12
COMP-048571,CASE-048571,PRJ-03083,1286795.04,1393771.98,Paid,20
COMP-048572,CASE-048572,PRJ-00788,771751.4,617808.08,Paid,13
COMP-048573,CASE-048573,PRJ-01602,1134047.71,1636002.32,Paid,8
COMP-048574,CASE-048574,PRJ-02588,1431613.05,724153.94,Paid,20
COMP-048575,CASE-048575,PRJ-03682,553231.98,715130.73,Paid,15
COMP-048576,CASE-048576,PRJ-03216,557988.46,210613.37,Paid,13
COMP-048577,CASE-048577,PRJ-00144,627532.36,166005.27,Pending,383
COMP-048578,CASE-048578,PRJ-02432,852956.98,1436311.8,Paid,0
COMP-048579,CASE-048579,PRJ-02582,730367.5,207386.32,Pending,37
COMP-048580,CASE-048580,PRJ-02258,3310329.46,2838735.09,Paid,18
COMP-048581,CASE-048581,PRJ-02937,1006951.41,2105095.58,Pending,406
COMP-048582,CASE-048582,PRJ-02690,1618723.65,932859.42,Paid,28
COMP-048583,CASE-048583,PRJ-02730,960681.0,763176.68,Paid,9
COMP-048584,CASE-048584,PRJ-03659,159781.82,494795.76,Paid,7
COMP-048585,CASE-048585,PRJ-03744,2096128.99,1134271.33,Pending,134
COMP-048586,CASE-048586,PRJ-01855,178932.96,211891.38,Paid,12
COMP-048587,CASE-048587,PRJ-01461,1037709.61,1288532.5,Paid,7
COMP-048588,CASE-048588,PRJ-03859,549690.04,677287.07,Paid,6
COMP-048589,CASE-048589,PRJ-02974,2954271.88,2484468.86,Paid,16
COMP-048590,CASE-048590,PRJ-03699,3225004.79,3729565.43,Paid,26
COMP-048591,CASE-048591,PRJ-02092,463546.25,571529.92,Paid,5
COMP-048592,CASE-048592,PRJ-02490,2729642.33,2834260.02,Paid,29
COMP-048593,CASE-048593,PRJ-02827,504926.61,306578.14,Pending,87
COMP-048594,CASE-048594,PRJ-00579,3287632.3,4647520.34,Paid,27
COMP-048595,CASE-048595,PRJ-00800,878514.37,720796.66,Pending,484
COMP-048596,CASE-048596,PRJ-04296,967769.31,472968.43,Paid,8
COMP-048597,CASE-048597,PRJ-04860,690117.65,900836.99,Paid,10
COMP-048598,CASE-048598,PRJ-04162,6208095.49,3946245.73,Paid,6
COMP-048599,CASE-048599,PRJ-01631,566832.75,870480.27,Paid,1
COMP-048600,CASE-048600,PRJ-02878,2753808.19,2803944.49,Paid,15
COMP-048601,CASE-048601,PRJ-03863,266448.75,92814.13,Paid,19
COMP-048602,CASE-048602,PRJ-03500,1263927.38,1876135.94,Paid,12
COMP-048603,CASE-048603,PRJ-03716,756798.86,570303.86,Paid,17
COMP-048604,CASE-048604,PRJ-02754,353534.64,845373.22,Paid,12
COMP-048605,CASE-048605,PRJ-03075,1240956.76,1398864.23,Paid,17
COMP-048606,CASE-048606,PRJ-02656,901648.24,235638.94,Paid,25
COMP-048607,CASE-048607,PRJ-03885,758177.92,1209256.79,Paid,28
COMP-048608,CASE-048608,PRJ-01650,549276.02,542935.43,Paid,5
COMP-048609,CASE-048609,PRJ-02226,2118576.62,953472.01,Paid,16
COMP-048610,CASE-048610,PRJ-01899,248049.1,492710.59,Paid,27
COMP-048611,CASE-048611,PRJ-03031,154197.88,135863.38,Paid,14
COMP-048612,CASE-048612,PRJ-01425,417924.43,717462.64,Paid,6
COMP-048613,CASE-048613,PRJ-04034,1660866.05,488587.06,Paid,3
COMP-048614,CASE-048614,PRJ-01393,1230628.82,1953109.76,Paid,15
COMP-048615,CASE-048615,PRJ-01572,3180486.22,3392005.44,Paid,19
COMP-048616,CASE-048616,PRJ-04582,1150995.37,493481.99,Paid,8
COMP-048617,CASE-048617,PRJ-04955,1183414.7,925441.46,Paid,14
COMP-048618,CASE-048618,PRJ-03273,614050.9,1441349.98,Paid,14
COMP-048619,CASE-048619,PRJ-03741,1483861.75,1328245.61,Paid,6
COMP-048620,CASE-048620,PRJ-02694,1437542.04,684463.49,Paid,4
COMP-048621,CASE-048621,PRJ-01370,2777246.27,2634600.27,Paid,14
COMP-048622,CASE-048622,PRJ-04536,173633.73,68487.66,Pending,278
COMP-048623,CASE-048623,PRJ-04507,1997532.89,614816.02,Pending,32
COMP-048624,CASE-048624,PRJ-01622,1563583.58,1059644.34,Paid,29
COMP-048625,CASE-048625,PRJ-01556,960805.88,781640.75,Paid,4
COMP-048626,CASE-048626,PRJ-04883,812482.72,842929.32,Paid,18
COMP-048627,CASE-048627,PRJ-01937,80904.62,312572.71,Paid,15
COMP-048628,CASE-048628,PRJ-03492,547546.97,333340.65,Paid,28
COMP-048629,CASE-048629,PRJ-03374,2040422.33,2069382.94,Paid,22
COMP-048630,CASE-048630,PRJ-02065,2788136.56,2981248.04,Paid,15
COMP-048631,CASE-048631,PRJ-01317,514647.65,615782.15,Paid,27
COMP-048632,CASE-048632,PRJ-04197,1865154.55,952633.81,Pending,283
COMP-048633,CASE-048633,PRJ-02069,803070.18,1798990.07,Paid,13
COMP-048634,CASE-048634,PRJ-04006,381745.96,62019.17,Pending,329
COMP-048635,CASE-048635,PRJ-00020,658748.56,161285.61,Pending,155
COMP-048636,CASE-048636,PRJ-04013,564290.71,481100.02,Paid,21
COMP-048637,CASE-048637,PRJ-00786,661944.6,1783899.52,Paid,26
COMP-048638,CASE-048638,PRJ-02913,1165632.94,1042976.31,Paid,7
COMP-048639,CASE-048639,PRJ-01385,640744.96,453681.31,Paid,27
COMP-048640,CASE-048640,PRJ-04410,3600330.51,2909535.03,Paid,8
COMP-048641,CASE-048641,PRJ-04803,766752.51,306989.37,Paid,18
COMP-048642,CASE-048642,PRJ-00404,1743627.94,1221286.14,Paid,1
COMP-048643,CASE-048643,PRJ-04273,1239585.32,1187090.2,Paid,29
COMP-048644,CASE-048644,PRJ-02044,1328818.9,937053.39,Paid,10
COMP-048645,CASE-048645,PRJ-03063,1656376.17,238791.67,Pending,276
COMP-048646,CASE-048646,PRJ-04053,77205.9,136186.02,Paid,1
COMP-048647,CASE-048647,PRJ-00904,1691425.01,777467.64,Paid,11
COMP-048648,CASE-048648,PRJ-02715,1018612.5,623418.3,Paid,0
COMP-048649,CASE-048649,PRJ-00731,735240.4,801059.58,Paid,13
COMP-048650,CASE-048650,PRJ-01074,1285305.75,624404.34,Paid,24
COMP-048651,CASE-048651,PRJ-01495,1557565.38,2878742.87,Paid,19
COMP-048652,CASE-048652,PRJ-04474,1542096.61,1850394.73,Paid,1
COMP-048653,CASE-048653,PRJ-04893,1187226.7,803992.16,Paid,16
COMP-048654,CASE-048654,PRJ-01165,1115450.27,872787.51,Pending,475
COMP-048655,CASE-048655,PRJ-02769,1882301.7,5117123.36,Paid,27
COMP-048656,CASE-048656,PRJ-03540,613914.02,1176906.43,Paid,25
COMP-048657,CASE-048657,PRJ-04267,470903.75,635571.79,Paid,21
COMP-048658,CASE-048658,PRJ-02052,5320010.58,6494045.29,Paid,17
COMP-048659,CASE-048659,PRJ-04693,805931.03,709882.09,Pending,467
COMP-048660,CASE-048660,PRJ-03671,1387345.01,960679.26,Paid,10
COMP-048661,CASE-048661,PRJ-00884,2224119.65,1358482.89,Paid,0
COMP-048662,CASE-048662,PRJ-03814,3753419.03,1720854.45,Paid,13
COMP-048663,CASE-048663,PRJ-01630,4817305.29,7693509.61,Paid,18
COMP-048664,CASE-048664,PRJ-00312,1735927.53,602007.44,Pending,74
COMP-048665,CASE-048665,PRJ-00480,340321.33,213598.82,Paid,26
COMP-048666,CASE-048666,PRJ-01253,961250.41,774741.4,Paid,0
COMP-048667,CASE-048667,PRJ-03007,1408035.42,504563.38,Pending,345
COMP-048668,CASE-048668,PRJ-01472,242893.87,678596.93,Paid,14
COMP-048669,CASE-048669,PRJ-00663,2326733.01,1544463.92,Paid,29
COMP-048670,CASE-048670,PRJ-02429,1416233.27,2700300.35,Paid,27
COMP-048671,CASE-048671,PRJ-04945,365691.54,451730.66,Paid,18
COMP-048672,CASE-048672,PRJ-02556,246106.14,384970.06,Paid,12
COMP-048673,CASE-048673,PRJ-01777,485889.51,2051359.64,Paid,8
COMP-048674,CASE-048674,PRJ-03040,4136169.05,4041493.41,Paid,12
COMP-048675,CASE-048675,PRJ-00523,1121772.02,768343.25,Paid,1
COMP-048676,CASE-048676,PRJ-04742,5293901.02,5426191.92,Paid,10
COMP-048677,CASE-048677,PRJ-03491,1451232.61,1015298.78,Paid,3
COMP-048678,CASE-048678,PRJ-02884,571559.97,1007019.88,Paid,22
COMP-048679,CASE-048679,PRJ-04168,420569.81,1194253.76,Paid,20
COMP-048680,CASE-048680,PRJ-03726,492451.78,370672.44,Paid,22
COMP-048681,CASE-048681,PRJ-00634,617808.71,1061399.13,Paid,6
COMP-048682,CASE-048682,PRJ-02424,764091.78,567459.1,Paid,13
COMP-048683,CASE-048683,PRJ-03385,656662.98,973003.55,Pending,345
COMP-048684,CASE-048684,PRJ-03367,4055543.86,5634399.32,Paid,4
COMP-048685,CASE-048685,PRJ-00951,2348272.68,982332.22,Paid,2
COMP-048686,CASE-048686,PRJ-00788,634591.76,346466.85,Paid,28
COMP-048687,CASE-048687,PRJ-00020,1588825.37,1074334.78,Paid,27
COMP-048688,CASE-048688,PRJ-04116,1527076.66,649502.08,Paid,9
COMP-048689,CASE-048689,PRJ-00388,1105782.74,788861.07,Paid,8
COMP-048690,CASE-048690,PRJ-00654,2931878.8,892578.87,Paid,5
COMP-048691,CASE-048691,PRJ-04631,2513347.33,2930152.26,Paid,1
COMP-048692,CASE-048692,PRJ-04336,715701.12,667338.73,Paid,26
COMP-048693,CASE-048693,PRJ-02330,2429865.78,1294360.86,Pending,126
COMP-048694,CASE-048694,PRJ-02904,3034368.05,1377131.17,Paid,18
COMP-048695,CASE-048695,PRJ-00918,2299180.21,1543873.75,Paid,19
COMP-048696,CASE-048696,PRJ-04890,661937.05,124916.44,Pending,293
COMP-048697,CASE-048697,PRJ-02628,325093.74,305568.76,Paid,29
COMP-048698,CASE-048698,PRJ-04245,3501253.08,3538627.36,Paid,18
COMP-048699,CASE-048699,PRJ-01881,343683.27,637319.53,Paid,29
COMP-048700,CASE-048700,PRJ-03920,284609.32,484799.86,Paid,4
COMP-048701,CASE-048701,PRJ-00824,422402.63,782606.53,Paid,16
COMP-048702,CASE-048702,PRJ-01155,4167094.51,3136140.07,Paid,15
COMP-048703,CASE-048703,PRJ-02658,400740.47,809935.43,Paid,0
COMP-048704,CASE-048704,PRJ-02777,362652.08,215227.26,Paid,11
COMP-048705,CASE-048705,PRJ-02965,219094.01,561162.61,Paid,29
COMP-048706,CASE-048706,PRJ-02569,1656990.45,551834.22,Paid,16
COMP-048707,CASE-048707,PRJ-03608,1364595.03,1967117.31,Paid,3
COMP-048708,CASE-048708,PRJ-03258,151547.99,272397.38,Paid,4
COMP-048709,CASE-048709,PRJ-03157,815450.36,440100.17,Paid,1
COMP-048710,CASE-048710,PRJ-02697,781399.16,588512.59,Paid,2
COMP-048711,CASE-048711,PRJ-01215,2784172.2,758825.88,Paid,9
COMP-048712,CASE-048712,PRJ-03116,1933736.33,2670506.27,Paid,29
COMP-048713,CASE-048713,PRJ-02205,2280141.93,666793.4,Pending,452
COMP-048714,CASE-048714,PRJ-02121,1377622.23,1224243.2,Paid,13
COMP-048715,CASE-048715,PRJ-04683,562750.94,913220.29,Paid,6
COMP-048716,CASE-048716,PRJ-01603,1987731.24,4132224.59,Paid,0
COMP-048717,CASE-048717,PRJ-01783,2126866.41,2775971.85,Paid,23
COMP-048718,CASE-048718,PRJ-04067,1220124.88,714251.72,Paid,20
COMP-048719,CASE-048719,PRJ-01334,728739.86,511544.02,Pending,188
COMP-048720,CASE-048720,PRJ-03299,358381.05,294952.29,Pending,110
COMP-048721,CASE-048721,PRJ-02452,1331811.16,2520706.43,Pending,241
COMP-048722,CASE-048722,PRJ-01752,5242737.41,1974019.6,Paid,8
COMP-048723,CASE-048723,PRJ-02335,1352549.35,1140903.42,Paid,4
COMP-048724,CASE-048724,PRJ-04073,564066.58,1067086.47,Paid,2
COMP-048725,CASE-048725,PRJ-00539,537727.06,213329.89,Pending,192
COMP-048726,CASE-048726,PRJ-02318,1133364.63,1076028.3,Paid,23
COMP-048727,CASE-048727,PRJ-03021,1528084.8,529724.85,Paid,7
COMP-048728,CASE-048728,PRJ-00751,2110297.34,2867307.89,Paid,23
COMP-048729,CASE-048729,PRJ-04087,1920037.77,689906.72,Paid,28
COMP-048730,CASE-048730,PRJ-03072,1318836.65,901127.8,Paid,27
COMP-048731,CASE-048731,PRJ-01931,112542.26,117341.69,Paid,19
COMP-048732,CASE-048732,PRJ-02952,547070.5,500332.16,Paid,16
COMP-048733,CASE-048733,PRJ-03538,114739.05,86635.24,Pending,156
COMP-048734,CASE-048734,PRJ-02000,2897390.4,1788881.94,Paid,14
COMP-048735,CASE-048735,PRJ-00842,276715.03,628007.42,Paid,7
COMP-048736,CASE-048736,PRJ-00240,1117594.73,1574308.9,Paid,16
COMP-048737,CASE-048737,PRJ-03990,1944044.17,901787.93,Paid,13
COMP-048738,CASE-048738,PRJ-03111,553660.06,965830.6,Pending,365
COMP-048739,CASE-048739,PRJ-00958,922001.16,598602.03,Pending,170
COMP-048740,CASE-048740,PRJ-04875,946491.12,2853987.8,Paid,21
COMP-048741,CASE-048741,PRJ-01121,1151242.34,1786133.67,Paid,21
COMP-048742,CASE-048742,PRJ-00432,1122994.81,458037.69,Pending,67
COMP-048743,CASE-048743,PRJ-00597,275919.8,1059922.21,Paid,13
COMP-048744,CASE-048744,PRJ-03806,693899.72,486405.27,Paid,28
COMP-048745,CASE-048745,PRJ-02290,4116797.99,3134606.24,Paid,26
COMP-048746,CASE-048746,PRJ-02359,776596.9,1477697.12,Paid,25
COMP-048747,CASE-048747,PRJ-00222,3188264.03,3631790.78,Paid,14
COMP-048748,CASE-048748,PRJ-01242,1691159.38,883853.15,Paid,3
COMP-048749,CASE-048749,PRJ-03034,219176.66,333893.76,Paid,11
COMP-048750,CASE-048750,PRJ-04460,939250.36,921077.94,Paid,17
COMP-048751,CASE-048751,PRJ-03782,664743.61,1086245.42,Paid,13
COMP-048752,CASE-048752,PRJ-00338,1574719.68,1198510.38,Paid,3
COMP-048753,CASE-048753,PRJ-00305,909505.04,299313.87,Pending,162
COMP-048754,CASE-048754,PRJ-04734,1843289.63,1937089.63,Paid,12
COMP-048755,CASE-048755,PRJ-00627,535516.27,1052409.68,Paid,23
COMP-048756,CASE-048756,PRJ-02384,1568925.51,219466.94,Pending,460
COMP-048757,CASE-048757,PRJ-04226,521588.45,753554.18,Paid,0
COMP-048758,CASE-048758,PRJ-00786,351767.86,318528.05,Paid,28
COMP-048759,CASE-048759,PRJ-01627,2498549.55,1103826.13,Paid,15
COMP-048760,CASE-048760,PRJ-03090,1421266.53,1517550.26,Pending,199
COMP-048761,CASE-048761,PRJ-01213,3024528.72,1553317.8,Paid,25
COMP-048762,CASE-048762,PRJ-04264,727515.83,828923.77,Paid,14
COMP-048763,CASE-048763,PRJ-02286,2411030.93,1890186.39,Paid,17
COMP-048764,CASE-048764,PRJ-00309,1001394.75,539477.46,Paid,16
COMP-048765,CASE-048765,PRJ-03384,1504355.34,2492686.64,Paid,14
COMP-048766,CASE-048766,PRJ-04650,602116.06,1112365.71,Paid,4
COMP-048767,CASE-048767,PRJ-01351,1467585.4,608244.36,Paid,10
COMP-048768,CASE-048768,PRJ-04973,359019.98,94508.82,Pending,148
COMP-048769,CASE-048769,PRJ-00177,598415.76,2391819.56,Paid,17
COMP-048770,CASE-048770,PRJ-03385,5032196.02,4838192.08,Paid,26
COMP-048771,CASE-048771,PRJ-02100,1072760.07,2325328.08,Paid,2
COMP-048772,CASE-048772,PRJ-00151,1179043.54,1787631.65,Paid,3
COMP-048773,CASE-048773,PRJ-02687,1764086.37,1123154.4,Paid,3
COMP-048774,CASE-048774,PRJ-04490,435348.33,399005.59,Pending,227
COMP-048775,CASE-048775,PRJ-04174,831224.89,1366286.78,Paid,21
COMP-048776,CASE-048776,PRJ-01038,356295.3,311637.01,Paid,0
COMP-048777,CASE-048777,PRJ-01808,1458886.33,1947860.27,Paid,11
COMP-048778,CASE-048778,PRJ-03546,415143.19,141567.13,Pending,402
COMP-048779,CASE-048779,PRJ-01155,4421888.21,4844745.02,Paid,26
COMP-048780,CASE-048780,PRJ-01572,289990.86,329165.25,Pending,482
COMP-048781,CASE-048781,PRJ-03748,934499.81,996610.06,Pending,422
COMP-048782,CASE-048782,PRJ-00502,835252.17,1304232.38,Pending,198
COMP-048783,CASE-048783,PRJ-01623,2273188.2,993900.87,Paid,29
COMP-048784,CASE-048784,PRJ-00294,1255784.05,4231712.95,Paid,8
COMP-048785,CASE-048785,PRJ-03040,1125898.58,914343.43,Paid,23
COMP-048786,CASE-048786,PRJ-03964,833274.23,1602974.92,Paid,22
COMP-048787,CASE-048787,PRJ-03219,1225222.84,1249154.31,Paid,5
COMP-048788,CASE-048788,PRJ-00473,1537295.35,1185158.39,Paid,14
COMP-048789,CASE-048789,PRJ-02030,3092771.07,2844314.14,Paid,23
COMP-048790,CASE-048790,PRJ-00370,2522851.78,1907104.87,Paid,20
COMP-048791,CASE-048791,PRJ-03050,1753710.53,1787647.6,Paid,15
COMP-048792,CASE-048792,PRJ-01457,2741249.54,1937820.39,Paid,20
COMP-048793,CASE-048793,PRJ-01201,3337523.87,2628546.94,Paid,8
COMP-048794,CASE-048794,PRJ-00351,496192.4,695598.83,Paid,15
COMP-048795,CASE-048795,PRJ-03378,728731.02,1429512.3,Paid,14
COMP-048796,CASE-048796,PRJ-01681,1467056.13,577695.23,Paid,5
COMP-048797,CASE-048797,PRJ-02669,322064.75,795353.13,Paid,14
COMP-048798,CASE-048798,PRJ-03775,434382.1,953719.07,Paid,19
COMP-048799,CASE-048799,PRJ-02312,521784.59,345849.95,Paid,8
COMP-048800,CASE-048800,PRJ-00710,313596.27,1115747.35,Paid,22
COMP-048801,CASE-048801,PRJ-00908,4136814.58,11402588.97,Paid,16
COMP-048802,CASE-048802,PRJ-04518,2410812.31,1818767.32,Paid,21
COMP-048803,CASE-048803,PRJ-00711,985631.51,222692.18,Pending,476
COMP-048804,CASE-048804,PRJ-00626,437051.91,275745.28,Paid,0
COMP-048805,CASE-048805,PRJ-04640,977957.23,658935.38,Paid,7
COMP-048806,CASE-048806,PRJ-01326,1103746.73,556736.52,Paid,17
COMP-048807,CASE-048807,PRJ-00271,363860.58,725704.45,Pending,353
COMP-048808,CASE-048808,PRJ-00321,385025.62,439053.12,Pending,138
COMP-048809,CASE-048809,PRJ-03288,983201.49,1044025.26,Paid,25
COMP-048810,CASE-048810,PRJ-00230,1503543.73,3097108.85,Paid,15
COMP-048811,CASE-048811,PRJ-01841,296834.58,82034.48,Pending,123
COMP-048812,CASE-048812,PRJ-01563,651305.54,731678.0,Paid,0
COMP-048813,CASE-048813,PRJ-00732,668646.45,506268.6,Paid,8
COMP-048814,CASE-048814,PRJ-02576,3305315.2,1048366.88,Paid,2
COMP-048815,CASE-048815,PRJ-03141,709419.9,1333122.38,Paid,14
COMP-048816,CASE-048816,PRJ-01671,776285.72,1167002.33,Paid,17
COMP-048817,CASE-048817,PRJ-00159,531569.3,211324.78,Paid,2
COMP-048818,CASE-048818,PRJ-02876,1399017.09,1110932.54,Paid,27
COMP-048819,CASE-048819,PRJ-04125,639214.55,405018.32,Paid,24
COMP-048820,CASE-048820,PRJ-03576,3209501.35,1357969.77,Pending,141
COMP-048821,CASE-048821,PRJ-04724,340914.12,355725.92,Paid,25
COMP-048822,CASE-048822,PRJ-00583,571278.69,258876.78,Pending,351
COMP-048823,CASE-048823,PRJ-01021,3293147.43,4161473.44,Paid,14
COMP-048824,CASE-048824,PRJ-04911,1145441.67,873079.93,Paid,17
COMP-048825,CASE-048825,PRJ-02444,1118538.89,615392.96,Paid,7
COMP-048826,CASE-048826,PRJ-04761,285922.42,539478.68,Paid,24
COMP-048827,CASE-048827,PRJ-03053,2047594.52,688930.85,Paid,28
COMP-048828,CASE-048828,PRJ-01123,2419155.43,292118.79,Pending,70
COMP-048829,CASE-048829,PRJ-00058,781207.79,1418492.25,Paid,5
COMP-048830,CASE-048830,PRJ-01048,1387503.11,1686560.62,Paid,23
COMP-048831,CASE-048831,PRJ-02087,1348898.76,819835.86,Paid,9
COMP-048832,CASE-048832,PRJ-00421,588720.34,1653910.27,Paid,8
COMP-048833,CASE-048833,PRJ-03203,1216538.07,2221222.44,Paid,0
COMP-048834,CASE-048834,PRJ-02023,541124.78,903422.09,Pending,319
COMP-048835,CASE-048835,PRJ-00826,188928.85,540890.25,Paid,28
COMP-048836,CASE-048836,PRJ-02695,5230832.51,1814921.32,Paid,14
COMP-048837,CASE-048837,PRJ-03819,14950056.3,17547984.06,Paid,27
COMP-048838,CASE-048838,PRJ-04887,512155.83,528786.49,Paid,13
COMP-048839,CASE-048839,PRJ-02981,1027744.33,880405.74,Paid,24
COMP-048840,CASE-048840,PRJ-01790,1692608.08,1717502.19,Pending,386
COMP-048841,CASE-048841,PRJ-02290,1068164.26,1414347.14,Paid,3
COMP-048842,CASE-048842,PRJ-00401,505183.9,594194.91,Pending,215
COMP-048843,CASE-048843,PRJ-00170,1027624.18,859828.95,Paid,27
COMP-048844,CASE-048844,PRJ-01739,2994268.5,3819184.42,Paid,5
COMP-048845,CASE-048845,PRJ-02753,792724.36,1204509.33,Paid,19
COMP-048846,CASE-048846,PRJ-04269,554673.78,854365.38,Paid,26
COMP-048847,CASE-048847,PRJ-00061,1249461.71,816331.64,Paid,14
COMP-048848,CASE-048848,PRJ-04117,1438304.94,2190035.23,Paid,25
COMP-048849,CASE-048849,PRJ-04592,1600729.7,806418.05,Paid,12
COMP-048850,CASE-048850,PRJ-00566,429192.39,260686.23,Paid,25
COMP-048851,CASE-048851,PRJ-02491,1297221.86,1468218.69,Paid,19
COMP-048852,CASE-048852,PRJ-03683,673994.04,331219.36,Paid,5
COMP-048853,CASE-048853,PRJ-02057,2079852.65,1643866.05,Paid,9
COMP-048854,CASE-048854,PRJ-04069,529288.47,394789.56,Pending,280
COMP-048855,CASE-048855,PRJ-02167,2207089.35,3658928.41,Paid,8
COMP-048856,CASE-048856,PRJ-04835,473508.27,644252.22,Paid,17
COMP-048857,CASE-048857,PRJ-01697,278431.85,348825.83,Paid,17
COMP-048858,CASE-048858,PRJ-02000,479667.37,712292.93,Paid,13
COMP-048859,CASE-048859,PRJ-03144,720600.93,596059.21,Paid,15
COMP-048860,CASE-048860,PRJ-00673,644526.02,449478.36,Paid,5
COMP-048861,CASE-048861,PRJ-04052,67988.58,117663.84,Paid,24
COMP-048862,CASE-048862,PRJ-02100,7308984.28,3537052.5,Paid,5
COMP-048863,CASE-048863,PRJ-03424,956520.91,337882.78,Paid,22
COMP-048864,CASE-048864,PRJ-01395,6879015.75,7909147.49,Paid,2
COMP-048865,CASE-048865,PRJ-03957,2149180.8,634785.73,Paid,20
COMP-048866,CASE-048866,PRJ-00470,2783902.46,1350088.93,Paid,28
COMP-048867,CASE-048867,PRJ-02477,455245.79,652119.71,Paid,6
COMP-048868,CASE-048868,PRJ-02865,1005606.59,1489102.32,Paid,2
COMP-048869,CASE-048869,PRJ-03343,1496965.71,780347.06,Paid,2
COMP-048870,CASE-048870,PRJ-04622,710504.66,620609.87,Paid,29
COMP-048871,CASE-048871,PRJ-01334,410258.61,923489.3,Paid,25
COMP-048872,CASE-048872,PRJ-01852,995495.33,753149.94,Paid,14
COMP-048873,CASE-048873,PRJ-03795,1283241.97,769250.71,Pending,34
COMP-048874,CASE-048874,PRJ-02940,1375090.21,1906915.12,Paid,11
COMP-048875,CASE-048875,PRJ-02683,619419.92,1124507.25,Paid,14
COMP-048876,CASE-048876,PRJ-03425,1950761.94,1160567.11,Pending,307
COMP-048877,CASE-048877,PRJ-02123,1066811.46,696693.04,Paid,28
COMP-048878,CASE-048878,PRJ-04790,738252.87,1391083.43,Paid,20
COMP-048879,CASE-048879,PRJ-03091,2485923.72,1044106.46,Paid,20
COMP-048880,CASE-048880,PRJ-02759,189509.82,264775.13,Paid,7
COMP-048881,CASE-048881,PRJ-02101,2068228.67,1883077.28,Paid,3
COMP-048882,CASE-048882,PRJ-04285,2406369.57,2338787.83,Paid,10
COMP-048883,CASE-048883,PRJ-03246,3492832.14,1562413.79,Paid,12
COMP-048884,CASE-048884,PRJ-02318,625675.8,880514.98,Pending,489
COMP-048885,CASE-048885,PRJ-03616,961583.49,604617.3,Pending,273
COMP-048886,CASE-048886,PRJ-01718,287062.78,175118.97,Paid,13
COMP-048887,CASE-048887,PRJ-01090,203385.39,187680.51,Paid,19
COMP-048888,CASE-048888,PRJ-04367,667944.09,464237.15,Paid,19
